subscription_id,customer_id,plan_id,start_date,end_date,billing_cycle,monthly_charge_inr,subscription_status
S0001263,C0001263,PL007,11-06-2023,,Monthly,499.0,Active
S0001264,C0001264,PL014,01-04-2016,,Monthly,1199.0,Active
S0001265,C0001265,PL009,04-10-2024,,Monthly,999.0,Active
S0001266,C0001266,PL008,14-12-2021,21-01-2025,Monthly,699.0,Terminated
S0001267,C0001267,PL004,07-07-2024,,Monthly,449.0,Active
S0001268,C0001268,PL018,24-12-2025,,Annual,1000.0,Active
S0001269,C0001269,PL001,28-04-2016,02-10-2016,Monthly,199.0,Terminated
S0001270,C0001270,PL015,14-06-2017,04-07-2024,Monthly,699.0,Terminated
S0001271,C0001271,PL005,01-01-2014,,Annual,250.0,Active
S0001272,C0001272,PL001,02-08-2016,,Monthly,199.0,Active
S0001273,C0001273,PL023,04-09-2015,,Monthly,99.0,Active
S0001274,C0001274,PL005,15-08-2016,,Annual,250.0,Active
S0001275,C0001275,PL016,30-11-2017,,Monthly,999.0,Active
S0001276,C0001276,PL011,03-05-2020,,Annual,583.0,Active
S0001277,C0001277,PL011,01-01-2014,,Annual,583.0,Active
S0001278,C0001278,PL011,01-01-2014,,Annual,583.0,Active
S0001279,C0001279,PL003,26-07-2016,,Monthly,399.0,Active
S0001280,C0001280,PL001,26-07-2022,,Monthly,199.0,Active
S0001281,C0001281,PL006,22-06-2016,,Annual,300.0,Active
S0001282,C0001282,PL011,01-01-2014,08-03-2020,Annual,583.0,Terminated
S0001283,C0001283,PL006,15-08-2016,,Annual,300.0,Active
S0001284,C0001284,PL018,17-12-2025,26-03-2026,Annual,1000.0,Terminated
S0001285,C0001285,PL011,01-01-2014,,Annual,583.0,Active
S0001286,C0001286,PL023,05-07-2017,,Monthly,99.0,Active
S0001287,C0001287,PL015,18-08-2023,22-06-2025,Monthly,699.0,Terminated
S0001288,C0001288,PL007,10-07-2018,,Monthly,499.0,Active
S0001289,C0001289,PL002,03-06-2015,,Monthly,299.0,Active
S0001290,C0001290,PL023,12-12-2015,,Monthly,99.0,Active
S0001291,C0001291,PL003,03-07-2022,,Monthly,399.0,Active
S0001292,C0001292,PL021,04-04-2025,,Annual,4166.0,Active
S0001293,C0001293,PL004,17-05-2016,,Monthly,449.0,Active
S0001294,C0001294,PL002,06-10-2024,,Monthly,299.0,Active
S0001295,C0001295,PL008,18-08-2019,11-05-2023,Monthly,699.0,Terminated
S0001296,C0001296,PL014,02-09-2020,,Monthly,1199.0,Active
S0001297,C0001297,PL005,10-08-2020,,Annual,250.0,Active
S0001298,C0001298,PL005,01-01-2014,,Annual,250.0,Active
S0001299,C0001299,PL010,02-08-2024,,Monthly,1299.0,Active
S0001300,C0001300,PL002,28-02-2017,,Monthly,299.0,Active
S0001301,C0001301,PL003,22-12-2021,,Monthly,399.0,Active
S0001302,C0001302,PL016,01-01-2014,,Monthly,999.0,Active
S0001303,C0001303,PL018,29-10-2018,,Annual,1000.0,Active
S0001304,C0001304,PL003,18-09-2020,,Monthly,399.0,Active
S0001305,C0001305,PL012,08-12-2021,,Monthly,599.0,Active
S0001306,C0001306,PL012,03-06-2025,04-02-2026,Monthly,599.0,Terminated
S0001307,C0001307,PL004,22-10-2022,,Monthly,449.0,Active
S0001308,C0001308,PL013,24-03-2021,,Monthly,899.0,Active
S0001309,C0001309,PL006,01-01-2014,,Annual,300.0,Active
S0001310,C0001310,PL001,23-08-2016,,Monthly,199.0,Active
S0001311,C0001311,PL008,09-08-2024,21-07-2025,Monthly,699.0,Terminated
S0001312,C0001312,PL002,31-12-2016,,Monthly,299.0,Active
S0001313,C0001313,PL011,20-11-2024,,Annual,583.0,Active
S0001314,C0001314,PL010,23-01-2016,,Monthly,1299.0,Active
S0001315,C0001315,PL005,16-11-2024,,Annual,250.0,Active
S0001316,C0001316,PL013,27-01-2025,,Monthly,899.0,Active
S0001317,C0001317,PL005,01-01-2014,,Annual,250.0,Active
S0001318,C0001318,PL001,10-01-2025,09-11-2025,Monthly,199.0,Terminated
S0001319,C0001319,PL003,12-12-2016,,Monthly,399.0,Active
S0001320,C0001320,PL001,05-08-2017,,Monthly,199.0,Active
S0001321,C0001321,PL020,13-05-2018,,Monthly,599.0,Active
S0001322,C0001322,PL005,03-02-2020,,Annual,250.0,Active
S0001323,C0001323,PL013,13-05-2019,,Monthly,899.0,Active
S0001324,C0001324,PL017,01-01-2014,,Monthly,1499.0,Active
S0001325,C0001325,PL012,26-02-2025,16-01-2026,Monthly,599.0,Terminated
S0001326,C0001326,PL001,23-01-2021,06-03-2026,Monthly,199.0,Terminated
S0001327,C0001327,PL018,05-11-2016,,Annual,1000.0,Active
S0001328,C0001328,PL004,17-05-2015,,Monthly,449.0,Active
S0001329,C0001329,PL004,31-05-2019,,Monthly,449.0,Active
S0001330,C0001330,PL007,04-11-2017,,Monthly,499.0,Active
S0001331,C0001331,PL008,18-02-2025,,Monthly,699.0,Active
S0001332,C0001332,PL004,18-01-2017,,Monthly,449.0,Active
S0001333,C0001333,PL009,01-06-2025,,Monthly,999.0,UNKNOWN_STATE
S0001334,C0001334,PL011,01-01-2014,,Annual,583.0,Active
S0001335,C0001335,PL006,01-01-2014,,Annual,300.0,Active
S0001336,C0001336,PL002,29-06-2019,,Monthly,299.0,Active
S0001337,C0001337,PL016,01-01-2014,,Monthly,999.0,Active
S0001338,C0001338,PL002,17-10-2017,29-07-2023,Monthly,299.0,Terminated
S0001339,C0001339,PL006,12-03-2019,,Annual,300.0,Active
S0001340,C0001340,PL022,01-01-2014,,Annual,8333.0,Active
S0001341,C0001341,PL003,20-06-2019,,Monthly,399.0,Active
S0001342,C0001342,PL004,10-02-2021,,Monthly,449.0,Active
S0001343,C0001343,PL003,23-01-2018,,Monthly,399.0,Active
S0001344,C0001344,PL021,24-07-2014,,Annual,4166.0,Active
S0001345,C0001345,PL019,11-02-2015,,Monthly,349.0,Active
S0001346,C0001346,PL021,27-01-2015,,Annual,4166.0,Active
S0001347,C0001347,PL001,13-08-2018,11-11-2024,Monthly,199.0,Terminated
S0001348,C0001348,PL010,14-02-2024,01-10-2024,Monthly,1299.0,Terminated
S0001349,C0001349,PL001,02-02-2016,,Monthly,199.0,Active
S0001350,C0001350,PL008,25-02-2019,,Monthly,699.0,Active
S0001351,C0001351,PL017,01-01-2014,,Monthly,1499.0,Active
S0001352,C0001352,PL004,06-09-2025,02-03-2026,Monthly,449.0,Terminated
S0001353,C0001353,,26-08-2018,,Monthly,599.0,Active
S0001354,C0001354,PL003,31-12-2016,08-02-2022,Monthly,399.0,Terminated
S0001355,C0001355,PL015,01-01-2014,,Monthly,699.0,Active
S0001356,C0001356,PL022,16-05-2020,,Annual,8333.0,Active
S0001357,C0001357,PL012,30-08-2018,,Monthly,599.0,Active
S0001358,C0001358,PL015,15-10-2016,,Monthly,699.0,Active
S0001359,C0001359,PL006,01-04-2015,,Annual,300.0,Active
S0001360,C0001360,PL006,08-11-2016,,Annual,300.0,Active
S0001361,C0001361,PL004,05-04-2020,14-01-2026,Monthly,449.0,Terminated
S0001362,C0001362,PL004,21-09-2022,,Monthly,449.0,Active
S0001363,C0001363,PL003,12-12-2017,,Monthly,399.0,Active
S0001364,C0001364,PL006,01-01-2014,,Annual,300.0,Active
S0001365,C0001365,PL024,30-11-2022,,Monthly,499.0,Active
S0001366,C0001366,PL006,01-01-2014,23-08-2017,Annual,300.0,Terminated
S0001367,C0001367,PL014,12-04-2016,,Monthly,1199.0,Active
S0001368,C0001368,PL004,11-07-2023,,Monthly,449.0,Active
S0001369,C0001369,PL013,02-02-2017,,Monthly,899.0,Active
S0001370,C0001370,PL002,28-09-2014,21-12-2020,Monthly,299.0,Terminated
S0001371,C0001371,PL018,02-01-2024,,Annual,1000.0,Active
S0001372,C0001372,PL005,01-01-2014,,Annual,250.0,Active
S0001373,C0001373,PL007,07-05-2024,,Monthly,499.0,Active
S0001374,C0001374,PL001,15-09-2025,,Monthly,199.0,Active
S0001375,C0001375,PL004,16-07-2022,,Monthly,449.0,Active
S0001376,C0001376,PL005,01-03-2018,,Annual,250.0,Active
S0001377,C0001377,PL006,01-01-2014,27-03-2024,Annual,300.0,Terminated
S0001378,C0001378,PL011,18-01-2023,,Annual,583.0,Active
S0001379,C0001379,PL003,27-08-2022,,Monthly,399.0,Active
S0001380,C0001380,PL009,10-04-2024,,Monthly,999.0,Active
S0001381,C0001381,PL003,04-10-2016,,Monthly,399.0,Active
S0001382,C0001382,PL002,13-10-2020,,Monthly,299.0,Active
S0001383,C0001383,PL010,07-12-2024,16-06-2025,Monthly,1299.0,Terminated
S0001384,C0001384,PL003,03-09-2014,,Monthly,399.0,Active
S0001385,C0001385,PL002,04-04-2020,,Monthly,299.0,Active
S0001386,C0001386,PL006,08-08-2015,,Annual,300.0,Active
S0001387,C0001387,PL006,20-03-2019,,Annual,300.0,Active
S0001388,C0001388,PL021,24-06-2022,,Annual,4166.0,Active
S0001389,C0001389,PL018,15-12-2017,27-05-2020,Annual,1000.0,Terminated
S0001390,C0001390,PL021,03-09-2023,,Annual,4166.0,Active
S0001391,C0001391,PL014,25-10-2015,05-11-2021,Monthly,1199.0,Terminated
S0001392,C0001392,PL013,20-08-2024,,Monthly,899.0,Active
S0001393,C0001393,PL006,27-01-2016,,Annual,300.0,Active
S0001394,C0001394,PL007,17-02-2022,,Monthly,499.0,Active
S0001395,C0001395,PL005,29-06-2022,,Annual,250.0,Active
S0001396,C0001396,PL004,16-06-2018,,Monthly,449.0,Active
S0001397,C0001397,PL020,24-07-2020,,Monthly,599.0,Active
S0001398,C0001398,PL016,01-01-2014,11-10-2020,Monthly,999.0,Terminated
S0001399,C0001399,PL020,20-06-2022,30-04-2023,Monthly,599.0,Terminated
S0001400,C0001400,PL007,24-09-2020,,Monthly,499.0,Active
S0001401,C0001401,PL001,23-05-2024,,Monthly,199.0,Active
S0001402,C0001402,PL006,01-01-2014,09-04-2025,Annual,300.0,Terminated
S0001403,C0001403,PL001,18-06-2017,,Monthly,199.0,Active
S0001404,C0001404,PL012,09-03-2014,,Monthly,599.0,Active
S0001405,C0001405,PL008,11-08-2024,25-03-2026,Monthly,699.0,Terminated
S0001406,C0001406,PL002,21-01-2018,,Monthly,299.0,Active
S0001407,C0001407,PL001,01-03-2021,,Monthly,199.0,Active
S0001408,C0001408,PL003,08-12-2023,27-11-2025,Monthly,399.0,Terminated
S0001409,C0001409,PL014,14-01-2022,,Monthly,1199.0,Active
S0001410,C0001410,PL001,23-03-2025,30-06-2025,Monthly,199.0,Terminated
S0001411,C0001411,PL005,10-10-2017,,Annual,250.0,Active
S0001412,C0001412,PL017,03-02-2024,,Monthly,1499.0,Active
S0001413,C0001413,PL006,27-07-2024,,Annual,300.0,Active
S0001414,C0001414,PL001,27-03-2024,24-12-2025,Monthly,199.0,Terminated
S0001415,C0001415,PL005,13-03-2021,,Annual,250.0,Active
S0001416,C0001416,PL025,09-02-2022,,Monthly,799.0,Active
S0001417,C0001417,PL015,26-10-2014,,Monthly,699.0,Active
S0001418,C0001418,PL012,10-07-2022,,Monthly,599.0,Active
S0001419,C0001419,PL013,14-01-2015,,Monthly,899.0,Active
S0001420,C0001420,PL007,22-09-2016,,Monthly,499.0,Active
S0001421,C0001421,PL002,29-11-2021,,Monthly,299.0,Active
S0001422,C0001422,PL007,26-03-2018,30-04-2019,Monthly,499.0,Terminated
S0001423,C0001423,PL002,20-01-2023,,Monthly,299.0,Active
S0001424,C0001424,PL004,25-03-2024,,Monthly,449.0,Active
S0001425,C0001425,PL015,08-04-2023,29-10-2023,Monthly,699.0,Terminated
S0001426,C0001426,PL015,01-01-2014,,Monthly,699.0,Active
S0001427,C0001427,PL005,01-01-2014,,Annual,250.0,Active
S0001428,C0001428,PL016,09-05-2019,,Monthly,999.0,Active
S0001429,C0001429,PL017,01-01-2014,,Monthly,1499.0,Active
S0001430,C0001430,PL004,10-02-2024,,Monthly,449.0,Active
S0001431,C0001431,PL002,21-12-2017,,Monthly,299.0,Active
S0001432,C0001432,PL001,30-04-2025,,Monthly,199.0,Active
S0001433,C0001433,PL012,26-02-2017,,Monthly,599.0,Active
S0001434,C0001434,PL024,30-07-2016,,Monthly,499.0,Active
S0001435,C0001435,PL005,01-01-2014,,Annual,250.0,Active
S0001436,C0001436,PL011,16-02-2019,,Annual,583.0,Active
S0001437,C0001437,PL008,05-11-2016,,Monthly,699.0,Active
S0001438,C0001438,PL008,22-12-2020,,Monthly,699.0,Active
S0001439,C0001439,PL001,04-07-2023,,Monthly,199.0,Active
S0001440,C0001440,PL006,01-01-2014,,Annual,300.0,Active
S0001441,C0001441,PL007,11-11-2018,13-11-2022,Monthly,499.0,Terminated
S0001442,C0001442,PL009,05-02-2016,,Monthly,999.0,Active
S0001443,C0001443,PL010,24-08-2017,,Monthly,1299.0,Active
S0001444,C0001444,PL020,12-01-2018,,Monthly,599.0,Active
S0001445,C0001445,PL008,04-09-2021,,Monthly,699.0,Active
S0001446,C0001446,PL007,20-09-2018,26-07-2020,Monthly,499.0,Terminated
S0001447,C0001447,PL004,31-08-2014,19-09-2024,Monthly,449.0,Terminated
S0001448,C0001448,PL001,23-07-2025,,Monthly,199.0,Active
S0001449,C0001449,PL006,16-09-2015,,Annual,300.0,Active
S0001450,C0001450,PL008,03-07-2014,,Monthly,699.0,Active
S0001451,C0001451,PL003,12-01-2022,,Monthly,399.0,Active
S0001452,C0001452,PL003,17-07-2014,,Monthly,399.0,Active
S0001453,C0001453,PL012,12-01-2019,18-07-2024,Monthly,599.0,Terminated
S0001454,C0001454,PL006,30-05-2019,,Annual,300.0,Active
S0001455,C0001455,PL001,11-12-2016,,Monthly,199.0,Active
S0001456,C0001456,PL011,01-01-2014,,Annual,583.0,Active
S0001457,C0001457,PL001,21-01-2014,,Monthly,199.0,Active
S0001458,C0001458,PL014,26-12-2025,08-03-2026,Monthly,1199.0,Terminated
S0001459,C0001459,PL014,28-02-2014,12-12-2025,Monthly,1199.0,Terminated
S0001460,C0001460,PL009,20-04-2021,,Monthly,999.0,Active
S0001461,C0001461,PL017,01-01-2014,,Monthly,1499.0,Active
S0001462,C0001462,PL017,01-01-2014,,Monthly,1499.0,Active
S0001463,C0001463,PL017,29-06-2015,,Monthly,1499.0,Active
S0001464,C0001464,PL008,03-07-2025,,Monthly,699.0,Active
S0001465,C0001465,PL012,20-02-2022,,Monthly,599.0,Active
S0001466,C0001466,PL022,06-03-2018,,Annual,8333.0,Active
S0001467,C0001467,PL022,01-01-2014,,Annual,8333.0,Active
S0001468,C0001468,PL001,14-12-2015,,Monthly,199.0,Active
S0001469,C0001469,PL013,26-09-2024,,Monthly,899.0,Active
S0001470,C0001470,PL007,09-09-2022,,Monthly,499.0,Active
S0001471,C0001471,PL022,01-01-2014,,Annual,8333.0,Active
S0001472,C0001472,PL001,15-04-2024,05-09-2024,Monthly,199.0,Terminated
S0001473,C0001473,PL006,01-01-2014,,Annual,300.0,Active
S0001474,C0001474,PL022,13-09-2014,,Annual,8333.0,Active
S0001475,C0001475,PL003,30-11-2021,,Monthly,399.0,Active
S0001476,C0001476,PL022,03-03-2025,,Annual,8333.0,Active
S0001477,C0001477,PL018,01-01-2014,,Annual,1000.0,Active
S0001478,C0001478,PL004,12-10-2023,,Monthly,449.0,Active
S0001479,C0001479,PL025,11-02-2018,,Monthly,799.0,Active
S0001480,C0001480,PL018,01-01-2014,,Annual,1000.0,Active
S0001481,C0001481,PL006,13-11-2020,,Annual,300.0,Active
S0001482,C0001482,PL011,06-03-2024,,Annual,583.0,Active
S0001483,C0001483,PL011,07-02-2017,,Annual,583.0,Active
S0001484,C0001484,PL025,15-04-2022,,Monthly,799.0,Active
S0001485,C0001485,PL003,01-06-2014,23-08-2025,Monthly,399.0,Terminated
S0001486,C0001486,PL020,08-01-2014,,Monthly,599.0,Active
S0001487,C0001487,PL019,20-06-2018,,Monthly,349.0,Active
S0001488,C0001488,PL014,21-10-2024,,Monthly,1199.0,Active
S0001489,C0001489,PL018,05-01-2017,,Annual,1000.0,Active
S0001490,C0001490,PL007,09-12-2021,13-03-2023,Monthly,499.0,Terminated
S0001491,C0001491,PL004,14-02-2019,,Monthly,449.0,Active
S0001492,C0001492,PL005,01-01-2014,,Annual,250.0,Active
S0001493,C0001493,PL003,19-11-2024,,Monthly,399.0,Active
S0001494,C0001494,PL020,11-01-2020,,Monthly,599.0,Active
S0001495,C0001495,PL003,06-01-2023,,Monthly,399.0,Active
S0001496,C0001496,PL007,07-09-2014,,Monthly,499.0,Active
S0001497,C0001497,PL008,01-09-2023,,Monthly,699.0,Active
S0001498,C0001498,PL002,02-07-2023,,Monthly,299.0,Active
S0001499,C0001499,PL010,03-12-2024,,Monthly,1299.0,Active
S0001500,C0001500,PL002,22-12-2015,,Monthly,299.0,Active
S0001501,C0001501,PL003,07-02-2021,27-11-2024,Monthly,399.0,Terminated
S0001502,C0001502,PL019,08-03-2016,,Monthly,349.0,Active
S0001503,C0001503,PL004,07-08-2014,,Monthly,449.0,Active
S0001504,C0001504,PL015,01-01-2014,06-12-2021,Monthly,699.0,Terminated
S0001505,C0001505,PL024,20-09-2016,,Monthly,499.0,Active
S0001506,C0001506,PL006,28-10-2017,,Annual,300.0,Active
S0001507,C0001507,PL011,17-06-2014,,Annual,583.0,Active
S0001508,C0001508,PL002,13-03-2019,,Monthly,299.0,Active
S0001509,C0001509,PL025,11-11-2020,,Monthly,799.0,Active
S0001510,C0001510,PL008,31-12-2022,,Monthly,699.0,Active
S0001511,C0001511,PL005,29-02-2024,,Annual,250.0,Active
S0001512,C0001512,PL019,21-04-2019,,Monthly,349.0,Active
S0001513,C0001513,PL010,16-10-2025,,Monthly,1299.0,Active
S0001514,C0001514,PL009,26-07-2019,,Monthly,999.0,Active
S0001515,C0001515,PL004,08-10-2017,,Monthly,449.0,Active
S0001516,C0001516,PL008,06-05-2025,,Monthly,699.0,Active
S0001517,C0001517,PL005,01-01-2014,,Annual,250.0,Active
S0001518,C0001518,PL019,10-09-2024,31-08-2025,Monthly,349.0,Terminated
S0001519,C0001519,PL001,17-10-2021,,Monthly,199.0,Active
S0001520,C0001520,PL008,27-02-2026,,Monthly,699.0,Active
S0001521,C0001521,PL002,13-03-2018,,Monthly,299.0,Active
S0001522,C0001522,PL009,15-04-2021,,Monthly,999.0,Active
S0001523,C0001523,PL001,14-12-2017,25-10-2021,Monthly,199.0,Terminated
S0001524,C0001524,PL001,12-03-2024,,Monthly,199.0,Active
S0001525,C0001525,PL007,16-09-2015,04-12-2023,Monthly,499.0,Terminated
S0001526,C0001526,PL005,01-01-2014,21-05-2014,Annual,250.0,Terminated
S0001527,C0001527,PL006,01-01-2014,,Annual,300.0,Active
S0001528,C0001528,PL023,29-05-2024,,Monthly,99.0,Active
S0001529,C0001529,PL005,01-01-2014,,Annual,250.0,Active
S0001530,C0001530,PL008,27-07-2017,,Monthly,699.0,Active
S0001531,C0001531,PL001,10-10-2018,03-08-2025,Monthly,199.0,Terminated
S0001532,C0001532,PL007,10-04-2023,02-02-2026,Monthly,499.0,Terminated
S0001533,C0001533,PL002,23-01-2018,,Monthly,299.0,Active
S0001534,C0001534,PL005,01-01-2014,,Annual,250.0,Active
S0001535,C0001535,PL021,21-03-2018,,Annual,4166.0,Active
S0001536,C0001536,PL020,21-07-2021,10-12-2022,Monthly,599.0,Terminated
S0001537,C0001537,PL004,28-11-2017,,Monthly,449.0,Active
S0001538,C0001538,PL019,18-04-2025,,Monthly,349.0,Active
S0001539,C0001539,PL001,14-04-2015,,Monthly,199.0,Active
S0001540,C0001540,PL002,11-05-2018,,Monthly,299.0,Active
S0001541,C0001541,PL003,25-10-2025,,Monthly,399.0,Active
S0001542,C0001542,PL010,17-11-2020,,Monthly,1299.0,Active
S0001543,C0001543,PL009,30-09-2023,,Monthly,999.0,Active
S0001544,C0001544,PL009,26-06-2019,,Monthly,999.0,Active
S0001545,C0001545,PL020,20-12-2016,,Monthly,599.0,Active
S0001546,C0001546,PL002,10-10-2015,,Monthly,299.0,Active
S0001547,C0001547,PL019,06-06-2017,01-08-2019,Monthly,349.0,Terminated
S0001548,C0001548,PL001,06-12-2016,,Monthly,199.0,Active
S0001549,C0001549,PL003,22-09-2021,,Monthly,399.0,Active
S0001550,C0001550,PL001,11-11-2018,,Monthly,199.0,Active
S0001551,C0001551,PL006,30-08-2016,,Annual,300.0,Active
S0001552,C0001552,PL011,01-09-2019,,Annual,583.0,Active
S0001553,C0001553,PL002,14-06-2024,18-08-2025,Monthly,299.0,Terminated
S0001554,C0001554,PL002,20-06-2015,,Monthly,299.0,Active
S0001555,C0001555,PL016,12-06-2020,27-07-2025,Monthly,999.0,Terminated
S0001556,C0001556,PL003,27-02-2022,,Monthly,399.0,Active
S0001557,C0001557,PL002,19-12-2023,24-06-2024,Monthly,299.0,Terminated
S0001558,C0001558,PL003,29-03-2022,14-01-2024,Monthly,399.0,Terminated
S0001559,C0001559,PL003,08-01-2026,,Monthly,399.0,Active
S0001560,C0001560,PL006,01-01-2014,,Annual,300.0,Active
S0001561,C0001561,PL005,01-01-2014,,Annual,250.0,Active
S0001562,C0001562,PL016,14-10-2022,,Monthly,999.0,Active
S0001563,C0001563,PL006,01-01-2014,,Annual,300.0,Active
S0001564,C0001564,PL025,26-06-2018,,Monthly,799.0,Active
S0001565,C0001565,PL004,05-12-2022,,Monthly,449.0,Active
S0001566,C0001566,PL005,09-04-2015,,Annual,250.0,Active
S0001567,C0001567,PL017,22-01-2025,,Monthly,1499.0,Active
S0001568,C0001568,PL005,01-05-2022,,Annual,250.0,Active
S0001569,C0001569,PL015,01-01-2014,22-06-2015,Monthly,699.0,Terminated
S0001570,C0001570,PL004,24-06-2016,01-05-2018,Monthly,449.0,Terminated
S0001571,C0001571,PL023,08-06-2018,,Monthly,99.0,Active
S0001572,C0001572,PL005,14-07-2022,23-07-2023,Annual,250.0,Terminated
S0001573,C0001573,PL004,04-06-2017,,Monthly,449.0,Active
S0001574,C0001574,PL002,15-07-2016,,Monthly,299.0,Active
S0001575,C0001575,PL015,23-07-2015,,Monthly,699.0,UNKNOWN_STATE
S0001576,C0001576,PL011,12-06-2016,,Annual,583.0,Active
S0001577,C0001577,PL009,24-09-2019,,Monthly,999.0,Active
S0001578,C0001578,PL018,13-03-2015,,Annual,1000.0,Active
S0001579,C0001579,PL011,30-09-2017,,Annual,583.0,Active
S0001580,C0001580,PL006,14-03-2024,,Annual,300.0,Active
S0001581,C0001581,PL001,01-08-2018,,Monthly,199.0,Active
S0001582,C0001582,PL017,28-05-2023,,Monthly,1499.0,Active
S0001583,C0001583,PL004,05-08-2016,,Monthly,449.0,Active
S0001584,C0001584,PL005,05-02-2026,,Annual,250.0,UNKNOWN_STATE
S0001585,C0001585,PL009,10-09-2015,,Monthly,999.0,Active
S0001586,C0001586,PL011,01-01-2014,,Annual,583.0,Active
S0001587,C0001587,PL001,30-01-2015,,Monthly,199.0,Active
S0001588,C0001588,PL016,01-01-2014,,Monthly,999.0,Active
S0001589,C0001589,PL003,16-03-2021,,Monthly,399.0,Active
S0001590,C0001590,PL013,17-05-2014,,Monthly,899.0,Active
S0001591,C0001591,PL006,19-04-2014,,Annual,300.0,Active
S0001592,C0001592,PL001,21-10-2024,07-08-2025,Monthly,199.0,Terminated
S0001593,C0001593,PL006,09-07-2020,,Annual,300.0,Active
S0001594,C0001594,PL003,21-04-2021,,Monthly,399.0,Active
S0001595,C0001595,PL009,07-03-2018,,Monthly,999.0,Active
S0001596,C0001596,PL007,12-09-2021,,Monthly,499.0,Active
S0001597,C0001597,PL015,25-11-2021,,Monthly,699.0,Active
S0001598,C0001598,PL018,07-06-2022,,Annual,1000.0,Active
S0001599,C0001599,PL004,11-06-2016,,Monthly,449.0,Active
S0001600,C0001600,PL001,30-06-2015,,Monthly,199.0,Active
S0001601,C0001601,PL003,03-08-2024,17-11-2025,Monthly,399.0,Terminated
S0001602,C0001602,PL009,11-07-2023,,Monthly,999.0,Active
S0001603,C0001603,PL011,13-10-2023,,Annual,583.0,Active
S0001604,C0001604,PL009,03-03-2017,23-08-2020,Monthly,999.0,Terminated
S0001605,C0001605,PL011,01-01-2014,,Annual,583.0,Active
S0001606,C0001606,PL006,19-09-2025,,Annual,300.0,Active
S0001607,C0001607,PL003,03-05-2020,11-06-2023,Monthly,399.0,Terminated
S0001608,C0001608,PL003,09-10-2025,08-02-2026,Monthly,399.0,Terminated
S0001609,C0001609,PL003,06-02-2026,19-02-2026,Monthly,399.0,Terminated
S0001610,C0001610,PL018,17-07-2024,,Annual,1000.0,Active
S0001611,C0001611,PL024,02-10-2014,07-04-2025,Monthly,499.0,Terminated
S0001612,C0001612,PL004,25-10-2016,,Monthly,449.0,Active
S0001613,C0001613,PL006,01-01-2014,,Annual,300.0,Active
S0001614,C0001614,PL017,04-10-2017,13-02-2022,Monthly,1499.0,Terminated
S0001615,C0001615,PL008,11-07-2016,,Monthly,699.0,Active
S0001616,C0001616,PL012,24-06-2017,,Monthly,599.0,Active
S0001617,C0001617,PL025,23-02-2017,,Monthly,799.0,Active
S0001618,C0001618,PL007,20-04-2024,19-03-2025,Monthly,499.0,Terminated
S0001619,C0001619,PL011,01-01-2014,,Annual,583.0,Active
S0001620,C0001620,PL006,26-08-2015,,Annual,300.0,Active
S0001621,C0001621,PL008,13-04-2017,,Monthly,699.0,Active
S0001622,C0001622,PL005,11-03-2015,,Annual,250.0,Active
S0001623,C0001623,PL016,01-01-2014,,Monthly,999.0,Active
S0001624,C0001624,PL006,08-12-2023,,Annual,300.0,Active
S0001625,C0001625,PL008,17-11-2022,08-12-2023,Monthly,699.0,Terminated
S0001626,C0001626,PL002,24-12-2016,,Monthly,299.0,Active
S0001627,C0001627,PL025,21-12-2021,31-12-2022,Monthly,799.0,Terminated
S0001628,C0001628,PL001,15-04-2017,,Monthly,199.0,Active
S0001629,C0001629,PL013,14-09-2016,,Monthly,899.0,Active
S0001630,C0001630,PL004,23-04-2021,27-05-2023,Monthly,449.0,Terminated
S0001631,C0001631,PL005,01-01-2014,,Annual,250.0,Active
S0001632,C0001632,PL002,28-06-2021,,Monthly,299.0,Active
S0001633,C0001633,PL003,05-09-2021,,Monthly,399.0,Active
S0001634,C0001634,PL012,06-11-2019,,Monthly,599.0,Active
S0001635,C0001635,PL008,02-02-2018,,Monthly,699.0,Active
S0001636,C0001636,PL024,20-12-2017,,Monthly,499.0,Active
S0001637,C0001637,PL020,05-11-2015,,Monthly,599.0,Active
S0001638,C0001638,PL021,10-09-2020,,Annual,4166.0,Active
S0001639,C0001639,PL008,26-07-2024,,Monthly,699.0,Active
S0001640,C0001640,PL006,01-01-2014,,Annual,300.0,Active
S0001641,C0001641,PL002,31-01-2018,,Monthly,299.0,Active
S0001642,C0001642,PL002,31-03-2019,,Monthly,299.0,Active
S0001643,C0001643,PL001,05-08-2025,,Monthly,199.0,Active
S0001644,C0001644,PL001,11-07-2020,,Monthly,199.0,Active
S0001645,C0001645,PL015,15-06-2014,10-03-2025,Monthly,699.0,Terminated
S0001646,C0001646,PL004,13-10-2022,,Monthly,449.0,Active
S0001647,C0001647,PL005,21-12-2018,,Annual,250.0,Active
S0001648,C0001648,PL005,19-07-2024,,Annual,250.0,Active
S0001649,C0001649,PL015,01-01-2014,04-07-2024,Monthly,699.0,Terminated
S0001650,C0001650,PL003,03-10-2017,,Monthly,399.0,Active
S0001651,C0001651,PL009,15-12-2017,,Monthly,999.0,Active
S0001652,C0001652,PL019,12-10-2016,06-10-2024,Monthly,349.0,Terminated
S0001653,C0001653,PL023,12-01-2026,15-03-2026,Monthly,99.0,Terminated
S0001654,C0001654,PL005,07-08-2014,,Annual,250.0,Active
S0001655,C0001655,PL001,08-07-2024,,Monthly,199.0,Active
