invoice_id,customer_id,billing_date,billing_period_month,base_amount_inr,gst_amount_inr,total_amount_inr,due_date,payment_status
INV00036933,C0006200,01-11-2025,11-2025,922.23,166.0,1088.23,16-11-2025,Overdue
INV00036934,C0006200,02-10-2025,10-2025,1019.37,183.49,1202.86,17-10-2025,Unpaid
INV00036935,C0006200,02-09-2025,09-2025,1042.0,187.56,1229.56,17-09-2025,Paid
INV00036936,C0006200,03-08-2025,08-2025,1038.5,186.93,1225.43,18-08-2025,Paid
INV00036937,C0006200,04-07-2025,07-2025,1074.27,193.37,1267.64,19-07-2025,Paid
INV00036938,C0006200,04-06-2025,06-2025,1070.68,192.72,1263.4,19-06-2025,Overdue
INV00036939,C0006200,05-05-2025,05-2025,917.54,165.16,1082.7,20-05-2025,Overdue
INV00036940,C0006201,18-12-2018,12-2018,1116.34,200.94,1317.28,02-01-2019,Unpaid
INV00036941,C0006201,18-11-2018,11-2018,1201.7,216.31,1418.01,03-12-2018,Paid
INV00036942,C0006201,19-10-2018,10-2018,1112.27,200.21,1312.48,03-11-2018,Paid
INV00036943,C0006201,19-09-2018,09-2018,1136.5,204.57,1341.07,04-10-2018,Overdue
INV00036944,C0006201,20-08-2018,08-2018,1145.84,206.25,1352.09,04-09-2018,Paid
INV00036945,C0006201,21-07-2018,07-2018,1124.77,202.46,1327.23,05-08-2018,Overdue
INV00036946,C0006201,21-06-2018,06-2018,1214.03,218.53,1432.56,06-07-2018,Paid
INV00036947,C0006201,22-05-2018,05-2018,1212.77,218.3,1431.07,06-06-2018,Paid
INV00036948,C0006201,22-04-2018,04-2018,1147.98,206.64,1354.62,07-05-2018,Overdue
INV00036949,C0006201,23-03-2018,03-2018,1069.7,192.55,1262.25,07-04-2018,Unpaid
INV00036950,C0006201,21-02-2018,02-2018,1063.09,191.36,1254.45,08-03-2018,Paid
INV00036951,C0006201,22-01-2018,01-2018,1164.47,209.6,1374.07,06-02-2018,Paid
INV00036952,C0006204,31-03-2026,03-2026,598.15,107.67,705.82,15-04-2026,Paid
INV00036953,C0006204,01-03-2026,03-2026,583.33,105.0,688.33,16-03-2026,Paid
INV00036954,C0006204,30-01-2026,01-2026,587.99,105.84,693.83,14-02-2026,Overdue
INV00036955,C0006204,31-12-2025,12-2025,541.44,97.46,638.9,15-01-2026,Overdue
INV00036956,C0006204,01-12-2025,12-2025,561.56,101.08,662.64,16-12-2025,Unpaid
INV00036957,C0006204,01-11-2025,11-2025,563.33,101.4,664.73,16-11-2025,Paid
INV00036958,C0006204,02-10-2025,10-2025,614.58,110.62,725.2,17-10-2025,Unpaid
INV00036959,C0006204,02-09-2025,09-2025,646.03,116.29,762.32,17-09-2025,Overdue
INV00036960,C0006204,03-08-2025,08-2025,619.5,111.51,731.01,18-08-2025,Overdue
INV00036961,C0006204,04-07-2025,07-2025,585.48,105.39,690.87,19-07-2025,Paid
INV00036962,C0006204,04-06-2025,06-2025,627.0,112.86,739.86,19-06-2025,Unpaid
INV00036963,C0006204,05-05-2025,05-2025,542.75,97.7,640.45,20-05-2025,Overdue
INV00036964,C0006205,31-03-2026,03-2026,1213.65,218.46,1432.11,15-04-2026,Overdue
INV00036965,C0006205,01-03-2026,03-2026,1273.12,229.16,1502.28,16-03-2026,Paid
INV00036966,C0006205,30-01-2026,01-2026,1338.28,240.89,1579.17,14-02-2026,Paid
INV00036967,C0006205,31-12-2025,12-2025,1394.7,251.05,1645.75,15-01-2026,Overdue
INV00036968,C0006205,01-12-2025,12-2025,1188.27,213.89,1402.16,16-12-2025,Paid
INV00036969,C0006205,01-11-2025,11-2025,1277.42,229.94,1507.36,16-11-2025,Overdue
INV00036970,C0006205,02-10-2025,10-2025,1380.5,248.49,1628.99,17-10-2025,Overdue
INV00036971,C0006205,02-09-2025,09-2025,1334.94,240.29,1575.23,17-09-2025,Overdue
INV00036972,C0006205,03-08-2025,08-2025,1142.39,205.63,1348.02,18-08-2025,Paid
INV00036973,C0006205,04-07-2025,07-2025,1356.38,244.15,1600.53,19-07-2025,Paid
INV00036974,C0006205,04-06-2025,06-2025,1206.27,217.13,1423.4,19-06-2025,Unpaid
INV00036975,C0006205,05-05-2025,05-2025,1217.84,219.21,1437.05,20-05-2025,Paid
INV00036976,C0006206,31-03-2026,03-2026,365.41,65.77,431.18,15-04-2026,Paid
INV00036977,C0006206,01-03-2026,03-2026,363.31,65.4,428.71,16-03-2026,Paid
INV00036978,C0006206,30-01-2026,01-2026,348.81,62.79,411.6,14-02-2026,Paid
INV00036979,C0006206,31-12-2025,12-2025,309.2,55.66,364.86,15-01-2026,Overdue
INV00036980,C0006206,01-12-2025,12-2025,400.22,72.04,472.26,16-12-2025,Paid
INV00036981,C0006206,01-11-2025,11-2025,345.06,62.11,407.17,16-11-2025,Paid
INV00036982,C0006206,02-10-2025,10-2025,345.67,62.22,407.89,17-10-2025,Unpaid
INV00036983,C0006206,02-09-2025,09-2025,380.38,68.47,448.85,17-09-2025,Overdue
INV00036984,C0006206,03-08-2025,08-2025,347.94,62.63,410.57,18-08-2025,Overdue
INV00036985,C0006206,04-07-2025,07-2025,346.81,62.43,409.24,19-07-2025,Overdue
INV00036986,C0006206,04-06-2025,06-2025,324.22,58.36,382.58,19-06-2025,Paid
INV00036987,C0006206,05-05-2025,05-2025,314.15,56.55,370.7,20-05-2025,Paid
INV00036988,C0006207,31-03-2026,03-2026,786.77,141.62,928.39,15-04-2026,Paid
INV00036989,C0006207,01-03-2026,03-2026,649.84,116.97,766.81,16-03-2026,Overdue
INV00036990,C0006207,30-01-2026,01-2026,723.57,130.24,853.81,14-02-2026,Overdue
INV00036991,C0006207,31-12-2025,12-2025,710.7,127.93,838.63,15-01-2026,Paid
INV00036992,C0006207,01-12-2025,12-2025,733.69,132.06,865.75,16-12-2025,Unpaid
INV00036993,C0006207,01-11-2025,11-2025,705.75,127.04,832.79,16-11-2025,Paid
INV00036994,C0006207,02-10-2025,10-2025,668.51,120.33,788.84,17-10-2025,Paid
INV00036995,C0006207,02-09-2025,09-2025,719.31,129.48,848.79,17-09-2025,Unpaid
INV00036996,C0006207,03-08-2025,08-2025,731.06,131.59,862.65,18-08-2025,Overdue
INV00036997,C0006207,04-07-2025,07-2025,652.71,117.49,770.2,19-07-2025,Paid
INV00036998,C0006207,04-06-2025,06-2025,690.79,124.34,815.13,19-06-2025,Unpaid
INV00036999,C0006207,05-05-2025,05-2025,651.0,117.18,768.18,20-05-2025,Paid
INV00037000,C0006208,31-03-2026,03-2026,1235.95,222.47,1458.42,15-04-2026,Paid
INV00037001,C0006208,01-03-2026,03-2026,1243.26,223.79,1467.05,16-03-2026,Paid
INV00037002,C0006208,30-01-2026,01-2026,1187.66,213.78,1401.44,14-02-2026,Paid
INV00037003,C0006208,31-12-2025,12-2025,1254.54,225.82,1480.36,15-01-2026,Unpaid
INV00037004,C0006208,01-12-2025,12-2025,1180.77,212.54,1393.31,16-12-2025,Paid
INV00037005,C0006208,01-11-2025,11-2025,1144.79,206.06,1350.85,16-11-2025,Unpaid
INV00037006,C0006208,02-10-2025,10-2025,1197.73,215.59,1413.32,17-10-2025,Unpaid
INV00037007,C0006208,02-09-2025,09-2025,1210.86,217.95,1428.81,17-09-2025,Paid
INV00037008,C0006208,03-08-2025,08-2025,1140.68,205.32,1346.0,18-08-2025,Paid
INV00037009,C0006208,04-07-2025,07-2025,1192.4,214.63,1407.03,19-07-2025,Unpaid
INV00037010,C0006208,04-06-2025,06-2025,1196.16,215.31,1411.47,19-06-2025,Paid
INV00037011,C0006208,05-05-2025,05-2025,1134.14,204.15,1338.29,20-05-2025,Paid
INV00037012,C0006210,31-03-2026,03-2026,1564.96,281.69,1846.65,15-04-2026,Paid
INV00037013,C0006210,01-03-2026,03-2026,1423.81,256.29,1680.1,16-03-2026,Unpaid
INV00037014,C0006210,30-01-2026,01-2026,1623.07,292.15,1915.22,14-02-2026,Paid
INV00037015,C0006210,31-12-2025,12-2025,1341.4,241.45,1582.85,15-01-2026,Paid
INV00037016,C0006210,01-12-2025,12-2025,1728.1,311.06,2039.16,16-12-2025,Paid
INV00037017,C0006210,01-11-2025,11-2025,1604.13,288.74,1892.87,16-11-2025,Paid
INV00037018,C0006210,02-10-2025,10-2025,1387.59,249.77,1637.36,17-10-2025,Unpaid
INV00037019,C0006210,02-09-2025,09-2025,1424.94,256.49,1681.43,17-09-2025,Paid
INV00037020,C0006210,03-08-2025,08-2025,1368.77,246.38,1615.15,18-08-2025,Paid
INV00037021,C0006210,04-07-2025,07-2025,1398.62,251.75,1650.37,19-07-2025,Overdue
INV00037022,C0006210,04-06-2025,06-2025,1516.43,272.96,1789.39,19-06-2025,Paid
INV00037023,C0006210,05-05-2025,05-2025,1368.89,246.4,1615.29,20-05-2025,Paid
INV00037024,C0006213,15-10-2025,10-2025,555.89,100.06,655.95,30-10-2025,Paid
INV00037025,C0006215,31-03-2026,03-2026,306.01,55.08,361.09,15-04-2026,Overdue
INV00037026,C0006215,01-03-2026,03-2026,350.56,63.1,-413.66,16-03-2026,Overdue
INV00037027,C0006215,30-01-2026,01-2026,338.12,60.86,398.98,14-02-2026,Paid
INV00037028,C0006215,31-12-2025,12-2025,356.94,64.25,421.19,15-01-2026,Unpaid
INV00037029,C0006215,01-12-2025,12-2025,348.05,62.65,410.7,16-12-2025,Paid
INV00037030,C0006215,01-11-2025,11-2025,301.16,54.21,355.37,16-11-2025,Overdue
INV00037031,C0006215,02-10-2025,10-2025,325.84,54.19,384.49,17-10-2025,Paid
INV00037032,C0006215,02-09-2025,09-2025,308.47,55.52,363.99,17-09-2025,Overdue
INV00037033,C0006215,03-08-2025,08-2025,339.28,61.07,400.35,18-08-2025,Paid
INV00037034,C0006215,04-07-2025,07-2025,330.69,59.52,390.21,19-07-2025,Paid
INV00037035,C0006215,04-06-2025,06-2025,352.89,63.52,416.41,19-06-2025,Paid
INV00037036,C0006215,05-05-2025,05-2025,337.06,60.67,397.73,20-05-2025,Paid
INV00037037,C0006216,31-03-2026,03-2026,767.09,138.08,905.17,15-04-2026,Overdue
INV00037038,C0006216,01-03-2026,03-2026,695.22,125.14,820.36,16-03-2026,Paid
INV00037039,C0006216,30-01-2026,01-2026,708.2,127.48,835.68,14-02-2026,Overdue
INV00037040,C0006216,31-12-2025,12-2025,742.94,133.73,876.67,15-01-2026,Paid
INV00037041,C0006216,01-12-2025,12-2025,672.35,121.02,793.37,16-12-2025,Paid
INV00037042,C0006216,01-11-2025,11-2025,699.73,125.95,825.68,16-11-2025,Paid
INV00037043,C0006216,02-10-2025,10-2025,685.51,123.39,808.9,17-10-2025,Paid
INV00037044,C0006216,02-09-2025,09-2025,664.23,119.56,783.79,17-09-2025,Paid
INV00037045,C0006216,03-08-2025,08-2025,688.93,124.01,812.94,18-08-2025,Paid
INV00037046,C0006216,04-07-2025,07-2025,746.82,134.43,881.25,19-07-2025,Paid
INV00037047,C0006216,04-06-2025,06-2025,667.87,120.22,788.09,19-06-2025,Overdue
INV00037048,C0006216,05-05-2025,05-2025,717.82,129.21,847.03,20-05-2025,Unpaid
INV00037049,C0006217,31-03-2026,03-2026,995.68,179.22,1174.9,15-04-2026,Unpaid
INV00037050,C0006217,01-03-2026,03-2026,918.21,165.28,1083.49,16-03-2026,Paid
INV00037051,C0006217,30-01-2026,01-2026,994.99,179.1,1174.09,14-02-2026,Paid
INV00037052,C0006217,31-12-2025,12-2025,947.09,170.48,1117.57,15-01-2026,Paid
INV00037053,C0006217,01-12-2025,12-2025,1024.94,184.49,1209.43,16-12-2025,Unpaid
INV00037054,C0006217,01-11-2025,11-2025,1030.52,185.49,1216.01,16-11-2025,Paid
INV00037055,C0006217,02-10-2025,10-2025,983.71,177.07,1160.78,17-10-2025,Unpaid
INV00037056,C0006217,02-09-2025,09-2025,991.8,178.52,1170.32,17-09-2025,Paid
INV00037057,C0006217,03-08-2025,08-2025,1056.94,190.25,1247.19,18-08-2025,Overdue
INV00037058,C0006217,04-07-2025,07-2025,1079.7,194.35,1274.05,19-07-2025,Paid
INV00037059,C0006217,04-06-2025,06-2025,944.58,170.02,1114.6,19-06-2025,Paid
INV00037060,C0006217,05-05-2025,05-2025,999.79,179.96,1179.75,20-05-2025,Paid
INV00037061,C0006218,13-03-2016,03-2016,689.33,124.08,813.41,28-03-2016,Paid
INV00037062,C0006218,12-02-2016,02-2016,674.65,121.44,796.09,27-02-2016,Paid
INV00037063,C0006218,13-01-2016,01-2016,737.82,132.81,870.63,28-01-2016,Paid
INV00037064,C0006218,14-12-2015,12-2015,681.69,122.7,804.39,29-12-2015,Paid
INV00037065,C0006218,14-11-2015,11-2015,684.8,123.26,808.06,29-11-2015,Paid
INV00037066,C0006218,15-10-2015,10-2015,691.54,124.48,816.02,30-10-2015,Paid
INV00037067,C0006218,15-09-2015,09-2015,718.76,129.38,848.14,30-09-2015,Paid
INV00037068,C0006218,16-08-2015,08-2015,745.25,134.14,879.39,31-08-2015,Paid
INV00037069,C0006218,17-07-2015,07-2015,693.22,124.78,818.0,01-08-2015,Unpaid
INV00037070,C0006218,17-06-2015,06-2015,733.82,132.09,865.91,02-07-2015,Paid
INV00037071,C0006218,18-05-2015,05-2015,631.19,157.95,744.8,02-06-2015,Paid
INV00037072,C0006218,18-04-2015,04-2015,664.31,119.58,783.89,03-05-2015,Unpaid
INV00037073,C0006219,31-03-2026,03-2026,1062.3,191.21,1253.51,15-04-2026,Unpaid
INV00037074,C0006219,01-03-2026,03-2026,984.74,177.25,1161.99,16-03-2026,Paid
INV00037075,C0006219,30-01-2026,01-2026,980.01,176.4,1156.41,14-02-2026,Paid
INV00037076,C0006220,31-03-2026,03-2026,516.06,92.89,608.95,15-04-2026,Paid
INV00037077,C0006220,01-03-2026,03-2026,517.97,93.23,611.2,16-03-2026,Unpaid
INV00037078,C0006220,30-01-2026,01-2026,510.11,91.82,601.93,14-02-2026,Overdue
INV00037079,C0006220,31-12-2025,12-2025,470.58,84.7,555.28,15-01-2026,Unpaid
INV00037080,C0006220,01-12-2025,12-2025,488.23,87.88,576.11,16-12-2025,Unpaid
INV00037081,C0006220,01-11-2025,11-2025,551.51,99.27,650.78,16-11-2025,Paid
INV00037082,C0006220,02-10-2025,10-2025,514.35,92.58,606.93,17-10-2025,Overdue
INV00037083,C0006220,02-09-2025,09-2025,459.39,82.69,542.08,17-09-2025,Paid
INV00037084,C0006220,03-08-2025,08-2025,465.04,83.71,548.75,18-08-2025,Paid
INV00037085,C0006220,04-07-2025,07-2025,554.58,99.82,654.4,19-07-2025,Unpaid
INV00037086,C0006220,04-06-2025,06-2025,500.87,90.16,591.03,19-06-2025,Paid
INV00037087,C0006220,05-05-2025,05-2025,535.63,96.41,632.04,20-05-2025,Paid
INV00037088,C0006221,31-03-2026,03-2026,674.23,121.36,795.59,15-04-2026,Paid
INV00037089,C0006221,01-03-2026,03-2026,670.6,120.71,791.31,16-03-2026,Paid
INV00037090,C0006221,30-01-2026,01-2026,688.1,123.86,811.96,14-02-2026,Unpaid
INV00037091,C0006221,31-12-2025,12-2025,631.63,113.69,745.32,15-01-2026,Overdue
INV00037092,C0006221,01-12-2025,12-2025,719.23,129.46,848.69,16-12-2025,Paid
INV00037093,C0006221,01-11-2025,11-2025,698.62,125.75,824.37,16-11-2025,Paid
INV00037094,C0006221,02-10-2025,10-2025,661.67,119.1,780.77,17-10-2025,Paid
INV00037095,C0006221,02-09-2025,09-2025,792.05,142.57,934.62,17-09-2025,Paid
INV00037096,C0006221,03-08-2025,08-2025,751.37,135.25,886.62,18-08-2025,Paid
INV00037097,C0006221,04-07-2025,07-2025,691.91,124.54,816.45,19-07-2025,Paid
INV00037098,C0006221,04-06-2025,06-2025,721.58,129.88,851.46,19-06-2025,Paid
INV00037099,C0006221,05-05-2025,05-2025,695.75,125.24,820.99,20-05-2025,Unpaid
INV00037100,C0006223,24-08-2023,08-2023,736.31,132.54,868.85,08-09-2023,Paid
INV00037101,C0006223,25-07-2023,07-2023,751.97,135.35,887.32,09-08-2023,Paid
INV00037102,C0006223,25-06-2023,06-2023,636.6,114.59,751.19,10-07-2023,Paid
INV00037103,C0006223,26-05-2023,05-2023,743.9,133.9,877.8,10-06-2023,Paid
INV00037104,C0006223,26-04-2023,04-2023,743.6,133.85,877.45,11-05-2023,Paid
INV00037105,C0006224,19-06-2024,06-2024,590.09,106.22,696.31,04-07-2024,Paid
INV00037106,C0006224,20-05-2024,05-2024,557.96,100.43,658.39,04-06-2024,Overdue
INV00037107,C0006224,20-04-2024,04-2024,581.16,104.61,685.77,05-05-2024,Paid
INV00037108,C0006224,21-03-2024,03-2024,548.11,98.66,646.77,05-04-2024,Overdue
INV00037109,C0006225,31-03-2026,03-2026,100.4,18.07,118.47,15-04-2026,Paid
INV00037110,C0006225,01-03-2026,03-2026,99.44,17.9,117.34,16-03-2026,Overdue
INV00037111,C0006225,30-01-2026,01-2026,95.48,27.59,112.67,14-02-2026,Unpaid
INV00037112,C0006225,31-12-2025,12-2025,99.04,17.83,116.87,15-01-2026,Paid
INV00037113,C0006225,01-12-2025,12-2025,92.66,16.68,109.34,16-12-2025,Paid
INV00037114,C0006225,01-11-2025,11-2025,96.65,17.4,114.05,16-11-2025,Overdue
INV00037115,C0006225,02-10-2025,10-2025,96.92,17.45,114.37,17-10-2025,Overdue
INV00037116,C0006225,02-09-2025,09-2025,96.06,17.29,113.35,17-09-2025,Paid
INV00037117,C0006225,03-08-2025,08-2025,87.31,15.72,103.03,18-08-2025,Paid
INV00037118,C0006225,04-07-2025,07-2025,99.42,17.9,117.32,19-07-2025,Overdue
INV00037119,C0006225,04-06-2025,06-2025,98.55,17.74,116.29,19-06-2025,Unpaid
INV00037120,C0006225,05-05-2025,05-2025,99.16,17.85,117.01,20-05-2025,Paid
INV00037121,C0006228,31-03-2026,03-2026,341.64,61.5,403.14,15-04-2026,Unpaid
INV00037122,C0006228,01-03-2026,03-2026,339.27,61.07,400.34,16-03-2026,Overdue
INV00037123,C0006228,30-01-2026,01-2026,344.67,62.04,406.71,14-02-2026,Paid
INV00037124,C0006228,31-12-2025,12-2025,319.6,57.53,377.13,15-01-2026,Paid
INV00037125,C0006228,01-12-2025,12-2025,371.87,66.94,438.81,16-12-2025,Unpaid
INV00037126,C0006228,01-11-2025,11-2025,324.73,58.45,383.18,16-11-2025,Paid
INV00037127,C0006228,02-10-2025,10-2025,352.23,63.4,415.63,17-10-2025,Paid
INV00037128,C0006228,02-09-2025,09-2025,313.81,56.49,370.3,17-09-2025,Paid
INV00037129,C0006228,03-08-2025,08-2025,340.76,61.34,402.1,18-08-2025,Paid
INV00037130,C0006228,04-07-2025,07-2025,348.46,62.72,411.18,19-07-2025,Overdue
INV00037131,C0006228,04-06-2025,06-2025,328.21,59.08,387.29,19-06-2025,Unpaid
INV00037132,C0006229,31-03-2026,03-2026,106.96,19.25,126.21,15-04-2026,Overdue
INV00037133,C0006229,01-03-2026,03-2026,97.0,17.46,114.46,16-03-2026,Paid
INV00037134,C0006229,30-01-2026,01-2026,102.3,18.41,120.71,14-02-2026,Paid
INV00037135,C0006229,31-12-2025,12-2025,105.59,19.01,124.6,15-01-2026,Paid
INV00037136,C0006229,01-12-2025,12-2025,109.7,19.75,129.45,16-12-2025,Overdue
INV00037137,C0006229,01-11-2025,11-2025,100.96,18.17,119.13,16-11-2025,Unpaid
INV00037138,C0006229,02-10-2025,10-2025,93.92,16.91,110.83,17-10-2025,Unpaid
INV00037139,C0006229,02-09-2025,09-2025,101.07,18.19,119.26,17-09-2025,Paid
INV00037140,C0006229,03-08-2025,08-2025,104.39,18.79,123.18,18-08-2025,Unpaid
INV00037141,C0006229,04-07-2025,07-2025,94.08,16.93,111.01,19-07-2025,Overdue
INV00037142,C0006229,04-06-2025,06-2025,96.84,17.43,114.27,19-06-2025,Unpaid
INV00037143,C0006229,05-05-2025,05-2025,94.64,17.04,111.68,20-05-2025,Paid
INV00037144,C0006230,28-02-2025,02-2025,1219.93,219.59,1439.52,15-03-2025,Paid
INV00037145,C0006230,29-01-2025,01-2025,1222.01,219.96,1441.97,13-02-2025,Overdue
INV00037146,C0006230,30-12-2024,12-2024,1286.94,231.65,1518.59,14-01-2025,Paid
INV00037147,C0006230,30-11-2024,11-2024,1187.26,213.71,1400.97,15-12-2024,Overdue
INV00037148,C0006230,31-10-2024,10-2024,1241.15,223.41,1464.56,15-11-2024,Paid
INV00037149,C0006230,01-10-2024,10-2024,1294.42,233.0,1527.42,16-10-2024,Paid
INV00037150,C0006230,01-09-2024,09-2024,1060.03,190.81,1250.84,16-09-2024,Paid
INV00037151,C0006231,31-03-2026,03-2026,1085.5,195.39,1280.89,15-04-2026,Paid
INV00037152,C0006231,01-03-2026,03-2026,927.47,166.94,1094.41,16-03-2026,Paid
INV00037153,C0006231,30-01-2026,01-2026,963.04,173.35,1136.39,14-02-2026,Unpaid
INV00037154,C0006231,31-12-2025,12-2025,1039.94,187.19,1227.13,15-01-2026,Paid
INV00037155,C0006231,01-12-2025,12-2025,1094.75,197.06,1291.81,16-12-2025,Paid
INV00037156,C0006231,01-11-2025,11-2025,956.91,172.24,1129.15,16-11-2025,Paid
INV00037157,C0006231,02-10-2025,10-2025,1020.15,183.63,1203.78,17-10-2025,Unpaid
INV00037158,C0006231,02-09-2025,09-2025,1117.19,201.09,1318.28,17-09-2025,Paid
INV00037159,C0006231,03-08-2025,08-2025,1009.83,181.77,1191.6,18-08-2025,Paid
INV00037160,C0006231,04-07-2025,07-2025,975.02,175.5,1150.52,19-07-2025,Paid
INV00037161,C0006231,04-06-2025,06-2025,997.01,179.46,1176.47,19-06-2025,Paid
INV00037162,C0006231,05-05-2025,05-2025,959.87,172.78,1132.65,20-05-2025,Paid
INV00037163,C0006233,31-03-2026,03-2026,1323.93,238.31,1562.24,15-04-2026,Paid
INV00037164,C0006233,01-03-2026,03-2026,1313.5,236.43,1549.93,16-03-2026,Overdue
INV00037165,C0006233,30-01-2026,01-2026,1213.17,218.37,1431.54,14-02-2026,Paid
INV00037166,C0006233,31-12-2025,12-2025,1305.23,234.94,1540.17,15-01-2026,Paid
INV00037167,C0006233,01-12-2025,12-2025,1356.6,244.19,1600.79,16-12-2025,Paid
INV00037168,C0006233,01-11-2025,11-2025,1306.89,235.24,1542.13,16-11-2025,Overdue
INV00037169,C0006233,02-10-2025,10-2025,1267.9,228.22,1496.12,17-10-2025,Paid
INV00037170,C0006233,02-09-2025,09-2025,1295.75,233.24,1528.99,17-09-2025,Paid
INV00037171,C0006233,03-08-2025,08-2025,1236.96,222.65,1459.61,18-08-2025,Unpaid
INV00037172,C0006233,04-07-2025,07-2025,1318.34,237.3,1555.64,19-07-2025,Overdue
INV00037173,C0006233,04-06-2025,06-2025,1290.09,232.22,1522.31,19-06-2025,Unpaid
INV00037174,C0006233,05-05-2025,05-2025,1231.64,221.7,1453.34,20-05-2025,Paid
INV00037175,C0006234,31-03-2026,03-2026,493.01,88.74,581.75,15-04-2026,Unpaid
INV00037176,C0006234,01-03-2026,03-2026,601.5,108.27,709.77,16-03-2026,Paid
INV00037177,C0006234,30-01-2026,01-2026,548.48,98.73,647.21,14-02-2026,Unpaid
INV00037178,C0006234,31-12-2025,12-2025,617.3,111.11,728.41,15-01-2026,Paid
INV00037179,C0006234,01-12-2025,12-2025,585.47,105.38,690.85,16-12-2025,Overdue
INV00037180,C0006234,01-11-2025,11-2025,577.39,103.93,681.32,16-11-2025,Paid
INV00037181,C0006234,02-10-2025,10-2025,548.26,98.69,646.95,17-10-2025,Paid
INV00037182,C0006234,02-09-2025,09-2025,586.95,105.65,692.6,17-09-2025,Unpaid
INV00037183,C0006234,03-08-2025,08-2025,506.34,91.14,597.48,18-08-2025,Unpaid
INV00037184,C0006234,04-07-2025,07-2025,531.18,95.61,626.79,19-07-2025,Paid
INV00037185,C0006234,04-06-2025,06-2025,502.7,90.49,593.19,19-06-2025,Paid
INV00037186,C0006234,05-05-2025,05-2025,602.8,108.5,711.3,20-05-2025,Paid
INV00037187,C0006235,31-03-2026,03-2026,757.07,136.27,893.34,15-04-2026,Overdue
INV00037188,C0006235,01-03-2026,03-2026,703.99,126.72,830.71,16-03-2026,Overdue
INV00037189,C0006235,30-01-2026,01-2026,663.48,119.43,782.91,14-02-2026,Paid
INV00037190,C0006235,31-12-2025,12-2025,746.68,134.4,881.08,15-01-2026,Unpaid
INV00037191,C0006235,01-12-2025,12-2025,683.67,123.06,806.73,16-12-2025,Overdue
INV00037192,C0006235,01-11-2025,11-2025,667.76,120.2,787.96,16-11-2025,Paid
INV00037193,C0006235,02-10-2025,10-2025,716.86,129.03,845.89,17-10-2025,Overdue
INV00037194,C0006235,02-09-2025,09-2025,665.8,119.84,785.64,17-09-2025,Overdue
INV00037195,C0006235,03-08-2025,08-2025,702.9,126.52,829.42,18-08-2025,Paid
INV00037196,C0006235,04-07-2025,07-2025,722.57,130.06,852.63,19-07-2025,Paid
INV00037197,C0006235,04-06-2025,06-2025,650.16,117.03,767.19,19-06-2025,Overdue
INV00037198,C0006235,05-05-2025,05-2025,715.57,128.8,844.37,20-05-2025,Unpaid
INV00037199,C0006236,31-03-2026,03-2026,754.45,135.8,890.25,15-04-2026,Paid
INV00037200,C0006236,01-03-2026,03-2026,695.92,125.27,821.19,16-03-2026,Unpaid
INV00037201,C0006236,30-01-2026,01-2026,696.66,125.4,822.06,14-02-2026,Overdue
INV00037202,C0006236,31-12-2025,12-2025,718.51,129.33,847.84,15-01-2026,Unpaid
INV00037203,C0006236,01-12-2025,12-2025,664.38,119.59,783.97,16-12-2025,Paid
INV00037204,C0006236,01-11-2025,11-2025,743.95,133.91,877.86,16-11-2025,Paid
INV00037205,C0006236,02-10-2025,10-2025,702.75,126.49,829.24,17-10-2025,Paid
INV00037206,C0006236,02-09-2025,09-2025,682.2,122.8,805.0,17-09-2025,Overdue
INV00037207,C0006236,03-08-2025,08-2025,731.57,131.68,863.25,18-08-2025,Paid
INV00037208,C0006236,04-07-2025,07-2025,665.88,119.86,785.74,19-07-2025,Paid
INV00037209,C0006236,04-06-2025,06-2025,709.56,45.87,837.28,19-06-2025,Unpaid
INV00037210,C0006236,05-05-2025,05-2025,718.93,129.41,848.34,20-05-2025,Unpaid
INV00037211,C0006237,31-03-2026,03-2026,488.97,88.01,576.98,15-04-2026,Paid
INV00037212,C0006237,01-03-2026,03-2026,535.28,96.35,631.63,16-03-2026,Unpaid
INV00037213,C0006237,30-01-2026,01-2026,460.1,82.82,542.92,14-02-2026,Paid
INV00037214,C0006237,31-12-2025,12-2025,532.5,95.85,628.35,15-01-2026,Paid
INV00037215,C0006237,01-12-2025,12-2025,464.75,83.66,548.41,16-12-2025,Unpaid
INV00037216,C0006237,01-11-2025,11-2025,524.72,94.45,619.17,16-11-2025,Paid
INV00037217,C0006237,02-10-2025,10-2025,466.97,84.05,551.02,17-10-2025,Unpaid
INV00037218,C0006237,02-09-2025,09-2025,509.86,91.77,601.63,17-09-2025,Paid
INV00037219,C0006237,03-08-2025,08-2025,504.8,90.86,595.66,18-08-2025,Paid
INV00037220,C0006237,04-07-2025,07-2025,506.15,91.11,597.26,19-07-2025,Unpaid
INV00037221,C0006237,04-06-2025,06-2025,449.31,80.88,530.19,19-06-2025,Paid
INV00037222,C0006237,05-05-2025,05-2025,473.46,85.22,558.68,20-05-2025,Paid
INV00037223,C0006239,31-03-2026,03-2026,554.3,99.77,654.07,15-04-2026,Paid
INV00037224,C0006239,01-03-2026,03-2026,455.34,81.96,537.3,16-03-2026,Overdue
INV00037225,C0006239,30-01-2026,01-2026,556.99,100.26,657.25,14-02-2026,Paid
INV00037226,C0006239,31-12-2025,12-2025,464.29,83.57,547.86,15-01-2026,Paid
INV00037227,C0006239,01-12-2025,12-2025,485.84,87.45,573.29,16-12-2025,Overdue
