device_id,customer_id,brand,model,device_type,device_price_inr,purchase_date,imei
DEV0003912,C0003912,Nexus,Aura Pro,Smartphone,32999,12-12-2014,336806361858547
DEV0003913,C0003913,Voltic,V30 5G,Smartphone,21999,06-12-2023,997414479578496
DEV0003914,C0003914,Lumen,L Max,Smartphone,41999,01-12-2017,519155991692702
DEV0003915,C0003915,NexaTel,Fiber Gateway,Router,3499,03-11-2021,280775973171771
DEV0003916,C0003916,Zenith,Z Flip,Smartphone,54999,04-10-2023,591660267202502
DEV0003917,C0003917,Orbit,O9 Pro,Smartphone,27999,21-09-2022,457957048966365
DEV0003918,C0003918,Lumen,L Mini,Smartphone,8499,31-01-2014,976598824603245
DEV0003919,C0003919,Voltic,V30 5G,Smartphone,21999,13-01-2014,468588465879601
DEV0003920,C0003920,Nexus,Aura Pro,Smartphone,32999,22-07-2019,808262584571422
DEV0003921,C0003921,Zenith,Z Lite,Smartphone,9999,01-07-2023,347043271887941
DEV0003922,C0003922,Zenith,Z Lite,Smartphone,9999,03-01-2014,101618278824815
DEV0003923,C0003923,Zenith,Z Lite,Smartphone,9999,27-10-2025,130222161855352
DEV0003924,C0003924,NexaTel,Smart Cam,IoT Device,2999,10-11-2017,244279332894004
DEV0003925,C0003925,Voltic,V30 5G,Smartphone,21999,01-03-2021,868965982735698
DEV0003926,C0003926,NexaTel,Smart Cam,IoT Device,2999,06-07-2017,910993030240434
DEV0003927,C0003927,Zenith,Z Lite,Smartphone,9999,11-01-2014,535471349443503
DEV0003928,C0003928,Zenith,Z Lite,Smartphone,9999,22-01-2014,390264598850067
DEV0003929,C0003929,NexaTel,Home Router AX,Router,2499,04-01-2014,134368991264152
DEV0003930,C0003930,Orbit,O7,Smartphone,15999,05-08-2022,842494338452499
DEV0003931,C0003931,Orbit,O7,Smartphone,15999,20-01-2014,756434536586854
DEV0003932,C0003932,Zenith,Z Flip,Smartphone,54999,20-01-2014,064199227650120
DEV0003933,C0003933,NexaTel,IoT Hub,IoT Device,1999,15-02-2024,042449621815958
DEV0003934,C0003934,Lumen,L Mini,Smartphone,8499,28-01-2014,262541056965752
DEV0003935,C0003935,Voltic,V30 5G,Smartphone,21999,09-01-2014,226604192205212
DEV0003936,C0003936,Orbit,O7,Smartphone,15999,06-01-2014,359741656784755
DEV0003937,C0003937,Orbit,O7,Smartphone,15999,15-01-2014,268606540790689
DEV0003938,C0003938,Voltic,V30 5G,Smartphone,21999,09-07-2021,515651975290770
DEV0003939,C0003939,Nexus,Aura 5G,Smartphone,18999,23-10-2017,638957722619992
DEV0003940,C0003940,Orbit,O7,Smartphone,15999,13-06-2023,386925765895680
DEV0003941,C0003941,Lumen,L Max,Smartphone,41999,17-02-2022,893158288961925
DEV0003942,C0003942,Voltic,V20,Smartphone,12999,31-10-2019,262549369085821
DEV0003943,C0003943,Voltic,V30 5G,Smartphone,21999,21-11-2019,699255217332485
DEV0003944,C0003944,Zenith,Z Lite,Smartphone,9999,06-05-2015,999344492172295
DEV0003945,C0003945,Zenith,Z Flip,Smartphone,54999,09-06-2018,735614508224841
DEV0003946,C0003946,Orbit,O9 Pro,Smartphone,27999,25-04-2021,013206964250094
DEV0003947,C0003947,NexaTel,Smart Cam,IoT Device,2999,23-01-2025,685203904602005
DEV0003948,C0003948,Orbit,O9 Pro,Smartphone,27999,17-02-2021,245639435454063
DEV0003949,C0003949,Nexus,Aura 5G,Smartphone,18999,04-09-2023,336429333130696
DEV0003950,C0003950,Nexus,Aura Pro,Smartphone,32999,14-08-2021,473568099649192
DEV0003951,C0003951,Zenith,Z Lite,Smartphone,9999,05-12-2017,798212245577118
DEV0003952,C0003952,Lumen,L Max,Smartphone,41999,18-03-2024,948924075328851
DEV0003953,C0003953,Voltic,V20,Smartphone,12999,07-11-2014,287862575996367
DEV0003954,C0003954,Lumen,L Mini,Smartphone,8499,03-09-2018,296809998610945
DEV0003955,C0003955,Nexus,Aura Pro,Smartphone,32999,14-01-2014,965706239463145
DEV0003956,C0003956,Nexus,Aura 5G,Smartphone,18999,11-01-2016,577200791436553
DEV0003957,C0003957,Nexus,Aura 5G,Smartphone,18999,10-01-2014,054266542943626
DEV0003958,C0003958,Orbit,O7,Smartphone,15999,02-02-2017,170554241427159
DEV0003959,C0003959,Voltic,V30 5G,Smartphone,21999,02-03-2018,741620789216351
DEV0003960,C0003960,Lumen,L Max,Smartphone,41999,26-01-2016,783612691140052
DEV0003961,C0003961,Nexus,Aura 5G,Smartphone,18999,16-02-2024,301833103262622
DEV0003962,C0003962,Zenith,Z Lite,Smartphone,9999,26-12-2023,039838395360300
DEV0003963,C0003963,Zenith,Z Lite,Smartphone,9999,16-12-2014,165067097061146
DEV0003964,C0003964,NexaTel,Smart Cam,IoT Device,2999,24-12-2025,071477024723894
DEV0003965,C0003965,Orbit,O7,Smartphone,15999,23-08-2021,095382757465847
DEV0003966,C0003966,NexaTel,Smart Cam,IoT Device,2999,02-05-2020,851024784619917
DEV0003967,C0003967,Nexus,Aura 5G,Smartphone,18999,05-07-2017,806252296226816
DEV0003968,C0003968,Nexus,Aura Pro,Smartphone,32999,05-09-2016,404151207061435
DEV0003969,C0003969,Lumen,L Max,Smartphone,41999,07-01-2014,139245627946800
DEV0003970,C0003970,Lumen,L Mini,Smartphone,8499,26-04-2025,323665490020028
DEV0003971,C0003971,Orbit,O7,Smartphone,15999,24-05-2014,512564149893937
DEV0003972,C0003972,NexaTel,Home Router AX,Router,2499,25-01-2014,682025486937740
DEV0003973,C0003973,Lumen,L Max,Smartphone,41999,11-03-2022,798636413436409
DEV0003974,C0003974,Orbit,O9 Pro,Smartphone,27999,06-06-2018,244566211003379
DEV0003975,C0003975,Nexus,Aura 5G,Smartphone,18999,04-02-2014,271870461094073
DEV0003976,C0003976,Voltic,V20,Smartphone,12999,12-03-2021,546652549950790
DEV0003977,C0003977,Voltic,V30 5G,Smartphone,21999,14-06-2022,522904954086334
DEV0003978,C0003978,NexaTel,Smart Cam,IoT Device,2999,19-03-2016,726463762300006
DEV0003979,C0003979,Orbit,O9 Pro,Smartphone,27999,23-06-2015,885628436361939
DEV0003980,C0003980,Orbit,O7,Smartphone,15999,07-06-2014,014304720337688
DEV0003981,C0003981,Voltic,V20,Smartphone,12999,21-04-2025,663330471612631
DEV0003982,C0003982,Zenith,Z Flip,Smartphone,54999,11-02-2024,117465276579566
DEV0003983,C0003983,Zenith,Z Lite,Smartphone,9999,12-01-2014,118195855518734
DEV0003984,C0003984,Orbit,O9 Pro,Smartphone,27999,08-09-2023,804774891975512
DEV0003985,C0003985,Nexus,Aura 5G,Smartphone,18999,10-06-2021,964402680420510
DEV0003986,C0003986,Lumen,L Mini,Smartphone,8499,27-11-2018,104454627370239
DEV0003987,C0003987,Nexus,Aura Pro,Smartphone,32999,18-02-2018,138612672232644
DEV0003988,C0003988,NexaTel,IoT Hub,IoT Device,1999,19-04-2020,739357680628589
DEV0003989,C0003989,Voltic,V30 5G,Smartphone,21999,05-02-2014,421757161354510
DEV0003990,C0003990,Lumen,L Max,Smartphone,41999,06-05-2015,074338079099856
DEV0003991,C0003991,Orbit,O9 Pro,Smartphone,27999,20-03-2024,475286809021248
DEV0003992,C0003992,Lumen,L Max,Smartphone,41999,26-01-2014,562657795832911
DEV0003993,C0003993,Zenith,Z Flip,Smartphone,54999,13-02-2022,446906064370934
DEV0003994,C0003994,Voltic,V20,Smartphone,12999,06-01-2023,775047317447165
DEV0003995,C0003995,Nexus,Aura Pro,Smartphone,32999,14-07-2020,008099130202750
DEV0003996,C0003996,Lumen,L Mini,Smartphone,8499,21-11-2018,300265369498196
DEV0003997,C0003997,Voltic,V20,Smartphone,12999,01-04-2019,455793376499882
DEV0003998,C0003998,Zenith,Z Lite,Smartphone,9999,18-01-2014,561077312295560
DEV0003999,C0003999,NexaTel,Smart Cam,IoT Device,2999,12-01-2014,475451933647907
DEV0004000,C0004000,Voltic,V30 5G,Smartphone,21999,05-12-2024,616274771144972
DEV0004001,C0004001,Voltic,V30 5G,Smartphone,21999,11-08-2015,455763210659531
DEV0004002,C0004002,NexaTel,Fiber Gateway,Router,3499,19-01-2014,856823784498496
DEV0004003,C0004003,Voltic,V20,Smartphone,12999,06-01-2014,519765788768195
DEV0004004,C0004004,Lumen,L Mini,Smartphone,8499,03-12-2021,312245176589570
DEV0004005,C0004005,Orbit,O9 Pro,Smartphone,27999,13-07-2019,149139695519569
DEV0004006,C0004006,Lumen,L Max,Smartphone,41999,14-11-2019,908156363295910
DEV0004007,C0004007,Voltic,V20,Smartphone,12999,01-06-2025,067466227756212
DEV0004008,C0004008,Voltic,V30 5G,Smartphone,21999,17-04-2019,116106156385230
DEV0004009,C0004009,Voltic,V20,Smartphone,12999,05-06-2020,558314650389205
DEV0004010,C0004010,Zenith,Z Flip,Smartphone,54999,23-08-2018,898222906840851
DEV0004011,C0004011,NexaTel,Fiber Gateway,Router,3499,03-01-2014,659616810663244
DEV0004012,C0004012,Nexus,Aura Pro,Smartphone,32999,18-03-2020,885942226167894
DEV0004013,C0004013,Lumen,L Mini,Smartphone,8499,12-03-2025,902601112090750
DEV0004014,C0004014,Voltic,V20,Smartphone,12999,24-02-2024,992702839737761
DEV0004015,C0004015,Orbit,O7,Smartphone,15999,07-10-2021,414763845615337
DEV0004016,C0004016,Lumen,L Max,Smartphone,41999,09-10-2019,402380438991023
DEV0004017,C0004017,Zenith,Z Lite,Smartphone,9999,30-07-2019,243871062766180
DEV0004018,C0004018,NexaTel,Smart Cam,IoT Device,2999,18-01-2014,286486733344247
DEV0004019,C0004019,Nexus,Aura Pro,Smartphone,32999,19-01-2014,144759070958230
DEV0004020,C0004020,NexaTel,Smart Cam,IoT Device,2999,15-05-2015,358734092326150
DEV0004021,C0004021,Orbit,O9 Pro,Smartphone,27999,23-01-2022,346736824663055
DEV0004022,C0004022,Nexus,Aura 5G,Smartphone,18999,23-01-2022,920188147064584
DEV0004023,C0004023,Zenith,Z Lite,Smartphone,9999,31-10-2018,759847788908328
DEV0004024,C0004024,Nexus,Aura Pro,Smartphone,32999,20-07-2019,288394035770715
DEV0004025,C0004025,Orbit,O9 Pro,Smartphone,27999,18-01-2014,744019420952793
DEV0004026,C0004026,Orbit,O9 Pro,Smartphone,27999,24-01-2014,861902639430761
DEV0004027,C0004027,Orbit,O7,Smartphone,15999,01-01-2014,225524463751563
DEV0004028,C0004028,Nexus,Aura Pro,Smartphone,32999,28-09-2020,748467402887563
DEV0004029,C0004029,Lumen,L Max,Smartphone,41999,15-11-2017,360165259197650
DEV0004030,C0004030,Lumen,L Max,Smartphone,41999,24-02-2020,420441827121691
DEV0004031,C0004031,Voltic,V20,Smartphone,12999,15-09-2025,589080409356860
DEV0004032,C0004032,Orbit,O9 Pro,Smartphone,27999,15-09-2024,312242988266425
DEV0004033,C0004033,Lumen,L Mini,Smartphone,8499,14-03-2025,225584538829624
DEV0004034,C0004034,Lumen,L Max,Smartphone,41999,06-08-2023,796413676167664
DEV0004035,C0004035,Orbit,O9 Pro,Smartphone,27999,12-05-2022,906103312029914
DEV0004036,C0004036,Lumen,L Max,Smartphone,41999,16-10-2017,520353967439733
DEV0004037,C0004037,Voltic,V30 5G,Smartphone,21999,16-08-2021,444711682206280
DEV0004038,C0004038,Lumen,L Max,Smartphone,41999,08-09-2019,742673656648182
DEV0004039,C0004039,Lumen,L Mini,Smartphone,8499,09-12-2019,250016571788028
DEV0004040,C0004040,Lumen,L Max,Smartphone,41999,23-11-2025,692741652437779
DEV0004041,C0004041,Voltic,V30 5G,Smartphone,21999,08-09-2024,562712807665884
DEV0004042,C0004042,Voltic,V20,Smartphone,12999,10-01-2017,950452419414078
DEV0004043,C0004043,Orbit,O9 Pro,Smartphone,27999,07-06-2025,779117804359711
DEV0004044,C0004044,Voltic,V30 5G,Smartphone,21999,29-01-2019,510297582544048
DEV0004045,C0004045,NexaTel,Smart Sensor,IoT Device,899,15-05-2016,863073451893551
DEV0004046,C0004046,Zenith,Z Flip,Smartphone,54999,02-09-2017,543574019729825
DEV0004047,C0004047,Voltic,V20,Smartphone,12999,23-02-2025,721074628742780
DEV0004048,C0004048,Voltic,V20,Smartphone,12999,09-01-2018,673742109594390
DEV0004049,C0004049,Orbit,O7,Smartphone,15999,01-01-2014,378895454369473
DEV0004050,C0004050,Voltic,V20,Smartphone,12999,19-03-2015,666050355784188
DEV0004051,C0004051,Voltic,V20,Smartphone,12999,09-12-2022,066793098905217
DEV0004052,C0004052,Orbit,O9 Pro,Smartphone,27999,25-04-2017,860040074521042
DEV0004053,C0004053,Lumen,L Max,Smartphone,41999,15-11-2019,177332258333701
DEV0004054,C0004054,Nexus,Aura Pro,Smartphone,32999,26-02-2019,290234915466186
DEV0004055,C0004055,NexaTel,Smart Sensor,IoT Device,899,29-10-2020,909676260607461
DEV0004056,C0004056,Nexus,Aura Pro,Smartphone,32999,13-06-2025,495464634749517
DEV0004057,C0004057,Voltic,V30 5G,Smartphone,21999,11-07-2016,808422964922432
DEV0004058,C0004058,NexaTel,Home Router AX,Router,2499,01-09-2022,589671669930061
DEV0004059,C0004059,NexaTel,Smart Cam,IoT Device,2999,06-01-2014,731167529181642
DEV0004060,C0004060,NexaTel,Smart Cam,IoT Device,2999,05-10-2015,557446652772560
DEV0004061,C0004061,Nexus,Aura 5G,Smartphone,18999,21-03-2017,043500835777611
DEV0004062,C0004062,NexaTel,Fiber Gateway,Router,3499,22-03-2022,238418646038198
DEV0004063,C0004063,Nexus,Aura 5G,Smartphone,18999,21-01-2015,766611349703480
DEV0004064,C0004064,Voltic,V30 5G,Smartphone,21999,25-05-2020,850100520657656
DEV0004065,C0004065,Voltic,V20,Smartphone,12999,23-11-2022,657691158119925
DEV0004066,C0004066,Nexus,Aura Pro,Smartphone,32999,11-09-2023,005063942539540
DEV0004067,C0004067,Orbit,O9 Pro,Smartphone,27999,26-10-2023,410312325911041
DEV0004068,C0004068,Zenith,Z Lite,Smartphone,9999,03-05-2018,864214351995461
DEV0004069,C0004069,Voltic,V30 5G,Smartphone,21999,17-11-2020,247497510604132
DEV0004070,C0004070,Voltic,V30 5G,Smartphone,21999,18-01-2021,582387748999243
DEV0004071,C0004071,Voltic,V20,Smartphone,12999,05-02-2014,590032634912664
DEV0004072,C0004072,Orbit,O9 Pro,Smartphone,27999,13-06-2018,549075839071000
DEV0004073,C0004073,Voltic,V30 5G,Smartphone,21999,17-11-2016,003488128329753
DEV0004074,C0004074,Nexus,Aura 5G,Smartphone,18999,26-09-2015,800609641292890
DEV0004075,C0004075,NexaTel,Smart Sensor,IoT Device,899,31-03-2021,492453008245377
DEV0004076,C0004076,NexaTel,Home Router AX,Router,2499,18-01-2014,871906163263806
DEV0004077,C0004077,Voltic,V30 5G,Smartphone,21999,01-11-2024,661162939976313
DEV0004078,C0004078,Orbit,O7,Smartphone,15999,17-02-2015,130396759962782
DEV0004079,C0004079,Voltic,V20,Smartphone,12999,17-01-2014,462233697398902
DEV0004080,C0004080,Voltic,V30 5G,Smartphone,21999,10-03-2016,597237492305238
DEV0004081,C0004081,Zenith,Z Lite,Smartphone,9999,01-11-2025,334355895370628
DEV0004082,C0004082,Zenith,Z Lite,Smartphone,9999,30-01-2014,654590407818389
DEV0004083,C0004083,Lumen,L Max,Smartphone,41999,29-04-2023,085815016625270
DEV0004084,C0004084,Voltic,V30 5G,Smartphone,21999,13-01-2023,375426819051951
DEV0004085,C0004085,Zenith,Z Flip,Smartphone,54999,05-04-2014,929207732436087
DEV0004086,C0004086,Nexus,Aura Pro,Smartphone,32999,25-01-2023,915745427192988
DEV0004087,C0004087,Zenith,Z Lite,Smartphone,9999,05-06-2022,722175408933079
DEV0004088,C0004088,Orbit,O7,Smartphone,15999,24-10-2017,197545068220357
DEV0004089,C0004089,NexaTel,Fiber Gateway,Router,3499,08-01-2014,835698513566450
DEV0004090,C0004090,Nexus,Aura 5G,Smartphone,18999,18-12-2020,636537104662932
DEV0004091,C0004091,NexaTel,IoT Hub,IoT Device,1999,11-01-2014,170347728849857
DEV0004092,C0004092,Lumen,L Max,Smartphone,41999,16-01-2014,788101089390162
DEV0004093,C0004093,NexaTel,IoT Hub,IoT Device,1999,15-04-2019,991041553675207
DEV0004094,C0004094,NexaTel,Home Router AX,Router,2499,14-03-2022,651535076668212
DEV0004095,C0004095,Lumen,L Mini,Smartphone,8499,23-10-2025,409925310629055
DEV0004096,C0004096,NexaTel,Smart Cam,IoT Device,2999,12-07-2018,817220246227058
DEV0004097,C0004097,Orbit,O9 Pro,Smartphone,27999,12-01-2021,174128824681804
DEV0004098,C0004098,Nexus,Aura 5G,Smartphone,18999,22-03-2019,766907827194671
DEV0004099,C0004099,Lumen,L Mini,Smartphone,8499,11-09-2024,933019413421540
DEV0004100,C0004100,Zenith,Z Lite,Smartphone,9999,09-07-2022,346841644315378
DEV0004101,C0004101,NexaTel,Smart Cam,IoT Device,2999,16-02-2025,455221198267717
DEV0004102,C0004102,Lumen,L Mini,Smartphone,8499,04-09-2014,667836844128717
DEV0004103,C0004103,Zenith,Z Flip,Smartphone,54999,21-04-2022,396907769066262
DEV0004104,C0004104,Voltic,V20,Smartphone,12999,12-01-2026,091918926982897
DEV0004105,C0004105,Orbit,O7,Smartphone,15999,17-07-2025,513749455084776
DEV0004106,C0004106,NexaTel,IoT Hub,IoT Device,1999,01-01-2014,115067392075443
DEV0004107,C0004107,NexaTel,Fiber Gateway,Router,3499,18-09-2018,890075694123326
DEV0004108,C0004108,NexaTel,Smart Cam,IoT Device,2999,02-11-2022,963617243657215
DEV0004109,C0004109,Zenith,Z Flip,Smartphone,54999,02-07-2020,212616010864858
DEV0004110,C0004110,Lumen,L Mini,Smartphone,8499,01-06-2018,199837495478096
DEV0004111,C0004111,NexaTel,IoT Hub,IoT Device,1999,03-04-2017,300009410921368
DEV0004112,C0004112,Voltic,V20,Smartphone,12999,04-01-2014,782400951109717
DEV0004113,C0004113,Lumen,L Mini,Smartphone,8499,25-08-2016,555272527003404
DEV0004114,C0004114,Zenith,Z Lite,Smartphone,9999,03-04-2016,605537007959697
DEV0004115,C0004115,Orbit,O9 Pro,Smartphone,27999,07-06-2024,606642681591156
DEV0004116,C0004116,Lumen,L Max,Smartphone,41999,02-01-2022,604914296152988
DEV0004117,C0004117,Voltic,V20,Smartphone,12999,28-01-2014,853170596621086
DEV0004118,C0004118,Zenith,Z Flip,Smartphone,54999,06-06-2022,800782040621426
DEV0004119,C0004119,Orbit,O9 Pro,Smartphone,27999,02-08-2023,328709478450441
DEV0004120,C0004120,Lumen,L Max,Smartphone,41999,08-09-2025,993759686086478
DEV0004121,C0004121,Voltic,V20,Smartphone,12999,19-01-2014,238196160647352
DEV0004122,C0004122,NexaTel,Smart Sensor,IoT Device,899,25-03-2016,055689305689371
DEV0004123,C0004123,Zenith,Z Lite,Smartphone,9999,23-04-2018,544851708391884
DEV0004124,C0004124,Zenith,Z Flip,Smartphone,54999,16-10-2014,970763017606820
DEV0004125,C0004125,Zenith,Z Lite,Smartphone,9999,23-01-2020,526129920114979
DEV0004126,C0004126,Nexus,Aura Pro,Smartphone,32999,15-10-2016,048229744819923
DEV0004127,C0004127,Nexus,Aura Pro,Smartphone,32999,23-03-2016,100925498281121
DEV0004128,C0004128,Lumen,L Max,Smartphone,41999,18-01-2014,053593381833197
DEV0004129,C0004129,Nexus,Aura 5G,Smartphone,18999,24-01-2026,601471713906925
DEV0004130,C0004130,Orbit,O7,Smartphone,15999,27-07-2017,600429847765905
DEV0004131,C0004131,Nexus,Aura 5G,Smartphone,18999,01-04-2021,112651367393740
DEV0004132,C0004132,NexaTel,Smart Sensor,IoT Device,899,04-01-2014,579710819935187
DEV0004133,C0004133,Voltic,V30 5G,Smartphone,21999,09-05-2017,924366234499081
DEV0004134,C0004134,Voltic,V30 5G,Smartphone,21999,23-05-2023,774879333816921
DEV0004135,C0004135,Orbit,O7,Smartphone,15999,02-09-2019,148904430106575
DEV0004136,C0004136,Nexus,Aura 5G,Smartphone,18999,23-01-2014,676570431702033
DEV0004137,C0004137,Orbit,O9 Pro,Smartphone,27999,10-11-2017,027362526578373
DEV0004138,C0004138,Voltic,V30 5G,Smartphone,21999,11-07-2023,959242952127493
DEV0004139,C0004139,Orbit,O7,Smartphone,15999,25-03-2021,703648588050720
DEV0004140,C0004140,Zenith,Z Flip,Smartphone,54999,08-10-2015,879767331561817
DEV0004141,C0004141,Zenith,Z Flip,Smartphone,54999,28-11-2022,792875464347126
DEV0004142,C0004142,Voltic,V30 5G,Smartphone,21999,30-03-2021,250586124190959
DEV0004143,C0004143,NexaTel,Smart Sensor,IoT Device,899,02-12-2015,232275814304160
DEV0004144,C0004144,Zenith,Z Flip,Smartphone,54999,09-07-2025,706161533976089
DEV0004145,C0004145,Nexus,Aura Pro,Smartphone,32999,11-06-2023,515504530635459
DEV0004146,C0004146,Zenith,Z Flip,Smartphone,54999,25-03-2022,774613250183130
DEV0004147,C0004147,NexaTel,Home Router AX,Router,2499,03-10-2025,453765491506152
DEV0004148,C0004148,Lumen,L Mini,Smartphone,8499,21-08-2020,951755186222396
DEV0004149,C0004149,Lumen,L Mini,Smartphone,8499,20-10-2014,093865374982923
DEV0004150,C0004150,Lumen,L Max,Smartphone,41999,02-01-2019,885148447453812
DEV0004151,C0004151,Orbit,O9 Pro,Smartphone,27999,11-01-2014,046826265043934
DEV0004152,C0004152,Lumen,L Mini,Smartphone,8499,23-08-2021,834954683495693
DEV0004153,C0004153,NexaTel,Home Router AX,Router,2499,02-11-2014,093634122078924
DEV0004154,C0004154,NexaTel,IoT Hub,IoT Device,1999,17-07-2014,845992204518488
DEV0004155,C0004155,Voltic,V30 5G,Smartphone,21999,09-01-2014,213456067290317
DEV0004156,C0004156,Nexus,Aura 5G,Smartphone,18999,16-02-2024,595588377132051
DEV0004157,C0004157,Orbit,O7,Smartphone,15999,03-03-2019,905531501161797
DEV0004158,C0004158,Lumen,L Mini,Smartphone,8499,17-05-2018,344478075669615
DEV0004159,C0004159,Nexus,Aura Pro,Smartphone,32999,29-04-2022,230533852271621
DEV0004160,C0004160,Zenith,Z Flip,Smartphone,54999,01-01-2015,689542057241672
DEV0004161,C0004161,Zenith,Z Lite,Smartphone,9999,10-01-2024,505028910908663
DEV0004162,C0004162,NexaTel,Home Router AX,Router,2499,01-01-2023,424596700270864
DEV0004163,C0004163,Nexus,Aura 5G,Smartphone,18999,23-11-2017,171735596879470
DEV0004164,C0004164,Zenith,Z Lite,Smartphone,9999,15-09-2019,638396103812826
DEV0004165,C0004165,NexaTel,Smart Cam,IoT Device,2999,10-09-2022,613230238424433
DEV0004166,C0004166,Orbit,O7,Smartphone,15999,10-12-2018,623037801646668
DEV0004167,C0004167,Voltic,V20,Smartphone,12999,21-01-2014,665226128663836
DEV0004168,C0004168,NexaTel,Smart Sensor,IoT Device,899,03-11-2017,617840709746285
DEV0004169,C0004169,NexaTel,Fiber Gateway,Router,3499,24-09-2023,801996983174488
DEV0004170,C0004170,Voltic,V30 5G,Smartphone,21999,13-01-2014,600334609794003
DEV0004171,C0004171,Voltic,V30 5G,Smartphone,21999,30-11-2018,963103563142994
DEV0004172,C0004172,Voltic,V30 5G,Smartphone,21999,07-04-2018,117028685891256
DEV0004173,C0004173,Zenith,Z Lite,Smartphone,9999,08-05-2019,680447204617941
DEV0004174,C0004174,Voltic,V30 5G,Smartphone,21999,14-06-2025,722072027963164
DEV0004175,C0004175,Lumen,L Mini,Smartphone,8499,17-05-2018,090681182391305
DEV0004176,C0004176,Lumen,L Max,Smartphone,41999,20-11-2025,611101552435721
DEV0004177,C0004177,Voltic,V30 5G,Smartphone,21999,15-11-2022,626569119323514
DEV0004178,C0004178,Orbit,O9 Pro,Smartphone,27999,15-07-2023,011344596986515
DEV0004179,C0004179,Nexus,Aura Pro,Smartphone,32999,26-11-2017,573525428718330
DEV0004180,C0004180,NexaTel,Smart Sensor,IoT Device,899,28-09-2017,638091057094995
DEV0004181,C0004181,Zenith,Z Flip,Smartphone,54999,13-07-2014,775601096382166
DEV0004182,C0004182,Voltic,V20,Smartphone,12999,10-04-2023,630698213568374
DEV0004183,C0004183,Voltic,V20,Smartphone,12999,27-07-2016,355076431400912
DEV0004184,C0004184,Orbit,O7,Smartphone,15999,14-01-2014,789535476935487
DEV0004185,C0004185,Voltic,V20,Smartphone,12999,12-03-2021,379129119971167
DEV0004186,C0004186,Nexus,Aura Pro,Smartphone,32999,27-06-2022,464228647153252
DEV0004187,C0004187,Zenith,Z Flip,Smartphone,54999,17-03-2024,375824983087609
DEV0004188,C0004188,NexaTel,IoT Hub,IoT Device,1999,20-09-2019,807819278086092
DEV0004189,C0004189,Orbit,O7,Smartphone,15999,13-01-2014,598716965669670
DEV0004190,C0004190,NexaTel,IoT Hub,IoT Device,1999,04-01-2014,239599060094325
DEV0004191,C0004191,Orbit,O7,Smartphone,15999,18-08-2024,779144971476655
DEV0004192,C0004192,Nexus,Aura 5G,Smartphone,18999,06-03-2015,305539041147826
DEV0004193,C0004193,Nexus,Aura Pro,Smartphone,32999,19-11-2016,054330170837270
DEV0004194,C0004194,Voltic,V20,Smartphone,12999,04-02-2026,814793419257167
DEV0004195,C0004195,Nexus,Aura Pro,Smartphone,32999,12-01-2014,810848260479839
DEV0004196,C0004196,Orbit,O7,Smartphone,15999,15-03-2018,181106695964639
DEV0004197,C0004197,Voltic,V30 5G,Smartphone,21999,20-01-2024,943938354786451
DEV0004198,C0004198,Nexus,Aura 5G,Smartphone,18999,19-02-2017,574378922224887
DEV0004199,C0004199,Lumen,L Max,Smartphone,41999,07-09-2020,466901709895095
DEV0004200,C0004200,NexaTel,IoT Hub,IoT Device,1999,16-11-2014,351618953266430
DEV0004201,C0004201,Voltic,V30 5G,Smartphone,21999,31-08-2020,756517249526236
DEV0004202,C0004202,Orbit,O9 Pro,Smartphone,27999,01-01-2016,209201357582808
DEV0004203,C0004203,Orbit,O7,Smartphone,15999,24-12-2016,537521834943934
DEV0004204,C0004204,Voltic,V30 5G,Smartphone,21999,26-07-2018,749351474625559
DEV0004205,C0004205,Zenith,Z Flip,Smartphone,54999,12-03-2017,874253203590997
DEV0004206,C0004206,NexaTel,Fiber Gateway,Router,3499,25-01-2014,307498127288717
DEV0004207,C0004207,Zenith,Z Flip,Smartphone,54999,10-06-2021,104416634319248
DEV0004208,C0004208,Nexus,Aura 5G,Smartphone,18999,06-01-2019,582116246715351
DEV0004209,C0004209,Nexus,Aura Pro,Smartphone,32999,11-01-2024,617108731151258
DEV0004210,C0004210,Zenith,Z Lite,Smartphone,9999,15-03-2022,233216466498864
DEV0004211,C0004211,NexaTel,IoT Hub,IoT Device,1999,10-09-2014,477526557266144
DEV0004212,C0004212,Voltic,V20,Smartphone,12999,29-03-2021,413002257121033
DEV0004213,C0004213,Zenith,Z Flip,Smartphone,54999,06-04-2015,423144555755374
DEV0004214,C0004214,Nexus,Aura Pro,Smartphone,32999,07-01-2014,925116990332048
DEV0004215,C0004215,Zenith,Z Flip,Smartphone,54999,24-10-2020,925220266806572
DEV0004216,C0004216,NexaTel,Smart Cam,IoT Device,2999,19-01-2014,208917441922967
DEV0004217,C0004217,Lumen,L Max,Smartphone,41999,15-02-2020,656826455874710
DEV0004218,C0004218,Zenith,Z Flip,Smartphone,54999,27-12-2015,118436215167221
DEV0004219,C0004219,Orbit,O9 Pro,Smartphone,27999,15-04-2014,369827386706817
DEV0004220,C0004220,Zenith,Z Flip,Smartphone,54999,19-05-2019,841564245862005
DEV0004221,C0004221,Voltic,V30 5G,Smartphone,21999,20-05-2025,213341284753833
DEV0004222,C0004222,Lumen,L Max,Smartphone,41999,29-03-2025,070956234157005
DEV0004223,C0004223,Lumen,L Mini,Smartphone,8499,13-01-2023,853834058069096
