usage_id,customer_id,usage_month,voice_minutes_used,outgoing_calls,incoming_calls
UV00006055,C0002019,03-2026,379,567,38
UV00006056,C0002019,02-2026,249,315,67
UV00006057,C0002019,01-2026,118,416,151
UV00006058,C0002020,03-2026,14,14,643
UV00006059,C0002020,02-2026,89,294,563
UV00006060,C0002020,01-2026,361,211,442
UV00006061,C0002021,03-2026,43,12,313
UV00006062,C0002021,02-2026,678,220,376
UV00006063,C0002021,01-2026,314,235,51
UV00006064,C0002022,03-2026,82,303,149
UV00006065,C0002022,02-2026,79,566,404
UV00006066,C0002022,01-2026,149,586,59
UV00006067,C0002023,03-2026,193,174,656
UV00006068,C0002023,02-2026,287,124,378
UV00006069,C0002023,01-2026,251,78,335
UV00006070,C0002024,03-2026,135,217,497
UV00006071,C0002024,02-2026,306,39,656
UV00006072,C0002024,01-2026,50,556,594
UV00006073,C0002025,03-2026,424,228,508
UV00006074,C0002025,02-2026,398,178,17
UV00006075,C0002025,01-2026,82,19,271
UV00006076,C0002026,03-2026,365,288,402
UV00006077,C0002026,02-2026,323,580,36
UV00006078,C0002026,01-2026,636,499,378
UV00006079,C0002027,03-2026,225,133,580
UV00006080,C0002027,02-2026,440,299,50
UV00006081,C0002027,01-2026,149,395,600
UV00006082,C0002028,03-2026,133,249,625
UV00006083,C0002028,02-2026,76,76,577
UV00006084,C0002028,01-2026,72,341,673
UV00006085,C0002029,03-2026,126,343,479
UV00006086,C0002029,02-2026,41,336,8
UV00006087,C0002029,01-2026,160,246,566
UV00006088,C0002030,03-2026,259,181,544
UV00006089,C0002030,02-2026,284,174,633
UV00006090,C0002030,01-2026,163,69,125
UV00006091,C0002031,03-2026,176,320,406
UV00006092,C0002031,02-2026,147,150,478
UV00006093,C0002031,01-2026,230,477,291
UV00006094,C0002032,03-2026,55,401,376
UV00006095,C0002032,02-2026,340,293,614
UV00006096,C0002032,01-2026,355,589,440
UV00006097,C0002033,03-2026,136,239,59
UV00006098,C0002033,02-2026,88,532,504
UV00006099,C0002033,01-2026,179,389,103
UV00006100,C0002034,03-2026,256,383,144
UV00006101,C0002034,02-2026,154,579,351
UV00006102,C0002034,01-2026,267,275,94
UV00006103,C0002035,03-2026,176,383,414
UV00006104,C0002035,02-2026,243,47,494
UV00006105,C0002035,01-2026,15,29,362
UV00006106,C0002036,03-2026,399,532,346
UV00006107,C0002036,02-2026,202,172,565
UV00006108,C0002036,01-2026,67,239,293
UV00006109,C0002037,03-2026,140,387,270
UV00006110,C0002037,02-2026,236,96,272
UV00006111,C0002037,01-2026,76,69,243
UV00006112,C0002038,03-2026,119,415,603
UV00006113,C0002038,02-2026,498,314,14
UV00006114,C0002038,01-2026,565,417,47
UV00006115,C0002039,03-2026,439,588,613
UV00006116,C0002039,02-2026,213,39,532
UV00006117,C0002039,01-2026,180,334,366
UV00006118,C0002040,03-2026,121,428,405
UV00006119,C0002040,02-2026,40,176,535
UV00006120,C0002040,01-2026,62,579,108
UV00006121,C0002041,03-2026,20,51,151
UV00006122,C0002041,02-2026,139,128,278
UV00006123,C0002041,01-2026,54,482,379
UV00006124,C0002042,03-2026,217,459,593
UV00006125,C0002042,02-2026,77,403,168
UV00006126,C0002042,01-2026,148,326,125
UV00006127,C0002043,03-2026,228,534,310
UV00006128,C0002043,02-2026,112,518,440
UV00006129,C0002043,01-2026,303,153,367
UV00006130,C0002044,03-2026,89,81,616
UV00006131,C0002044,02-2026,118,501,399
UV00006132,C0002044,01-2026,120,406,202
UV00006133,C0002045,03-2026,140,69,10
UV00006134,C0002045,02-2026,112,101,322
UV00006135,C0002045,01-2026,399,172,534
UV00006136,C0002046,03-2026,335,188,131
UV00006137,C0002046,02-2026,84,131,207
UV00006138,C0002046,01-2026,314,79,409
UV00006139,C0002047,03-2026,285,258,375
UV00006140,C0002047,02-2026,296,258,29
UV00006141,C0002047,01-2026,159,408,463
UV00006142,C0002048,03-2026,82,370,293
UV00006143,C0002048,02-2026,292,71,496
UV00006144,C0002048,01-2026,642,348,207
UV00006145,C0002049,03-2026,299,463,48
UV00006146,C0002049,02-2026,156,335,69
UV00006147,C0002049,01-2026,148,402,308
UV00006148,C0002050,03-2026,184,200,146
UV00006149,C0002050,02-2026,198,343,155
UV00006150,C0002050,01-2026,207,382,467
UV00006151,C0002051,03-2026,118,172,623
UV00006152,C0002051,02-2026,73,34,226
UV00006153,C0002051,01-2026,157,148,497
UV00006154,C0002052,03-2026,103,203,99
UV00006155,C0002052,02-2026,172,249,645
UV00006156,C0002052,01-2026,361,164,397
UV00006157,C0002053,03-2026,150,174,292
UV00006158,C0002053,02-2026,92,74,317
UV00006159,C0002053,01-2026,128,408,292
UV00006160,C0002054,03-2026,34,302,260
UV00006161,C0002054,02-2026,200,278,133
UV00006162,C0002054,01-2026,215,36,74
UV00006163,C0002055,03-2026,257,43,256
UV00006164,C0002055,02-2026,114,331,182
UV00006165,C0002055,01-2026,102,592,333
UV00006166,C0002056,03-2026,400,260,117
UV00006167,C0002056,02-2026,134,18,370
UV00006168,C0002056,01-2026,95,200,379
UV00006169,C0002057,03-2026,332,584,645
UV00006170,C0002057,02-2026,204,126,570
UV00006171,C0002057,01-2026,193,585,694
UV00006172,C0002058,03-2026,55,250,212
UV00006173,C0002058,02-2026,102,185,491
UV00006174,C0002058,01-2026,54,309,225
UV00006175,C0002059,03-2026,405,286,452
UV00006176,C0002059,02-2026,431,49,371
UV00006177,C0002059,01-2026,432,420,202
UV00006178,C0002060,03-2026,78,438,371
UV00006179,C0002060,02-2026,138,345,612
UV00006180,C0002060,01-2026,166,223,85
UV00006181,C0002061,03-2026,74,530,398
UV00006182,C0002061,02-2026,194,515,164
UV00006183,C0002061,01-2026,277,273,175
UV00006184,C0002062,03-2026,401,547,640
UV00006185,C0002062,02-2026,381,339,631
UV00006186,C0002062,01-2026,448,58,424
UV00006187,C0002063,03-2026,86,318,470
UV00006188,C0002063,02-2026,66,344,683
UV00006189,C0002063,01-2026,87,57,133
UV00006190,C0002064,03-2026,84,583,167
UV00006191,C0002064,02-2026,86,268,433
UV00006192,C0002064,01-2026,516,41,448
UV00006193,C0002065,03-2026,317,170,322
UV00006194,C0002065,02-2026,101,369,373
UV00006195,C0002065,01-2026,468,513,643
UV00006196,C0002066,03-2026,304,274,262
UV00006197,C0002066,02-2026,122,34,292
UV00006198,C0002066,01-2026,119,485,359
UV00006199,C0002067,03-2026,71,424,74
UV00006200,C0002067,02-2026,428,570,337
UV00006201,C0002067,01-2026,386,529,236
UV00006202,C0002068,03-2026,190,527,178
UV00006203,C0002068,02-2026,218,360,261
UV00006204,C0002068,01-2026,34,238,64
UV00006205,C0002069,03-2026,252,590,677
UV00006206,C0002069,02-2026,419,342,123
UV00006207,C0002069,01-2026,378,353,623
UV00006208,C0002070,03-2026,24,461,322
UV00006209,C0002070,02-2026,260,282,667
UV00006210,C0002070,01-2026,211,212,640
UV00006211,C0002071,03-2026,112,352,233
UV00006212,C0002071,02-2026,222,275,184
UV00006213,C0002071,01-2026,80,417,402
UV00006214,C0002072,03-2026,40,532,44
UV00006215,C0002072,02-2026,26,177,564
UV00006216,C0002072,01-2026,159,524,676
UV00006217,C0002073,03-2026,445,461,638
UV00006218,C0002073,02-2026,132,596,25
UV00006219,C0002073,01-2026,19,415,295
UV00006220,C0002074,03-2026,736,151,40
UV00006221,C0002074,02-2026,571,371,355
UV00006222,C0002074,01-2026,134,443,326
UV00006223,C0002075,03-2026,133,481,494
UV00006224,C0002075,02-2026,98,403,260
UV00006225,C0002075,01-2026,177,300,163
UV00006226,C0002076,03-2026,130,128,527
UV00006227,C0002076,02-2026,280,451,151
UV00006228,C0002076,01-2026,77,72,104
UV00006229,C0002077,03-2026,48,67,419
UV00006230,C0002077,02-2026,77,36,162
UV00006231,C0002077,01-2026,224,295,538
UV00006232,C0002078,03-2026,289,84,345
UV00006233,C0002078,02-2026,393,522,75
UV00006234,C0002078,01-2026,97,533,46
UV00006235,C0002079,03-2026,291,368,61
UV00006236,C0002079,02-2026,301,309,528
UV00006237,C0002079,01-2026,86,151,511
UV00006238,C0002080,03-2026,91,189,625
UV00006239,C0002080,02-2026,165,564,118
UV00006240,C0002080,01-2026,17,345,591
UV00006241,C0002081,03-2026,81,55,128
UV00006242,C0002081,02-2026,552,366,443
UV00006243,C0002081,01-2026,189,558,370
UV00006244,C0002082,03-2026,158,122,498
UV00006245,C0002082,02-2026,343,82,441
UV00006246,C0002082,01-2026,129,336,646
UV00006247,C0002083,03-2026,910,596,681
UV00006248,C0002083,02-2026,168,132,526
UV00006249,C0002083,01-2026,414,122,456
UV00006250,C0002084,03-2026,100,331,183
UV00006251,C0002084,02-2026,45,66,670
UV00006252,C0002084,01-2026,76,287,543
UV00006253,C0002085,03-2026,61,5,412
UV00006254,C0002085,02-2026,135,17,448
UV00006255,C0002085,01-2026,150,376,129
UV00006256,C0002086,03-2026,179,450,168
UV00006257,C0002086,02-2026,505,329,90
UV00006258,C0002086,01-2026,323,77,16
UV00006259,C0002087,03-2026,84,263,615
UV00006260,C0002087,02-2026,248,537,122
UV00006261,C0002087,01-2026,639,500,332
UV00006262,C0002088,03-2026,231,125,476
UV00006263,C0002088,02-2026,233,406,502
UV00006264,C0002088,01-2026,280,259,357
UV00006265,C0002089,03-2026,83,492,159
UV00006266,C0002089,02-2026,238,481,391
UV00006267,C0002089,01-2026,449,291,316
UV00006268,C0002090,03-2026,173,444,136
UV00006269,C0002090,02-2026,463,201,319
UV00006270,C0002090,01-2026,158,545,323
UV00006271,C0002091,03-2026,311,11,409
UV00006272,C0002091,02-2026,552,374,147
UV00006273,C0002091,01-2026,38,335,177
UV00006274,C0002092,03-2026,145,268,513
UV00006275,C0002092,02-2026,211,342,39
UV00006276,C0002092,01-2026,221,68,107
UV00006277,C0002093,03-2026,54,479,535
UV00006278,C0002093,02-2026,108,422,659
UV00006279,C0002093,01-2026,212,500,21
UV00006280,C0002094,03-2026,301,278,47
UV00006281,C0002094,02-2026,563,553,322
UV00006282,C0002094,01-2026,47,134,346
UV00006283,C0002095,03-2026,170,575,324
UV00006284,C0002095,02-2026,114,527,438
UV00006285,C0002095,01-2026,226,576,79
UV00006286,C0002096,03-2026,327,515,599
UV00006287,C0002096,02-2026,131,474,144
UV00006288,C0002096,01-2026,256,473,276
UV00006289,C0002097,03-2026,182,406,25
UV00006290,C0002097,02-2026,399,461,185
UV00006291,C0002097,01-2026,196,498,101
UV00006292,C0002098,03-2026,71,430,679
UV00006293,C0002098,02-2026,185,53,256
UV00006294,C0002098,01-2026,53,431,481
UV00006295,C0002099,03-2026,157,231,471
UV00006296,C0002099,02-2026,82,512,474
UV00006297,C0002099,01-2026,75,80,297
UV00006298,C0002100,03-2026,123,526,564
UV00006299,C0002100,02-2026,207,513,581
UV00006300,C0002100,01-2026,55,129,652
UV00006301,C0002101,03-2026,304,503,106
UV00006302,C0002101,02-2026,63,400,33
UV00006303,C0002101,01-2026,162,55,532
UV00006304,C0002102,03-2026,539,525,690
UV00006305,C0002102,02-2026,429,403,641
UV00006306,C0002102,01-2026,286,573,173
UV00006307,C0002103,03-2026,287,494,633
UV00006308,C0002103,02-2026,638,457,398
UV00006309,C0002103,01-2026,192,404,253
UV00006310,C0002104,03-2026,705,291,549
UV00006311,C0002104,02-2026,129,195,244
UV00006312,C0002104,01-2026,348,96,255
UV00006313,C0002105,03-2026,124,218,649
UV00006314,C0002105,02-2026,165,40,570
UV00006315,C0002105,01-2026,488,124,57
UV00006316,C0002106,03-2026,96,80,72
UV00006317,C0002106,02-2026,171,482,601
UV00006318,C0002106,01-2026,121,324,310
UV00006319,C0002107,03-2026,59,181,70
UV00006320,C0002107,02-2026,789,561,153
UV00006321,C0002107,01-2026,180,592,587
UV00006322,C0002108,03-2026,71,442,550
UV00006323,C0002108,02-2026,151,366,492
UV00006324,C0002108,01-2026,389,45,317
UV00006325,C0002109,03-2026,240,325,529
UV00006326,C0002109,02-2026,66,363,417
UV00006327,C0002109,01-2026,472,348,74
UV00006328,C0002110,03-2026,250,41,527
UV00006329,C0002110,02-2026,210,240,537
UV00006330,C0002110,01-2026,183,36,466
UV00006331,C0002111,03-2026,333,293,665
UV00006332,C0002111,02-2026,238,54,358
UV00006333,C0002111,01-2026,399,502,513
UV00006334,C0002112,03-2026,49,448,364
UV00006335,C0002112,02-2026,409,26,642
UV00006336,C0002112,01-2026,262,479,561
UV00006337,C0002113,03-2026,60,270,672
UV00006338,C0002113,02-2026,119,227,169
UV00006339,C0002113,01-2026,140,338,18
UV00006340,C0002114,03-2026,652,93,23
UV00006341,C0002114,02-2026,210,408,547
UV00006342,C0002114,01-2026,162,563,389
UV00006343,C0002115,03-2026,59,247,95
UV00006344,C0002115,02-2026,140,31,195
UV00006345,C0002115,01-2026,448,98,529
UV00006346,C0002116,03-2026,210,265,285
UV00006347,C0002116,02-2026,251,441,493
UV00006348,C0002116,01-2026,408,539,225
UV00006349,C0002117,03-2026,44,54,663
UV00006350,C0002117,02-2026,215,93,315
UV00006351,C0002117,01-2026,40,381,486
UV00006352,C0002118,03-2026,194,491,686
UV00006353,C0002118,02-2026,342,300,536
UV00006354,C0002118,01-2026,159,261,463
UV00006355,C0002119,03-2026,318,35,50
UV00006356,C0002119,02-2026,79,171,291
UV00006357,C0002119,01-2026,59,361,617
UV00006358,C0002120,03-2026,57,51,522
UV00006359,C0002120,02-2026,90,147,74
UV00006360,C0002120,01-2026,185,421,124
UV00006361,C0002121,03-2026,130,126,318
UV00006362,C0002121,02-2026,145,427,657
UV00006363,C0002121,01-2026,260,552,240
UV00006364,C0002122,03-2026,274,104,365
UV00006365,C0002122,02-2026,191,281,410
UV00006366,C0002122,01-2026,120,444,74
UV00006367,C0002123,03-2026,263,119,246
UV00006368,C0002123,02-2026,154,375,147
UV00006369,C0002123,01-2026,560,25,117
UV00006370,C0002124,03-2026,413,33,569
UV00006371,C0002124,02-2026,351,537,134
UV00006372,C0002124,01-2026,642,91,283
UV00006373,C0002125,03-2026,390,33,451
UV00006374,C0002125,02-2026,316,545,565
UV00006375,C0002125,01-2026,92,552,592
UV00006376,C0002126,03-2026,121,60,80
UV00006377,C0002126,02-2026,32,405,52
UV00006378,C0002126,01-2026,84,575,627
UV00006379,C0002127,03-2026,242,276,402
UV00006380,C0002127,02-2026,107,161,135
UV00006381,C0002127,01-2026,84,462,107
UV00006382,C0002128,03-2026,313,43,495
UV00006383,C0002128,02-2026,232,6,286
UV00006384,C0002128,01-2026,267,571,523
UV00006385,C0002129,03-2026,326,559,523
UV00006386,C0002129,02-2026,368,239,466
UV00006387,C0002129,01-2026,164,196,443
UV00006388,C0002130,03-2026,108,500,288
UV00006389,C0002130,02-2026,95,93,660
UV00006390,C0002130,01-2026,763,480,416
UV00006391,C0002131,03-2026,263,565,434
UV00006392,C0002131,02-2026,217,14,342
UV00006393,C0002131,01-2026,93,314,145
UV00006394,C0002132,03-2026,109,280,658
UV00006395,C0002132,02-2026,225,530,413
UV00006396,C0002132,01-2026,473,409,35
UV00006397,C0002133,03-2026,394,536,569
UV00006398,C0002133,02-2026,86,180,697
UV00006399,C0002133,01-2026,413,42,317
UV00006400,C0002134,03-2026,132,509,431
UV00006401,C0002134,02-2026,70,521,82
UV00006402,C0002134,01-2026,91,71,250
UV00006403,C0002135,03-2026,181,588,519
UV00006404,C0002135,02-2026,291,431,87
UV00006405,C0002135,01-2026,56,377,554
UV00006406,C0002136,03-2026,110,129,189
UV00006407,C0002136,02-2026,318,407,306
UV00006408,C0002136,01-2026,209,258,167
UV00006409,C0002137,03-2026,133,176,232
UV00006410,C0002137,02-2026,37,536,214
UV00006411,C0002137,01-2026,266,402,125
UV00006412,C0002138,03-2026,412,177,291
UV00006413,C0002138,02-2026,180,31,80
UV00006414,C0002138,01-2026,111,415,693
UV00006415,C0002139,03-2026,110,131,67
UV00006416,C0002139,02-2026,466,49,232
UV00006417,C0002139,01-2026,372,290,296
UV00006418,C0002140,03-2026,300,155,627
UV00006419,C0002140,02-2026,116,540,545
UV00006420,C0002140,01-2026,62,193,202
UV00006421,C0002141,03-2026,46,592,249
UV00006422,C0002141,02-2026,134,64,114
UV00006423,C0002141,01-2026,176,320,11
UV00006424,C0002142,03-2026,134,557,82
UV00006425,C0002142,02-2026,72,350,494
UV00006426,C0002142,01-2026,294,535,465
UV00006427,C0002143,03-2026,229,98,155
UV00006428,C0002143,02-2026,77,78,597
UV00006429,C0002143,01-2026,289,104,438
UV00006430,C0002144,03-2026,134,398,307
UV00006431,C0002144,02-2026,462,214,142
UV00006432,C0002144,01-2026,112,484,198
UV00006433,C0002145,03-2026,142,129,172
UV00006434,C0002145,02-2026,202,324,400
UV00006435,C0002145,01-2026,153,174,262
UV00006436,C0002146,03-2026,184,30,536
UV00006437,C0002146,02-2026,505,284,207
UV00006438,C0002146,01-2026,46,463,59
UV00006439,C0002147,03-2026,139,319,576
UV00006440,C0002147,02-2026,142,36,139
UV00006441,C0002147,01-2026,342,372,416
UV00006442,C0002148,03-2026,106,199,11
UV00006443,C0002148,02-2026,717,469,53
UV00006444,C0002148,01-2026,33,545,476
UV00006445,C0002149,03-2026,184,100,50
UV00006446,C0002149,02-2026,119,336,419
UV00006447,C0002149,01-2026,110,46,283
UV00006448,C0002150,03-2026,54,176,200
UV00006449,C0002150,02-2026,524,457,415
UV00006450,C0002150,01-2026,43,185,389
UV00006451,C0002151,03-2026,75,288,406
UV00006452,C0002151,02-2026,117,436,351
UV00006453,C0002151,01-2026,73,568,277
UV00006454,C0002152,03-2026,84,434,492
UV00006455,C0002152,02-2026,221,515,579
UV00006456,C0002152,01-2026,140,36,337
UV00006457,C0002153,03-2026,154,266,338
UV00006458,C0002153,02-2026,138,336,649
UV00006459,C0002153,01-2026,54,570,392
UV00006460,C0002154,03-2026,106,246,274
UV00006461,C0002154,02-2026,15,224,533
UV00006462,C0002154,01-2026,352,339,68
UV00006463,C0002155,03-2026,227,85,496
UV00006464,C0002155,02-2026,318,285,193
UV00006465,C0002155,01-2026,468,338,89
UV00006466,C0002156,03-2026,351,199,400
UV00006467,C0002156,02-2026,171,552,623
UV00006468,C0002156,01-2026,111,112,642
UV00006469,C0002157,03-2026,148,300,604
UV00006470,C0002157,02-2026,46,283,568
UV00006471,C0002157,01-2026,602,18,340
UV00006472,C0002158,03-2026,105,472,298
UV00006473,C0002158,02-2026,180,162,696
UV00006474,C0002158,01-2026,102,306,451
UV00006475,C0002159,03-2026,186,199,574
UV00006476,C0002159,02-2026,226,185,506
UV00006477,C0002159,01-2026,84,356,234
UV00006478,C0002160,03-2026,140,535,317
UV00006479,C0002160,02-2026,292,265,563
UV00006480,C0002160,01-2026,76,74,468
UV00006481,C0002161,03-2026,458,417,406
UV00006482,C0002161,02-2026,931,569,241
UV00006483,C0002161,01-2026,405,305,220
UV00006484,C0002162,03-2026,140,191,390
UV00006485,C0002162,02-2026,271,450,550
UV00006486,C0002162,01-2026,173,497,634
UV00006487,C0002163,03-2026,201,132,556
UV00006488,C0002163,02-2026,235,502,465
UV00006489,C0002163,01-2026,298,359,285
UV00006490,C0002164,03-2026,61,67,327
UV00006491,C0002164,02-2026,241,183,680
UV00006492,C0002164,01-2026,376,410,505
UV00006493,C0002165,03-2026,208,216,314
UV00006494,C0002165,02-2026,110,471,130
UV00006495,C0002165,01-2026,388,275,9
UV00006496,C0002166,03-2026,904,573,364
UV00006497,C0002166,02-2026,175,560,105
UV00006498,C0002166,01-2026,29,35,332
UV00006499,C0002167,03-2026,185,377,345
UV00006500,C0002167,02-2026,97,75,381
UV00006501,C0002167,01-2026,126,540,647
UV00006502,C0002168,03-2026,168,78,115
UV00006503,C0002168,02-2026,299,270,37
UV00006504,C0002168,01-2026,134,340,25
UV00006505,C0002169,03-2026,131,174,11
UV00006506,C0002169,02-2026,60,239,644
UV00006507,C0002169,01-2026,44,12,314
UV00006508,C0002170,03-2026,460,190,641
UV00006509,C0002170,02-2026,263,163,667
UV00006510,C0002170,01-2026,216,580,428
UV00006511,C0002171,03-2026,124,200,620
UV00006512,C0002171,02-2026,272,270,644
UV00006513,C0002171,01-2026,105,231,78
UV00006514,C0002172,03-2026,106,172,553
UV00006515,C0002172,02-2026,503,471,256
UV00006516,C0002172,01-2026,287,599,538
UV00006517,C0002173,03-2026,71,568,45
UV00006518,C0002173,02-2026,355,491,650
UV00006519,C0002173,01-2026,363,350,35
UV00006520,C0002174,03-2026,47,575,535
UV00006521,C0002174,02-2026,185,388,193
UV00006522,C0002174,01-2026,168,553,535
UV00006523,C0002175,03-2026,342,449,673
UV00006524,C0002175,02-2026,35,337,501
UV00006525,C0002175,01-2026,128,464,283
UV00006526,C0002176,03-2026,281,94,81
UV00006527,C0002176,02-2026,193,227,283
UV00006528,C0002176,01-2026,115,210,496
UV00006529,C0002177,03-2026,275,19,434
UV00006530,C0002177,02-2026,167,47,19
UV00006531,C0002177,01-2026,161,228,66
UV00006532,C0002178,03-2026,138,528,32
UV00006533,C0002178,02-2026,241,347,136
UV00006534,C0002178,01-2026,966,194,569
UV00006535,C0002179,03-2026,307,309,79
UV00006536,C0002179,02-2026,128,545,693
UV00006537,C0002179,01-2026,103,523,253
UV00006538,C0002180,03-2026,397,294,236
UV00006539,C0002180,02-2026,193,562,144
UV00006540,C0002180,01-2026,136,373,686
UV00006541,C0002181,03-2026,506,341,494
UV00006542,C0002181,02-2026,43,337,588
UV00006543,C0002181,01-2026,100,91,532
UV00006544,C0002182,03-2026,161,14,510
UV00006545,C0002182,02-2026,275,54,440
UV00006546,C0002182,01-2026,178,559,124
UV00006547,C0002183,03-2026,296,123,235
UV00006548,C0002183,02-2026,345,587,428
UV00006549,C0002183,01-2026,240,77,221
UV00006550,C0002184,03-2026,293,172,380
UV00006551,C0002184,02-2026,109,141,602
UV00006552,C0002184,01-2026,260,299,182
UV00006553,C0002185,03-2026,19,72,370
UV00006554,C0002185,02-2026,758,90,432
UV00006555,C0002185,01-2026,67,242,205
UV00006556,C0002186,03-2026,106,105,622
UV00006557,C0002186,02-2026,253,79,614
UV00006558,C0002186,01-2026,36,470,548
UV00006559,C0002187,03-2026,349,105,150
UV00006560,C0002187,02-2026,172,553,519
UV00006561,C0002187,01-2026,171,457,639
UV00006562,C0002188,03-2026,74,143,118
UV00006563,C0002188,02-2026,167,167,19
UV00006564,C0002188,01-2026,170,262,133
UV00006565,C0002189,03-2026,323,11,60
UV00006566,C0002189,02-2026,516,359,45
UV00006567,C0002189,01-2026,868,127,206
UV00006568,C0002190,03-2026,322,373,352
UV00006569,C0002190,02-2026,348,61,83
UV00006570,C0002190,01-2026,47,520,87
UV00006571,C0002191,03-2026,114,477,86
UV00006572,C0002191,02-2026,162,418,176
UV00006573,C0002191,01-2026,347,298,516
UV00006574,C0002192,03-2026,289,94,546
UV00006575,C0002192,02-2026,75,306,560
UV00006576,C0002192,01-2026,207,408,10
UV00006577,C0002193,03-2026,268,375,231
UV00006578,C0002193,02-2026,211,347,673
UV00006579,C0002193,01-2026,179,201,638
UV00006580,C0002194,03-2026,135,219,564
UV00006581,C0002194,02-2026,95,534,212
UV00006582,C0002194,01-2026,621,487,60
UV00006583,C0002195,03-2026,379,264,340
UV00006584,C0002195,02-2026,199,342,321
UV00006585,C0002195,01-2026,103,130,136
UV00006586,C0002196,03-2026,92,459,87
UV00006587,C0002196,02-2026,853,301,630
UV00006588,C0002196,01-2026,238,596,133
UV00006589,C0002197,03-2026,352,372,65
UV00006590,C0002197,02-2026,248,345,567
UV00006591,C0002197,01-2026,237,326,559
UV00006592,C0002198,03-2026,202,161,118
UV00006593,C0002198,02-2026,229,63,516
UV00006594,C0002198,01-2026,230,545,17
UV00006595,C0002199,03-2026,236,288,172
UV00006596,C0002199,02-2026,63,181,327
UV00006597,C0002199,01-2026,242,52,169
UV00006598,C0002200,03-2026,153,311,308
UV00006599,C0002200,02-2026,230,305,188
UV00006600,C0002200,01-2026,132,408,656
UV00006601,C0002201,03-2026,147,268,303
UV00006602,C0002201,02-2026,250,219,410
UV00006603,C0002201,01-2026,35,308,175
UV00006604,C0002202,03-2026,139,356,407
UV00006605,C0002202,02-2026,281,291,400
UV00006606,C0002202,01-2026,299,324,91
UV00006607,C0002203,03-2026,375,444,506
UV00006608,C0002203,02-2026,173,15,143
UV00006609,C0002203,01-2026,204,512,242
UV00006610,C0002204,03-2026,285,403,413
UV00006611,C0002204,02-2026,29,275,209
UV00006612,C0002204,01-2026,56,164,516
UV00006613,C0002205,03-2026,194,115,373
UV00006614,C0002205,02-2026,126,46,163
UV00006615,C0002205,01-2026,329,268,319
UV00006616,C0002206,03-2026,165,516,568
UV00006617,C0002206,02-2026,120,275,384
UV00006618,C0002206,01-2026,96,110,278
UV00006619,C0002207,03-2026,176,369,415
UV00006620,C0002207,02-2026,375,455,359
UV00006621,C0002207,01-2026,56,429,488
UV00006622,C0002208,03-2026,229,25,678
UV00006623,C0002208,02-2026,497,159,525
UV00006624,C0002208,01-2026,174,202,87
UV00006625,C0002209,03-2026,182,278,521
UV00006626,C0002209,02-2026,52,169,595
UV00006627,C0002209,01-2026,38,403,581
UV00006628,C0002210,03-2026,263,215,539
UV00006629,C0002210,02-2026,121,155,168
UV00006630,C0002210,01-2026,220,391,567
UV00006631,C0002211,03-2026,405,52,277
UV00006632,C0002211,02-2026,26,506,548
UV00006633,C0002211,01-2026,19,9,246
UV00006634,C0002212,03-2026,99,396,132
UV00006635,C0002212,02-2026,322,436,667
UV00006636,C0002212,01-2026,144,18,383
UV00006637,C0002213,03-2026,248,347,545
UV00006638,C0002213,02-2026,169,33,204
UV00006639,C0002213,01-2026,90,259,262
UV00006640,C0002214,03-2026,416,396,333
UV00006641,C0002214,02-2026,207,582,57
UV00006642,C0002214,01-2026,166,277,135
UV00006643,C0002215,03-2026,93,36,287
UV00006644,C0002215,02-2026,317,228,207
UV00006645,C0002215,01-2026,194,388,572
UV00006646,C0002216,03-2026,246,555,340
UV00006647,C0002216,02-2026,362,85,616
UV00006648,C0002216,01-2026,161,366,418
UV00006649,C0002217,03-2026,188,448,482
UV00006650,C0002217,02-2026,183,98,368
UV00006651,C0002217,01-2026,277,91,128
UV00006652,C0002218,03-2026,267,360,150
UV00006653,C0002218,02-2026,226,25,256
UV00006654,C0002218,01-2026,435,190,640
UV00006655,C0002219,03-2026,91,354,226
UV00006656,C0002219,02-2026,129,96,231
UV00006657,C0002219,01-2026,275,229,320
UV00006658,C0002220,03-2026,94,234,265
UV00006659,C0002220,02-2026,178,167,79
UV00006660,C0002220,01-2026,130,435,410
UV00006661,C0002221,03-2026,144,512,620
UV00006662,C0002221,02-2026,417,34,112
UV00006663,C0002221,01-2026,75,563,85
UV00006664,C0002222,03-2026,103,361,10
UV00006665,C0002222,02-2026,105,581,394
UV00006666,C0002222,01-2026,133,575,351
UV00006667,C0002223,03-2026,209,22,305
UV00006668,C0002223,02-2026,169,405,266
UV00006669,C0002223,01-2026,105,598,74
UV00006670,C0002224,03-2026,242,321,83
UV00006671,C0002224,02-2026,129,559,83
UV00006672,C0002224,01-2026,446,213,542
UV00006673,C0002225,03-2026,30,207,385
UV00006674,C0002225,02-2026,19,318,462
UV00006675,C0002225,01-2026,100,218,16
UV00006676,C0002226,03-2026,516,362,68
UV00006677,C0002226,02-2026,498,218,181
UV00006678,C0002226,01-2026,83,363,526
UV00006679,C0002227,03-2026,144,103,378
UV00006680,C0002227,02-2026,267,367,681
UV00006681,C0002227,01-2026,82,355,43
UV00006682,C0002228,03-2026,72,211,681
UV00006683,C0002228,02-2026,188,397,141
UV00006684,C0002228,01-2026,244,359,136
UV00006685,C0002229,03-2026,92,291,515
UV00006686,C0002229,02-2026,386,559,553
UV00006687,C0002229,01-2026,132,146,282
UV00006688,C0002230,03-2026,216,377,453
