record_id,customer_id,city_id,month,avg_signal_strength_dbm,dropped_call_rate_pct,avg_download_speed_mbps,network_downtime_hours
NQ00005822,C0001941,CT0025,02-2026,-77.6,3.62,37.1,0.5
NQ00005823,C0001941,CT0025,01-2026,-77.6,5.34,30.7,1.5
NQ00005824,C0001942,CT0001,03-2026,-50.6,0.09,55.8,0.03
NQ00005825,C0001942,CT0001,02-2026,-50.6,0.05,73.3,0.03
NQ00005826,C0001942,CT0001,01-2026,-50.6,0.08,75.8,0.03
NQ00005827,C0001943,CT0007,03-2026,-51.3,0.24,101.9,0.09
NQ00005828,C0001943,CT0007,02-2026,-51.3,0.12,61.9,0.11
NQ00005829,C0001943,CT0007,01-2026,-51.3,0.11,51.7,0.04
NQ00005830,C0001944,CT0035,03-2026,-58.6,0.61,65.7,0.68
NQ00005831,C0001944,CT0035,02-2026,-58.6,1.41,62.5,0.15
NQ00005832,C0001944,CT0035,01-2026,-58.6,1.45,28.7,0.4
NQ00005833,C0001945,CT0011,03-2026,-60.5,1.15,17.2,0.82
NQ00005834,C0001945,CT0011,02-2026,-60.5,1.32,54.7,0.98
NQ00005835,C0001945,CT0011,01-2026,-60.5,1.95,65.1,0.21
NQ00005836,C0001946,CT0050,03-2026,-72.3,2.26,36.0,1.08
NQ00005837,C0001946,CT0050,02-2026,-72.3,3.18,20.2,0.6
NQ00005838,C0001946,CT0050,01-2026,-72.3,4.02,57.4,1.19
NQ00005839,C0001947,CT0009,03-2026,-67.2,1.75,76.6,1.41
NQ00005840,C0001947,CT0009,02-2026,-67.2,1.64,76.3,0.41
NQ00005841,C0001947,CT0009,01-2026,-67.2,2.17,73.5,0.6
NQ00005842,C0001948,CT0017,03-2026,-72.0,3.74,33.0,0.65
NQ00005843,C0001948,CT0017,02-2026,-72.0,2.64,71.1,1.59
NQ00005844,C0001948,CT0017,01-2026,-72.0,3.47,69.9,0.42
NQ00005845,C0001949,CT0002,03-2026,-63.6,2.31,41.4,0.23
NQ00005846,C0001949,CT0002,02-2026,-63.6,1.91,37.1,0.97
NQ00005847,C0001949,CT0002,01-2026,-63.6,1.74,65.0,0.58
NQ00005848,C0001950,CT0002,03-2026,-55.0,0.68,72.9,0.12
NQ00005849,C0001950,CT0002,02-2026,-55.0,0.66,73.3,0.11
NQ00005850,C0001950,CT0002,01-2026,-55.0,0.68,30.8,0.1
NQ00005851,C0001951,CT0061,03-2026,-72.6,1.63,44.6,0.12
NQ00005852,C0001951,CT0061,02-2026,-72.6,3.21,65.4,0.83
NQ00005853,C0001951,CT0061,01-2026,-72.6,3.32,21.9,1.01
NQ00005854,C0001952,CT0009,03-2026,-67.1,2.04,46.5,0.71
NQ00005855,C0001952,CT0009,02-2026,-67.1,3.36,47.7,0.86
NQ00005856,C0001952,CT0009,01-2026,-67.1,3.13,64.7,0.91
NQ00005857,C0001953,CT0024,03-2026,-66.0,1.76,75.5,0.43
NQ00005858,C0001953,CT0024,02-2026,-66.0,2.81,34.3,1.01
NQ00005859,C0001953,CT0024,01-2026,-66.0,2.45,20.9,0.54
NQ00005860,C0001954,CT0059,03-2026,-81.3,2.81,33.9,0.72
NQ00005861,C0001954,CT0059,02-2026,-81.3,4.6,54.1,0.65
NQ00005862,C0001954,CT0059,01-2026,-81.3,3.88,15.4,0.24
NQ00005863,C0001955,CT0028,03-2026,-74.1,2.06,57.4,0.13
NQ00005864,C0001955,CT0028,02-2026,-74.1,4.46,66.3,0.8
NQ00005865,C0001955,CT0028,01-2026,-74.1,3.36,41.0,2.23
NQ00005866,C0001956,CT0039,03-2026,-66.5,2.36,81.3,0.82
NQ00005867,C0001956,CT0039,02-2026,-66.5,2.04,24.3,1.43
NQ00005868,C0001956,CT0039,01-2026,-66.5,3.0,75.8,0.44
NQ00005869,C0001957,CT0032,03-2026,-62.8,1.2,37.2,1.29
NQ00005870,C0001957,CT0032,02-2026,-62.8,2.41,25.7,0.51
NQ00005871,C0001957,CT0032,01-2026,-62.8,1.77,41.2,0.34
NQ00005872,C0001958,CT0020,03-2026,-72.2,1.51,50.1,0.53
NQ00005873,C0001958,CT0020,02-2026,-72.2,1.49,52.4,0.61
NQ00005874,C0001958,CT0020,01-2026,-72.2,3.75,49.6,0.75
NQ00005875,C0001959,CT0029,03-2026,-85.2,6.08,42.9,0.91
NQ00005876,C0001959,CT0029,02-2026,-85.2,2.58,24.7,1.97
NQ00005877,C0001959,CT0029,01-2026,-85.2,3.11,37.7,1.44
NQ00005878,C0001960,CT0036,03-2026,-71.8,3.91,63.4,0.45
NQ00005879,C0001960,CT0036,02-2026,-71.8,4.16,30.6,1.22
NQ00005880,C0001960,CT0036,01-2026,-71.8,3.4,28.4,1.5
NQ00005881,C0001961,CT0064,03-2026,-74.0,4.1,59.0,1.02
NQ00005882,C0001961,CT0064,02-2026,-74.0,1.79,63.1,0.14
NQ00005883,C0001961,CT0064,01-2026,-74.0,3.8,56.6,0.64
NQ00005884,C0001962,CT0036,03-2026,-54.4,0.75,95.7,0.38
NQ00005885,C0001962,CT0036,02-2026,-54.4,0.53,21.9,0.06
NQ00005886,C0001962,CT0036,01-2026,-54.4,0.66,79.3,0.14
NQ00005887,C0001963,CT0025,03-2026,-64.7,2.57,52.8,0.67
NQ00005888,C0001963,CT0025,02-2026,-64.7,1.86,41.1,0.39
NQ00005889,C0001963,CT0025,01-2026,-64.7,2.54,23.8,0.22
NQ00005890,C0001964,CT0006,03-2026,-70.1,3.27,56.3,0.26
NQ00005891,C0001964,CT0006,02-2026,-70.1,2.05,26.6,0.73
NQ00005892,C0001964,CT0006,01-2026,-70.1,2.26,34.3,0.33
NQ00005893,C0001965,CT0004,03-2026,-65.4,1.58,26.3,0.6
NQ00005894,C0001965,CT0004,02-2026,-65.4,2.36,59.1,0.3
NQ00005895,C0001965,CT0004,01-2026,-65.4,1.46,45.2,0.41
NQ00005896,C0001966,CT0065,03-2026,-89.1,7.26,35.9,2.81
NQ00005897,C0001966,CT0065,02-2026,-89.1,4.34,38.7,0.44
NQ00005898,C0001966,CT0065,01-2026,-89.1,5.39,32.1,1.69
NQ00005899,C0001967,CT0033,03-2026,-72.2,3.59,32.2,0.95
NQ00005900,C0001967,CT0033,02-2026,-72.2,1.52,59.9,0.43
NQ00005901,C0001967,CT0033,01-2026,-72.2,2.09,34.7,0.21
NQ00005902,C0001968,CT0023,03-2026,-71.4,2.77,23.5,0.33
NQ00005903,C0001968,CT0023,02-2026,-71.4,3.56,37.9,0.84
NQ00005904,C0001968,CT0023,01-2026,-71.4,3.06,75.2,1.32
NQ00005905,C0001969,CT0002,03-2026,-64.1,2.55,68.6,0.45
NQ00005906,C0001969,CT0002,02-2026,-64.1,1.26,43.4,0.45
NQ00005907,C0001969,CT0002,01-2026,-64.1,1.15,59.0,0.29
NQ00005908,C0001970,CT0058,03-2026,-82.8,5.49,48.3,2.62
NQ00005909,C0001970,CT0058,02-2026,-82.8,4.53,15.3,0.3
NQ00005910,C0001970,CT0058,01-2026,-82.8,6.21,47.2,3.37
NQ00005911,C0001971,CT0004,03-2026,-62.8,1.23,87.9,0.36
NQ00005912,C0001971,CT0004,02-2026,-62.8,1.33,52.3,0.42
NQ00005913,C0001971,CT0004,01-2026,-62.8,1.23,16.9,0.11
NQ00005914,C0001972,CT0017,03-2026,-78.5,3.76,33.1,3.31
NQ00005915,C0001972,CT0017,02-2026,-78.5,4.09,44.9,0.42
NQ00005916,C0001972,CT0017,01-2026,-78.5,2.3,19.8,1.0
NQ00005917,C0001973,CT0040,03-2026,-75.9,1.79,26.8,0.47
NQ00005918,C0001973,CT0040,02-2026,-75.9,3.41,23.4,2.02
NQ00005919,C0001973,CT0040,01-2026,-75.9,3.95,36.1,2.54
NQ00005920,C0001974,CT0033,03-2026,-70.5,2.43,16.7,0.12
NQ00005921,C0001974,CT0033,02-2026,-70.5,2.06,71.4,0.5
NQ00005922,C0001974,CT0033,01-2026,-70.5,3.88,76.4,0.55
NQ00005923,C0001975,CT0057,03-2026,-82.5,3.39,31.8,0.54
NQ00005924,C0001975,CT0057,02-2026,-82.5,6.1,44.1,1.64
NQ00005925,C0001975,CT0057,01-2026,-82.5,4.15,35.8,1.98
NQ00005926,C0001976,CT0007,03-2026,-65.7,1.18,87.3,0.36
NQ00005927,C0001976,CT0007,02-2026,-65.7,2.48,34.6,0.59
NQ00005928,C0001976,CT0007,01-2026,-65.7,2.42,31.6,0.15
NQ00005929,C0001977,CT0048,03-2026,-76.0,3.11,56.9,0.64
NQ00005930,C0001977,CT0048,02-2026,-76.0,3.38,49.9,0.43
NQ00005931,C0001977,CT0048,01-2026,-76.0,4.73,58.1,1.0
NQ00005932,C0001978,CT0065,03-2026,-68.4,2.74,31.5,0.32
NQ00005933,C0001978,CT0065,02-2026,-68.4,2.58,16.9,0.67
NQ00005934,C0001978,CT0065,01-2026,-68.4,2.67,64.9,0.19
NQ00005935,C0001979,CT0019,03-2026,-64.9,1.91,29.0,0.77
NQ00005936,C0001979,CT0019,02-2026,-64.9,2.22,19.1,0.57
NQ00005937,C0001979,CT0019,01-2026,-64.9,1.57,40.0,1.55
NQ00005938,C0001980,CT0038,03-2026,-64.6,2.48,73.8,1.43
NQ00005939,C0001980,CT0038,02-2026,-64.6,2.76,78.5,0.34
NQ00005940,C0001980,CT0038,01-2026,-64.6,2.3,85.5,0.33
NQ00005941,C0001981,CT0060,03-2026,-80.5,5.18,37.5,1.86
NQ00005942,C0001981,CT0060,02-2026,-80.5,5.09,36.9,2.28
NQ00005943,C0001981,CT0060,01-2026,-80.5,2.73,24.9,1.98
NQ00005944,C0001982,CT0036,03-2026,-74.3,3.87,30.5,2.64
NQ00005945,C0001982,CT0036,02-2026,-74.3,3.37,60.7,1.01
NQ00005946,C0001982,CT0036,01-2026,-74.3,1.71,58.7,0.1
NQ00005947,C0001983,CT0034,03-2026,-72.6,2.33,56.4,1.1
NQ00005948,C0001983,CT0034,02-2026,-72.6,3.63,72.0,0.5
NQ00005949,C0001983,CT0034,01-2026,-72.6,4.32,16.5,0.76
NQ00005950,C0001984,CT0067,03-2026,-75.1,2.91,24.5,1.34
NQ00005951,C0001984,CT0067,02-2026,-75.1,3.42,21.0,2.14
NQ00005952,C0001984,CT0067,01-2026,-75.1,4.08,42.6,0.85
NQ00005953,C0001985,CT0013,03-2026,-72.6,3.98,31.3,0.5
NQ00005954,C0001985,CT0013,02-2026,-72.6,2.29,49.9,0.97
NQ00005955,C0001985,CT0013,01-2026,-72.6,1.6,55.4,0.43
NQ00005956,C0001986,CT0038,03-2026,-64.7,2.77,71.1,0.4
NQ00005957,C0001986,CT0038,02-2026,-64.7,2.46,67.3,0.78
NQ00005958,C0001986,CT0038,01-2026,-64.7,1.35,43.3,0.63
NQ00005959,C0001987,CT0018,03-2026,-76.0,4.21,12.1,0.56
NQ00005960,C0001987,CT0018,02-2026,-76.0,2.94,30.6,0.53
NQ00005961,C0001987,CT0018,01-2026,-76.0,2.35,28.5,2.26
NQ00005962,C0001988,CT0031,03-2026,-67.3,3.01,38.8,0.47
NQ00005963,C0001988,CT0031,02-2026,-67.3,2.63,45.1,0.39
NQ00005964,C0001988,CT0031,01-2026,-67.3,1.18,32.1,0.8
NQ00005965,C0001989,CT0031,03-2026,-72.5,1.97,47.9,0.75
NQ00005966,C0001989,CT0031,02-2026,-72.5,2.31,68.9,1.09
NQ00005967,C0001989,CT0031,01-2026,-72.5,3.73,60.4,1.02
NQ00005968,C0001990,CT0053,03-2026,-73.2,2.84,43.4,1.21
NQ00005969,C0001990,CT0053,02-2026,-73.2,2.44,37.8,0.87
NQ00005970,C0001990,CT0053,01-2026,-73.2,2.2,25.3,1.59
NQ00005971,C0001991,CT0057,03-2026,-78.2,3.87,35.7,0.44
NQ00005972,C0001991,CT0057,02-2026,-78.2,4.35,26.6,1.27
NQ00005973,C0001991,CT0057,01-2026,-78.2,4.25,28.9,1.58
NQ00005974,C0001992,CT0032,03-2026,-57.1,0.78,38.5,0.37
NQ00005975,C0001992,CT0032,02-2026,-57.1,1.31,30.8,0.41
NQ00005976,C0001992,CT0032,01-2026,-57.1,1.0,61.5,0.13
NQ00005977,C0001993,CT0026,03-2026,-57.5,0.88,49.8,0.31
NQ00005978,C0001993,CT0026,02-2026,-57.5,0.58,80.5,0.14
NQ00005979,C0001993,CT0026,01-2026,-57.5,1.48,92.5,0.44
NQ00005980,C0001994,CT0043,03-2026,-82.2,2.85,32.1,0.45
NQ00005981,C0001994,CT0043,02-2026,-82.2,4.32,51.9,0.88
NQ00005982,C0001994,CT0043,01-2026,-82.2,5.49,31.0,0.51
NQ00005983,C0001995,CT0043,03-2026,-93.3,5.37,30.3,1.48
NQ00005984,C0001995,CT0043,02-2026,-93.3,5.62,27.8,0.32
NQ00005985,C0001995,CT0043,01-2026,-93.3,6.95,31.9,0.84
NQ00005986,C0001996,CT0058,03-2026,-89.4,6.02,30.7,1.68
NQ00005987,C0001996,CT0058,02-2026,-89.4,3.13,10.7,1.92
NQ00005988,C0001996,CT0058,01-2026,-89.4,4.5,15.5,0.79
NQ00005989,C0001997,CT0005,03-2026,-65.2,1.73,43.3,0.23
NQ00005990,C0001997,CT0005,02-2026,-65.2,2.47,88.4,0.46
NQ00005991,C0001997,CT0005,01-2026,-65.2,1.26,23.5,0.66
NQ00005992,C0001998,CT0046,03-2026,-71.9,3.61,46.2,0.61
NQ00005993,C0001998,CT0046,02-2026,-71.9,3.68,49.2,1.6
NQ00005994,C0001998,CT0046,01-2026,-71.9,3.39,43.1,0.12
NQ00005995,C0001999,CT0056,03-2026,-74.3,4.01,45.0,1.6
NQ00005996,C0001999,CT0056,02-2026,-74.3,2.61,55.4,1.48
NQ00005997,C0001999,CT0056,01-2026,-74.3,2.93,42.2,0.79
NQ00005998,C0002000,CT0021,03-2026,-71.1,3.68,22.9,0.53
NQ00005999,C0002000,CT0021,02-2026,-71.1,3.56,73.4,1.03
NQ00006000,C0002000,CT0021,01-2026,-71.1,2.82,69.3,1.46
NQ00006001,C0002001,CT0008,03-2026,-69.8,1.66,62.8,1.25
NQ00006002,C0002001,CT0008,02-2026,-69.8,1.38,17.1,0.31
NQ00006003,C0002001,CT0008,01-2026,-69.8,2.95,30.5,0.8
NQ00006004,C0002002,CT0020,03-2026,-68.6,2.13,63.9,0.79
NQ00006005,C0002002,CT0020,02-2026,-68.6,3.47,28.4,0.4
NQ00006006,C0002002,CT0020,01-2026,-68.6,1.31,79.1,0.7
NQ00006007,C0002003,CT0035,03-2026,-63.1,2.45,42.7,0.5
NQ00006008,C0002003,CT0035,02-2026,-63.1,1.56,83.6,0.69
NQ00006009,C0002003,CT0035,01-2026,-63.1,1.65,26.8,0.14
NQ00006010,C0002004,CT0065,03-2026,-72.0,3.93,34.8,0.75
NQ00006011,C0002004,CT0065,02-2026,-72.0,1.97,13.6,1.13
NQ00006012,C0002004,CT0065,01-2026,-72.0,2.18,34.7,1.33
NQ00006013,C0002005,CT0001,03-2026,-57.3,0.64,100.9,0.14
NQ00006014,C0002005,CT0001,02-2026,-57.3,1.34,105.2,0.19
NQ00006015,C0002005,CT0001,01-2026,-57.3,1.2,72.8,0.04
NQ00006016,C0002006,CT0001,03-2026,-64.0,1.16,43.1,0.29
NQ00006017,C0002006,CT0001,02-2026,-64.0,1.77,89.2,0.62
NQ00006018,C0002006,CT0001,01-2026,-64.0,1.38,49.3,0.81
NQ00006019,C0002007,CT0043,03-2026,-70.0,3.7,58.7,0.2
NQ00006020,C0002007,CT0043,02-2026,-70.0,3.96,54.6,0.6
NQ00006021,C0002007,CT0043,01-2026,-70.0,2.55,52.4,0.31
NQ00006022,C0002008,CT0017,03-2026,-74.7,4.85,43.4,0.65
NQ00006023,C0002008,CT0017,02-2026,-74.7,2.79,46.2,0.72
NQ00006024,C0002008,CT0017,01-2026,-74.7,4.12,25.9,2.49
NQ00006025,C0002009,CT0062,03-2026,-68.3,3.07,47.8,0.21
NQ00006026,C0002009,CT0062,02-2026,-68.3,2.46,76.0,1.17
NQ00006027,C0002009,CT0062,01-2026,-68.3,1.3,43.9,1.0
NQ00006028,C0002010,CT0010,03-2026,-58.6,0.88,65.4,0.19
NQ00006029,C0002010,CT0010,02-2026,-58.6,1.57,37.7,0.24
NQ00006030,C0002010,CT0010,01-2026,-58.6,1.61,70.5,0.92
NQ00006031,C0002011,CT0064,03-2026,-68.4,2.45,30.2,0.48
NQ00006032,C0002011,CT0064,02-2026,-68.4,2.53,46.8,1.79
NQ00006033,C0002011,CT0064,01-2026,-68.4,2.92,18.1,0.22
NQ00006034,C0002012,CT0029,03-2026,-67.5,2.76,56.7,0.28
NQ00006035,C0002012,CT0029,02-2026,-67.5,1.69,38.8,0.25
NQ00006036,C0002012,CT0029,01-2026,-67.5,2.31,63.0,0.12
NQ00006037,C0002013,CT0017,03-2026,-78.6,3.27,30.0,1.0
NQ00006038,C0002013,CT0017,02-2026,-78.6,2.63,42.9,1.27
NQ00006039,C0002013,CT0017,01-2026,-78.6,3.67,42.3,2.82
NQ00006040,C0002014,CT0003,03-2026,-59.3,1.78,24.0,0.08
NQ00006041,C0002014,CT0003,02-2026,-59.3,0.85,28.4,0.11
NQ00006042,C0002014,CT0003,01-2026,-59.3,1.63,52.9,0.31
NQ00006043,C0002015,CT0020,03-2026,-71.7,3.83,17.3,1.2
NQ00006044,C0002015,CT0020,02-2026,-71.7,3.16,54.8,0.89
NQ00006045,C0002015,CT0020,01-2026,-71.7,3.45,72.9,0.39
NQ00006046,C0002016,CT0028,03-2026,-63.4,1.58,33.1,0.62
NQ00006047,C0002016,CT0028,02-2026,-63.4,1.46,40.9,0.1
NQ00006048,C0002016,CT0028,01-2026,-63.4,1.34,28.4,0.84
NQ00006049,C0002017,CT0010,03-2026,-59.9,1.14,87.8,0.63
NQ00006050,C0002017,CT0010,02-2026,-59.9,1.22,21.9,0.48
NQ00006051,C0002017,CT0010,01-2026,-59.9,0.87,99.9,0.78
NQ00006052,C0002018,CT0016,03-2026,-68.0,2.55,30.3,0.3
NQ00006053,C0002018,CT0016,02-2026,-68.0,2.65,80.2,0.29
NQ00006054,C0002018,CT0016,01-2026,-68.0,1.92,43.8,0.06
NQ00006055,C0002019,CT0021,03-2026,-58.1,1.21,40.4,0.15
NQ00006056,C0002019,CT0021,02-2026,-58.1,0.55,56.4,0.91
NQ00006057,C0002019,CT0021,01-2026,-58.1,1.58,73.5,0.64
NQ00006058,C0002020,CT0009,03-2026,-73.1,1.81,53.2,0.74
NQ00006059,C0002020,CT0009,02-2026,-73.1,3.48,23.1,1.18
NQ00006060,C0002020,CT0009,01-2026,-73.1,2.98,15.8,0.38
NQ00006061,C0002021,CT0060,03-2026,-68.6,2.76,53.8,0.46
NQ00006062,C0002021,CT0060,02-2026,-68.6,3.58,76.9,0.64
NQ00006063,C0002021,CT0060,01-2026,-68.6,2.65,47.7,1.52
NQ00006064,C0002022,CT0009,03-2026,-60.9,1.01,31.0,0.35
NQ00006065,C0002022,CT0009,02-2026,-60.9,0.88,78.2,0.4
NQ00006066,C0002022,CT0009,01-2026,-60.9,1.5,75.5,0.36
NQ00006067,C0002023,CT0047,03-2026,-73.8,4.34,72.2,0.16
NQ00006068,C0002023,CT0047,02-2026,-73.8,1.93,14.2,0.11
NQ00006069,C0002023,CT0047,01-2026,-73.8,1.89,65.0,0.36
NQ00006070,C0002024,CT0064,03-2026,-67.7,3.45,54.1,0.14
NQ00006071,C0002024,CT0064,02-2026,-67.7,2.37,61.6,1.15
NQ00006072,C0002024,CT0064,01-2026,-67.7,2.27,28.4,0.45
NQ00006073,C0002025,CT0049,03-2026,-76.7,3.22,63.1,0.71
NQ00006074,C0002025,CT0049,02-2026,-76.7,4.05,56.8,0.68
NQ00006075,C0002025,CT0049,01-2026,-76.7,2.57,39.1,2.19
NQ00006076,C0002026,CT0033,03-2026,-76.7,2.2,17.4,1.11
NQ00006077,C0002026,CT0033,02-2026,-76.7,2.05,48.7,1.07
NQ00006078,C0002026,CT0033,01-2026,-76.7,4.57,28.3,1.15
NQ00006079,C0002027,CT0037,03-2026,-59.6,1.23,85.8,0.41
NQ00006080,C0002027,CT0037,02-2026,-59.6,0.95,27.9,0.36
NQ00006081,C0002027,CT0037,01-2026,-59.6,0.89,66.7,0.5
NQ00006082,C0002028,CT0016,03-2026,-66.8,1.96,72.7,0.51
NQ00006083,C0002028,CT0016,02-2026,-66.8,2.84,24.3,0.6
NQ00006084,C0002028,CT0016,01-2026,-66.8,2.39,47.8,0.25
NQ00006085,C0002029,CT0041,03-2026,-79.1,4.18,31.2,1.94
NQ00006086,C0002029,CT0041,02-2026,-79.1,2.56,60.1,0.7
NQ00006087,C0002029,CT0041,01-2026,-79.1,2.78,34.4,0.74
NQ00006088,C0002030,CT0005,03-2026,-64.0,2.01,31.2,0.38
NQ00006089,C0002030,CT0005,02-2026,-64.0,2.31,78.6,0.44
NQ00006090,C0002030,CT0005,01-2026,-64.0,1.68,29.1,0.02
NQ00006091,C0002031,CT0027,03-2026,-70.0,3.02,59.4,1.07
NQ00006092,C0002031,CT0027,02-2026,-70.0,1.79,24.2,0.47
NQ00006093,C0002031,CT0027,01-2026,-70.0,1.64,76.3,1.18
NQ00006094,C0002032,CT0005,03-2026,-64.9,1.86,62.5,0.23
NQ00006095,C0002032,CT0005,02-2026,-64.9,2.08,74.3,0.92
NQ00006096,C0002032,CT0005,01-2026,-64.9,2.92,65.7,0.6
NQ00006097,C0002033,CT0030,03-2026,-63.6,1.89,56.2,0.23
NQ00006098,C0002033,CT0030,02-2026,-63.6,1.67,25.3,1.14
NQ00006099,C0002033,CT0030,01-2026,-63.6,2.52,76.0,0.28
NQ00006100,C0002034,CT0015,03-2026,-65.9,2.46,69.4,0.87
NQ00006101,C0002034,CT0015,02-2026,-65.9,1.83,28.4,0.36
NQ00006102,C0002034,CT0015,01-2026,-65.9,1.83,21.8,0.18
NQ00006103,C0002035,CT0053,03-2026,-83.6,3.13,21.7,1.4
NQ00006104,C0002035,CT0053,02-2026,-83.6,6.46,13.6,0.7
NQ00006105,C0002035,CT0053,01-2026,-83.6,5.77,50.9,1.21
NQ00006106,C0002036,CT0051,03-2026,-80.7,4.96,56.2,1.13
NQ00006107,C0002036,CT0051,02-2026,-80.7,5.81,56.5,0.96
NQ00006108,C0002036,CT0051,01-2026,-80.7,3.7,51.1,1.77
NQ00006109,C0002037,CT0051,03-2026,-70.5,2.5,20.9,0.08
NQ00006110,C0002037,CT0051,02-2026,-70.5,1.45,30.5,0.58
NQ00006111,C0002037,CT0051,01-2026,-70.5,2.57,71.0,0.17
NQ00006112,C0002038,CT0025,03-2026,-72.8,2.25,40.1,1.04
NQ00006113,C0002038,CT0025,02-2026,-72.8,2.83,24.5,1.93
NQ00006114,C0002038,CT0025,01-2026,-72.8,4.42,19.7,0.69
NQ00006115,C0002039,CT0016,03-2026,-69.9,3.24,16.4,1.25
NQ00006116,C0002039,CT0016,02-2026,-69.9,1.35,44.6,0.58
NQ00006117,C0002039,CT0016,01-2026,-69.9,3.98,35.7,0.76
NQ00006118,C0002040,CT0046,03-2026,-80.6,2.81,26.6,1.89
NQ00006119,C0002040,CT0046,02-2026,-80.6,6.07,51.6,0.25
NQ00006120,C0002040,CT0046,01-2026,-80.6,5.38,20.7,2.01
NQ00006121,C0002041,CT0033,03-2026,-61.7,0.92,41.5,0.51
NQ00006122,C0002041,CT0033,02-2026,-61.7,1.92,57.1,0.59
NQ00006123,C0002041,CT0033,01-2026,-61.7,1.46,16.8,0.15
NQ00006124,C0002042,CT0067,03-2026,-64.2,2.49,34.4,0.55
NQ00006125,C0002042,CT0067,02-2026,-64.2,1.85,61.9,0.11
NQ00006126,C0002042,CT0067,01-2026,-64.2,2.44,90.5,0.88
NQ00006127,C0002043,CT0019,03-2026,-64.5,2.86,23.4,0.5
NQ00006128,C0002043,CT0019,02-2026,-64.5,2.7,52.2,0.49
NQ00006129,C0002043,CT0019,01-2026,-64.5,2.4,58.1,0.59
NQ00006130,C0002044,CT0068,03-2026,-76.6,3.78,26.5,0.64
NQ00006131,C0002044,CT0068,02-2026,-76.6,2.41,46.2,0.62
NQ00006132,C0002044,CT0068,01-2026,-76.6,4.26,45.6,1.58
NQ00006133,C0002045,CT0017,03-2026,-75.0,2.05,67.7,2.57
NQ00006134,C0002045,CT0017,02-2026,-75.0,3.99,19.5,0.36
NQ00006135,C0002045,CT0017,01-2026,-75.0,2.57,55.5,2.64
NQ00006136,C0002046,CT0031,03-2026,-64.1,1.07,78.4,0.82
NQ00006137,C0002046,CT0031,02-2026,-64.1,0.99,38.1,0.12
NQ00006138,C0002046,CT0031,01-2026,-64.1,0.97,49.4,0.5
NQ00006139,C0002047,CT0021,03-2026,-70.4,1.75,53.9,1.14
NQ00006140,C0002047,CT0021,02-2026,-70.4,3.27,42.7,0.86
NQ00006141,C0002047,CT0021,01-2026,-70.4,2.9,32.5,0.43
NQ00006142,C0002048,CT0060,03-2026,-85.2,5.16,33.0,0.43
NQ00006143,C0002048,CT0060,02-2026,-85.2,6.05,41.2,1.33
NQ00006144,C0002048,CT0060,01-2026,-85.2,3.16,9.3,0.26
NQ00006145,C0002049,CT0017,03-2026,-73.5,1.64,60.7,0.42
NQ00006146,C0002049,CT0017,02-2026,-73.5,4.21,31.1,0.45
NQ00006147,C0002049,CT0017,01-2026,-73.5,3.93,34.4,0.63
NQ00006148,C0002050,CT0045,03-2026,-77.2,4.76,29.2,1.74
NQ00006149,C0002050,CT0045,02-2026,-77.2,2.63,38.9,2.56
NQ00006150,C0002050,CT0045,01-2026,-77.2,4.95,15.5,0.7
NQ00006151,C0002051,CT0012,03-2026,-63.3,1.12,85.1,0.59
NQ00006152,C0002051,CT0012,02-2026,-63.3,2.16,73.8,0.73
NQ00006153,C0002051,CT0012,01-2026,-63.3,2.18,25.5,0.45
NQ00006154,C0002052,CT0010,03-2026,-59.2,1.52,86.2,0.11
NQ00006155,C0002052,CT0010,02-2026,-59.2,1.57,25.5,0.52
NQ00006156,C0002052,CT0010,01-2026,-59.2,1.51,61.2,0.14
NQ00006157,C0002053,CT0007,03-2026,-73.2,3.33,49.5,1.12
NQ00006158,C0002053,CT0007,02-2026,-73.2,1.65,53.6,0.6
NQ00006159,C0002053,CT0007,01-2026,-73.2,3.04,30.3,0.06
NQ00006160,C0002054,CT0020,03-2026,-66.6,1.44,77.8,0.15
NQ00006161,C0002054,CT0020,02-2026,-66.6,2.93,25.8,0.76
NQ00006162,C0002054,CT0020,01-2026,-66.6,1.34,66.1,0.89
NQ00006163,C0002055,CT0063,03-2026,-59.5,1.77,52.1,0.64
NQ00006164,C0002055,CT0063,02-2026,-59.5,1.53,77.0,0.52
NQ00006165,C0002055,CT0063,01-2026,-59.5,1.2,53.3,0.26
NQ00006166,C0002056,CT0038,03-2026,-50.6,0.04,47.8,0.04
NQ00006167,C0002056,CT0038,02-2026,-50.6,0.07,82.3,0.02
NQ00006168,C0002056,CT0038,01-2026,-50.6,0.06,89.8,0.03
NQ00006169,C0002057,CT0016,03-2026,-61.7,1.59,75.4,0.38
NQ00006170,C0002057,CT0016,02-2026,-61.7,1.48,45.6,0.29
NQ00006171,C0002057,CT0016,01-2026,-61.7,1.21,76.6,1.01
NQ00006172,C0002058,CT0033,03-2026,-61.0,1.59,95.6,1.48
NQ00006173,C0002058,CT0033,02-2026,-61.0,0.79,84.2,0.8
NQ00006174,C0002058,CT0033,01-2026,-61.0,0.99,54.3,1.35
NQ00006175,C0002059,CT0018,03-2026,-78.4,5.32,14.1,2.0
NQ00006176,C0002059,CT0018,02-2026,-78.4,5.17,49.8,0.23
NQ00006177,C0002059,CT0018,01-2026,-78.4,2.48,51.8,1.99
NQ00006178,C0002060,CT0030,03-2026,-52.4,0.32,64.0,0.06
