recharge_id,customer_id,recharge_date,amount_inr,plan_id,payment_method
RC00020897,C0002595,24-01-2018,278.89,PL006,UPI
RC00020898,C0002595,30-10-2021,309.7,PL006,UPI
RC00020899,C0002595,30-03-2021,305.86,PL006,Debit Card
RC00020900,C0002596,23-05-2025,183.53,PL001,NEFT
RC00020901,C0002596,14-03-2025,190.36,PL001,UPI
RC00020902,C0002596,11-03-2025,209.11,PL001,UPI
RC00020903,C0002596,24-02-2025,191.42,PL001,UPI
RC00020904,C0002596,30-04-2025,207.69,PL001,Cash
RC00020905,C0002596,02-11-2025,189.25,PL001,Cash
RC00020906,C0002596,28-11-2025,192.81,PL001,Auto Debit
RC00020907,C0002596,22-10-2025,189.31,PL001,UPI
RC00020908,C0002596,29-11-2024,196.17,PL001,Debit Card
RC00020909,C0002596,19-08-2025,207.66,PL001,UPI
RC00020910,C0002596,30-05-2025,207.27,PL001,Wallet
RC00020911,C0002596,27-11-2024,189.3,PL001,IMPS
RC00020912,C0002596,18-11-2024,216.12,PL001,Debit Card
RC00020913,C0002596,18-06-2025,181.93,PL001,UPI
RC00020914,C0002596,03-09-2024,210.96,PL001,UPI
RC00020915,C0002596,06-08-2025,189.07,PL001,Auto Debit
RC00020916,C0002596,27-01-2025,188.88,PL001,Debit Card
RC00020917,C0002596,17-12-2025,200.07,PL001,NEFT
RC00020918,C0002597,04-10-2020,187.8,PL001,Net Banking
RC00020919,C0002597,01-09-2023,207.98,PL001,Credit Card
RC00020920,C0002597,21-10-2015,215.32,PL001,Cash
RC00020921,C0002597,23-12-2017,204.97,PL001,Credit Card
RC00020922,C0002597,05-06-2022,208.79,PL001,Wallet
RC00020923,C0002597,13-06-2024,216.36,PL001,Credit Card
RC00020924,C0002597,14-01-2018,190.38,PL001,Wallet
RC00020925,C0002597,03-07-2025,186.0,PL001,UPI
RC00020926,C0002597,22-07-2019,194.05,PL001,Credit Card
RC00020927,C0002597,16-10-2017,198.31,PL001,Wallet
RC00020928,C0002597,28-03-2020,198.36,PL001,Net Banking
RC00020929,C0002597,27-07-2023,185.66,PL001,UPI
RC00020930,C0002597,19-11-2020,208.68,PL001,Auto Debit
RC00020931,C0002597,03-09-2025,192.83,PL001,Debit Card
RC00020932,C0002597,06-10-2022,213.15,PL001,RTGS
RC00020933,C0002597,06-02-2025,193.51,PL001,UPI
RC00020934,C0002597,24-08-2015,190.51,PL001,Debit Card
RC00020935,C0002597,26-03-2018,209.87,PL001,Net Banking
RC00020936,C0002603,29-01-2025,366.47,PL003,Credit Card
RC00020937,C0002603,03-11-2025,427.29,PL003,UPI
RC00020938,C0002603,28-11-2024,408.93,PL003,UPI
RC00020939,C0002603,13-05-2025,415.64,PL003,Auto Debit
RC00020940,C0002603,27-04-2024,408.1,PL003,UPI
RC00020941,C0002603,10-10-2024,365.16,PL003,UPI
RC00020942,C0002603,25-04-2024,375.95,PL003,UPI
RC00020943,C0002603,09-01-2026,373.03,PL003,UPI
RC00020944,C0002603,15-08-2025,388.86,PL003,Debit Card
RC00020945,C0002603,26-06-2024,438.41,PL003,Net Banking
RC00020946,C0002603,15-09-2025,368.84,PL003,UPI
RC00020947,C0002603,08-12-2023,436.22,PL003,UPI
RC00020948,C0002603,25-01-2024,376.06,PL003,Cash
RC00020949,C0002603,18-12-2025,390.02,PL003,Net Banking
RC00020950,C0002603,17-08-2025,436.9,PL003,Debit Card
RC00020951,C0002603,09-12-2025,376.26,PL003,Credit Card
RC00020952,C0002603,25-07-2025,437.74,PL003,UPI
RC00020953,C0002603,25-05-2025,425.74,PL003,Cash
RC00020954,C0002606,30-07-2020,316.92,PL006,UPI
RC00020955,C0002606,28-07-2022,325.07,PL006,Cash
RC00020956,C0002606,03-05-2025,320.16,PL006,UPI
RC00020957,C0002606,19-03-2023,324.03,PL006,Debit Card
RC00020958,C0002606,29-12-2022,312.57,PL006,IMPS
RC00020959,C0002606,08-09-2024,328.78,PL006,UPI
RC00020960,C0002606,15-06-2024,274.45,PL006,UPI
RC00020961,C0002606,11-04-2021,318.49,PL006,UPI
RC00020962,C0002606,28-03-2024,301.1,PL006,UPI
RC00020963,C0002606,05-08-2021,291.12,PL006,RTGS
RC00020964,C0002606,14-04-2023,311.32,PL006,Net Banking
RC00020965,C0002606,12-12-2022,281.15,PL006,Debit Card
RC00020966,C0002606,08-04-2025,296.67,PL006,UPI
RC00020967,C0002606,16-01-2021,272.64,PL006,Net Banking
RC00020968,C0002606,11-04-2025,281.49,PL006,UPI
RC00020969,C0002606,24-01-2025,309.57,PL006,UPI
RC00020970,C0002606,19-03-2023,324.17,PL006,UPI
RC00020971,C0002606,13-02-2025,300.86,PL006,UPI
RC00020972,C0002608,23-03-2024,231.39,PL005,IMPS
RC00020973,C0002608,04-01-2015,233.6,PL005,UPI
RC00020974,C0002608,25-05-2022,236.3,PL005,UPI
RC00020975,C0002608,29-07-2014,243.74,PL005,UPI
RC00020976,C0002608,27-04-2020,255.42,PL005,UPI
RC00020977,C0002608,21-06-2017,260.95,PL005,Debit Card
RC00020978,C0002608,12-01-2022,254.85,PL005,NEFT
RC00020979,C0002608,09-10-2025,261.35,PL005,Net Banking
RC00020980,C0002608,26-09-2019,229.88,PL005,Wallet
RC00020981,C0002608,24-08-2021,260.19,PL005,UPI
RC00020982,C0002608,16-01-2026,238.78,PL005,UPI
RC00020983,C0002608,04-12-2016,270.33,PL005,UPI
RC00020984,C0002608,31-03-2018,274.51,PL005,UPI
RC00020985,C0002608,25-09-2017,255.67,PL005,UPI
RC00020986,C0002608,25-04-2020,262.15,PL005,UPI
RC00020987,C0002608,09-07-2021,262.49,PL005,Net Banking
RC00020988,C0002608,24-04-2015,260.04,PL005,UPI
RC00020989,C0002608,20-03-2019,268.96,PL005,Cash
RC00020990,C0002610,08-06-2017,249.81,PL005,UPI
RC00020991,C0002610,17-09-2019,248.09,PL005,Debit Card
RC00020992,C0002610,12-11-2014,239.21,PL005,Debit Card
RC00020993,C0002610,23-12-2021,246.07,PL005,UPI
RC00020994,C0002610,23-09-2023,258.05,PL005,Net Banking
RC00020995,C0002610,28-04-2025,269.18,PL005,Wallet
RC00020996,C0002610,08-04-2016,271.23,PL005,UPI
RC00020997,C0002610,29-09-2019,258.55,PL005,UPI
RC00020998,C0002610,05-05-2019,273.98,PL005,UPI
RC00020999,C0002610,07-06-2015,239.27,PL005,UPI
RC00021000,C0002610,17-09-2016,254.42,PL005,Cash
RC00021001,C0002610,02-01-2020,230.95,PL005,UPI
RC00021002,C0002610,09-08-2024,264.87,PL005,UPI
RC00021003,C0002610,28-01-2021,225.32,PL005,UPI
RC00021004,C0002610,10-07-2019,265.01,PL005,Credit Card
RC00021005,C0002610,24-02-2016,229.5,PL005,UPI
RC00021006,C0002610,28-02-2018,253.88,PL005,Auto Debit
RC00021007,C0002610,21-01-2016,244.54,PL005,Auto Debit
RC00021008,C0002613,14-02-2015,288.51,PL006,UPI
RC00021009,C0002613,11-06-2017,288.37,PL006,Credit Card
RC00021010,C0002613,06-01-2023,307.54,PL006,Net Banking
RC00021011,C0002613,08-07-2016,272.41,PL006,UPI
RC00021012,C0002613,10-12-2023,325.45,PL006,Net Banking
RC00021013,C0002613,03-08-2025,283.58,PL006,Debit Card
RC00021014,C0002613,06-11-2017,273.9,PL006,Net Banking
RC00021015,C0002613,11-09-2018,279.72,PL006,NEFT
RC00021016,C0002613,21-12-2014,282.5,PL006,NEFT
RC00021017,C0002613,25-01-2022,277.52,PL006,Auto Debit
RC00021018,C0002613,15-09-2021,274.79,PL006,UPI
RC00021019,C0002613,11-01-2021,299.83,PL006,NEFT
RC00021020,C0002613,01-10-2025,275.13,PL006,Net Banking
RC00021021,C0002613,06-02-2024,279.33,PL006,NEFT
RC00021022,C0002613,20-01-2018,318.52,PL006,Auto Debit
RC00021023,C0002613,22-12-2014,301.65,PL006,Debit Card
RC00021024,C0002613,06-11-2023,273.14,PL006,Credit Card
RC00021025,C0002613,27-12-2016,309.5,PL006,UPI
RC00021026,C0002616,07-02-2021,272.82,PL006,UPI
RC00021027,C0002616,15-12-2018,319.2,PL006,Debit Card
RC00021028,C0002616,02-05-2022,294.6,PL006,UPI
RC00021029,C0002616,17-09-2020,278.81,PL006,Auto Debit
RC00021030,C0002616,16-06-2020,309.38,PL006,Net Banking
RC00021031,C0002616,25-03-2026,301.98,PL006,UPI
RC00021032,C0002616,11-04-2022,284.49,PL006,UPI
RC00021033,C0002616,27-08-2024,311.81,PL006,UPI
RC00021034,C0002616,25-04-2017,314.8,PL006,UPI
RC00021035,C0002616,15-03-2022,290.52,PL006,Wallet
RC00021036,C0002616,10-08-2023,271.77,PL006,UPI
RC00021037,C0002616,11-01-2022,317.66,PL006,UPI
RC00021038,C0002616,02-08-2019,298.01,PL006,Debit Card
RC00021039,C0002616,25-05-2025,273.62,PL006,Cash
RC00021040,C0002616,17-11-2017,296.86,PL006,Credit Card
RC00021041,C0002616,15-06-2023,290.08,PL006,Net Banking
RC00021042,C0002616,07-02-2025,293.02,PL006,Debit Card
RC00021043,C0002616,24-02-2024,305.48,PL006,Debit Card
RC00021044,C0002617,16-12-2022,308.26,PL002,Debit Card
RC00021045,C0002617,14-10-2022,299.17,PL002,Credit Card
RC00021046,C0002617,05-04-2022,314.87,PL002,UPI
RC00021047,C0002617,24-03-2023,287.7,PL002,Wallet
RC00021048,C0002617,08-08-2024,300.68,PL002,Credit Card
RC00021049,C0002617,25-03-2024,295.1,PL002,UPI
RC00021050,C0002617,06-06-2022,279.75,PL002,UPI
RC00021051,C0002617,14-10-2024,298.35,PL002,RTGS
RC00021052,C0002617,11-09-2022,302.97,PL002,UPI
RC00021053,C0002617,04-10-2021,316.79,PL002,RTGS
RC00021054,C0002617,18-11-2025,284.31,PL002,Debit Card
RC00021055,C0002617,13-03-2023,305.34,PL002,Credit Card
RC00021056,C0002617,03-06-2022,286.04,PL002,UPI
RC00021057,C0002617,27-03-2022,301.77,PL002,Debit Card
RC00021058,C0002617,31-05-2023,271.34,PL002,Debit Card
RC00021059,C0002617,02-07-2024,303.43,PL002,UPI
RC00021060,C0002617,19-02-2022,298.85,PL002,UPI
RC00021061,C0002617,23-03-2023,290.3,PL002,UPI
RC00021062,C0002618,13-03-2019,239.07,PL005,UPI
RC00021063,C0002618,23-03-2023,254.82,PL005,UPI
RC00021064,C0002618,24-11-2018,237.58,PL005,UPI
RC00021065,C0002618,10-08-2014,248.08,PL005,UPI
RC00021066,C0002618,08-03-2026,263.21,PL005,UPI
RC00021067,C0002618,14-04-2021,269.37,PL005,Debit Card
RC00021068,C0002618,25-01-2021,227.42,PL005,UPI
RC00021069,C0002618,27-05-2023,274.82,PL005,UPI
RC00021070,C0002618,10-04-2014,234.43,PL005,UPI
RC00021071,C0002618,23-01-2019,256.31,PL005,Debit Card
RC00021072,C0002618,04-09-2025,261.35,PL005,Debit Card
RC00021073,C0002618,03-06-2015,270.23,PL005,UPI
RC00021074,C0002618,11-02-2025,268.6,PL005,Credit Card
RC00021075,C0002618,04-05-2020,270.2,PL005,UPI
RC00021076,C0002618,23-09-2017,236.9,PL005,UPI
RC00021077,C0002618,12-11-2017,242.78,PL005,UPI
RC00021078,C0002618,22-04-2015,257.16,PL005,Credit Card
RC00021079,C0002618,11-05-2021,251.47,PL005,UPI
RC00021080,C0002625,02-03-2015,382.07,PL003,Debit Card
RC00021081,C0002625,04-01-2015,388.1,PL003,Auto Debit
RC00021082,C0002625,26-11-2014,363.14,PL003,Cash
RC00021083,C0002625,11-10-2014,374.87,PL003,Cash
RC00021084,C0002625,04-02-2015,370.36,PL003,UPI
RC00021085,C0002625,12-01-2015,399.66,PL003,RTGS
RC00021086,C0002625,27-12-2014,421.02,PL003,UPI
RC00021087,C0002625,01-02-2015,417.44,PL003,UPI
RC00021088,C0002625,22-12-2014,432.43,PL003,Credit Card
RC00021089,C0002626,22-07-2019,271.1,PL002,UPI
RC00021090,C0002626,04-04-2024,273.68,PL002,Wallet
RC00021091,C0002626,05-06-2018,312.42,PL002,Debit Card
RC00021092,C0002626,16-06-2016,314.45,PL002,UPI
RC00021093,C0002626,11-08-2015,325.54,PL002,Credit Card
RC00021094,C0002626,21-12-2020,318.54,PL002,UPI
RC00021095,C0002626,28-01-2020,278.29,PL002,UPI
RC00021096,C0002626,18-11-2022,304.95,PL002,Debit Card
RC00021097,C0002626,07-07-2022,285.52,PL002,Auto Debit
RC00021098,C0002626,06-02-2022,310.68,PL002,Credit Card
RC00021099,C0002626,14-01-2016,303.96,PL002,IMPS
RC00021100,C0002626,29-07-2022,305.16,PL002,NEFT
RC00021101,C0002626,09-03-2016,285.3,PL002,Net Banking
RC00021102,C0002626,04-05-2017,327.16,PL002,Debit Card
RC00021103,C0002626,18-07-2024,328.16,PL002,Credit Card
RC00021104,C0002626,12-11-2016,306.75,PL002,Debit Card
RC00021105,C0002626,22-12-2023,294.89,PL002,Credit Card
RC00021106,C0002626,17-02-2018,272.76,PL002,Debit Card
RC00021107,C0002630,15-03-2017,373.12,PL003,Debit Card
RC00021108,C0002630,01-08-2023,374.34,PL003,Cash
RC00021109,C0002630,03-09-2025,429.19,PL003,Net Banking
RC00021110,C0002630,27-03-2016,392.57,PL003,UPI
RC00021111,C0002630,04-01-2021,379.52,PL003,UPI
RC00021112,C0002630,25-10-2022,434.4,PL003,Debit Card
RC00021113,C0002630,27-09-2025,426.57,PL003,Credit Card
RC00021114,C0002630,23-07-2025,423.64,PL003,UPI
RC00021115,C0002630,26-05-2017,381.43,PL003,Auto Debit
RC00021116,C0002630,16-12-2019,359.92,PL003,UPI
RC00021117,C0002630,27-07-2025,380.84,PL003,UPI
RC00021118,C0002630,16-07-2023,389.9,PL003,Auto Debit
RC00021119,C0002630,10-09-2019,398.96,PL003,NEFT
RC00021120,C0002630,21-09-2023,363.0,PL003,UPI
RC00021121,C0002630,31-01-2023,385.57,PL003,UPI
RC00021122,C0002630,20-02-2023,429.72,PL003,UPI
RC00021123,C0002630,03-05-2020,413.64,PL003,Debit Card
RC00021124,C0002630,29-08-2025,419.81,PL003,Net Banking
RC00021125,C0002631,14-09-2020,210.8,PL001,UPI
RC00021126,C0002631,03-01-2023,190.08,PL001,Net Banking
RC00021127,C0002631,12-09-2021,198.19,PL001,Debit Card
RC00021128,C0002631,20-11-2021,184.28,PL001,Credit Card
RC00021129,C0002631,14-07-2023,183.61,PL001,Wallet
RC00021130,C0002631,14-02-2022,206.73,PL001,UPI
RC00021131,C0002631,27-05-2023,204.61,PL001,IMPS
RC00021132,C0002631,31-05-2022,192.99,PL001,Credit Card
RC00021133,C0002631,12-03-2021,191.07,PL001,Debit Card
RC00021134,C0002631,16-03-2021,186.63,PL001,Debit Card
RC00021135,C0002631,05-02-2022,182.63,PL001,Net Banking
RC00021136,C0002631,27-02-2021,192.41,PL001,IMPS
RC00021137,C0002631,21-03-2022,209.22,PL001,Credit Card
RC00021138,C0002631,16-09-2021,194.6,PL001,NEFT
RC00021139,C0002631,14-05-2023,195.32,PL001,UPI
RC00021140,C0002631,18-09-2020,209.36,PL001,Wallet
RC00021141,C0002631,29-04-2021,194.34,PL001,UPI
RC00021142,C0002631,26-10-2020,182.02,PL001,UPI
RC00021143,C0002633,31-01-2017,419.91,PL003,Debit Card
RC00021144,C0002633,25-10-2018,381.0,PL003,UPI
RC00021145,C0002633,21-01-2022,428.07,PL003,UPI
RC00021146,C0002633,15-12-2024,421.49,PL003,Net Banking
RC00021147,C0002633,14-01-2017,378.76,PL003,UPI
RC00021148,C0002633,14-09-2025,375.28,PL003,UPI
RC00021149,C0002633,20-10-2017,373.98,PL003,Debit Card
RC00021150,C0002633,06-08-2017,366.74,PL003,Debit Card
RC00021151,C0002633,04-11-2023,387.11,PL003,Auto Debit
RC00021152,C0002633,20-05-2018,407.39,PL003,UPI
RC00021153,C0002633,25-07-2015,438.03,PL003,NEFT
RC00021154,C0002633,24-07-2015,438.19,PL003,Credit Card
RC00021155,C0002633,14-09-2024,391.16,PL003,Wallet
RC00021156,C0002633,14-11-2018,380.46,PL003,RTGS
RC00021157,C0002633,25-12-2017,399.43,PL003,Auto Debit
RC00021158,C0002633,22-07-2024,433.12,PL003,Net Banking
RC00021159,C0002633,21-11-2018,385.36,PL003,UPI
RC00021160,C0002633,02-11-2018,411.02,PL003,Wallet
RC00021161,C0002636,16-02-2026,420.49,PL004,Wallet
RC00021162,C0002636,15-01-2026,438.01,PL004,RTGS
RC00021163,C0002636,07-12-2025,414.49,PL004,UPI
RC00021164,C0002636,22-09-2025,462.86,PL004,UPI
RC00021165,C0002636,20-02-2026,479.94,PL004,Wallet
RC00021166,C0002636,26-02-2026,489.91,PL004,Credit Card
RC00021167,C0002636,30-09-2025,423.91,PL004,UPI
RC00021168,C0002641,27-11-2023,275.41,PL002,UPI
RC00021169,C0002641,10-12-2023,309.64,PL002,Credit Card
RC00021170,C0002641,17-03-2024,277.91,PL002,Credit Card
RC00021171,C0002641,01-06-2023,306.05,PL002,UPI
RC00021172,C0002641,28-03-2024,298.68,PL002,UPI
RC00021173,C0002641,09-12-2023,285.12,PL002,Credit Card
RC00021174,C0002641,25-12-2023,310.33,PL002,UPI
RC00021175,C0002641,19-03-2023,276.39,PL002,Credit Card
RC00021176,C0002641,13-04-2023,276.51,PL002,Net Banking
RC00021177,C0002641,02-04-2023,313.86,PL002,UPI
RC00021178,C0002641,15-01-2023,322.03,PL002,Cash
RC00021179,C0002641,31-03-2025,297.56,PL002,Debit Card
RC00021180,C0002641,05-11-2025,328.54,PL002,UPI
RC00021181,C0002641,24-12-2023,315.34,PL002,Debit Card
RC00021182,C0002641,27-11-2025,321.93,PL002,Credit Card
RC00021183,C0002641,11-09-2022,312.45,PL002,UPI
RC00021184,C0002641,15-05-2025,319.08,PL002,Net Banking
RC00021185,C0002641,13-08-2024,304.5,PL002,Debit Card
RC00021186,C0002642,10-01-2022,288.61,PL002,Credit Card
RC00021187,C0002642,24-09-2025,305.44,PL002,Cash
RC00021188,C0002642,29-04-2019,300.45,PL002,UPI
RC00021189,C0002642,18-05-2021,279.64,PL002,UPI
RC00021190,C0002642,16-03-2021,285.02,PL002,Net Banking
RC00021191,C0002642,21-04-2023,316.38,PL002,UPI
RC00021192,C0002642,21-05-2019,313.7,PL002,Credit Card
RC00021193,C0002642,14-02-2026,305.26,PL002,UPI
RC00021194,C0002642,10-02-2023,298.94,PL002,UPI
RC00021195,C0002642,27-03-2023,276.18,PL002,Net Banking
RC00021196,C0002642,13-10-2020,278.85,PL002,UPI
RC00021197,C0002642,29-09-2019,283.84,PL002,Cash
RC00021198,C0002642,14-06-2023,323.85,PL002,Credit Card
RC00021199,C0002642,07-08-2021,328.28,PL002,Credit Card
RC00021200,C0002642,27-12-2020,294.27,PL002,UPI
RC00021201,C0002642,25-03-2026,321.68,PL002,UPI
RC00021202,C0002642,29-07-2024,288.21,PL002,Credit Card
RC00021203,C0002642,08-03-2025,309.27,PL002,Credit Card
RC00021204,C0002643,27-04-2023,208.38,PL001,Auto Debit
RC00021205,C0002644,25-11-2022,279.0,PL002,Net Banking
RC00021206,C0002644,30-08-2022,325.33,PL002,Credit Card
RC00021207,C0002644,01-06-2023,294.68,PL002,UPI
RC00021208,C0002644,04-10-2023,300.3,PL002,Debit Card
RC00021209,C0002644,07-12-2024,275.99,PL002,UPI
RC00021210,C0002644,06-10-2023,284.99,PL002,UPI
RC00021211,C0002644,16-08-2024,321.83,PL002,Net Banking
RC00021212,C0002644,26-03-2024,310.35,PL002,Debit Card
RC00021213,C0002644,26-01-2022,274.81,PL002,Net Banking
RC00021214,C0002644,26-02-2025,283.93,PL002,Wallet
RC00021215,C0002644,02-08-2025,287.13,PL002,UPI
RC00021216,C0002644,06-10-2022,308.28,PL002,UPI
RC00021217,C0002644,07-06-2022,307.04,PL002,UPI
RC00021218,C0002644,15-07-2025,325.1,PL002,Auto Debit
RC00021219,C0002644,24-02-2025,292.43,PL002,NEFT
RC00021220,C0002644,22-05-2022,308.45,PL002,UPI
RC00021221,C0002644,02-01-2023,298.04,PL002,UPI
RC00021222,C0002644,27-11-2023,305.01,PL002,Credit Card
RC00021223,C0002645,19-12-2020,434.65,PL003,UPI
RC00021224,C0002645,08-11-2021,376.54,PL003,UPI
RC00021225,C0002645,15-03-2025,428.42,PL003,Net Banking
RC00021226,C0002645,18-07-2022,373.55,PL003,UPI
RC00021227,C0002645,21-05-2021,373.53,PL003,UPI
RC00021228,C0002645,06-11-2024,361.43,PL003,Credit Card
RC00021229,C0002645,07-02-2025,404.98,PL003,UPI
RC00021230,C0002645,04-05-2023,385.46,PL003,UPI
RC00021231,C0002645,05-10-2018,368.63,PL003,UPI
RC00021232,C0002645,06-02-2021,403.41,PL003,Wallet
RC00021233,C0002645,02-04-2019,384.24,PL003,Net Banking
RC00021234,C0002645,12-06-2018,362.36,PL003,UPI
RC00021235,C0002645,21-10-2025,431.53,PL003,NEFT
RC00021236,C0002645,20-09-2018,401.82,PL003,UPI
RC00021237,C0002645,10-02-2026,383.21,PL003,UPI
RC00021238,C0002645,28-01-2025,429.19,PL003,Debit Card
RC00021239,C0002645,16-05-2025,376.28,PL003,Debit Card
RC00021240,C0002645,20-12-2018,425.11,PL003,RTGS
RC00021241,C0002646,08-09-2022,199.94,PL001,Credit Card
RC00021242,C0002646,29-09-2020,193.37,PL001,Auto Debit
RC00021243,C0002646,02-07-2022,200.35,PL001,Debit Card
RC00021244,C0002646,01-05-2025,186.94,PL001,Net Banking
RC00021245,C0002646,17-03-2017,218.32,PL001,Wallet
RC00021246,C0002646,09-03-2020,212.7,PL001,UPI
RC00021247,C0002646,07-01-2022,200.76,PL001,UPI
RC00021248,C0002646,16-04-2016,196.93,PL001,Credit Card
RC00021249,C0002646,24-01-2018,213.62,PL001,NEFT
RC00021250,C0002646,05-03-2019,208.8,PL001,Debit Card
RC00021251,C0002646,02-03-2019,201.66,PL001,Credit Card
RC00021252,C0002646,24-05-2021,211.73,PL001,Debit Card
RC00021253,C0002646,05-02-2018,183.31,PL001,Debit Card
RC00021254,C0002646,04-10-2017,207.15,PL001,Auto Debit
RC00021255,C0002646,25-07-2018,211.82,PL001,Net Banking
RC00021256,C0002646,04-07-2023,208.38,PL001,Net Banking
RC00021257,C0002646,10-07-2020,205.37,PL001,Cash
RC00021258,C0002646,22-05-2020,212.32,PL001,IMPS
RC00021259,C0002647,07-03-2021,272.33,PL006,IMPS
RC00021260,C0002647,08-06-2025,283.53,PL006,Wallet
RC00021261,C0002647,16-10-2023,327.09,PL006,Net Banking
RC00021262,C0002647,17-07-2024,309.52,PL006,Credit Card
RC00021263,C0002647,24-12-2019,296.16,PL006,UPI
RC00021264,C0002647,31-05-2023,292.07,PL006,Cash
RC00021265,C0002647,02-11-2023,288.33,PL006,UPI
RC00021266,C0002647,07-02-2022,329.34,PL006,UPI
RC00021267,C0002647,27-11-2021,272.7,PL006,Auto Debit
RC00021268,C0002647,25-03-2020,312.08,PL006,UPI
RC00021269,C0002647,31-10-2020,312.86,PL006,UPI
RC00021270,C0002647,14-12-2019,323.55,PL006,UPI
RC00021271,C0002647,29-09-2018,302.11,PL006,UPI
RC00021272,C0002647,26-11-2017,277.34,PL006,Credit Card
RC00021273,C0002647,31-07-2021,295.52,PL006,Wallet
RC00021274,C0002647,21-10-2020,291.49,PL006,UPI
RC00021275,C0002647,16-01-2018,282.88,PL006,Credit Card
RC00021276,C0002647,12-09-2021,303.27,PL006,Credit Card
RC00021277,C0002649,26-09-2024,416.7,PL004,UPI
RC00021278,C0002649,23-01-2019,404.38,PL004,Net Banking
RC00021279,C0002649,27-10-2019,461.89,PL004,Debit Card
RC00021280,C0002649,28-09-2025,486.75,PL004,Wallet
RC00021281,C0002649,13-12-2017,438.42,PL004,UPI
RC00021282,C0002649,28-04-2022,459.26,PL004,Debit Card
RC00021283,C0002649,19-12-2018,415.0,PL004,RTGS
RC00021284,C0002649,28-10-2020,458.55,PL004,UPI
RC00021285,C0002649,10-09-2016,442.78,PL004,RTGS
RC00021286,C0002649,17-05-2025,448.63,PL004,Credit Card
RC00021287,C0002649,11-09-2019,487.89,PL004,Credit Card
RC00021288,C0002649,20-01-2026,467.78,PL004,UPI
RC00021289,C0002649,23-09-2015,445.98,PL004,UPI
RC00021290,C0002649,24-05-2021,404.68,PL004,Auto Debit
RC00021291,C0002649,01-07-2019,446.94,PL004,Cash
RC00021292,C0002649,09-11-2016,483.58,PL004,Credit Card
RC00021293,C0002649,09-05-2018,406.76,PL004,UPI
RC00021294,C0002649,22-06-2023,425.58,PL004,Credit Card
RC00021295,C0002652,04-04-2023,270.35,PL006,UPI
RC00021296,C0002652,07-12-2020,281.51,PL006,UPI
RC00021297,C0002652,08-02-2020,290.81,PL006,Net Banking
RC00021298,C0002652,19-11-2018,288.4,PL006,UPI
RC00021299,C0002652,21-08-2022,320.88,PL006,Debit Card
RC00021300,C0002652,09-08-2023,306.81,PL006,Debit Card
RC00021301,C0002652,25-03-2020,305.74,PL006,Net Banking
RC00021302,C0002652,27-05-2016,318.27,PL006,UPI
RC00021303,C0002652,14-06-2023,271.07,PL006,Cash
RC00021304,C0002652,13-04-2018,280.06,PL006,Credit Card
RC00021305,C0002652,21-11-2015,302.02,PL006,UPI
RC00021306,C0002652,17-04-2018,305.45,PL006,UPI
RC00021307,C0002652,25-09-2015,283.29,PL006,Debit Card
RC00021308,C0002652,06-06-2014,323.73,PL006,Auto Debit
RC00021309,C0002652,30-01-2020,300.67,PL006,Wallet
RC00021310,C0002652,19-10-2015,272.84,PL006,UPI
RC00021311,C0002652,26-01-2015,284.11,PL006,Credit Card
RC00021312,C0002652,20-06-2017,275.75,PL006,UPI
RC00021313,C0002653,12-10-2024,285.23,PL006,UPI
RC00021314,C0002653,08-09-2021,271.3,PL006,Cash
RC00021315,C0002653,30-12-2025,306.26,PL006,UPI
RC00021316,C0002653,19-05-2024,275.73,PL006,Debit Card
RC00021317,C0002653,24-04-2022,308.44,PL006,UPI
RC00021318,C0002653,04-12-2023,289.6,PL006,Credit Card
RC00021319,C0002653,01-08-2022,296.58,PL006,UPI
RC00021320,C0002653,01-12-2022,324.98,PL006,Credit Card
RC00021321,C0002653,26-03-2025,319.68,PL006,Auto Debit
RC00021322,C0002653,10-12-2021,272.14,PL006,Debit Card
RC00021323,C0002653,02-08-2021,302.85,PL006,Auto Debit
RC00021324,C0002653,10-03-2024,304.03,PL006,UPI
RC00021325,C0002653,20-05-2022,314.85,PL006,UPI
RC00021326,C0002653,24-09-2024,321.38,PL006,UPI
RC00021327,C0002653,25-09-2025,301.86,PL006,IMPS
RC00021328,C0002653,08-07-2024,322.98,PL006,UPI
RC00021329,C0002653,01-09-2021,302.02,PL006,Wallet
RC00021330,C0002653,29-07-2025,315.61,PL006,UPI
RC00021331,C0002655,16-02-2018,190.53,PL001,UPI
RC00021332,C0002655,22-09-2021,206.36,PL001,Wallet
RC00021333,C0002655,25-05-2017,180.08,PL001,Debit Card
RC00021334,C0002655,13-09-2020,179.13,PL001,Credit Card
RC00021335,C0002655,10-10-2019,180.92,PL001,Credit Card
RC00021336,C0002655,01-06-2024,218.7,PL001,Debit Card
RC00021337,C0002655,13-03-2021,197.05,PL001,Auto Debit
RC00021338,C0002655,04-04-2020,198.65,PL001,Credit Card
RC00021339,C0002655,01-10-2019,190.14,PL001,NEFT
RC00021340,C0002655,04-09-2019,214.19,PL001,UPI
RC00021341,C0002655,07-08-2023,214.16,PL001,UPI
RC00021342,C0002655,24-03-2024,193.22,PL001,Wallet
RC00021343,C0002655,14-02-2021,183.09,PL001,UPI
RC00021344,C0002655,04-02-2023,202.83,PL001,UPI
RC00021345,C0002655,18-01-2018,187.17,PL001,Credit Card
RC00021346,C0002655,15-03-2024,216.97,PL001,Net Banking
