store_id,store_name,city_id,state_id,region_id,store_type,opened_date
SR0322,NexaTel Bhopal Centre,CT0014,ST012,RG02,Experience Centre,22-02-2013
SR0323,NexaTel Bhopal Point,CT0014,ST012,RG02,Franchise,24-06-2015
SR0324,NexaTel Vadodara Point,CT0020,ST011,RG02,Franchise,17-08-2023
SR0325,NexaTel Indore Point,CT0013,ST012,RG02,Franchise,21-01-2012
SR0326,NexaTel Siliguri Point,CT0052,ST022,RG04,Mini Store,21-08-2019
SR0327,NexaTel Jammu Centre,CT0062,ST008,RG01,Franchise,20-05-2015
SR0328,NexaTel Hyderabad Express,CT0006,ST019,RG03,Franchise,30-01-2025
SR0329,NexaTel Gwalior Point,CT0048,ST012,RG02,Franchise,07-06-2013
SR0330,NexaTel Bhubaneswar Express,CT0022,ST023,RG04,Owned,05-09-2012
SR0331,NexaTel Varanasi Centre,CT0037,ST004,RG01,Mini Store,18-05-2019
SR0332,NexaTel Warangal Point,CT0043,ST019,RG03,Franchise,30-10-2015
SR0333,NexaTel Udaipur Express,CT0060,ST005,RG01,Franchise,18-09-2020
SR0334,NexaTel Hyderabad Point,CT0006,ST019,RG03,Owned,02-08-2020
SR0335,NexaTel Agartala Store,CT0066,ST033,RG04,Franchise,06-01-2011
SR0336,NexaTel Hyderabad Point,CT0006,ST019,RG03,Franchise,21-04-2014
SR0337,NexaTel Jodhpur Express,CT0035,ST005,RG01,Mini Store,31-03-2025
SR0338,NexaTel Bikaner Centre,CT0051,ST005,RG01,Experience Centre,12-11-2024
SR0339,NexaTel Coimbatore Store,CT0016,ST016,RG03,Franchise,25-02-2015
SR0340,NexaTel Warangal Express,CT0043,ST019,RG03,Franchise,25-05-2022
SR0341,NexaTel Varanasi Store,CT0037,ST004,RG01,Experience Centre,13-05-2023
SR0342,NexaTel Bhopal Point,CT0014,ST012,RG02,Mini Store,28-07-2014
SR0343,NexaTel Guwahati Hub,CT0024,ST026,RG04,Franchise,23-02-2014
SR0344,NexaTel Vadodara Point,CT0020,ST011,RG02,Owned,07-08-2013
SR0345,NexaTel Hubballi Store,CT0047,ST015,RG03,Franchise,16-08-2021
SR0346,NexaTel Udaipur Centre,CT0060,ST005,RG01,Franchise,22-02-2024
SR0347,NexaTel Chandigarh Point,CT0023,ST009,RG01,Owned,05-02-2020
SR0348,NexaTel Kanpur Hub,CT0036,ST004,RG01,Franchise,01-10-2012
SR0349,NexaTel Coimbatore Express,CT0016,ST016,RG03,Franchise,03-11-2013
SR0350,NexaTel Jaipur Centre,CT0011,ST005,RG01,Franchise,13-11-2021
SR0351,NexaTel Tirupati Point,CT0042,ST018,RG03,Franchise,26-06-2022
SR0352,NexaTel Chandigarh Express,CT0023,ST009,RG01,Franchise,03-05-2014
SR0353,NexaTel Bhopal Express,CT0014,ST012,RG02,Owned,07-12-2022
SR0354,NexaTel Jabalpur Centre,CT0049,ST012,RG02,Owned,20-09-2018
SR0355,NexaTel Bikaner Centre,CT0051,ST005,RG01,Experience Centre,14-11-2020
SR0356,NexaTel Jodhpur Store,CT0035,ST005,RG01,Mini Store,05-06-2023
SR0357,NexaTel Hubballi Centre,CT0047,ST015,RG03,Franchise,07-05-2021
SR0358,NexaTel Hyderabad Centre,CT0006,ST019,RG03,Owned,03-04-2025
SR0359,NexaTel Bengaluru Express,CT0003,ST015,RG03,Franchise,26-08-2013
SR0360,NexaTel Varanasi Store,CT0037,ST004,RG01,Owned,16-01-2022
SR0361,NexaTel Rourkela Point,CT0055,ST023,RG04,Mini Store,04-02-2011
SR0362,NexaTel Jamshedpur Express,CT0058,ST025,RG04,Mini Store,02-01-2022
SR0363,NexaTel Agartala Store,CT0066,ST033,RG04,Mini Store,23-08-2011
SR0364,NexaTel Gangtok Store,CT0068,ST028,RG04,Owned,16-06-2018
SR0365,NexaTel Indore Point,CT0013,ST012,RG02,Owned,19-08-2022
SR0366,NexaTel Chennai Express,CT0004,ST016,RG03,Franchise,31-08-2018
SR0367,NexaTel Gurugram Store,CT0009,ST002,RG01,Franchise,14-12-2023
SR0368,NexaTel Guwahati Centre,CT0024,ST026,RG04,Owned,28-09-2024
SR0369,NexaTel Noida Hub,CT0010,ST004,RG01,Owned,20-09-2022
SR0370,NexaTel Hubballi Point,CT0047,ST015,RG03,Mini Store,28-09-2016
SR0371,NexaTel Ajmer Hub,CT0040,ST005,RG01,Owned,19-11-2015
SR0372,NexaTel Varanasi Hub,CT0037,ST004,RG01,Mini Store,25-09-2016
SR0373,NexaTel Vadodara Hub,CT0020,ST011,RG02,Owned,16-04-2010
SR0374,NexaTel Gurugram Express,CT0009,ST002,RG01,Franchise,18-07-2024
SR0375,NexaTel Thiruvananthapuram Point,CT0034,ST017,RG03,Franchise,08-01-2011
SR0376,NexaTel Lucknow Express,CT0012,ST004,RG01,Franchise,12-02-2013
SR0377,NexaTel Shillong Centre,CT0065,ST034,RG04,Franchise,31-12-2012
SR0378,NexaTel Rourkela Point,CT0055,ST023,RG04,Franchise,24-06-2021
SR0379,NexaTel Warangal Centre,CT0043,ST019,RG03,Franchise,07-09-2011
SR0380,NexaTel Agartala Point,CT0066,ST033,RG04,Franchise,03-01-2015
SR0381,NexaTel Aizawl Store,CT0067,ST032,RG04,Franchise,15-10-2012
SR0382,NexaTel Madurai Store,CT0028,ST016,RG03,Franchise,15-01-2017
SR0383,NexaTel Jodhpur Centre,CT0035,ST005,RG01,Owned,25-09-2022
SR0384,NexaTel Bilaspur Express,CT0059,ST027,RG04,Owned,16-07-2017
SR0385,NexaTel Imphal Store,CT0064,ST031,RG04,Owned,13-05-2019
SR0386,NexaTel Bengaluru Hub,CT0003,ST015,RG03,Owned,19-08-2014
SR0387,NexaTel Kolkata Store,CT0005,ST022,RG04,Owned,14-06-2014
SR0388,NexaTel Coimbatore Centre,CT0016,ST016,RG03,Franchise,05-12-2021
SR0389,NexaTel Hubballi Express,CT0047,ST015,RG03,Owned,27-03-2023
SR0390,NexaTel Chennai Express,CT0004,ST016,RG03,Franchise,02-01-2020
SR0391,NexaTel Visakhapatnam Point,CT0018,ST018,RG03,Mini Store,05-08-2018
SR0392,NexaTel Tiruchirappalli Point,CT0045,ST016,RG03,Mini Store,24-02-2020
SR0393,NexaTel Gurugram Point,CT0009,ST002,RG01,Franchise,22-08-2013
SR0394,NexaTel Thiruvananthapuram Point,CT0034,ST017,RG03,Franchise,13-02-2022
SR0395,NexaTel Ranchi Store,CT0025,ST025,RG04,Franchise,19-10-2018
SR0396,NexaTel Amritsar Store,CT0032,ST003,RG01,Franchise,24-05-2020
SR0397,NexaTel Pune Hub,CT0007,ST010,RG02,Franchise,01-12-2013
SR0398,NexaTel Tirupati Store,CT0042,ST018,RG03,Franchise,13-06-2018
SR0399,NexaTel Thiruvananthapuram Point,CT0034,ST017,RG03,Mini Store,12-07-2016
SR0400,NexaTel Chennai Centre,CT0004,ST016,RG03,Owned,08-02-2024
SR0401,NexaTel Agra Express,CT0039,ST004,RG01,Owned,11-12-2024
SR0402,NexaTel Visakhapatnam Express,CT0018,ST018,RG03,Experience Centre,29-05-2013
SR0403,NexaTel Gangtok Hub,CT0068,ST028,RG04,Franchise,06-08-2022
SR0404,NexaTel Vadodara Hub,CT0020,ST011,RG02,Franchise,26-02-2019
SR0405,NexaTel Mysuru Hub,CT0027,ST015,RG03,Franchise,09-05-2010
SR0406,NexaTel New Delhi Hub,CT0001,ST001,RG01,Owned,13-08-2023
SR0407,NexaTel Jabalpur Point,CT0049,ST012,RG02,Mini Store,15-02-2013
SR0408,NexaTel Varanasi Centre,CT0037,ST004,RG01,Franchise,04-06-2010
SR0409,NexaTel Pune Store,CT0007,ST010,RG02,Experience Centre,14-10-2011
SR0410,NexaTel Warangal Centre,CT0043,ST019,RG03,Mini Store,10-02-2010
SR0411,NexaTel Jamshedpur Centre,CT0058,ST025,RG04,Franchise,07-08-2018
SR0412,NexaTel Hyderabad Centre,CT0006,ST019,RG03,Franchise,03-10-2015
SR0413,NexaTel Ranchi Point,CT0025,ST025,RG04,Owned,19-01-2023
SR0414,NexaTel Thiruvananthapuram Point,CT0034,ST017,RG03,Mini Store,31-12-2018
SR0415,NexaTel Mumbai Express,CT0002,ST010,RG02,Mini Store,15-04-2013
SR0416,NexaTel Nagpur Point,CT0015,ST010,RG02,Mini Store,21-03-2011
SR0417,NexaTel Amritsar Hub,CT0032,ST003,RG01,Franchise,08-12-2017
SR0418,NexaTel Amritsar Express,CT0032,ST003,RG01,Franchise,22-09-2021
SR0419,NexaTel Shimla Hub,CT0061,ST007,RG01,Owned,20-11-2017
SR0420,NexaTel Guwahati Store,CT0024,ST026,RG04,Owned,18-12-2024
SR0421,NexaTel Durgapur Hub,CT0053,ST022,RG04,Owned,20-07-2023
SR0422,NexaTel Tiruchirappalli Store,CT0045,ST016,RG03,Franchise,16-10-2012
SR0423,NexaTel Gangtok Centre,CT0068,ST028,RG04,Franchise,07-04-2010
SR0424,NexaTel Varanasi Centre,CT0037,ST004,RG01,Franchise,26-06-2010
SR0425,NexaTel Belagavi Express,CT0041,ST015,RG03,Experience Centre,31-12-2010
SR0426,NexaTel Tirupati Point,CT0042,ST018,RG03,Experience Centre,17-12-2016
SR0427,NexaTel New Delhi Point,CT0001,ST001,RG01,Experience Centre,27-04-2021
SR0428,NexaTel Surat Point,CT0019,ST011,RG02,Experience Centre,10-11-2012
SR0429,NexaTel Ranchi Store,CT0025,ST025,RG04,Franchise,17-03-2012
SR0430,NexaTel Nashik Centre,CT0030,ST010,RG02,Franchise,12-02-2010
SR0431,NexaTel Salem Point,CT0044,ST016,RG03,Experience Centre,15-12-2013
SR0432,NexaTel Bilaspur Hub,CT0059,ST027,RG04,Experience Centre,13-06-2018
SR0433,NexaTel Tirupati Express,CT0042,ST018,RG03,Mini Store,02-12-2013
SR0434,NexaTel Bikaner Store,CT0051,ST005,RG01,Franchise,15-05-2020
SR0435,NexaTel Surat Centre,CT0019,ST011,RG02,Mini Store,04-09-2010
SR0436,NexaTel Jammu Store,CT0062,ST008,RG01,Owned,03-06-2010
SR0437,NexaTel Varanasi Express,CT0037,ST004,RG01,Franchise,03-10-2015
SR0438,NexaTel Aurangabad Store,CT0038,ST010,RG02,Franchise,29-12-2013
SR0439,NexaTel Gaya Centre,CT0057,ST024,RG04,Franchise,01-09-2018
SR0440,NexaTel Aizawl Store,CT0067,ST032,RG04,Mini Store,30-01-2025
SR0441,NexaTel Gwalior Centre,CT0048,ST012,RG02,Owned,02-08-2018
SR0442,NexaTel Coimbatore Hub,CT0016,ST016,RG03,Mini Store,06-11-2018
SR0443,NexaTel Aurangabad Express,CT0038,ST010,RG02,Franchise,11-02-2024
SR0444,NexaTel Raipur Centre,CT0026,ST027,RG04,Franchise,28-01-2016
SR0445,NexaTel Chandigarh Centre,CT0023,ST009,RG01,Franchise,11-09-2024
SR0446,NexaTel Bhubaneswar Express,CT0022,ST023,RG04,Owned,22-08-2012
SR0447,NexaTel Indore Express,CT0013,ST012,RG02,Franchise,04-01-2015
SR0448,NexaTel Tirupati Point,CT0042,ST018,RG03,Franchise,01-07-2019
SR0449,NexaTel Agra Hub,CT0039,ST004,RG01,Franchise,23-06-2016
SR0450,NexaTel Dehradun Store,CT0033,ST006,RG01,Franchise,08-02-2017
SR0451,NexaTel Gwalior Store,CT0048,ST012,RG02,Owned,06-03-2023
SR0452,NexaTel Jammu Hub,CT0062,ST008,RG01,Owned,10-05-2014
SR0453,NexaTel Jabalpur Centre,CT0049,ST012,RG02,Franchise,07-01-2011
SR0454,NexaTel Udaipur Store,CT0060,ST005,RG01,Franchise,03-04-2019
SR0455,NexaTel Kota Hub,CT0050,ST005,RG01,Franchise,02-05-2021
SR0456,NexaTel Ranchi Store,CT0025,ST025,RG04,Mini Store,04-01-2020
SR0457,NexaTel Aizawl Centre,CT0067,ST032,RG04,Franchise,29-04-2016
SR0458,NexaTel Udaipur Centre,CT0060,ST005,RG01,Mini Store,20-04-2023
SR0459,NexaTel Bikaner Hub,CT0051,ST005,RG01,Owned,15-10-2018
SR0460,NexaTel Kota Point,CT0050,ST005,RG01,Experience Centre,01-07-2021
SR0461,NexaTel Bilaspur Store,CT0059,ST027,RG04,Franchise,11-02-2015
SR0462,NexaTel Salem Hub,CT0044,ST016,RG03,Franchise,14-10-2023
SR0463,NexaTel Mumbai Hub,CT0002,ST010,RG02,Mini Store,16-06-2014
SR0464,NexaTel Ajmer Hub,CT0040,ST005,RG01,Mini Store,06-03-2011
SR0465,NexaTel Ajmer Store,CT0040,ST005,RG01,Franchise,17-04-2024
SR0466,NexaTel Hubballi Express,CT0047,ST015,RG03,Owned,17-07-2017
SR0467,NexaTel Kota Express,CT0050,ST005,RG01,Franchise,12-05-2018
SR0468,NexaTel Gangtok Point,CT0068,ST028,RG04,Franchise,09-11-2024
SR0469,NexaTel Nashik Point,CT0030,ST010,RG02,Franchise,10-01-2015
SR0470,NexaTel Bilaspur Store,CT0059,ST027,RG04,Owned,06-10-2019
SR0471,NexaTel Nagpur Express,CT0015,ST010,RG02,Franchise,31-01-2022
SR0472,NexaTel Gaya Point,CT0057,ST024,RG04,Owned,16-04-2010
SR0473,NexaTel Tiruchirappalli Point,CT0045,ST016,RG03,Franchise,15-04-2025
SR0474,NexaTel Mumbai Store,CT0002,ST010,RG02,Franchise,14-03-2024
SR0475,NexaTel Bhopal Hub,CT0014,ST012,RG02,Owned,11-12-2021
SR0476,NexaTel Salem Express,CT0044,ST016,RG03,Franchise,09-07-2011
SR0477,NexaTel Lucknow Hub,CT0012,ST004,RG01,Franchise,15-11-2016
SR0478,NexaTel Ludhiana Express,CT0031,ST003,RG01,Experience Centre,21-09-2013
SR0479,NexaTel Bikaner Express,CT0051,ST005,RG01,Mini Store,17-01-2012
SR0480,NexaTel Panaji Point,CT0063,ST013,RG02,Owned,22-05-2023
SR0481,NexaTel Varanasi Hub,CT0037,ST004,RG01,Owned,18-01-2018
SR0482,NexaTel Chandigarh Centre,CT0023,ST009,RG01,Franchise,12-05-2017
SR0483,NexaTel Jodhpur Point,CT0035,ST005,RG01,Franchise,05-03-2023
SR0484,NexaTel Chennai Hub,CT0004,ST016,RG03,Owned,14-05-2023
SR0485,NexaTel Guwahati Centre,CT0024,ST026,RG04,Owned,08-11-2017
SR0486,NexaTel Shillong Hub,CT0065,ST034,RG04,Franchise,15-02-2014
SR0487,NexaTel Surat Point,CT0019,ST011,RG02,Owned,05-03-2022
SR0488,NexaTel Agartala Point,CT0066,ST033,RG04,Franchise,13-04-2021
SR0489,NexaTel Tirupati Hub,CT0042,ST018,RG03,Owned,30-05-2017
SR0490,NexaTel Patna Point,CT0021,ST024,RG04,Mini Store,04-01-2018
SR0491,NexaTel Gaya Hub,CT0057,ST024,RG04,Franchise,18-03-2024
SR0492,NexaTel Belagavi Hub,CT0041,ST015,RG03,Franchise,24-06-2016
SR0493,NexaTel Jaipur Point,CT0011,ST005,RG01,Franchise,23-01-2016
SR0494,NexaTel Bhagalpur Store,CT0056,ST024,RG04,Mini Store,25-09-2020
SR0495,NexaTel Gangtok Hub,CT0068,ST028,RG04,Franchise,07-10-2015
SR0496,NexaTel Imphal Express,CT0064,ST031,RG04,Franchise,01-04-2010
SR0497,NexaTel Lucknow Centre,CT0012,ST004,RG01,Owned,12-02-2014
SR0498,NexaTel Shimla Express,CT0061,ST007,RG01,Franchise,28-07-2023
SR0499,NexaTel Udaipur Point,CT0060,ST005,RG01,Franchise,06-09-2016
SR0500,NexaTel Amritsar Store,CT0032,ST003,RG01,Owned,21-09-2014
SR0501,NexaTel Kochi Store,CT0017,ST017,RG03,Franchise,09-06-2013
SR0502,NexaTel Bhopal Hub,CT0014,ST012,RG02,Owned,24-10-2016
SR0503,NexaTel Bhopal Point,CT0014,ST012,RG02,Franchise,17-05-2022
SR0504,NexaTel Salem Express,CT0044,ST016,RG03,Franchise,26-01-2024
SR0505,NexaTel Gurugram Centre,CT0009,ST002,RG01,Owned,13-03-2012
SR0506,NexaTel Visakhapatnam Point,CT0018,ST018,RG03,Franchise,11-09-2019
SR0507,NexaTel Aizawl Centre,CT0067,ST032,RG04,Owned,22-02-2011
SR0508,NexaTel Rourkela Hub,CT0055,ST023,RG04,Franchise,08-06-2013
SR0509,NexaTel Gaya Store,CT0057,ST024,RG04,Owned,11-03-2020
SR0510,NexaTel Gurugram Centre,CT0009,ST002,RG01,Franchise,22-03-2013
SR0511,NexaTel Tirupati Hub,CT0042,ST018,RG03,Owned,11-11-2023
SR0512,NexaTel Ludhiana Hub,CT0031,ST003,RG01,Franchise,21-05-2011
SR0513,NexaTel Mumbai Express,CT0002,ST010,RG02,Franchise,10-12-2019
SR0514,NexaTel Visakhapatnam Centre,CT0018,ST018,RG03,Franchise,17-05-2012
SR0515,NexaTel Thiruvananthapuram Express,CT0034,ST017,RG03,Franchise,20-09-2022
SR0516,NexaTel Bhagalpur Express,CT0056,ST024,RG04,Mini Store,12-11-2016
SR0517,NexaTel Bhagalpur Centre,CT0056,ST024,RG04,Franchise,21-03-2012
SR0518,NexaTel Bikaner Hub,CT0051,ST005,RG01,Mini Store,05-02-2019
SR0519,NexaTel Salem Centre,CT0044,ST016,RG03,Franchise,02-07-2018
SR0520,NexaTel Udaipur Store,CT0060,ST005,RG01,Franchise,04-03-2011
SR0521,NexaTel Nagpur Centre,CT0015,ST010,RG02,Owned,13-02-2018
SR0522,NexaTel Bikaner Point,CT0051,ST005,RG01,Owned,22-10-2014
SR0523,NexaTel Madurai Point,CT0028,ST016,RG03,Mini Store,23-12-2014
SR0524,NexaTel Warangal Point,CT0043,ST019,RG03,Owned,04-02-2022
SR0525,NexaTel Ajmer Hub,CT0040,ST005,RG01,Owned,05-01-2013
SR0526,NexaTel Siliguri Hub,CT0052,ST022,RG04,Owned,24-09-2022
SR0527,NexaTel Jammu Express,CT0062,ST008,RG01,Franchise,09-06-2010
SR0528,NexaTel Imphal Point,CT0064,ST031,RG04,Owned,23-11-2022
SR0529,NexaTel Bhagalpur Centre,CT0056,ST024,RG04,Franchise,19-05-2022
SR0530,NexaTel Jaipur Express,CT0011,ST005,RG01,Owned,14-01-2024
SR0531,NexaTel Gaya Hub,CT0057,ST024,RG04,Experience Centre,10-11-2016
SR0532,NexaTel Visakhapatnam Express,CT0018,ST018,RG03,Franchise,19-12-2010
SR0533,NexaTel Gwalior Express,CT0048,ST012,RG02,Franchise,06-08-2023
SR0534,NexaTel Nashik Centre,CT0030,ST010,RG02,Franchise,01-09-2022
SR0535,NexaTel Tiruchirappalli Point,CT0045,ST016,RG03,Franchise,31-07-2014
SR0536,NexaTel Chennai Hub,CT0004,ST016,RG03,Owned,09-04-2025
SR0537,NexaTel Tirupati Hub,CT0042,ST018,RG03,Franchise,22-09-2016
SR0538,NexaTel Imphal Express,CT0064,ST031,RG04,Owned,23-05-2022
SR0539,NexaTel Thiruvananthapuram Store,CT0034,ST017,RG03,Mini Store,29-12-2023
SR0540,NexaTel Chennai Store,CT0004,ST016,RG03,Experience Centre,31-10-2022
SR0541,NexaTel Cuttack Centre,CT0054,ST023,RG04,Owned,14-12-2010
SR0542,NexaTel Raipur Point,CT0026,ST027,RG04,Franchise,29-08-2019
SR0543,NexaTel Cuttack Hub,CT0054,ST023,RG04,Franchise,11-04-2012
SR0544,NexaTel Tirupati Point,CT0042,ST018,RG03,Owned,19-03-2019
SR0545,NexaTel Bilaspur Centre,CT0059,ST027,RG04,Owned,03-08-2023
SR0546,NexaTel Aizawl Hub,CT0067,ST032,RG04,Franchise,02-09-2012
SR0547,NexaTel Gaya Store,CT0057,ST024,RG04,Franchise,02-05-2013
SR0548,NexaTel Ranchi Store,CT0025,ST025,RG04,Franchise,18-08-2023
SR0549,NexaTel Varanasi Point,CT0037,ST004,RG01,Mini Store,01-12-2010
SR0550,NexaTel Hyderabad Store,CT0006,ST019,RG03,Mini Store,04-10-2017
SR0551,NexaTel Agartala Store,CT0066,ST033,RG04,Mini Store,18-06-2016
SR0552,NexaTel Raipur Store,CT0026,ST027,RG04,Owned,21-07-2013
SR0553,NexaTel Guwahati Centre,CT0024,ST026,RG04,Owned,01-12-2010
SR0554,NexaTel Ajmer Express,CT0040,ST005,RG01,Mini Store,21-05-2023
SR0555,NexaTel Nagpur Hub,CT0015,ST010,RG02,Owned,12-03-2025
SR0556,NexaTel Surat Express,CT0019,ST011,RG02,Owned,02-01-2025
SR0557,NexaTel Siliguri Hub,CT0052,ST022,RG04,Mini Store,13-01-2022
SR0558,NexaTel Imphal Centre,CT0064,ST031,RG04,Mini Store,14-10-2020
SR0559,NexaTel Madurai Express,CT0028,ST016,RG03,Mini Store,29-12-2012
SR0560,NexaTel Bengaluru Hub,CT0003,ST015,RG03,Experience Centre,20-07-2015
SR0561,NexaTel Tirupati Point,CT0042,ST018,RG03,Mini Store,23-09-2010
SR0562,NexaTel Kochi Centre,CT0017,ST017,RG03,Owned,22-09-2018
SR0563,NexaTel Warangal Point,CT0043,ST019,RG03,Owned,05-05-2017
SR0564,NexaTel Tirupati Centre,CT0042,ST018,RG03,Owned,14-09-2018
SR0565,NexaTel Tiruchirappalli Hub,CT0045,ST016,RG03,Owned,11-03-2020
SR0566,NexaTel Jammu Express,CT0062,ST008,RG01,Franchise,12-11-2024
SR0567,NexaTel Hyderabad Hub,CT0006,ST019,RG03,Mini Store,03-03-2013
SR0568,NexaTel Amritsar Centre,CT0032,ST003,RG01,Owned,05-03-2016
SR0569,NexaTel Amritsar Centre,CT0032,ST003,RG01,Experience Centre,30-04-2023
SR0570,NexaTel Panaji Centre,CT0063,ST013,RG02,Franchise,02-11-2024
SR0571,NexaTel Aurangabad Store,CT0038,ST010,RG02,Franchise,27-08-2021
SR0572,NexaTel Jodhpur Centre,CT0035,ST005,RG01,Franchise,28-10-2021
SR0573,NexaTel Bhagalpur Hub,CT0056,ST024,RG04,Owned,27-04-2022
SR0574,NexaTel Siliguri Store,CT0052,ST022,RG04,Franchise,16-10-2013
SR0575,NexaTel Gaya Express,CT0057,ST024,RG04,Franchise,15-07-2013
SR0576,NexaTel Hubballi Hub,CT0047,ST015,RG03,Franchise,25-01-2012
SR0577,NexaTel Jammu Hub,CT0062,ST008,RG01,Mini Store,09-06-2017
SR0578,NexaTel Imphal Point,CT0064,ST031,RG04,Franchise,28-02-2022
SR0579,NexaTel Udaipur Store,CT0060,ST005,RG01,Franchise,22-03-2016
SR0580,NexaTel Gaya Point,CT0057,ST024,RG04,Franchise,04-02-2010
SR0581,NexaTel Kanpur Hub,CT0036,ST004,RG01,Owned,14-07-2011
SR0582,NexaTel Chennai Point,CT0004,ST016,RG03,Mini Store,05-03-2021
SR0583,NexaTel Imphal Express,CT0064,ST031,RG04,Franchise,14-12-2012
SR0584,NexaTel Mumbai Express,CT0002,ST010,RG02,Franchise,12-01-2011
SR0585,NexaTel Gangtok Hub,CT0068,ST028,RG04,Franchise,12-12-2019
SR0586,NexaTel Thiruvananthapuram Point,CT0034,ST017,RG03,Franchise,21-06-2011
SR0587,NexaTel Nagpur Point,CT0015,ST010,RG02,Franchise,21-06-2010
SR0588,NexaTel Tiruchirappalli Point,CT0045,ST016,RG03,Owned,10-04-2025
SR0589,NexaTel Jamshedpur Centre,CT0058,ST025,RG04,Mini Store,12-01-2012
SR0590,NexaTel Tirupati Centre,CT0042,ST018,RG03,Mini Store,05-06-2018
SR0591,NexaTel Jaipur Hub,CT0011,ST005,RG01,Franchise,01-05-2024
SR0592,NexaTel Chandigarh Centre,CT0023,ST009,RG01,Owned,01-12-2014
SR0593,NexaTel Salem Centre,CT0044,ST016,RG03,Mini Store,14-09-2014
SR0594,NexaTel Bhagalpur Centre,CT0056,ST024,RG04,Mini Store,23-05-2016
SR0595,NexaTel Raipur Store,CT0026,ST027,RG04,Franchise,31-10-2021
SR0596,NexaTel Siliguri Express,CT0052,ST022,RG04,Mini Store,21-12-2024
SR0597,NexaTel Chennai Hub,CT0004,ST016,RG03,Franchise,27-05-2010
SR0598,NexaTel Hyderabad Hub,CT0006,ST019,RG03,Franchise,02-01-2013
SR0599,NexaTel New Delhi Express,CT0001,ST001,RG01,Franchise,11-12-2024
SR0600,NexaTel Visakhapatnam Express,CT0018,ST018,RG03,Experience Centre,12-10-2021
SR0601,NexaTel Rourkela Hub,CT0055,ST023,RG04,Mini Store,19-11-2010
SR0602,NexaTel Kochi Express,CT0017,ST017,RG03,Owned,16-02-2017
SR0603,NexaTel Jaipur Centre,CT0011,ST005,RG01,Mini Store,08-02-2012
SR0604,NexaTel Kolkata Centre,CT0005,ST022,RG04,Owned,15-11-2021
SR0605,NexaTel Noida Hub,CT0010,ST004,RG01,Franchise,10-08-2020
SR0606,NexaTel Durgapur Point,CT0053,ST022,RG04,Franchise,26-11-2018
SR0607,NexaTel Surat Store,CT0019,ST011,RG02,Mini Store,20-10-2023
SR0608,NexaTel Ajmer Hub,CT0040,ST005,RG01,Mini Store,27-02-2013
SR0609,NexaTel Kota Store,CT0050,ST005,RG01,Franchise,04-11-2012
SR0610,NexaTel Ludhiana Express,CT0031,ST003,RG01,Franchise,22-08-2015
SR0611,NexaTel Ranchi Hub,CT0025,ST025,RG04,Franchise,10-02-2015
SR0612,NexaTel Vadodara Express,CT0020,ST011,RG02,Owned,17-11-2015
SR0613,NexaTel Ranchi Hub,CT0025,ST025,RG04,Owned,16-10-2017
SR0614,NexaTel Visakhapatnam Point,CT0018,ST018,RG03,Mini Store,02-04-2024
SR0615,NexaTel Ajmer Centre,CT0040,ST005,RG01,Mini Store,20-08-2017
SR0616,NexaTel Tiruchirappalli Express,CT0045,ST016,RG03,Mini Store,10-11-2019
SR0617,NexaTel Bilaspur Hub,CT0059,ST027,RG04,Owned,25-11-2015
SR0618,NexaTel Kanpur Centre,CT0036,ST004,RG01,Franchise,03-06-2021
SR0619,NexaTel Agartala Express,CT0066,ST033,RG04,Mini Store,27-12-2011
SR0620,NexaTel Warangal Store,CT0043,ST019,RG03,Franchise,02-08-2024
SR0621,NexaTel Nagpur Centre,CT0015,ST010,RG02,Mini Store,11-04-2015
SR0622,NexaTel Kanpur Store,CT0036,ST004,RG01,Franchise,05-10-2011
SR0623,NexaTel Coimbatore Express,CT0016,ST016,RG03,Owned,26-08-2015
SR0624,NexaTel Dehradun Hub,CT0033,ST006,RG01,Owned,10-10-2011
SR0625,NexaTel Kollam Hub,CT0046,ST017,RG03,Mini Store,08-01-2013
SR0626,NexaTel Jammu Hub,CT0062,ST008,RG01,Owned,16-02-2016
SR0627,NexaTel Pune Express,CT0007,ST010,RG02,Mini Store,05-12-2016
SR0628,NexaTel Shillong Store,CT0065,ST034,RG04,Franchise,11-11-2012
SR0629,NexaTel Belagavi Centre,CT0041,ST015,RG03,Franchise,30-07-2011
SR0630,NexaTel Warangal Centre,CT0043,ST019,RG03,Franchise,16-08-2020
SR0631,NexaTel Raipur Point,CT0026,ST027,RG04,Owned,28-03-2021
SR0632,NexaTel Vijayawada Point,CT0029,ST018,RG03,Owned,22-08-2023
SR0633,NexaTel Vadodara Express,CT0020,ST011,RG02,Franchise,25-11-2018
SR0634,NexaTel Warangal Store,CT0043,ST019,RG03,Franchise,17-10-2012
SR0635,NexaTel Gurugram Centre,CT0009,ST002,RG01,Franchise,08-05-2018
SR0636,NexaTel Jodhpur Store,CT0035,ST005,RG01,Franchise,06-10-2023
SR0637,NexaTel Agra Express,CT0039,ST004,RG01,Franchise,16-01-2022
SR0638,NexaTel Amritsar Centre,CT0032,ST003,RG01,Franchise,20-06-2023
SR0639,NexaTel Chennai Store,CT0004,ST016,RG03,Owned,05-06-2015
SR0640,NexaTel Nagpur Hub,CT0015,ST010,RG02,Franchise,14-09-2014
SR0641,NexaTel Bhubaneswar Point,CT0022,ST023,RG04,Franchise,29-06-2022
