usage_id,customer_id,usage_month,sms_sent,sms_received
US00010638,C0003546,01-2026,25,23
US00010639,C0003547,03-2026,27,22
US00010640,C0003547,02-2026,28,27
US00010641,C0003547,01-2026,33,27
US00010642,C0003548,03-2026,29,23
US00010643,C0003548,02-2026,24,32
US00010644,C0003548,01-2026,28,26
US00010645,C0003549,03-2026,16,26
US00010646,C0003549,02-2026,18,20
US00010647,C0003549,01-2026,16,29
US00010648,C0003550,03-2026,31,35
US00010649,C0003550,02-2026,56,25
US00010650,C0003550,01-2026,27,29
US00010651,C0003551,03-2026,34,28
US00010652,C0003551,02-2026,43,34
US00010653,C0003551,01-2026,29,30
US00010654,C0003552,03-2026,37,34
US00010655,C0003552,02-2026,34,20
US00010656,C0003552,01-2026,38,22
US00010657,C0003553,03-2026,38,28
US00010658,C0003553,02-2026,32,30
US00010659,C0003553,01-2026,29,25
US00010660,C0003554,03-2026,14,20
US00010661,C0003554,02-2026,20,27
US00010662,C0003554,01-2026,10,33
US00010663,C0003555,03-2026,50,22
US00010664,C0003555,02-2026,33,17
US00010665,C0003555,01-2026,22,30
US00010666,C0003556,03-2026,24,22
US00010667,C0003556,02-2026,20,30
US00010668,C0003556,01-2026,19,26
US00010669,C0003557,03-2026,19,23
US00010670,C0003557,02-2026,29,29
US00010671,C0003557,01-2026,18,39
US00010672,C0003558,03-2026,36,21
US00010673,C0003558,02-2026,48,27
US00010674,C0003558,01-2026,33,12
US00010675,C0003559,03-2026,35,25
US00010676,C0003559,02-2026,36,26
US00010677,C0003559,01-2026,35,18
US00010678,C0003560,03-2026,56,22
US00010679,C0003560,02-2026,31,22
US00010680,C0003560,01-2026,43,17
US00010681,C0003561,03-2026,17,28
US00010682,C0003561,02-2026,22,25
US00010683,C0003561,01-2026,21,24
US00010684,C0003562,03-2026,28,19
US00010685,C0003562,02-2026,28,18
US00010686,C0003562,01-2026,22,23
US00010687,C0003563,03-2026,13,22
US00010688,C0003563,02-2026,18,22
US00010689,C0003563,01-2026,18,38
US00010690,C0003564,03-2026,18,19
US00010691,C0003564,02-2026,21,25
US00010692,C0003564,01-2026,24,23
US00010693,C0003565,03-2026,25,19
US00010694,C0003565,02-2026,20,25
US00010695,C0003565,01-2026,22,19
US00010696,C0003566,03-2026,22,29
US00010697,C0003566,02-2026,16,26
US00010698,C0003566,01-2026,19,18
US00010699,C0003567,03-2026,24,19
US00010700,C0003567,02-2026,17,19
US00010701,C0003567,01-2026,14,32
US00010702,C0003568,03-2026,13,30
US00010703,C0003568,02-2026,21,30
US00010704,C0003568,01-2026,15,32
US00010705,C0003569,03-2026,15,18
US00010706,C0003569,02-2026,26,28
US00010707,C0003569,01-2026,22,22
US00010708,C0003570,03-2026,28,21
US00010709,C0003570,02-2026,37,25
US00010710,C0003570,01-2026,28,33
US00010711,C0003571,03-2026,16,25
US00010712,C0003571,02-2026,16,17
US00010713,C0003571,01-2026,17,22
US00010714,C0003572,03-2026,17,39
US00010715,C0003572,02-2026,24,28
US00010716,C0003572,01-2026,14,28
US00010717,C0003573,03-2026,23,24
US00010718,C0003573,02-2026,24,13
US00010719,C0003573,01-2026,35,26
US00010720,C0003574,03-2026,14,19
US00010721,C0003574,02-2026,21,23
US00010722,C0003574,01-2026,16,26
US00010723,C0003575,03-2026,40,22
US00010724,C0003575,02-2026,32,28
US00010725,C0003575,01-2026,27,24
US00010726,C0003576,03-2026,15,24
US00010727,C0003576,02-2026,14,24
US00010728,C0003576,01-2026,16,25
US00010729,C0003577,03-2026,44,37
US00010730,C0003577,02-2026,26,23
US00010731,C0003577,01-2026,31,20
US00010732,C0003578,03-2026,18,21
US00010733,C0003578,02-2026,23,25
US00010734,C0003578,01-2026,21,22
US00010735,C0003579,03-2026,18,33
US00010736,C0003579,02-2026,23,19
US00010737,C0003579,01-2026,17,21
US00010738,C0003580,03-2026,19,28
US00010739,C0003580,02-2026,18,31
US00010740,C0003580,01-2026,21,24
US00010741,C0003581,03-2026,27,31
US00010742,C0003581,02-2026,22,21
US00010743,C0003581,01-2026,18,31
US00010744,C0003582,03-2026,18,26
US00010745,C0003582,02-2026,20,18
US00010746,C0003582,01-2026,15,25
US00010747,C0003583,03-2026,31,26
US00010748,C0003583,02-2026,49,26
US00010749,C0003583,01-2026,36,25
US00010750,C0003584,03-2026,21,26
US00010751,C0003584,02-2026,19,24
US00010752,C0003584,01-2026,19,32
US00010753,C0003585,03-2026,31,26
US00010754,C0003585,02-2026,32,26
US00010755,C0003585,01-2026,45,21
US00010756,C0003586,03-2026,22,21
US00010757,C0003586,02-2026,26,19
US00010758,C0003586,01-2026,14,31
US00010759,C0003587,03-2026,23,20
US00010760,C0003587,02-2026,19,31
US00010761,C0003587,01-2026,22,26
US00010762,C0003588,03-2026,37,25
US00010763,C0003588,02-2026,34,23
US00010764,C0003588,01-2026,57,23
US00010765,C0003589,03-2026,23,36
US00010766,C0003589,02-2026,17,31
US00010767,C0003589,01-2026,19,20
US00010768,C0003590,03-2026,19,23
US00010769,C0003590,02-2026,15,30
US00010770,C0003590,01-2026,24,28
US00010771,C0003591,03-2026,20,21
US00010772,C0003591,02-2026,17,22
US00010773,C0003591,01-2026,14,22
US00010774,C0003592,03-2026,47,15
US00010775,C0003592,02-2026,42,26
US00010776,C0003592,01-2026,30,27
US00010777,C0003593,03-2026,30,28
US00010778,C0003593,02-2026,37,23
US00010779,C0003593,01-2026,32,26
US00010780,C0003594,03-2026,47,21
US00010781,C0003594,02-2026,42,28
US00010782,C0003594,01-2026,25,22
US00010783,C0003595,03-2026,20,27
US00010784,C0003595,02-2026,17,19
US00010785,C0003595,01-2026,24,27
US00010786,C0003596,03-2026,30,20
US00010787,C0003596,02-2026,31,14
US00010788,C0003596,01-2026,32,20
US00010789,C0003597,03-2026,15,27
US00010790,C0003597,02-2026,17,30
US00010791,C0003597,01-2026,20,25
US00010792,C0003598,03-2026,18,26
US00010793,C0003598,02-2026,20,24
US00010794,C0003598,01-2026,19,27
US00010795,C0003599,03-2026,37,18
US00010796,C0003599,02-2026,37,27
US00010797,C0003599,01-2026,31,24
US00010798,C0003600,03-2026,18,20
US00010799,C0003600,02-2026,7,28
US00010800,C0003600,01-2026,11,16
US00010801,C0003601,03-2026,19,21
US00010802,C0003601,02-2026,15,32
US00010803,C0003601,01-2026,20,27
US00010804,C0003602,03-2026,18,28
US00010805,C0003602,02-2026,22,22
US00010806,C0003602,01-2026,22,17
US00010807,C0003603,03-2026,14,28
US00010808,C0003603,02-2026,19,16
US00010809,C0003603,01-2026,20,28
US00010810,C0003604,03-2026,20,23
US00010811,C0003604,02-2026,15,28
US00010812,C0003604,01-2026,16,19
US00010813,C0003605,03-2026,19,28
US00010814,C0003605,02-2026,15,17
US00010815,C0003605,01-2026,16,18
US00010816,C0003606,03-2026,28,23
US00010817,C0003606,02-2026,17,27
US00010818,C0003606,01-2026,15,27
US00010819,C0003607,03-2026,21,26
US00010820,C0003607,02-2026,15,22
US00010821,C0003607,01-2026,19,26
US00010822,C0003608,03-2026,18,28
US00010823,C0003608,02-2026,15,31
US00010824,C0003608,01-2026,15,19
US00010825,C0003609,03-2026,16,25
US00010826,C0003609,02-2026,15,27
US00010827,C0003609,01-2026,14,28
US00010828,C0003610,03-2026,19,31
US00010829,C0003610,02-2026,21,27
US00010830,C0003610,01-2026,16,23
US00010831,C0003611,03-2026,16,31
US00010832,C0003611,02-2026,16,18
US00010833,C0003611,01-2026,19,23
US00010834,C0003612,03-2026,26,18
US00010835,C0003612,02-2026,20,23
US00010836,C0003612,01-2026,15,18
US00010837,C0003613,03-2026,24,19
US00010838,C0003613,02-2026,20,21
US00010839,C0003613,01-2026,19,27
US00010840,C0003614,03-2026,34,20
US00010841,C0003614,02-2026,40,27
US00010842,C0003614,01-2026,41,32
US00010843,C0003615,03-2026,22,21
US00010844,C0003615,02-2026,25,25
US00010845,C0003615,01-2026,15,23
US00010846,C0003616,03-2026,20,41
US00010847,C0003616,02-2026,17,21
US00010848,C0003616,01-2026,11,27
US00010849,C0003617,03-2026,28,27
US00010850,C0003617,02-2026,41,27
US00010851,C0003617,01-2026,30,25
US00010852,C0003618,03-2026,33,28
US00010853,C0003618,02-2026,28,20
US00010854,C0003618,01-2026,39,28
US00010855,C0003619,03-2026,21,22
US00010856,C0003619,02-2026,18,18
US00010857,C0003619,01-2026,24,29
US00010858,C0003620,03-2026,20,24
US00010859,C0003620,02-2026,12,29
US00010860,C0003620,01-2026,28,22
US00010861,C0003621,03-2026,28,23
US00010862,C0003621,02-2026,32,20
US00010863,C0003621,01-2026,36,32
US00010864,C0003622,03-2026,20,28
US00010865,C0003622,02-2026,24,25
US00010866,C0003622,01-2026,17,31
US00010867,C0003623,03-2026,36,23
US00010868,C0003623,02-2026,33,31
US00010869,C0003623,01-2026,44,28
US00010870,C0003624,03-2026,21,33
US00010871,C0003624,02-2026,16,28
US00010872,C0003624,01-2026,13,15
US00010873,C0003625,03-2026,17,23
US00010874,C0003625,02-2026,12,21
US00010875,C0003625,01-2026,15,23
US00010876,C0003626,03-2026,24,30
US00010877,C0003626,02-2026,13,27
US00010878,C0003626,01-2026,25,23
US00010879,C0003627,03-2026,35,28
US00010880,C0003627,02-2026,36,25
US00010881,C0003627,01-2026,38,19
US00010882,C0003628,03-2026,11,21
US00010883,C0003628,02-2026,17,23
US00010884,C0003628,01-2026,20,30
US00010885,C0003629,03-2026,40,23
US00010886,C0003629,02-2026,33,31
US00010887,C0003629,01-2026,37,24
US00010888,C0003630,03-2026,20,25
US00010889,C0003630,02-2026,16,28
US00010890,C0003630,01-2026,18,18
US00010891,C0003631,03-2026,21,23
US00010892,C0003631,02-2026,40,36
US00010893,C0003631,01-2026,26,22
US00010894,C0003632,03-2026,26,25
US00010895,C0003632,02-2026,19,28
US00010896,C0003632,01-2026,18,26
US00010897,C0003633,03-2026,22,27
US00010898,C0003633,02-2026,19,27
US00010899,C0003633,01-2026,13,26
US00010900,C0003634,03-2026,13,15
US00010901,C0003634,02-2026,20,22
US00010902,C0003634,01-2026,15,31
US00010903,C0003635,03-2026,23,23
US00010904,C0003635,02-2026,14,16
US00010905,C0003635,01-2026,14,31
US00010906,C0003636,03-2026,23,28
US00010907,C0003636,02-2026,14,28
US00010908,C0003636,01-2026,14,21
US00010909,C0003637,03-2026,16,17
US00010910,C0003637,02-2026,15,17
US00010911,C0003637,01-2026,29,28
US00010912,C0003638,03-2026,11,26
US00010913,C0003638,02-2026,13,29
US00010914,C0003638,01-2026,22,26
US00010915,C0003639,03-2026,37,23
US00010916,C0003639,02-2026,30,29
US00010917,C0003639,01-2026,41,29
US00010918,C0003640,03-2026,13,28
US00010919,C0003640,02-2026,13,21
US00010920,C0003640,01-2026,15,30
US00010921,C0003641,03-2026,32,25
US00010922,C0003641,02-2026,38,21
US00010923,C0003641,01-2026,23,23
US00010924,C0003642,03-2026,16,27
US00010925,C0003642,02-2026,23,22
US00010926,C0003642,01-2026,19,34
US00010927,C0003643,03-2026,18,30
US00010928,C0003643,02-2026,19,23
US00010929,C0003643,01-2026,23,25
US00010930,C0003644,03-2026,15,20
US00010931,C0003644,02-2026,20,26
US00010932,C0003644,01-2026,22,22
US00010933,C0003645,03-2026,16,29
US00010934,C0003645,02-2026,18,29
US00010935,C0003645,01-2026,23,20
US00010936,C0003646,03-2026,37,27
US00010937,C0003646,02-2026,33,32
US00010938,C0003646,01-2026,37,33
US00010939,C0003647,03-2026,28,32
US00010940,C0003647,02-2026,29,22
US00010941,C0003647,01-2026,40,27
US00010942,C0003648,03-2026,16,23
US00010943,C0003648,02-2026,15,17
US00010944,C0003648,01-2026,25,36
US00010945,C0003649,03-2026,15,26
US00010946,C0003649,02-2026,23,32
US00010947,C0003649,01-2026,20,25
US00010948,C0003650,03-2026,13,19
US00010949,C0003650,02-2026,22,25
US00010950,C0003650,01-2026,16,22
US00010951,C0003651,03-2026,17,18
US00010952,C0003651,02-2026,22,25
US00010953,C0003651,01-2026,18,20
US00010954,C0003652,03-2026,21,23
US00010955,C0003652,02-2026,11,30
US00010956,C0003652,01-2026,14,23
US00010957,C0003653,03-2026,19,28
US00010958,C0003653,02-2026,20,25
US00010959,C0003653,01-2026,11,20
US00010960,C0003654,03-2026,12,28
US00010961,C0003654,02-2026,26,19
US00010962,C0003654,01-2026,14,26
US00010963,C0003655,03-2026,13,23
US00010964,C0003655,02-2026,22,32
US00010965,C0003655,01-2026,14,16
US00010966,C0003656,03-2026,13,20
US00010967,C0003656,02-2026,12,26
US00010968,C0003656,01-2026,20,19
US00010969,C0003657,03-2026,23,26
US00010970,C0003657,02-2026,21,27
US00010971,C0003657,01-2026,19,31
US00010972,C0003658,03-2026,25,26
US00010973,C0003658,02-2026,25,18
US00010974,C0003658,01-2026,14,22
US00010975,C0003659,03-2026,17,27
US00010976,C0003659,02-2026,19,33
US00010977,C0003659,01-2026,20,14
US00010978,C0003660,03-2026,36,27
US00010979,C0003660,02-2026,24,23
US00010980,C0003660,01-2026,35,23
US00010981,C0003661,03-2026,36,29
US00010982,C0003661,02-2026,34,33
US00010983,C0003661,01-2026,36,29
US00010984,C0003662,03-2026,19,27
US00010985,C0003662,02-2026,18,30
US00010986,C0003662,01-2026,20,25
US00010987,C0003663,03-2026,19,32
US00010988,C0003663,02-2026,16,27
US00010989,C0003663,01-2026,19,30
US00010990,C0003664,03-2026,12,32
US00010991,C0003664,02-2026,22,13
US00010992,C0003664,01-2026,18,32
US00010993,C0003665,03-2026,11,35
US00010994,C0003665,02-2026,15,19
US00010995,C0003665,01-2026,17,23
US00010996,C0003666,03-2026,21,22
US00010997,C0003666,02-2026,19,26
US00010998,C0003666,01-2026,19,13
US00010999,C0003667,03-2026,17,27
US00011000,C0003667,02-2026,18,26
US00011001,C0003667,01-2026,16,24
US00011002,C0003668,03-2026,15,13
US00011003,C0003668,02-2026,13,37
US00011004,C0003668,01-2026,19,18
US00011005,C0003669,03-2026,14,28
US00011006,C0003669,02-2026,14,14
US00011007,C0003669,01-2026,18,29
US00011008,C0003670,03-2026,18,28
US00011009,C0003670,02-2026,15,25
US00011010,C0003670,01-2026,17,19
US00011011,C0003671,03-2026,31,26
US00011012,C0003671,02-2026,41,23
US00011013,C0003671,01-2026,28,23
US00011014,C0003672,03-2026,13,21
US00011015,C0003672,02-2026,24,24
US00011016,C0003672,01-2026,17,31
US00011017,C0003673,03-2026,18,32
US00011018,C0003673,02-2026,24,28
US00011019,C0003673,01-2026,22,26
US00011020,C0003674,03-2026,28,28
US00011021,C0003674,02-2026,43,26
US00011022,C0003674,01-2026,37,25
US00011023,C0003675,03-2026,25,24
US00011024,C0003675,02-2026,23,25
US00011025,C0003675,01-2026,17,19
US00011026,C0003676,03-2026,23,19
US00011027,C0003676,02-2026,27,27
US00011028,C0003676,01-2026,24,21
US00011029,C0003677,03-2026,20,32
US00011030,C0003677,02-2026,21,24
US00011031,C0003677,01-2026,20,28
US00011032,C0003678,03-2026,43,21
US00011033,C0003678,02-2026,30,32
US00011034,C0003678,01-2026,42,18
US00011035,C0003679,03-2026,22,25
US00011036,C0003679,02-2026,20,31
US00011037,C0003679,01-2026,19,24
US00011038,C0003680,03-2026,26,22
US00011039,C0003680,02-2026,23,17
US00011040,C0003680,01-2026,22,27
US00011041,C0003681,03-2026,24,27
US00011042,C0003681,02-2026,39,21
US00011043,C0003681,01-2026,31,19
US00011044,C0003682,03-2026,38,22
US00011045,C0003682,02-2026,38,22
US00011046,C0003682,01-2026,27,26
US00011047,C0003683,03-2026,18,23
US00011048,C0003683,02-2026,16,23
US00011049,C0003683,01-2026,21,35
US00011050,C0003684,03-2026,18,24
US00011051,C0003684,02-2026,19,32
US00011052,C0003684,01-2026,14,22
US00011053,C0003685,03-2026,15,24
US00011054,C0003685,02-2026,14,26
US00011055,C0003685,01-2026,20,24
US00011056,C0003686,03-2026,19,21
US00011057,C0003686,02-2026,26,30
US00011058,C0003686,01-2026,19,27
US00011059,C0003687,03-2026,20,24
US00011060,C0003687,02-2026,21,35
US00011061,C0003687,01-2026,15,21
US00011062,C0003688,03-2026,19,31
US00011063,C0003688,02-2026,16,30
US00011064,C0003688,01-2026,19,35
US00011065,C0003689,03-2026,18,26
US00011066,C0003689,02-2026,23,27
US00011067,C0003689,01-2026,20,25
US00011068,C0003690,03-2026,16,21
US00011069,C0003690,02-2026,15,30
US00011070,C0003690,01-2026,20,23
US00011071,C0003691,03-2026,19,22
US00011072,C0003691,02-2026,14,20
US00011073,C0003691,01-2026,21,21
US00011074,C0003692,03-2026,26,23
US00011075,C0003692,02-2026,19,25
US00011076,C0003692,01-2026,17,30
US00011077,C0003693,03-2026,40,22
US00011078,C0003693,02-2026,37,32
US00011079,C0003693,01-2026,34,36
US00011080,C0003694,03-2026,21,22
US00011081,C0003694,02-2026,15,27
US00011082,C0003694,01-2026,25,20
US00011083,C0003695,03-2026,44,26
US00011084,C0003695,02-2026,39,16
US00011085,C0003695,01-2026,42,25
US00011086,C0003696,03-2026,16,24
US00011087,C0003696,02-2026,13,26
US00011088,C0003696,01-2026,19,24
US00011089,C0003697,03-2026,33,31
US00011090,C0003697,02-2026,33,23
US00011091,C0003697,01-2026,48,22
US00011092,C0003698,03-2026,16,33
US00011093,C0003698,02-2026,15,18
US00011094,C0003698,01-2026,14,26
US00011095,C0003699,03-2026,36,27
US00011096,C0003699,02-2026,36,23
US00011097,C0003699,01-2026,36,25
US00011098,C0003700,03-2026,34,29
US00011099,C0003700,02-2026,34,23
US00011100,C0003700,01-2026,34,23
US00011101,C0003701,03-2026,29,31
US00011102,C0003701,02-2026,33,31
US00011103,C0003701,01-2026,24,23
US00011104,C0003702,03-2026,19,24
US00011105,C0003702,02-2026,21,23
US00011106,C0003702,01-2026,11,21
US00011107,C0003703,03-2026,25,25
US00011108,C0003703,02-2026,24,32
US00011109,C0003703,01-2026,18,20
US00011110,C0003704,03-2026,14,29
US00011111,C0003704,02-2026,21,17
US00011112,C0003704,01-2026,16,22
US00011113,C0003705,03-2026,35,22
US00011114,C0003705,02-2026,32,27
US00011115,C0003705,01-2026,33,20
US00011116,C0003706,03-2026,43,17
US00011117,C0003706,02-2026,46,23
US00011118,C0003706,01-2026,39,33
US00011119,C0003707,03-2026,26,32
US00011120,C0003707,02-2026,24,23
US00011121,C0003707,01-2026,19,20
US00011122,C0003708,03-2026,28,17
US00011123,C0003708,02-2026,16,20
US00011124,C0003708,01-2026,18,20
US00011125,C0003709,03-2026,19,32
US00011126,C0003709,02-2026,30,25
US00011127,C0003709,01-2026,40,26
US00011128,C0003710,03-2026,16,21
US00011129,C0003710,02-2026,15,18
US00011130,C0003710,01-2026,21,26
US00011131,C0003711,03-2026,18,30
US00011132,C0003711,02-2026,17,34
US00011133,C0003711,01-2026,18,14
US00011134,C0003712,03-2026,30,29
US00011135,C0003712,02-2026,40,32
US00011136,C0003712,01-2026,33,28
US00011137,C0003713,03-2026,14,10
US00011138,C0003713,02-2026,13,22
US00011139,C0003713,01-2026,18,24
US00011140,C0003714,03-2026,22,20
US00011141,C0003714,02-2026,19,14
US00011142,C0003714,01-2026,11,21
US00011143,C0003715,03-2026,24,27
US00011144,C0003715,02-2026,18,28
US00011145,C0003715,01-2026,13,21
US00011146,C0003716,03-2026,31,26
US00011147,C0003716,02-2026,42,31
US00011148,C0003716,01-2026,33,18
US00011149,C0003717,03-2026,31,25
US00011150,C0003717,02-2026,30,29
US00011151,C0003717,01-2026,34,26
US00011152,C0003718,03-2026,20,11
US00011153,C0003718,02-2026,17,28
US00011154,C0003718,01-2026,19,25
US00011155,C0003719,03-2026,16,26
US00011156,C0003719,02-2026,10,22
US00011157,C0003719,01-2026,18,29
US00011158,C0003720,03-2026,20,26
US00011159,C0003720,02-2026,20,28
US00011160,C0003720,01-2026,20,26
US00011161,C0003721,03-2026,18,28
US00011162,C0003721,02-2026,14,24
US00011163,C0003721,01-2026,23,28
US00011164,C0003722,03-2026,37,26
US00011165,C0003722,02-2026,38,29
US00011166,C0003722,01-2026,33,27
US00011167,C0003723,03-2026,27,21
US00011168,C0003723,02-2026,16,20
US00011169,C0003723,01-2026,20,17
US00011170,C0003724,03-2026,17,25
US00011171,C0003724,02-2026,17,28
US00011172,C0003724,01-2026,19,17
US00011173,C0003725,03-2026,21,29
US00011174,C0003725,02-2026,21,18
US00011175,C0003725,01-2026,16,21
US00011176,C0003726,03-2026,37,30
US00011177,C0003726,02-2026,40,26
US00011178,C0003726,01-2026,42,27
US00011179,C0003727,03-2026,29,35
US00011180,C0003727,02-2026,29,30
US00011181,C0003727,01-2026,37,25
US00011182,C0003728,03-2026,18,29
US00011183,C0003728,02-2026,22,23
US00011184,C0003728,01-2026,15,19
US00011185,C0003729,03-2026,36,21
US00011186,C0003729,02-2026,35,31
US00011187,C0003729,01-2026,30,29
US00011188,C0003730,03-2026,37,21
US00011189,C0003730,02-2026,33,35
US00011190,C0003730,01-2026,33,26
US00011191,C0003731,03-2026,44,17
US00011192,C0003731,02-2026,32,23
US00011193,C0003731,01-2026,33,29
US00011194,C0003732,03-2026,39,22
US00011195,C0003732,02-2026,35,21
US00011196,C0003732,01-2026,34,24
US00011197,C0003733,03-2026,21,30
US00011198,C0003733,02-2026,26,30
US00011199,C0003733,01-2026,18,26
US00011200,C0003734,03-2026,20,14
US00011201,C0003734,02-2026,20,26
US00011202,C0003734,01-2026,13,26
US00011203,C0003735,03-2026,23,26
US00011204,C0003735,02-2026,29,33
US00011205,C0003735,01-2026,24,33
US00011206,C0003736,03-2026,39,17
US00011207,C0003736,02-2026,38,25
US00011208,C0003736,01-2026,26,18
US00011209,C0003737,03-2026,38,21
US00011210,C0003737,02-2026,32,20
US00011211,C0003737,01-2026,27,13
US00011212,C0003738,03-2026,33,23
US00011213,C0003738,02-2026,32,22
US00011214,C0003738,01-2026,31,23
US00011215,C0003739,03-2026,15,22
US00011216,C0003739,02-2026,17,21
US00011217,C0003739,01-2026,29,22
US00011218,C0003740,03-2026,19,27
US00011219,C0003740,02-2026,16,25
US00011220,C0003740,01-2026,20,30
US00011221,C0003741,03-2026,31,23
US00011222,C0003741,02-2026,34,21
US00011223,C0003741,01-2026,29,25
US00011224,C0003742,03-2026,38,16
US00011225,C0003742,02-2026,47,26
US00011226,C0003742,01-2026,43,28
US00011227,C0003743,03-2026,16,27
US00011228,C0003743,02-2026,17,21
US00011229,C0003743,01-2026,24,23
US00011230,C0003744,03-2026,22,24
US00011231,C0003744,02-2026,17,30
US00011232,C0003744,01-2026,26,28
US00011233,C0003745,03-2026,22,21
US00011234,C0003745,02-2026,26,25
US00011235,C0003745,01-2026,10,19
US00011236,C0003746,03-2026,42,13
US00011237,C0003746,02-2026,34,22
US00011238,C0003746,01-2026,28,24
US00011239,C0003747,03-2026,20,22
US00011240,C0003747,02-2026,16,17
US00011241,C0003747,01-2026,14,23
US00011242,C0003748,03-2026,40,21
US00011243,C0003748,02-2026,28,22
US00011244,C0003748,01-2026,41,29
US00011245,C0003749,03-2026,11,23
US00011246,C0003749,02-2026,14,25
US00011247,C0003749,01-2026,23,30
US00011248,C0003750,03-2026,13,30
US00011249,C0003750,02-2026,30,26
US00011250,C0003750,01-2026,16,35
US00011251,C0003751,03-2026,17,27
US00011252,C0003751,02-2026,14,28
US00011253,C0003751,01-2026,19,19
US00011254,C0003752,03-2026,25,27
US00011255,C0003752,02-2026,16,29
US00011256,C0003752,01-2026,22,23
US00011257,C0003753,03-2026,36,34
US00011258,C0003753,02-2026,38,23
US00011259,C0003753,01-2026,41,32
US00011260,C0003754,03-2026,39,29
US00011261,C0003754,02-2026,28,23
US00011262,C0003754,01-2026,37,25
US00011263,C0003755,03-2026,19,30
US00011264,C0003755,02-2026,19,21
US00011265,C0003755,01-2026,20,23
US00011266,C0003756,03-2026,16,32
US00011267,C0003756,02-2026,21,21
US00011268,C0003756,01-2026,13,34
US00011269,C0003757,03-2026,34,30
US00011270,C0003757,02-2026,40,20
US00011271,C0003757,01-2026,29,16
US00011272,C0003758,03-2026,31,31
US00011273,C0003758,02-2026,42,21
US00011274,C0003758,01-2026,36,10
US00011275,C0003759,03-2026,21,25
US00011276,C0003759,02-2026,15,21
US00011277,C0003759,01-2026,28,30
US00011278,C0003760,03-2026,23,19
US00011279,C0003760,02-2026,18,30
US00011280,C0003760,01-2026,17,28
US00011281,C0003761,03-2026,35,26
US00011282,C0003761,02-2026,29,25
US00011283,C0003761,01-2026,35,32
US00011284,C0003762,03-2026,49,24
US00011285,C0003762,02-2026,30,30
US00011286,C0003762,01-2026,43,26
US00011287,C0003763,03-2026,26,25
US00011288,C0003763,02-2026,17,23
US00011289,C0003763,01-2026,16,41
US00011290,C0003764,03-2026,18,30
US00011291,C0003764,02-2026,10,30
US00011292,C0003764,01-2026,13,26
US00011293,C0003765,03-2026,19,26
US00011294,C0003765,02-2026,16,29
US00011295,C0003765,01-2026,17,30
US00011296,C0003766,03-2026,17,24
US00011297,C0003766,02-2026,13,21
US00011298,C0003766,01-2026,24,26
US00011299,C0003767,03-2026,16,32
US00011300,C0003767,02-2026,27,18
US00011301,C0003767,01-2026,15,27
US00011302,C0003768,03-2026,39,23
US00011303,C0003768,02-2026,40,20
US00011304,C0003768,01-2026,36,22
US00011305,C0003769,03-2026,14,22
US00011306,C0003769,02-2026,21,20
US00011307,C0003769,01-2026,14,30
US00011308,C0003770,03-2026,18,25
US00011309,C0003770,02-2026,24,22
US00011310,C0003770,01-2026,11,35
US00011311,C0003771,03-2026,40,31
US00011312,C0003771,02-2026,39,30
US00011313,C0003771,01-2026,34,28
US00011314,C0003772,03-2026,21,23
US00011315,C0003772,02-2026,21,20
US00011316,C0003772,01-2026,17,25
US00011317,C0003773,03-2026,18,24
US00011318,C0003773,02-2026,19,18
US00011319,C0003773,01-2026,27,32
US00011320,C0003774,03-2026,17,21
US00011321,C0003774,02-2026,12,23
US00011322,C0003774,01-2026,21,29
US00011323,C0003775,03-2026,17,29
US00011324,C0003775,02-2026,20,23
US00011325,C0003775,01-2026,13,30
US00011326,C0003776,03-2026,14,24
US00011327,C0003776,02-2026,21,28
US00011328,C0003776,01-2026,16,28
US00011329,C0003777,03-2026,17,24
US00011330,C0003777,02-2026,15,32
US00011331,C0003777,01-2026,20,21
US00011332,C0003778,03-2026,15,18
US00011333,C0003778,02-2026,20,30
US00011334,C0003778,01-2026,18,17
US00011335,C0003779,03-2026,15,21
US00011336,C0003779,02-2026,12,19
US00011337,C0003779,01-2026,20,29
US00011338,C0003780,03-2026,12,24
US00011339,C0003780,02-2026,17,18
US00011340,C0003780,01-2026,13,23
US00011341,C0003781,03-2026,38,26
US00011342,C0003781,02-2026,30,19
US00011343,C0003781,01-2026,38,35
US00011344,C0003782,03-2026,28,23
US00011345,C0003782,02-2026,21,23
US00011346,C0003782,01-2026,23,23
US00011347,C0003783,03-2026,24,15
US00011348,C0003783,02-2026,16,25
US00011349,C0003783,01-2026,20,26
US00011350,C0003784,03-2026,18,21
US00011351,C0003784,02-2026,18,25
US00011352,C0003784,01-2026,15,20
US00011353,C0003785,03-2026,34,21
US00011354,C0003785,02-2026,32,27
US00011355,C0003785,01-2026,40,21
US00011356,C0003786,03-2026,15,25
US00011357,C0003786,02-2026,24,20
US00011358,C0003786,01-2026,22,29
US00011359,C0003787,03-2026,26,29
US00011360,C0003787,02-2026,34,25
US00011361,C0003787,01-2026,39,26
US00011362,C0003788,03-2026,18,19
US00011363,C0003788,02-2026,21,25
US00011364,C0003788,01-2026,15,34
US00011365,C0003789,03-2026,27,33
US00011366,C0003789,02-2026,9,31
US00011367,C0003789,01-2026,21,23
US00011368,C0003790,03-2026,17,26
US00011369,C0003790,02-2026,13,27
US00011370,C0003790,01-2026,22,19
US00011371,C0003791,03-2026,28,26
US00011372,C0003791,02-2026,27,19
