campaign_id,customer_id,campaign_name,offer_type,contact_date,channel,response,retained_flag
RTC0001595,C0004856,Renewal Nudge,Loyalty Discount 10%,26-02-2025,SMS,No Response,Yes
RTC0001596,C0004867,Renewal Nudge,Extra Data 50GB,30-05-2025,WhatsApp,Declined,No
RTC0001597,C0004870,Win-Back Drive,Priority Support,12-05-2025,App,Accepted,Yes
RTC0001598,C0004873,Value Retention,Extra Data 50GB,16-02-2026,App,Accepted,No
RTC0001599,C0004874,Win-Back Drive,Priority Support,13-08-2025,App,No Response,Yes
RTC0001600,C0004879,Loyalty Save,Plan Upgrade Offer,02-08-2025,WhatsApp,Declined,Yes
RTC0001601,C0004885,Value Retention,Annual Plan Discount,10-11-2025,WhatsApp,No Response,Yes
RTC0001602,C0004886,Value Retention,Free OTT 3 Months,05-03-2025,Email,Accepted,Yes
RTC0001603,C0004888,At-Risk Outreach,Extra Data 50GB,13-12-2025,App,Accepted,Yes
RTC0001604,C0004889,Renewal Nudge,Cashback Voucher,03-03-2026,App,No Response,Yes
RTC0001605,C0004891,At-Risk Outreach,Annual Plan Discount,14-04-2025,App,Accepted,Yes
RTC0001606,C0004893,Loyalty Save,Annual Plan Discount,18-11-2025,Call,Accepted,Yes
RTC0001607,C0004894,Renewal Nudge,Priority Support,12-11-2025,SMS,Declined,Yes
RTC0001608,C0004895,Value Retention,Priority Support,29-09-2025,Call,No Response,Yes
RTC0001609,C0004897,Win-Back Drive,Cashback Voucher,15-12-2025,Call,No Response,No
RTC0001610,C0004900,Value Retention,Bill Waiver,26-02-2025,Call,No Response,Yes
RTC0001611,C0004903,Win-Back Drive,Annual Plan Discount,22-01-2025,Email,No Response,Yes
RTC0001612,C0004904,Win-Back Drive,Plan Upgrade Offer,17-01-2026,Call,Accepted,Yes
RTC0001613,C0004907,At-Risk Outreach,Free OTT 3 Months,15-12-2025,Call,Accepted,Yes
RTC0001614,C0004909,Value Retention,Free OTT 3 Months,19-10-2025,App,Declined,Yes
RTC0001615,C0004912,At-Risk Outreach,Priority Support,02-08-2025,App,Accepted,Yes
RTC0001616,C0004914,Renewal Nudge,Cashback Voucher,27-06-2025,Call,Accepted,Yes
RTC0001617,C0004915,Renewal Nudge,Plan Upgrade Offer,11-02-2025,WhatsApp,Accepted,Yes
RTC0001618,C0004917,Renewal Nudge,Annual Plan Discount,18-08-2025,Call,Declined,Yes
RTC0001619,C0004918,Loyalty Save,Annual Plan Discount,12-05-2025,SMS,Declined,Yes
RTC0001620,C0004920,Loyalty Save,Bill Waiver,19-11-2025,SMS,Accepted,Yes
RTC0001621,C0004923,Loyalty Save,Bill Waiver,16-05-2025,Call,Declined,Yes
RTC0001622,C0004924,Win-Back Drive,Extra Data 50GB,08-03-2025,SMS,Accepted,Yes
RTC0001623,C0004925,Win-Back Drive,Priority Support,01-09-2025,App,No Response,Yes
RTC0001624,C0004927,Loyalty Save,Annual Plan Discount,14-06-2025,Call,Declined,No
RTC0001625,C0004929,Win-Back Drive,Plan Upgrade Offer,09-01-2026,Email,Declined,Yes
RTC0001626,C0004935,At-Risk Outreach,Loyalty Discount 10%,10-08-2025,WhatsApp,Accepted,Yes
RTC0001627,C0004941,Value Retention,Bill Waiver,12-06-2025,SMS,Declined,No
RTC0001628,C0004942,Value Retention,Bill Waiver,18-02-2026,Email,Declined,Yes
RTC0001629,C0004944,Renewal Nudge,Extra Data 50GB,25-01-2025,WhatsApp,Accepted,Yes
RTC0001630,C0004945,At-Risk Outreach,Free OTT 3 Months,18-04-2025,App,Declined,Yes
RTC0001631,C0004951,Win-Back Drive,Annual Plan Discount,06-11-2025,WhatsApp,Declined,No
RTC0001632,C0004953,At-Risk Outreach,Free OTT 3 Months,12-04-2025,App,Accepted,Yes
RTC0001633,C0004956,Renewal Nudge,Extra Data 50GB,23-04-2025,Email,Accepted,Yes
RTC0001634,C0004958,Loyalty Save,Free OTT 3 Months,27-06-2025,App,Declined,Yes
RTC0001635,C0004962,Value Retention,Priority Support,21-05-2025,SMS,Declined,Yes
RTC0001636,C0004963,Loyalty Save,Free OTT 3 Months,28-02-2025,WhatsApp,Accepted,Yes
RTC0001637,C0004964,Renewal Nudge,Free OTT 3 Months,05-10-2025,Email,Accepted,Yes
RTC0001638,C0004965,Renewal Nudge,Extra Data 50GB,29-03-2025,SMS,Accepted,Yes
RTC0001639,C0004974,Value Retention,Loyalty Discount 10%,19-11-2025,App,Accepted,Yes
RTC0001640,C0004976,Renewal Nudge,Extra Data 50GB,15-03-2025,Email,No Response,Yes
RTC0001641,C0004977,At-Risk Outreach,Extra Data 50GB,17-02-2025,WhatsApp,Declined,No
RTC0001642,C0004980,At-Risk Outreach,Bill Waiver,07-03-2025,App,Accepted,Yes
RTC0001643,C0004981,At-Risk Outreach,Free OTT 3 Months,06-02-2025,Call,No Response,Yes
RTC0001644,C0004982,Renewal Nudge,Plan Upgrade Offer,09-07-2025,SMS,Declined,Yes
RTC0001645,C0004983,Renewal Nudge,Cashback Voucher,22-02-2025,SMS,Accepted,Yes
RTC0001646,C0004989,Win-Back Drive,Extra Data 50GB,25-12-2025,Email,Declined,Yes
RTC0001647,C0004994,Loyalty Save,Loyalty Discount 10%,07-06-2025,Email,Declined,Yes
RTC0001648,C0004997,Win-Back Drive,Priority Support,21-12-2025,Call,Accepted,No
RTC0001649,C0004998,At-Risk Outreach,Free OTT 3 Months,30-05-2025,App,No Response,No
RTC0001650,C0005000,Loyalty Save,Loyalty Discount 10%,03-04-2025,Email,Declined,Yes
RTC0001651,C0005001,Win-Back Drive,Plan Upgrade Offer,23-03-2025,Call,Accepted,Yes
RTC0001652,C0005003,Win-Back Drive,Priority Support,04-01-2026,App,Accepted,Yes
RTC0001653,C0005010,At-Risk Outreach,Free OTT 3 Months,21-02-2026,WhatsApp,Accepted,Yes
RTC0001654,C0005011,Renewal Nudge,Loyalty Discount 10%,28-05-2025,SMS,No Response,Yes
RTC0001655,C0005014,At-Risk Outreach,Plan Upgrade Offer,27-01-2026,Call,Declined,Yes
RTC0001656,C0005017,Value Retention,Plan Upgrade Offer,09-04-2025,Call,Accepted,Yes
RTC0001657,C0005021,Value Retention,Priority Support,07-12-2025,WhatsApp,No Response,Yes
RTC0001658,C0005024,Loyalty Save,Free OTT 3 Months,05-01-2026,WhatsApp,No Response,Yes
RTC0001659,C0005029,Loyalty Save,Cashback Voucher,23-08-2025,Email,Accepted,Yes
RTC0001660,C0005031,Win-Back Drive,Extra Data 50GB,07-07-2025,WhatsApp,Declined,Yes
RTC0001661,C0005033,Value Retention,Extra Data 50GB,21-11-2025,SMS,No Response,No
RTC0001662,C0005035,At-Risk Outreach,Cashback Voucher,10-03-2025,SMS,Declined,No
RTC0001663,C0005037,Renewal Nudge,Annual Plan Discount,01-06-2025,SMS,Declined,Yes
RTC0001664,C0005039,Renewal Nudge,Priority Support,03-10-2025,SMS,No Response,Yes
RTC0001665,C0005043,Loyalty Save,Extra Data 50GB,02-01-2025,WhatsApp,Accepted,No
RTC0001666,C0005045,Renewal Nudge,Plan Upgrade Offer,27-05-2025,WhatsApp,Accepted,No
RTC0001667,C0005047,Renewal Nudge,Priority Support,18-02-2025,Email,Declined,Yes
RTC0001668,C0005048,Value Retention,Priority Support,02-02-2026,App,Declined,Yes
RTC0001669,C0005051,At-Risk Outreach,Plan Upgrade Offer,05-11-2025,Call,Accepted,Yes
RTC0001670,C0005057,Loyalty Save,Free OTT 3 Months,04-09-2025,Email,Accepted,No
RTC0001671,C0005062,Win-Back Drive,Free OTT 3 Months,28-10-2025,App,Accepted,Yes
RTC0001672,C0005067,Win-Back Drive,Extra Data 50GB,24-02-2026,SMS,Accepted,Yes
RTC0001673,C0005068,Win-Back Drive,Annual Plan Discount,03-02-2025,WhatsApp,Accepted,Yes
RTC0001674,C0005070,Loyalty Save,Extra Data 50GB,08-04-2025,WhatsApp,Accepted,Yes
RTC0001675,C0005071,At-Risk Outreach,Priority Support,05-01-2026,Email,Declined,No
RTC0001676,C0005072,Loyalty Save,Cashback Voucher,08-02-2025,App,No Response,Yes
RTC0001677,C0005075,At-Risk Outreach,Plan Upgrade Offer,15-02-2025,WhatsApp,No Response,Yes
RTC0001678,C0005078,Renewal Nudge,Cashback Voucher,01-05-2025,SMS,Accepted,Yes
RTC0001679,C0005079,Win-Back Drive,Bill Waiver,21-02-2025,Email,Accepted,Yes
RTC0001680,C0005080,At-Risk Outreach,Cashback Voucher,13-04-2025,App,No Response,No
RTC0001681,C0005082,Value Retention,Extra Data 50GB,06-08-2025,WhatsApp,Accepted,Yes
RTC0001682,C0005088,Loyalty Save,Bill Waiver,18-05-2025,App,Accepted,Yes
RTC0001683,C0005089,Value Retention,Loyalty Discount 10%,22-02-2025,SMS,Declined,No
RTC0001684,C0005095,Renewal Nudge,Priority Support,22-09-2025,Email,Accepted,Yes
RTC0001685,C0005096,Win-Back Drive,Priority Support,02-03-2025,Call,Accepted,Yes
RTC0001686,C0005097,At-Risk Outreach,Cashback Voucher,27-03-2025,SMS,Accepted,Yes
RTC0001687,C0005099,Renewal Nudge,Cashback Voucher,29-06-2025,App,Declined,Yes
RTC0001688,C0005105,At-Risk Outreach,Plan Upgrade Offer,17-01-2025,Email,No Response,No
RTC0001689,C0005111,Renewal Nudge,Free OTT 3 Months,03-11-2025,Email,No Response,Yes
RTC0001690,C0005113,At-Risk Outreach,Cashback Voucher,27-06-2025,App,Accepted,No
RTC0001691,C0005115,Value Retention,Bill Waiver,18-06-2025,Call,Accepted,No
RTC0001692,C0005118,At-Risk Outreach,Free OTT 3 Months,07-06-2025,SMS,Accepted,No
RTC0001693,C0005122,At-Risk Outreach,Extra Data 50GB,17-07-2025,Call,No Response,Yes
RTC0001694,C0005123,Renewal Nudge,Annual Plan Discount,28-12-2025,App,Accepted,Yes
RTC0001695,C0005126,At-Risk Outreach,Loyalty Discount 10%,01-03-2025,WhatsApp,Accepted,Yes
RTC0001696,C0005129,Win-Back Drive,Plan Upgrade Offer,02-02-2025,Email,No Response,Yes
RTC0001697,C0005130,Win-Back Drive,Plan Upgrade Offer,07-06-2025,App,Declined,Yes
RTC0001698,C0005131,Loyalty Save,Cashback Voucher,09-02-2026,App,Accepted,Yes
RTC0001699,C0005134,Renewal Nudge,Cashback Voucher,23-07-2025,Call,Declined,Yes
RTC0001700,C0005136,Renewal Nudge,Priority Support,26-12-2025,App,Declined,Yes
RTC0001701,C0005147,At-Risk Outreach,Free OTT 3 Months,21-01-2026,App,Accepted,Yes
RTC0001702,C0005148,Loyalty Save,Annual Plan Discount,25-07-2025,WhatsApp,Declined,Yes
RTC0001703,C0005164,Value Retention,Free OTT 3 Months,12-11-2025,SMS,Accepted,Yes
RTC0001704,C0005171,Loyalty Save,Extra Data 50GB,29-03-2025,Email,Declined,Yes
RTC0001705,C0005172,Renewal Nudge,Cashback Voucher,20-02-2026,App,Accepted,Yes
RTC0001706,C0005175,Win-Back Drive,Free OTT 3 Months,07-05-2025,Call,Accepted,Yes
RTC0001707,C0005176,Renewal Nudge,Plan Upgrade Offer,06-09-2025,Email,Declined,Yes
RTC0001708,C0005177,Win-Back Drive,Extra Data 50GB,27-12-2025,Email,Declined,No
RTC0001709,C0005180,Loyalty Save,Annual Plan Discount,19-02-2026,App,No Response,Yes
RTC0001710,C0005182,Win-Back Drive,Priority Support,14-03-2026,Call,Accepted,Yes
RTC0001711,C0005183,Win-Back Drive,Extra Data 50GB,25-08-2025,Email,Declined,No
RTC0001712,C0005190,Loyalty Save,Extra Data 50GB,06-03-2025,WhatsApp,No Response,Yes
RTC0001713,C0005193,Win-Back Drive,Bill Waiver,14-04-2025,WhatsApp,Declined,Yes
RTC0001714,C0005195,Value Retention,Cashback Voucher,16-04-2025,WhatsApp,Accepted,Yes
RTC0001715,C0005196,At-Risk Outreach,Loyalty Discount 10%,20-12-2025,SMS,Accepted,Yes
RTC0001716,C0005197,Loyalty Save,Bill Waiver,23-09-2025,App,Declined,Yes
RTC0001717,C0005200,At-Risk Outreach,Cashback Voucher,09-06-2025,App,Accepted,Yes
RTC0001718,C0005201,Value Retention,Plan Upgrade Offer,02-01-2025,SMS,No Response,Yes
RTC0001719,C0005205,Win-Back Drive,Priority Support,09-01-2025,Email,No Response,Yes
RTC0001720,C0005207,Renewal Nudge,Plan Upgrade Offer,09-09-2025,Email,Accepted,Yes
RTC0001721,C0005210,At-Risk Outreach,Extra Data 50GB,29-05-2025,SMS,Declined,No
RTC0001722,C0005215,Loyalty Save,Cashback Voucher,20-05-2025,WhatsApp,Accepted,Yes
RTC0001723,C0005216,Loyalty Save,Free OTT 3 Months,15-08-2025,Call,Accepted,Yes
RTC0001724,C0005221,At-Risk Outreach,Annual Plan Discount,04-08-2025,Call,Accepted,Yes
RTC0001725,C0005225,Loyalty Save,Annual Plan Discount,08-12-2025,App,Declined,Yes
RTC0001726,C0005232,Renewal Nudge,Bill Waiver,07-11-2025,WhatsApp,Accepted,Yes
RTC0001727,C0005233,Renewal Nudge,Loyalty Discount 10%,12-06-2025,Email,Accepted,Yes
RTC0001728,C0005238,Value Retention,Extra Data 50GB,29-03-2025,Email,Accepted,Yes
RTC0001729,C0005242,At-Risk Outreach,Annual Plan Discount,10-06-2025,WhatsApp,Accepted,Yes
RTC0001730,C0005251,Loyalty Save,Extra Data 50GB,20-12-2025,WhatsApp,No Response,Yes
RTC0001731,C0005252,Renewal Nudge,Free OTT 3 Months,25-05-2025,WhatsApp,Accepted,Yes
RTC0001732,C0005253,At-Risk Outreach,Priority Support,04-02-2026,Email,Declined,Yes
RTC0001733,C0005254,Renewal Nudge,Priority Support,22-10-2025,SMS,Accepted,Yes
RTC0001734,C0005256,Loyalty Save,Plan Upgrade Offer,16-03-2026,App,Declined,Yes
RTC0001735,C0005257,Loyalty Save,Free OTT 3 Months,07-12-2025,Call,Accepted,No
RTC0001736,C0005260,At-Risk Outreach,Cashback Voucher,21-10-2025,Call,Accepted,Yes
RTC0001737,C0005268,Loyalty Save,Cashback Voucher,02-02-2025,App,Accepted,Yes
RTC0001738,C0005270,At-Risk Outreach,Bill Waiver,11-12-2025,Email,No Response,Yes
RTC0001739,C0005275,Renewal Nudge,Extra Data 50GB,14-03-2026,WhatsApp,Declined,Yes
RTC0001740,C0005276,Renewal Nudge,Annual Plan Discount,28-06-2025,Email,Accepted,Yes
RTC0001741,C0005279,Value Retention,Loyalty Discount 10%,10-03-2026,SMS,Accepted,Yes
RTC0001742,C0005281,At-Risk Outreach,Plan Upgrade Offer,17-02-2025,App,Accepted,Yes
RTC0001743,C0005282,At-Risk Outreach,Cashback Voucher,28-10-2025,WhatsApp,Accepted,Yes
RTC0001744,C0005285,Win-Back Drive,Plan Upgrade Offer,15-12-2025,Call,Declined,Yes
RTC0001745,C0005287,At-Risk Outreach,Plan Upgrade Offer,16-12-2025,SMS,Accepted,No
RTC0001746,C0005291,At-Risk Outreach,Loyalty Discount 10%,29-09-2025,WhatsApp,Declined,Yes
RTC0001747,C0005296,Loyalty Save,Annual Plan Discount,16-01-2025,WhatsApp,Accepted,Yes
RTC0001748,C0005300,Loyalty Save,Bill Waiver,08-05-2025,Call,Accepted,Yes
RTC0001749,C0005308,Renewal Nudge,Plan Upgrade Offer,02-05-2025,WhatsApp,No Response,Yes
RTC0001750,C0005310,At-Risk Outreach,Priority Support,07-08-2025,SMS,Declined,Yes
RTC0001751,C0005313,Value Retention,Extra Data 50GB,31-01-2026,WhatsApp,Accepted,Yes
RTC0001752,C0005314,At-Risk Outreach,Bill Waiver,30-04-2025,WhatsApp,Accepted,Yes
RTC0001753,C0005315,Value Retention,Free OTT 3 Months,08-11-2025,Email,Accepted,Yes
RTC0001754,C0005316,At-Risk Outreach,Cashback Voucher,02-01-2025,App,Declined,Yes
RTC0001755,C0005318,Loyalty Save,Priority Support,15-07-2025,Email,Declined,Yes
RTC0001756,C0005320,Renewal Nudge,Annual Plan Discount,15-02-2025,WhatsApp,Declined,Yes
RTC0001757,C0005322,Value Retention,Priority Support,25-06-2025,Call,Accepted,No
RTC0001758,C0005323,At-Risk Outreach,Extra Data 50GB,30-09-2025,Email,Declined,Yes
RTC0001759,C0005324,Win-Back Drive,Free OTT 3 Months,23-11-2025,App,Declined,Yes
RTC0001760,C0005325,Win-Back Drive,Priority Support,30-03-2025,SMS,Accepted,No
RTC0001761,C0005327,Renewal Nudge,Extra Data 50GB,06-11-2025,Call,Declined,Yes
RTC0001762,C0005329,Win-Back Drive,Extra Data 50GB,02-01-2025,WhatsApp,Accepted,Yes
RTC0001763,C0005337,Win-Back Drive,Extra Data 50GB,07-07-2025,Email,Declined,No
RTC0001764,C0005338,Value Retention,Priority Support,19-01-2025,Call,Declined,Yes
RTC0001765,C0005339,Win-Back Drive,Cashback Voucher,28-07-2025,Call,Declined,Yes
RTC0001766,C0005344,Loyalty Save,Extra Data 50GB,10-01-2026,SMS,Accepted,Yes
RTC0001767,C0005347,Loyalty Save,Extra Data 50GB,08-01-2025,App,Declined,Yes
RTC0001768,C0005350,Value Retention,Free OTT 3 Months,07-12-2025,SMS,Accepted,Yes
RTC0001769,C0005352,Value Retention,Plan Upgrade Offer,01-04-2025,WhatsApp,No Response,No
RTC0001770,C0005354,At-Risk Outreach,Plan Upgrade Offer,05-03-2026,WhatsApp,Declined,No
RTC0001771,C0005365,Win-Back Drive,Plan Upgrade Offer,11-01-2025,App,No Response,Yes
RTC0001772,C0005366,Renewal Nudge,Annual Plan Discount,22-02-2025,Email,No Response,No
RTC0001773,C0005368,At-Risk Outreach,Annual Plan Discount,29-05-2025,Email,Declined,No
RTC0001774,C0005369,Win-Back Drive,Free OTT 3 Months,10-05-2025,SMS,Declined,Yes
RTC0001775,C0005370,Value Retention,Extra Data 50GB,12-01-2026,App,No Response,Yes
RTC0001776,C0005372,Renewal Nudge,Extra Data 50GB,02-09-2025,Call,Accepted,No
RTC0001777,C0005374,At-Risk Outreach,Plan Upgrade Offer,24-03-2025,App,Accepted,Yes
RTC0001778,C0005375,Loyalty Save,Plan Upgrade Offer,02-12-2025,WhatsApp,No Response,Yes
RTC0001779,C0005379,Loyalty Save,Annual Plan Discount,02-04-2025,App,Accepted,Yes
RTC0001780,C0005381,Loyalty Save,Annual Plan Discount,18-01-2025,App,Declined,Yes
RTC0001781,C0005388,Loyalty Save,Plan Upgrade Offer,23-11-2025,SMS,No Response,Yes
RTC0001782,C0005393,At-Risk Outreach,Priority Support,28-12-2025,App,Declined,Yes
RTC0001783,C0005396,Win-Back Drive,Extra Data 50GB,27-06-2025,Email,No Response,Yes
RTC0001784,C0005401,At-Risk Outreach,Plan Upgrade Offer,06-06-2025,App,Accepted,Yes
RTC0001785,C0005405,Win-Back Drive,Cashback Voucher,11-01-2026,SMS,No Response,Yes
RTC0001786,C0005408,At-Risk Outreach,Priority Support,29-03-2025,Email,No Response,Yes
RTC0001787,C0005409,Value Retention,Extra Data 50GB,03-04-2025,WhatsApp,Declined,Yes
RTC0001788,C0005410,At-Risk Outreach,Bill Waiver,20-02-2026,WhatsApp,No Response,Yes
RTC0001789,C0005412,Renewal Nudge,Free OTT 3 Months,13-12-2025,Call,No Response,Yes
RTC0001790,C0005417,Win-Back Drive,Priority Support,25-02-2026,SMS,No Response,Yes
RTC0001791,C0005418,Loyalty Save,Priority Support,21-05-2025,Email,Declined,Yes
RTC0001792,C0005419,At-Risk Outreach,Loyalty Discount 10%,12-01-2026,Call,No Response,Yes
RTC0001793,C0005420,Value Retention,Bill Waiver,12-08-2025,Email,No Response,No
RTC0001794,C0005425,Loyalty Save,Plan Upgrade Offer,16-01-2025,Email,Accepted,Yes
RTC0001795,C0005426,Renewal Nudge,Extra Data 50GB,12-09-2025,Email,No Response,Yes
RTC0001796,C0005428,Value Retention,Priority Support,01-01-2026,SMS,Accepted,Yes
RTC0001797,C0005430,Renewal Nudge,Bill Waiver,25-08-2025,App,Declined,Yes
RTC0001798,C0005438,Renewal Nudge,Loyalty Discount 10%,17-01-2025,WhatsApp,Accepted,Yes
RTC0001799,C0005439,Renewal Nudge,Free OTT 3 Months,29-03-2025,App,Declined,No
RTC0001800,C0005441,Value Retention,Free OTT 3 Months,24-05-2025,SMS,Accepted,Yes
RTC0001801,C0005442,At-Risk Outreach,Plan Upgrade Offer,27-07-2025,SMS,Declined,Yes
RTC0001802,C0005447,Value Retention,Annual Plan Discount,05-09-2025,Call,Declined,Yes
RTC0001803,C0005450,Win-Back Drive,Bill Waiver,16-01-2025,WhatsApp,No Response,Yes
RTC0001804,C0005451,Renewal Nudge,Extra Data 50GB,19-04-2025,WhatsApp,Accepted,Yes
RTC0001805,C0005458,Renewal Nudge,Cashback Voucher,14-02-2025,SMS,Accepted,No
RTC0001806,C0005461,At-Risk Outreach,Priority Support,22-02-2025,SMS,Accepted,Yes
RTC0001807,C0005462,Win-Back Drive,Annual Plan Discount,23-06-2025,Call,Accepted,Yes
RTC0001808,C0005464,At-Risk Outreach,Cashback Voucher,30-01-2025,SMS,Accepted,Yes
RTC0001809,C0005472,At-Risk Outreach,Bill Waiver,09-03-2026,WhatsApp,Declined,Yes
RTC0001810,C0005475,Loyalty Save,Free OTT 3 Months,01-08-2025,SMS,Accepted,Yes
RTC0001811,C0005476,At-Risk Outreach,Priority Support,19-11-2025,Call,No Response,Yes
RTC0001812,C0005485,Win-Back Drive,Annual Plan Discount,19-06-2025,App,Declined,Yes
RTC0001813,C0005486,Value Retention,Annual Plan Discount,23-06-2025,App,Accepted,Yes
RTC0001814,C0005487,Loyalty Save,Bill Waiver,16-12-2025,Email,No Response,Yes
RTC0001815,C0005488,Renewal Nudge,Extra Data 50GB,05-01-2025,App,No Response,Yes
RTC0001816,C0005493,Win-Back Drive,Free OTT 3 Months,02-03-2026,WhatsApp,No Response,Yes
RTC0001817,C0005494,At-Risk Outreach,Annual Plan Discount,09-01-2026,WhatsApp,Accepted,Yes
RTC0001818,C0005495,Win-Back Drive,Priority Support,02-08-2025,WhatsApp,Accepted,Yes
RTC0001819,C0005497,At-Risk Outreach,Free OTT 3 Months,25-10-2025,WhatsApp,No Response,Yes
RTC0001820,C0005499,Renewal Nudge,Extra Data 50GB,25-01-2026,Email,Declined,Yes
RTC0001821,C0005501,Value Retention,Loyalty Discount 10%,14-01-2026,SMS,Accepted,Yes
RTC0001822,C0005508,Value Retention,Free OTT 3 Months,13-02-2026,App,Accepted,Yes
RTC0001823,C0005511,At-Risk Outreach,Plan Upgrade Offer,03-02-2026,SMS,Accepted,No
RTC0001824,C0005512,Loyalty Save,Cashback Voucher,28-11-2025,SMS,Accepted,Yes
RTC0001825,C0005513,Value Retention,Plan Upgrade Offer,08-03-2026,Email,Declined,Yes
RTC0001826,C0005516,Loyalty Save,Loyalty Discount 10%,18-03-2026,SMS,Accepted,Yes
RTC0001827,C0005527,Renewal Nudge,Loyalty Discount 10%,05-05-2025,SMS,No Response,Yes
RTC0001828,C0005540,Loyalty Save,Annual Plan Discount,25-04-2025,SMS,No Response,No
RTC0001829,C0005541,Renewal Nudge,Free OTT 3 Months,03-04-2025,Call,Declined,Yes
RTC0001830,C0005543,Win-Back Drive,Annual Plan Discount,24-06-2025,WhatsApp,Accepted,Yes
RTC0001831,C0005544,Renewal Nudge,Priority Support,30-06-2025,App,Accepted,No
RTC0001832,C0005547,Win-Back Drive,Extra Data 50GB,17-12-2025,App,No Response,Yes
RTC0001833,C0005550,Loyalty Save,Priority Support,15-08-2025,App,No Response,Yes
RTC0001834,C0005558,Renewal Nudge,Cashback Voucher,30-11-2025,Call,Declined,Yes
RTC0001835,C0005559,Win-Back Drive,Bill Waiver,06-04-2025,SMS,No Response,Yes
RTC0001836,C0005562,Win-Back Drive,Loyalty Discount 10%,20-09-2025,SMS,Declined,No
RTC0001837,C0005572,Renewal Nudge,Priority Support,20-03-2025,SMS,Accepted,No
RTC0001838,C0005573,Value Retention,Plan Upgrade Offer,10-11-2025,Call,Accepted,Yes
RTC0001839,C0005574,At-Risk Outreach,Annual Plan Discount,21-03-2025,WhatsApp,No Response,No
RTC0001840,C0005575,Renewal Nudge,Cashback Voucher,25-08-2025,SMS,No Response,Yes
RTC0001841,C0005576,Win-Back Drive,Free OTT 3 Months,07-07-2025,WhatsApp,No Response,No
RTC0001842,C0005577,At-Risk Outreach,Loyalty Discount 10%,11-02-2026,Call,Accepted,Yes
RTC0001843,C0005579,Renewal Nudge,Extra Data 50GB,15-07-2025,Email,No Response,Yes
RTC0001844,C0005580,Renewal Nudge,Cashback Voucher,28-03-2026,Call,No Response,Yes
RTC0001845,C0005581,At-Risk Outreach,Annual Plan Discount,27-06-2025,SMS,No Response,Yes
RTC0001846,C0005583,At-Risk Outreach,Cashback Voucher,04-11-2025,SMS,Declined,No
RTC0001847,C0005584,Value Retention,Priority Support,26-07-2025,Call,Accepted,Yes
RTC0001848,C0005589,Value Retention,Cashback Voucher,11-03-2025,Call,Declined,No
RTC0001849,C0005591,Win-Back Drive,Bill Waiver,13-12-2025,WhatsApp,No Response,No
RTC0001850,C0005603,At-Risk Outreach,Plan Upgrade Offer,08-11-2025,WhatsApp,Declined,Yes
RTC0001851,C0005611,Win-Back Drive,Free OTT 3 Months,08-01-2025,Call,Accepted,Yes
RTC0001852,C0005612,Renewal Nudge,Extra Data 50GB,24-03-2026,WhatsApp,Accepted,Yes
RTC0001853,C0005616,Win-Back Drive,Annual Plan Discount,04-03-2025,SMS,Accepted,Yes
RTC0001854,C0005627,Loyalty Save,Annual Plan Discount,05-03-2025,Call,Accepted,Yes
RTC0001855,C0005628,At-Risk Outreach,Bill Waiver,25-02-2025,Email,Accepted,Yes
RTC0001856,C0005634,Win-Back Drive,Plan Upgrade Offer,14-10-2025,SMS,Declined,Yes
RTC0001857,C0005638,Win-Back Drive,Plan Upgrade Offer,19-06-2025,Call,Accepted,Yes
RTC0001858,C0005639,Win-Back Drive,Annual Plan Discount,19-03-2025,SMS,Declined,Yes
RTC0001859,C0005641,Value Retention,Annual Plan Discount,29-01-2026,Call,Accepted,Yes
RTC0001860,C0005650,Value Retention,Free OTT 3 Months,01-01-2025,Email,Declined,Yes
RTC0001861,C0005652,Value Retention,Priority Support,30-12-2025,WhatsApp,Declined,Yes
RTC0001862,C0005657,At-Risk Outreach,Priority Support,25-09-2025,Email,Accepted,Yes
RTC0001863,C0005661,Renewal Nudge,Loyalty Discount 10%,03-05-2025,App,Declined,No
RTC0001864,C0005662,Win-Back Drive,Annual Plan Discount,25-06-2025,App,Accepted,Yes
RTC0001865,C0005665,Renewal Nudge,Bill Waiver,17-02-2025,Call,Declined,Yes
RTC0001866,C0005674,Win-Back Drive,Extra Data 50GB,30-06-2025,App,Declined,Yes
RTC0001867,C0005677,At-Risk Outreach,Plan Upgrade Offer,02-07-2025,App,Declined,Yes
RTC0001868,C0005679,Renewal Nudge,Cashback Voucher,13-08-2025,Call,No Response,No
RTC0001869,C0005682,At-Risk Outreach,Priority Support,05-07-2025,SMS,Accepted,Yes
RTC0001870,C0005683,Loyalty Save,Extra Data 50GB,25-02-2026,WhatsApp,Accepted,Yes
RTC0001871,C0005686,At-Risk Outreach,Bill Waiver,11-12-2025,Email,Declined,Yes
RTC0001872,C0005687,Value Retention,Free OTT 3 Months,17-03-2025,SMS,Declined,Yes
RTC0001873,C0005690,Value Retention,Annual Plan Discount,13-06-2025,SMS,Declined,Yes
RTC0001874,C0005696,Win-Back Drive,Extra Data 50GB,02-11-2025,Call,Accepted,Yes
RTC0001875,C0005699,Renewal Nudge,Cashback Voucher,16-12-2025,App,No Response,Yes
RTC0001876,C0005700,Renewal Nudge,Extra Data 50GB,26-06-2025,Call,No Response,Yes
RTC0001877,C0005701,Win-Back Drive,Loyalty Discount 10%,22-10-2025,Email,Declined,Yes
