complaint_id,customer_id,complaint_date,complaint_type,severity,status,resolution_date
CMP00003310,C0003843,24-07-2020,Recharge Not Credited,Minor,Unresolved,
CMP00003311,C0003843,15-12-2021,Billing Error,Major,Unresolved,
CMP00003312,C0003843,18-07-2019,Customer Service,Minor,Resolved,28-07-2019
CMP00003313,C0003844,27-05-2014,Network Coverage,Severe,Resolved,29-05-2014
CMP00003314,C0003845,10-03-2025,Service Quality,Major,Unresolved,
CMP00003315,C0003847,22-03-2025,Wrongful Charge,Major,Resolved,28-03-2025
CMP00003316,C0003848,23-04-2024,Customer Service,Minor,Resolved,30-04-2024
CMP00003317,C0003848,05-05-2025,Customer Service,Severe,Resolved,10-05-2025
CMP00003318,C0003849,30-12-2018,Wrongful Charge,Moderate,Unresolved,
CMP00003319,C0003849,18-06-2024,Billing Error,Major,Resolved,21-06-2024
CMP00003320,C0003850,31-12-2018,Customer Service,Moderate,Unresolved,
CMP00003321,C0003852,06-02-2022,Data Speed,Severe,Unresolved,
CMP00003322,C0003854,05-05-2024,Network Coverage,Minor,Unresolved,
CMP00003323,C0003857,03-05-2024,Service Quality,Severe,Unresolved,
CMP00003324,C0003860,10-12-2024,Data Speed,Minor,Resolved,14-12-2024
CMP00003325,C0003860,07-04-2017,Data Speed,Minor,Resolved,10-04-2017
CMP00003326,C0003860,14-05-2024,Service Quality,Major,Resolved,16-05-2024
CMP00003327,C0003861,04-10-2016,Customer Service,Minor,Resolved,12-10-2016
CMP00003328,C0003862,12-08-2016,Service Quality,Moderate,Unresolved,
CMP00003329,C0003862,04-01-2022,Connection Down,Minor,Unresolved,
CMP00003330,C0003863,26-12-2018,Billing Error,Moderate,Unresolved,
CMP00003331,C0003863,13-07-2016,Service Quality,Moderate,Resolved,18-07-2016
CMP00003332,C0003863,16-06-2022,Data Speed,Minor,Resolved,26-06-2022
CMP00003333,C0003867,30-09-2015,Connection Down,Moderate,Unresolved,
CMP00003334,C0003869,08-05-2025,Customer Service,Major,Resolved,17-05-2025
CMP00003335,C0003869,14-01-2017,Data Speed,Moderate,Resolved,19-01-2017
CMP00003336,C0003871,03-11-2018,Network Coverage,Minor,Resolved,11-11-2018
CMP00003337,C0003874,16-06-2015,Customer Service,Minor,Unresolved,
CMP00003338,C0003874,28-03-2018,Customer Service,Minor,Resolved,04-04-2018
CMP00003339,C0003875,18-02-2023,Billing Error,Severe,Unresolved,
CMP00003340,C0003877,03-09-2015,Wrongful Charge,Moderate,Resolved,05-09-2015
CMP00003341,C0003878,01-01-2020,Wrongful Charge,Moderate,Unresolved,
CMP00003342,C0003879,11-05-2019,Billing Error,Moderate,Resolved,13-05-2019
CMP00003343,C0003880,03-03-2024,Service Quality,Moderate,Unresolved,
CMP00003344,C0003880,06-01-2014,Recharge Not Credited,Moderate,Unresolved,
CMP00003345,C0003882,05-04-2023,Customer Service,Moderate,Resolved,15-04-2023
CMP00003346,C0003882,09-07-2018,Recharge Not Credited,Major,Resolved,12-07-2018
CMP00003347,C0003882,06-04-2020,Customer Service,Major,Resolved,08-04-2020
CMP00003348,C0003884,14-10-2023,Service Quality,Moderate,Resolved,14-10-2023
CMP00003349,C0003888,22-05-2020,Billing Error,Severe,Unresolved,
CMP00003350,C0003888,19-08-2017,Network Coverage,Minor,Resolved,20-08-2017
CMP00003351,C0003888,10-12-2021,Recharge Not Credited,Moderate,Resolved,14-12-2021
CMP00003352,C0003888,05-12-2020,Connection Down,Moderate,Resolved,06-12-2020
CMP00003353,C0003888,01-11-2024,Service Quality,Moderate,Resolved,06-11-2024
CMP00003354,C0003889,31-12-2019,Wrongful Charge,Severe,Unresolved,
CMP00003355,C0003891,04-08-2019,Wrongful Charge,Minor,Resolved,08-08-2019
CMP00003356,C0003891,07-08-2025,Data Speed,Minor,Resolved,14-08-2025
CMP00003357,C0003892,04-04-2025,Billing Error,Major,Unresolved,
CMP00003358,C0003895,18-11-2018,Recharge Not Credited,Moderate,Unresolved,
CMP00003359,C0003896,28-12-2014,Data Speed,Moderate,Unresolved,
CMP00003360,C0003897,29-05-2025,Recharge Not Credited,Minor,Unresolved,
CMP00003361,C0003897,21-03-2017,Customer Service,Minor,Resolved,26-03-2017
CMP00003362,C0003899,10-01-2021,Customer Service,Moderate,Unresolved,
CMP00003363,C0003900,22-11-2021,Recharge Not Credited,Minor,Unresolved,
CMP00003364,C0003900,12-07-2015,Connection Down,Moderate,Unresolved,
CMP00003365,C0003900,02-10-2016,Data Speed,Major,Resolved,11-10-2016
CMP00003366,C0003905,07-08-2024,Wrongful Charge,Severe,Unresolved,
CMP00003367,C0003909,29-01-2020,Connection Down,Major,Unresolved,
CMP00003368,C0003913,17-04-2014,Wrongful Charge,Minor,Resolved,18-04-2014
CMP00003369,C0003917,30-11-2022,Customer Service,Major,Resolved,07-12-2022
CMP00003370,C0003918,13-01-2024,Data Speed,Moderate,Resolved,16-01-2024
CMP00003371,C0003922,19-10-2024,Wrongful Charge,Moderate,Unresolved,
CMP00003372,C0003922,15-02-2017,Recharge Not Credited,Severe,Resolved,20-02-2017
CMP00003373,C0003924,30-09-2021,Billing Error,Minor,Resolved,09-10-2021
CMP00003374,C0003925,26-01-2015,Data Speed,Moderate,Unresolved,
CMP00003375,C0003926,13-01-2021,Network Coverage,Minor,Unresolved,
CMP00003376,C0003926,15-11-2024,Data Speed,Severe,Unresolved,
CMP00003377,C0003929,02-08-2016,Customer Service,Major,Unresolved,
CMP00003378,C0003932,19-11-2017,Data Speed,Moderate,Resolved,26-11-2017
CMP00003379,C0003933,28-12-2018,Recharge Not Credited,Moderate,Unresolved,
CMP00003380,C0003934,22-11-2023,Connection Down,Major,Resolved,30-11-2023
CMP00003381,C0003935,27-11-2022,Recharge Not Credited,Severe,Unresolved,
CMP00003382,C0003935,12-12-2025,Service Quality,Moderate,Resolved,22-12-2025
CMP00003383,C0003936,10-01-2018,Recharge Not Credited,Moderate,Resolved,14-01-2018
CMP00003384,C0003938,12-12-2021,Billing Error,Moderate,Resolved,16-12-2021
CMP00003385,C0003940,07-06-2016,Connection Down,Moderate,Unresolved,
CMP00003386,C0003941,05-08-2019,Connection Down,Minor,Resolved,14-08-2019
CMP00003387,C0003943,06-09-2015,Billing Error,Major,Resolved,14-09-2015
CMP00003388,C0003943,07-01-2024,Network Coverage,Moderate,Resolved,12-01-2024
CMP00003389,C0003943,28-09-2022,Network Coverage,Major,Resolved,05-10-2022
CMP00003390,C0003944,06-10-2020,Customer Service,Moderate,Resolved,11-10-2020
CMP00003391,C0003945,17-09-2023,Service Quality,Moderate,Resolved,24-09-2023
CMP00003392,C0003947,19-06-2017,Wrongful Charge,Moderate,Unresolved,
CMP00003393,C0003947,22-02-2024,Recharge Not Credited,Minor,Resolved,03-03-2024
CMP00003394,C0003947,25-12-2025,Recharge Not Credited,Minor,Resolved,02-01-2026
CMP00003395,C0003950,25-05-2014,Recharge Not Credited,Moderate,Unresolved,
CMP00003396,C0003953,27-06-2021,Data Speed,Moderate,Unresolved,
CMP00003397,C0003954,28-06-2018,Service Quality,Minor,Unresolved,
CMP00003398,C0003954,05-03-2025,Customer Service,Major,Unresolved,
CMP00003399,C0003955,27-11-2015,Wrongful Charge,Moderate,Resolved,28-11-2015
CMP00003400,C0003956,27-05-2023,Connection Down,Minor,Unresolved,
CMP00003401,C0003956,28-04-2018,Wrongful Charge,Major,Resolved,04-05-2018
CMP00003402,C0003957,05-08-2024,Recharge Not Credited,Major,Unresolved,
CMP00003403,C0003959,04-03-2018,Service Quality,Moderate,Resolved,12-03-2018
CMP00003404,C0003962,21-06-2016,Network Coverage,Minor,Unresolved,
CMP00003405,C0003962,11-11-2021,Recharge Not Credited,Minor,Unresolved,
CMP00003406,C0003963,07-03-2022,Wrongful Charge,Major,Resolved,09-03-2022
CMP00003407,C0003965,11-02-2018,Data Speed,Minor,Resolved,17-02-2018
CMP00003408,C0003966,15-11-2018,Recharge Not Credited,Moderate,Unresolved,
CMP00003409,C0003966,25-01-2014,Connection Down,Moderate,Resolved,02-02-2014
CMP00003410,C0003967,09-05-2020,Network Coverage,Major,Unresolved,
CMP00003411,C0003969,22-01-2018,Customer Service,Moderate,Unresolved,
CMP00003412,C0003969,06-03-2017,Recharge Not Credited,Moderate,Unresolved,
CMP00003413,C0003969,23-03-2022,Connection Down,Minor,Resolved,27-03-2022
CMP00003414,C0003972,27-02-2016,Billing Error,Major,Resolved,06-03-2016
CMP00003415,C0003973,28-04-2016,Connection Down,Minor,Resolved,30-04-2016
CMP00003416,C0003973,26-05-2019,Data Speed,Moderate,Resolved,05-06-2019
CMP00003417,C0003975,14-08-2015,Customer Service,Moderate,Resolved,15-08-2015
CMP00003418,C0003977,04-07-2016,Connection Down,Minor,Unresolved,
CMP00003419,C0003977,02-11-2022,Network Coverage,Minor,Resolved,12-11-2022
CMP00003420,C0003979,02-03-2024,Billing Error,Major,Resolved,09-03-2024
CMP00003421,C0003985,26-05-2015,Data Speed,Moderate,Unresolved,
CMP00003422,C0003987,31-01-2020,Network Coverage,Major,Unresolved,
CMP00003423,C0003988,16-10-2022,Service Quality,Moderate,Resolved,20-10-2022
CMP00003424,C0003989,19-08-2018,Customer Service,Moderate,Unresolved,
CMP00003425,C0003989,04-07-2015,Billing Error,Major,Unresolved,
CMP00003426,C0003992,14-08-2021,Data Speed,Moderate,Resolved,15-08-2021
CMP00003427,C0003993,29-05-2018,Data Speed,Moderate,Resolved,31-05-2018
CMP00003428,C0003994,11-03-2025,Recharge Not Credited,Major,Unresolved,
CMP00003429,C0003994,28-12-2022,Billing Error,Moderate,Resolved,04-01-2023
CMP00003430,C0003995,21-02-2016,Network Coverage,Moderate,Unresolved,
CMP00003431,C0003996,12-07-2019,Wrongful Charge,Major,Unresolved,
CMP00003432,C0003996,22-07-2018,Recharge Not Credited,Moderate,Unresolved,
CMP00003433,C0003997,14-09-2023,Wrongful Charge,Minor,Resolved,16-09-2023
CMP00003434,C0003998,10-11-2023,Network Coverage,Moderate,Unresolved,
CMP00003435,C0004000,09-04-2022,Customer Service,Moderate,Resolved,13-04-2022
CMP00003436,C0004000,19-02-2024,Data Speed,Moderate,Resolved,26-02-2024
CMP00003437,C0004002,05-10-2021,Service Quality,Minor,Unresolved,
CMP00003438,C0004002,19-10-2019,Wrongful Charge,Severe,Resolved,23-10-2019
CMP00003439,C0004004,20-04-2015,Connection Down,Moderate,Resolved,29-04-2015
CMP00003440,C0004007,25-11-2017,Wrongful Charge,Major,Resolved,29-11-2017
CMP00003441,C0004009,04-04-2019,Recharge Not Credited,Major,Unresolved,
CMP00003442,C0004013,30-06-2016,Billing Error,Moderate,Resolved,03-07-2016
CMP00003443,C0004013,04-07-2022,Wrongful Charge,Moderate,Resolved,07-07-2022
CMP00003444,C0004014,30-09-2016,Connection Down,Moderate,Resolved,01-10-2016
CMP00003445,C0004015,05-09-2023,Billing Error,Severe,Resolved,14-09-2023
CMP00003446,C0004017,19-12-2018,Recharge Not Credited,Minor,Unresolved,
CMP00003447,C0004017,23-03-2014,Billing Error,Moderate,Resolved,30-03-2014
CMP00003448,C0004018,06-01-2016,Data Speed,Major,Unresolved,
CMP00003449,C0004020,09-04-2024,Billing Error,Moderate,Resolved,10-04-2024
CMP00003450,C0004021,20-06-2017,Data Speed,Moderate,Unresolved,
CMP00003451,C0004022,07-05-2021,Connection Down,Minor,Unresolved,
CMP00003452,C0004022,28-11-2016,Data Speed,Major,Unresolved,
CMP00003453,C0004023,29-09-2020,Billing Error,Major,Unresolved,
CMP00003454,C0004023,31-03-2023,Service Quality,Moderate,Resolved,06-04-2023
CMP00003455,C0004024,26-04-2023,Customer Service,Minor,Unresolved,
CMP00003456,C0004024,23-07-2017,Recharge Not Credited,Minor,Unresolved,
CMP00003457,C0004024,22-03-2020,Network Coverage,Major,Resolved,25-03-2020
CMP00003458,C0004024,29-08-2020,Recharge Not Credited,Major,Resolved,06-09-2020
CMP00003459,C0004024,05-06-2025,Data Speed,Minor,Resolved,15-06-2025
CMP00003460,C0004027,14-07-2020,Service Quality,Minor,Resolved,19-07-2020
CMP00003461,C0004027,12-01-2021,Customer Service,Moderate,Resolved,16-01-2021
CMP00003462,C0004029,03-06-2014,Customer Service,Major,Unresolved,
CMP00003463,C0004030,30-12-2018,Connection Down,Minor,Unresolved,
CMP00003464,C0004030,25-06-2025,Connection Down,Severe,Resolved,30-06-2025
CMP00003465,C0004030,08-08-2024,Customer Service,Minor,Resolved,14-08-2024
CMP00003466,C0004031,29-12-2022,Recharge Not Credited,Minor,Unresolved,
CMP00003467,C0004032,17-08-2018,Customer Service,Major,Unresolved,
CMP00003468,C0004032,04-01-2019,Data Speed,Moderate,Resolved,14-01-2019
CMP00003469,C0004035,15-02-2018,Network Coverage,Major,Unresolved,
CMP00003470,C0004035,03-06-2024,Network Coverage,Minor,Resolved,03-06-2024
CMP00003471,C0004036,21-03-2024,Customer Service,Major,Resolved,21-03-2024
CMP00003472,C0004038,17-06-2021,Billing Error,Moderate,Resolved,24-06-2021
CMP00003473,C0004041,29-08-2023,Connection Down,Major,Resolved,05-09-2023
CMP00003474,C0004046,09-07-2023,Connection Down,Moderate,Unresolved,
CMP00003475,C0004047,19-08-2024,Billing Error,Minor,Unresolved,
CMP00003476,C0004048,28-12-2024,Network Coverage,Moderate,Resolved,02-01-2025
CMP00003477,C0004048,25-04-2016,Service Quality,Moderate,Resolved,03-05-2016
CMP00003478,C0004049,10-09-2023,Network Coverage,Major,Unresolved,
CMP00003479,C0004050,01-08-2022,Network Coverage,Moderate,Resolved,08-08-2022
CMP00003480,C0004052,20-05-2024,Wrongful Charge,Major,Resolved,28-05-2024
CMP00003481,C0004053,23-01-2019,Service Quality,Major,Unresolved,
CMP00003482,C0004053,22-11-2022,Customer Service,Major,Resolved,30-11-2022
CMP00003483,C0004053,07-06-2018,Data Speed,Major,Resolved,11-06-2018
CMP00003484,C0004053,23-07-2017,Billing Error,Moderate,Resolved,31-07-2017
CMP00003485,C0004054,23-04-2022,Data Speed,Minor,Unresolved,
CMP00003486,C0004055,18-03-2023,Data Speed,Minor,Resolved,27-03-2023
CMP00003487,C0004061,21-02-2014,Wrongful Charge,Major,Unresolved,
CMP00003488,C0004064,27-03-2016,Billing Error,Minor,Unresolved,
CMP00003489,C0004064,31-03-2020,Network Coverage,Minor,Resolved,09-04-2020
CMP00003490,C0004066,01-02-2015,Customer Service,Severe,Unresolved,
CMP00003491,C0004066,13-11-2016,Wrongful Charge,Major,Resolved,22-11-2016
CMP00003492,C0004067,08-07-2014,Recharge Not Credited,Moderate,Resolved,13-07-2014
CMP00003493,C0004067,26-05-2017,Network Coverage,Moderate,Resolved,04-06-2017
CMP00003494,C0004067,23-01-2023,Network Coverage,Minor,Resolved,23-01-2023
CMP00003495,C0004068,22-06-2014,Connection Down,Major,Unresolved,
CMP00003496,C0004070,21-02-2019,Wrongful Charge,Severe,Unresolved,
CMP00003497,C0004071,27-11-2024,Data Speed,Major,Unresolved,
CMP00003498,C0004071,21-07-2025,Data Speed,Moderate,Resolved,26-07-2025
CMP00003499,C0004071,12-05-2017,Connection Down,Moderate,Resolved,22-05-2017
CMP00003500,C0004072,18-07-2022,Wrongful Charge,Minor,Unresolved,
CMP00003501,C0004075,12-07-2025,Customer Service,Major,Unresolved,
CMP00003502,C0004076,01-11-2025,Connection Down,Minor,Unresolved,
CMP00003503,C0004076,01-11-2017,Service Quality,Major,Resolved,05-11-2017
CMP00003504,C0004076,14-02-2020,Connection Down,Moderate,Resolved,23-02-2020
CMP00003505,C0004077,18-04-2018,Recharge Not Credited,Minor,Resolved,27-04-2018
CMP00003506,C0004078,15-12-2022,Recharge Not Credited,Major,Resolved,23-12-2022
CMP00003507,C0004079,08-02-2024,Billing Error,Major,Resolved,15-02-2024
CMP00003508,C0004080,06-11-2020,Service Quality,Major,Unresolved,
CMP00003509,C0004080,06-12-2021,Billing Error,Severe,Unresolved,
CMP00003510,C0004080,12-12-2018,Billing Error,Major,Resolved,16-12-2018
CMP00003511,C0004080,31-01-2018,Network Coverage,Minor,Resolved,01-02-2018
CMP00003512,C0004081,19-09-2024,Service Quality,Minor,Unresolved,
CMP00003513,C0004082,01-11-2021,Connection Down,Severe,Unresolved,
CMP00003514,C0004083,17-02-2019,Service Quality,Minor,Resolved,19-02-2019
CMP00003515,C0004084,21-04-2025,Recharge Not Credited,Moderate,Resolved,22-04-2025
CMP00003516,C0004092,29-08-2014,Customer Service,Major,Resolved,03-09-2014
CMP00003517,C0004093,25-10-2021,Data Speed,Moderate,Resolved,26-10-2021
CMP00003518,C0004095,06-07-2021,Data Speed,Moderate,Unresolved,
CMP00003519,C0004097,18-02-2021,Connection Down,Minor,Unresolved,
CMP00003520,C0004097,10-02-2024,Customer Service,Moderate,Unresolved,
CMP00003521,C0004098,16-11-2020,Wrongful Charge,Moderate,Unresolved,
CMP00003522,C0004099,29-12-2014,Wrongful Charge,Moderate,Resolved,05-01-2015
CMP00003523,C0004100,19-11-2022,Customer Service,Minor,Resolved,20-11-2022
CMP00003524,C0004101,27-07-2017,Wrongful Charge,Major,Unresolved,
CMP00003525,C0004102,20-06-2020,Network Coverage,Severe,Resolved,23-06-2020
CMP00003526,C0004103,24-07-2018,Wrongful Charge,Moderate,Unresolved,
CMP00003527,C0004103,24-02-2018,Recharge Not Credited,Severe,Resolved,01-03-2018
CMP00003528,C0004103,06-09-2020,Billing Error,Major,Resolved,11-09-2020
CMP00003529,C0004104,19-10-2016,Recharge Not Credited,Moderate,Unresolved,
CMP00003530,C0004104,12-05-2020,Service Quality,Major,Resolved,22-05-2020
CMP00003531,C0004105,22-04-2022,Service Quality,Moderate,Unresolved,
CMP00003532,C0004106,21-07-2014,Billing Error,Minor,Unresolved,
CMP00003533,C0004106,24-03-2026,Billing Error,Moderate,Resolved,27-03-2026
CMP00003534,C0004108,04-01-2019,Billing Error,Moderate,Unresolved,
CMP00003535,C0004110,12-08-2023,Customer Service,Minor,Unresolved,
CMP00003536,C0004110,10-05-2024,Wrongful Charge,Moderate,Unresolved,
CMP00003537,C0004111,25-09-2014,Connection Down,Minor,Unresolved,
CMP00003538,C0004111,03-11-2023,Data Speed,Major,Unresolved,
CMP00003539,C0004111,01-05-2015,Recharge Not Credited,Minor,Resolved,05-05-2015
CMP00003540,C0004112,18-11-2017,Billing Error,Major,Resolved,22-11-2017
CMP00003541,C0004112,20-10-2024,Connection Down,Moderate,Resolved,22-10-2024
CMP00003542,C0004114,31-05-2024,Service Quality,Minor,Resolved,03-06-2024
CMP00003543,C0004115,09-03-2025,Customer Service,Moderate,Resolved,13-03-2025
CMP00003544,C0004115,11-06-2018,Billing Error,Major,Resolved,14-06-2018
CMP00003545,C0004116,28-03-2020,Connection Down,Major,Resolved,30-03-2020
CMP00003546,C0004117,12-08-2023,Service Quality,Moderate,Unresolved,
CMP00003547,C0004118,17-11-2017,Data Speed,Moderate,Resolved,22-11-2017
CMP00003548,C0004119,18-10-2015,Recharge Not Credited,Major,Unresolved,
CMP00003549,C0004119,22-02-2020,Customer Service,Moderate,Unresolved,
CMP00003550,C0004119,27-02-2022,Recharge Not Credited,Minor,Resolved,01-03-2022
CMP00003551,C0004120,17-02-2019,Network Coverage,Minor,Unresolved,
CMP00003552,C0004120,19-08-2015,Data Speed,Moderate,Resolved,24-08-2015
CMP00003553,C0004123,09-01-2022,Service Quality,Major,Resolved,09-01-2022
CMP00003554,C0004124,17-08-2017,Data Speed,Minor,Unresolved,
CMP00003555,C0004126,31-05-2017,Recharge Not Credited,Moderate,Unresolved,
CMP00003556,C0004126,29-03-2024,Billing Error,Moderate,Resolved,03-04-2024
CMP00003557,C0004127,17-09-2020,Recharge Not Credited,Moderate,Resolved,20-09-2020
CMP00003558,C0004128,06-07-2025,Recharge Not Credited,Moderate,Resolved,08-07-2025
CMP00003559,C0004129,04-07-2023,Customer Service,Moderate,Resolved,10-07-2023
CMP00003560,C0004130,10-03-2020,Wrongful Charge,Severe,Unresolved,
CMP00003561,C0004131,17-05-2021,Connection Down,Severe,Unresolved,
CMP00003562,C0004131,29-07-2021,Wrongful Charge,Major,Unresolved,
CMP00003563,C0004134,23-07-2023,Connection Down,Moderate,Resolved,31-07-2023
CMP00003564,C0004134,25-12-2017,Connection Down,Minor,Resolved,04-01-2018
CMP00003565,C0004135,18-06-2024,Service Quality,Moderate,Unresolved,
CMP00003566,C0004135,28-03-2026,Recharge Not Credited,Moderate,Resolved,06-04-2026
CMP00003567,C0004136,16-10-2017,Customer Service,Severe,Unresolved,
CMP00003568,C0004136,31-10-2014,Network Coverage,Moderate,Resolved,02-11-2014
CMP00003569,C0004137,01-03-2020,Wrongful Charge,Minor,Resolved,10-03-2020
CMP00003570,C0004140,03-11-2018,Billing Error,Minor,Unresolved,
CMP00003571,C0004141,30-11-2022,Connection Down,Minor,Unresolved,
CMP00003572,C0004142,28-09-2016,Customer Service,Moderate,Resolved,30-09-2016
CMP00003573,C0004143,28-07-2019,Connection Down,Moderate,Unresolved,
CMP00003574,C0004143,28-05-2014,Data Speed,Severe,Unresolved,
CMP00003575,C0004143,09-12-2023,Customer Service,Moderate,Resolved,16-12-2023
CMP00003576,C0004145,31-01-2024,Connection Down,Severe,Resolved,05-02-2024
CMP00003577,C0004146,07-02-2016,Network Coverage,Severe,Resolved,13-02-2016
CMP00003578,C0004147,18-07-2025,Customer Service,Major,Resolved,26-07-2025
CMP00003579,C0004148,11-07-2018,Billing Error,Moderate,Resolved,16-07-2018
CMP00003580,C0004150,04-04-2020,Billing Error,Moderate,Unresolved,
CMP00003581,C0004151,07-04-2025,Data Speed,Minor,Resolved,08-04-2025
CMP00003582,C0004154,09-12-2018,Recharge Not Credited,Minor,Resolved,11-12-2018
CMP00003583,C0004154,15-07-2025,Billing Error,Moderate,Resolved,16-07-2025
CMP00003584,C0004155,27-04-2023,Recharge Not Credited,Moderate,Unresolved,
CMP00003585,C0004155,26-09-2016,Recharge Not Credited,Minor,Unresolved,
CMP00003586,C0004155,01-04-2019,Connection Down,Major,Resolved,02-04-2019
CMP00003587,C0004156,16-01-2022,Wrongful Charge,Major,Resolved,22-01-2022
CMP00003588,C0004157,30-03-2015,Service Quality,Moderate,Resolved,02-04-2015
CMP00003589,C0004157,04-12-2015,Service Quality,Moderate,Resolved,10-12-2015
CMP00003590,C0004158,01-02-2022,Network Coverage,Major,Unresolved,
CMP00003591,C0004158,13-02-2021,Wrongful Charge,Severe,Resolved,17-02-2021
CMP00003592,C0004163,25-02-2024,Wrongful Charge,Minor,Unresolved,
CMP00003593,C0004165,18-11-2025,Recharge Not Credited,Moderate,Unresolved,
CMP00003594,C0004166,22-03-2021,Billing Error,Minor,Unresolved,
CMP00003595,C0004169,24-03-2024,Wrongful Charge,Major,Unresolved,
CMP00003596,C0004170,19-06-2014,Network Coverage,Moderate,Unresolved,
CMP00003597,C0004170,18-06-2017,Billing Error,Major,Unresolved,
CMP00003598,C0004170,20-03-2025,Billing Error,Minor,Resolved,27-03-2025
CMP00003599,C0004171,25-10-2025,Wrongful Charge,Minor,Resolved,30-10-2025
CMP00003600,C0004171,04-12-2015,Recharge Not Credited,Major,Resolved,08-12-2015
CMP00003601,C0004173,04-08-2020,Service Quality,Moderate,Unresolved,
CMP00003602,C0004173,02-03-2018,Wrongful Charge,Major,Resolved,03-03-2018
CMP00003603,C0004174,31-10-2023,Billing Error,Moderate,Unresolved,
CMP00003604,C0004175,21-12-2022,Billing Error,Major,Unresolved,
CMP00003605,C0004176,10-10-2014,Recharge Not Credited,Major,Resolved,14-10-2014
CMP00003606,C0004177,12-02-2026,Customer Service,Major,Unresolved,
CMP00003607,C0004180,07-03-2020,Service Quality,Major,Resolved,17-03-2020
CMP00003608,C0004180,28-01-2014,Service Quality,Major,Resolved,02-02-2014
CMP00003609,C0004181,17-05-2019,Wrongful Charge,Major,Resolved,22-05-2019
CMP00003610,C0004181,25-11-2016,Billing Error,Major,Resolved,01-12-2016
CMP00003611,C0004182,23-08-2017,Wrongful Charge,Moderate,Resolved,27-08-2017
CMP00003612,C0004184,26-03-2014,Connection Down,Moderate,Resolved,27-03-2014
CMP00003613,C0004184,02-08-2020,Connection Down,Minor,Resolved,10-08-2020
CMP00003614,C0004184,11-10-2014,Recharge Not Credited,Moderate,Resolved,12-10-2014
CMP00003615,C0004187,21-02-2020,Customer Service,Major,Unresolved,
CMP00003616,C0004187,25-06-2024,Connection Down,Major,Resolved,29-06-2024
CMP00003617,C0004187,03-02-2026,Billing Error,Major,Resolved,08-02-2026
CMP00003618,C0004188,17-01-2014,Service Quality,Moderate,Unresolved,
CMP00003619,C0004188,03-04-2023,Network Coverage,Major,Unresolved,
CMP00003620,C0004189,16-01-2018,Customer Service,Moderate,Unresolved,
CMP00003621,C0004189,30-11-2020,Customer Service,Minor,Resolved,09-12-2020
CMP00003622,C0004190,04-11-2020,Service Quality,Moderate,Unresolved,
CMP00003623,C0004190,17-11-2018,Recharge Not Credited,Major,Unresolved,
CMP00003624,C0004191,21-04-2020,Service Quality,Severe,Unresolved,
CMP00003625,C0004192,09-05-2018,Wrongful Charge,Major,Resolved,16-05-2018
CMP00003626,C0004193,11-08-2020,Recharge Not Credited,Severe,Unresolved,
CMP00003627,C0004194,17-08-2021,Customer Service,Major,Unresolved,
CMP00003628,C0004194,23-11-2022,Network Coverage,Major,Resolved,26-11-2022
CMP00003629,C0004195,30-03-2016,Recharge Not Credited,Minor,Unresolved,
CMP00003630,C0004197,16-09-2020,Network Coverage,Moderate,Unresolved,
CMP00003631,C0004200,07-08-2017,Connection Down,Minor,Resolved,13-08-2017
CMP00003632,C0004201,07-08-2017,Billing Error,Minor,Unresolved,
CMP00003633,C0004201,26-04-2016,Wrongful Charge,Minor,Resolved,30-04-2016
CMP00003634,C0004204,20-06-2021,Service Quality,Moderate,Unresolved,
CMP00003635,C0004204,28-03-2025,Wrongful Charge,Minor,Resolved,30-03-2025
CMP00003636,C0004205,25-01-2020,Data Speed,Moderate,Unresolved,
CMP00003637,C0004205,19-04-2017,Service Quality,Minor,Resolved,27-04-2017
CMP00003638,C0004206,25-12-2015,Wrongful Charge,Major,Unresolved,
CMP00003639,C0004207,02-04-2021,Customer Service,Major,Unresolved,
CMP00003640,C0004207,16-01-2026,Service Quality,Major,Unresolved,
CMP00003641,C0004211,02-04-2019,Network Coverage,Minor,Resolved,03-04-2019
CMP00003642,C0004212,12-01-2018,Recharge Not Credited,Major,Unresolved,
CMP00003643,C0004213,29-06-2014,Billing Error,Moderate,Resolved,05-07-2014
CMP00003644,C0004214,28-05-2024,Wrongful Charge,Moderate,Resolved,31-05-2024
CMP00003645,C0004216,07-12-2014,Wrongful Charge,Minor,Resolved,12-12-2014
CMP00003646,C0004217,27-10-2015,Billing Error,Minor,Unresolved,
CMP00003647,C0004217,16-02-2015,Billing Error,Minor,Unresolved,
CMP00003648,C0004217,24-05-2019,Wrongful Charge,Moderate,Resolved,31-05-2019
CMP00003649,C0004217,04-02-2022,Billing Error,Major,Resolved,13-02-2022
CMP00003650,C0004219,06-08-2019,Customer Service,Minor,Resolved,06-08-2019
CMP00003651,C0004220,25-01-2018,Data Speed,Minor,Unresolved,
CMP00003652,C0004221,13-04-2015,Connection Down,Major,Unresolved,
CMP00003653,C0004223,19-02-2023,Recharge Not Credited,Major,Unresolved,
CMP00003654,C0004225,03-05-2021,Connection Down,Minor,Unresolved,
CMP00003655,C0004225,10-12-2020,Network Coverage,Severe,Unresolved,
CMP00003656,C0004226,02-03-2020,Service Quality,Major,Resolved,03-03-2020
CMP00003657,C0004228,01-02-2020,Wrongful Charge,Minor,Unresolved,
CMP00003658,C0004228,09-07-2021,Data Speed,Minor,Resolved,09-07-2021
CMP00003659,C0004233,06-06-2025,Connection Down,Severe,Unresolved,
