feedback_id,customer_id,feedback_date,csat_score,nps_score,channel,feedback_category
FB00006652,C0004473,25-02-2024,3,4,Call Centre,Billing
FB00006653,C0004473,24-06-2014,2,5,SMS Survey,Overall Experience
FB00006654,C0004475,28-02-2024,4,8,App Rating,Billing
FB00006655,C0004476,28-11-2025,1,1,IVR Survey,App Experience
FB00006656,C0004476,20-05-2023,1,0,SMS Survey,App Experience
FB00006657,C0004478,31-08-2023,2,3,Email Survey,Pricing
FB00006658,C0004478,16-07-2017,3,3,IVR Survey,Network
FB00006659,C0004478,03-08-2015,3,4,IVR Survey,Support
FB00006660,C0004478,21-05-2018,3,5,Email Survey,Support
FB00006661,C0004479,25-03-2021,5,6,Email Survey,App Experience
FB00006662,C0004480,14-01-2017,2,5,SMS Survey,Network
FB00006663,C0004481,21-11-2017,3,2,Email Survey,Billing
FB00006664,C0004481,31-12-2022,1,2,IVR Survey,Billing
FB00006665,C0004483,28-10-2018,3,3,IVR Survey,Network
FB00006666,C0004483,24-01-2020,2,3,Email Survey,Overall Experience
FB00006667,C0004484,19-04-2022,3,2,App Rating,Pricing
FB00006668,C0004484,28-09-2021,1,0,Call Centre,Pricing
FB00006669,C0004485,30-06-2021,5,6,App Rating,App Experience
FB00006670,C0004486,30-04-2023,1,5,SMS Survey,Support
FB00006671,C0004486,20-07-2022,2,5,Call Centre,Support
FB00006672,C0004488,08-04-2015,3,0,IVR Survey,App Experience
FB00006673,C0004488,23-08-2018,1,0,Call Centre,Pricing
FB00006674,C0004490,03-04-2024,3,9,IVR Survey,Pricing
FB00006675,C0004491,21-06-2019,2,7,App Rating,Overall Experience
FB00006676,C0004491,11-03-2025,3,7,Call Centre,Pricing
FB00006677,C0004492,08-09-2019,4,9,IVR Survey,Overall Experience
FB00006678,C0004492,19-01-2016,3,8,App Rating,Pricing
FB00006679,C0004493,27-05-2014,5,9,App Rating,Network
FB00006680,C0004493,15-03-2024,5,7,Email Survey,Billing
FB00006681,C0004494,30-05-2019,4,8,Email Survey,Support
FB00006682,C0004494,26-06-2019,2,8,Email Survey,Billing
FB00006683,C0004496,18-04-2016,3,5,SMS Survey,Network
FB00006684,C0004497,01-01-2018,5,10,App Rating,Pricing
FB00006685,C0004497,26-10-2022,3,10,SMS Survey,Network
FB00006686,C0004498,31-07-2018,3,5,Call Centre,Support
FB00006687,C0004498,06-05-2019,4,6,SMS Survey,App Experience
FB00006688,C0004499,03-07-2018,2,0,IVR Survey,Network
FB00006689,C0004500,01-09-2019,4,6,SMS Survey,Pricing
FB00006690,C0004502,11-02-2020,4,6,Call Centre,Billing
FB00006691,C0004504,27-10-2016,4,8,Email Survey,Billing
FB00006692,C0004505,02-12-2021,5,9,IVR Survey,Billing
FB00006693,C0004507,14-03-2018,2,3,SMS Survey,Billing
FB00006694,C0004507,27-02-2018,2,3,Call Centre,Overall Experience
FB00006695,C0004507,12-08-2021,2,5,App Rating,App Experience
FB00006696,C0004507,20-03-2023,2,4,SMS Survey,App Experience
FB00006697,C0004509,26-03-2020,1,2,App Rating,Support
FB00006698,C0004509,31-10-2014,3,2,IVR Survey,Pricing
FB00006699,C0004510,17-11-2017,3,6,SMS Survey,Overall Experience
FB00006700,C0004510,17-09-2022,3,5,SMS Survey,Overall Experience
FB00006701,C0004510,18-10-2015,3,5,SMS Survey,Support
FB00006702,C0004512,13-08-2014,4,7,Call Centre,Pricing
FB00006703,C0004512,14-01-2020,4,8,SMS Survey,Billing
FB00006704,C0004513,14-07-2015,5,9,SMS Survey,Overall Experience
FB00006705,C0004513,08-01-2024,5,10,SMS Survey,Network
FB00006706,C0004514,24-12-2022,2,7,Email Survey,Support
FB00006707,C0004515,17-09-2018,4,7,App Rating,App Experience
FB00006708,C0004517,09-11-2020,1,5,Call Centre,Billing
FB00006709,C0004518,24-09-2023,1,2,IVR Survey,Pricing
FB00006710,C0004518,12-07-2023,1,1,Call Centre,Pricing
FB00006711,C0004518,09-02-2024,1,2,Email Survey,Support
FB00006712,C0004519,17-12-2021,3,7,Email Survey,Overall Experience
FB00006713,C0004522,10-09-2024,2,6,App Rating,Network
FB00006714,C0004522,20-12-2020,4,6,Email Survey,Network
FB00006715,C0004523,23-12-2021,5,7,App Rating,Billing
FB00006716,C0004525,01-09-2025,2,1,App Rating,App Experience
FB00006717,C0004526,22-04-2016,2,6,Email Survey,App Experience
FB00006718,C0004526,02-06-2015,4,5,Call Centre,Network
FB00006719,C0004527,26-07-2016,2,6,Call Centre,Pricing
FB00006720,C0004527,08-03-2016,4,7,IVR Survey,Support
FB00006721,C0004527,09-09-2015,4,6,App Rating,Pricing
FB00006722,C0004527,12-09-2019,2,8,SMS Survey,Network
FB00006723,C0004529,13-10-2020,4,8,SMS Survey,Billing
FB00006724,C0004529,24-10-2019,3,6,SMS Survey,Support
FB00006725,C0004530,24-09-2024,2,7,Email Survey,App Experience
FB00006726,C0004533,25-07-2016,4,8,IVR Survey,Support
FB00006727,C0004533,29-03-2025,4,10,IVR Survey,Pricing
FB00006728,C0004534,03-11-2017,2,6,IVR Survey,Overall Experience
FB00006729,C0004534,11-02-2014,1,5,App Rating,Overall Experience
FB00006730,C0004534,05-01-2022,1,4,IVR Survey,App Experience
FB00006731,C0004535,18-12-2025,5,7,IVR Survey,Billing
FB00006732,C0004537,27-06-2014,5,8,Email Survey,App Experience
FB00006733,C0004538,16-02-2015,3,8,App Rating,Overall Experience
FB00006734,C0004538,06-05-2014,5,8,SMS Survey,Pricing
FB00006735,C0004539,14-08-2016,4,3,Email Survey,Network
FB00006736,C0004539,19-06-2017,3,5,Email Survey,Pricing
FB00006737,C0004539,15-03-2018,4,4,App Rating,Overall Experience
FB00006738,C0004540,11-10-2015,3,8,IVR Survey,Overall Experience
FB00006739,C0004540,14-10-2016,5,8,Call Centre,Support
FB00006740,C0004543,28-11-2014,2,5,SMS Survey,App Experience
FB00006741,C0004543,19-08-2020,1,6,Email Survey,Pricing
FB00006742,C0004544,10-03-2022,4,9,SMS Survey,Billing
FB00006743,C0004545,19-06-2021,4,4,SMS Survey,Billing
FB00006744,C0004545,23-01-2014,2,4,Call Centre,Support
FB00006745,C0004545,10-03-2015,4,5,IVR Survey,Support
FB00006746,C0004545,10-10-2023,3,5,SMS Survey,Billing
FB00006747,C0004546,18-08-2024,3,7,IVR Survey,Network
FB00006748,C0004546,30-10-2021,3,8,SMS Survey,Billing
FB00006749,C0004547,28-05-2024,3,7,SMS Survey,Support
FB00006750,C0004548,29-05-2022,4,7,App Rating,Billing
FB00006751,C0004549,22-12-2023,2,5,SMS Survey,App Experience
FB00006752,C0004549,29-03-2024,3,6,App Rating,App Experience
FB00006753,C0004550,27-02-2021,3,8,IVR Survey,Overall Experience
FB00006754,C0004550,03-03-2018,3,9,SMS Survey,Billing
FB00006755,C0004551,04-09-2017,2,6,IVR Survey,Network
FB00006756,C0004551,23-11-2024,2,5,IVR Survey,Billing
FB00006757,C0004552,24-05-2015,5,10,Call Centre,App Experience
FB00006758,C0004552,14-06-2015,5,9,Email Survey,Billing
FB00006759,C0004552,08-09-2025,3,10,SMS Survey,Pricing
FB00006760,C0004552,18-09-2021,5,9,Call Centre,Overall Experience
FB00006761,C0004553,20-05-2016,3,6,Call Centre,Billing
FB00006762,C0004553,11-09-2020,3,6,IVR Survey,Pricing
FB00006763,C0004553,27-08-2024,3,6,Call Centre,Overall Experience
FB00006764,C0004554,16-08-2014,3,5,App Rating,App Experience
FB00006765,C0004556,20-05-2020,3,2,Call Centre,Pricing
FB00006766,C0004556,20-12-2014,2,2,Email Survey,Support
FB00006767,C0004556,01-11-2022,3,3,Email Survey,Support
FB00006768,C0004557,03-03-2020,5,8,Call Centre,Pricing
FB00006769,C0004557,16-09-2018,5,6,App Rating,Support
FB00006770,C0004557,13-03-2017,3,6,Call Centre,Billing
FB00006771,C0004558,09-07-2023,5,9,SMS Survey,Support
FB00006772,C0004558,30-09-2020,4,8,SMS Survey,Pricing
FB00006773,C0004559,28-10-2016,1,2,IVR Survey,Overall Experience
FB00006774,C0004559,09-10-2018,2,4,IVR Survey,Billing
FB00006775,C0004559,24-04-2018,1,3,SMS Survey,App Experience
FB00006776,C0004559,11-10-2025,3,3,SMS Survey,Billing
FB00006777,C0004559,05-04-2022,3,2,Email Survey,Overall Experience
FB00006778,C0004560,29-10-2018,4,8,Call Centre,App Experience
FB00006779,C0004561,27-04-2018,3,7,App Rating,Overall Experience
FB00006780,C0004562,22-09-2024,5,8,Email Survey,Support
FB00006781,C0004562,18-04-2022,5,7,IVR Survey,Billing
FB00006782,C0004562,06-03-2024,5,8,Email Survey,Support
FB00006783,C0004563,12-12-2016,4,5,SMS Survey,Billing
FB00006784,C0004565,24-04-2020,3,7,SMS Survey,Pricing
FB00006785,C0004566,13-02-2018,1,5,Call Centre,Billing
FB00006786,C0004566,10-05-2021,1,4,IVR Survey,Overall Experience
FB00006787,C0004567,18-02-2022,4,6,App Rating,Network
FB00006788,C0004567,06-10-2021,4,4,Email Survey,Pricing
FB00006789,C0004567,21-08-2014,4,6,Call Centre,Network
FB00006790,C0004568,11-12-2023,4,7,IVR Survey,App Experience
FB00006791,C0004568,15-09-2018,4,7,IVR Survey,Billing
FB00006792,C0004569,11-09-2014,3,6,Email Survey,Support
FB00006793,C0004569,12-04-2014,5,6,IVR Survey,Support
FB00006794,C0004569,22-06-2016,3,6,Email Survey,Overall Experience
FB00006795,C0004570,29-08-2025,2,8,IVR Survey,App Experience
FB00006796,C0004572,25-02-2022,2,2,Call Centre,Support
FB00006797,C0004573,11-02-2023,2,6,Call Centre,Network
FB00006798,C0004573,24-07-2023,3,5,Call Centre,Pricing
FB00006799,C0004574,01-01-2023,1,2,Call Centre,Overall Experience
FB00006800,C0004575,01-08-2020,3,5,SMS Survey,Overall Experience
FB00006801,C0004576,24-02-2018,4,6,Email Survey,Support
FB00006802,C0004577,23-10-2016,4,7,IVR Survey,App Experience
FB00006803,C0004578,13-07-2019,5,5,IVR Survey,Pricing
FB00006804,C0004578,25-11-2023,3,7,App Rating,Network
FB00006805,C0004579,17-02-2015,1,2,IVR Survey,App Experience
FB00006806,C0004579,28-12-2023,2,2,Email Survey,Support
FB00006807,C0004580,30-11-2024,4,4,App Rating,Network
FB00006808,C0004581,19-09-2022,5,8,App Rating,Overall Experience
FB00006809,C0004582,31-05-2024,4,5,IVR Survey,Billing
FB00006810,C0004582,03-01-2022,3,5,SMS Survey,Pricing
FB00006811,C0004583,20-04-2015,2,3,Email Survey,Pricing
FB00006812,C0004584,15-11-2021,1,5,IVR Survey,Billing
FB00006813,C0004584,22-03-2021,2,4,App Rating,Billing
FB00006814,C0004585,13-03-2019,4,6,SMS Survey,Billing
FB00006815,C0004585,18-07-2024,4,7,IVR Survey,App Experience
FB00006816,C0004586,17-07-2018,2,4,SMS Survey,Overall Experience
FB00006817,C0004587,24-01-2016,3,4,Email Survey,App Experience
FB00006818,C0004588,23-09-2018,3,6,Email Survey,Support
FB00006819,C0004588,10-05-2020,2,8,IVR Survey,Network
FB00006820,C0004591,22-04-2015,4,8,Email Survey,Support
FB00006821,C0004591,16-01-2014,4,8,SMS Survey,Network
FB00006822,C0004592,23-02-2023,4,7,App Rating,Support
FB00006823,C0004592,24-01-2026,3,5,Email Survey,Network
FB00006824,C0004594,10-06-2019,4,8,IVR Survey,App Experience
FB00006825,C0004594,24-12-2017,3,8,Call Centre,Overall Experience
FB00006826,C0004594,26-07-2019,3,9,Email Survey,App Experience
FB00006827,C0004596,04-01-2020,1,0,Call Centre,Support
FB00006828,C0004596,31-05-2015,2,1,SMS Survey,Pricing
FB00006829,C0004596,08-11-2020,2,1,IVR Survey,Support
FB00006830,C0004597,07-08-2024,4,8,Email Survey,App Experience
FB00006831,C0004597,22-07-2022,3,6,Call Centre,App Experience
FB00006832,C0004597,06-06-2016,4,7,Email Survey,App Experience
FB00006833,C0004599,24-05-2017,4,6,App Rating,Pricing
FB00006834,C0004599,19-04-2016,4,6,SMS Survey,Overall Experience
FB00006835,C0004600,03-09-2015,4,4,App Rating,Overall Experience
FB00006836,C0004602,03-06-2017,3,10,Call Centre,Pricing
FB00006837,C0004605,20-12-2014,5,10,Call Centre,Billing
FB00006838,C0004606,18-05-2025,3,2,App Rating,App Experience
FB00006839,C0004606,19-07-2019,1,4,IVR Survey,Billing
FB00006840,C0004606,05-02-2021,3,2,SMS Survey,Billing
FB00006841,C0004606,05-08-2015,1,2,Email Survey,Overall Experience
FB00006842,C0004606,10-05-2024,3,4,App Rating,App Experience
FB00006843,C0004607,07-11-2025,1,4,App Rating,Pricing
FB00006844,C0004608,05-12-2019,5,5,IVR Survey,Overall Experience
FB00006845,C0004608,19-08-2016,4,5,Call Centre,Network
FB00006846,C0004609,30-12-2025,3,1,Email Survey,Billing
FB00006847,C0004609,22-01-2024,3,2,Call Centre,Billing
FB00006848,C0004609,14-03-2024,1,1,App Rating,Billing
FB00006849,C0004610,14-08-2017,2,3,Email Survey,Pricing
FB00006850,C0004612,27-10-2021,1,0,IVR Survey,Pricing
FB00006851,C0004612,06-03-2015,1,1,SMS Survey,Support
FB00006852,C0004614,19-08-2017,2,6,Email Survey,Support
FB00006853,C0004615,15-02-2023,2,6,Call Centre,App Experience
FB00006854,C0004615,25-04-2024,4,8,SMS Survey,Overall Experience
FB00006855,C0004616,11-07-2014,4,6,Call Centre,Pricing
FB00006856,C0004616,20-02-2026,4,6,App Rating,Support
FB00006857,C0004618,12-12-2020,2,6,App Rating,Billing
FB00006858,C0004619,28-08-2015,2,4,Email Survey,Overall Experience
FB00006859,C0004619,21-01-2024,4,5,IVR Survey,Network
FB00006860,C0004620,23-02-2020,3,2,Call Centre,Overall Experience
FB00006861,C0004620,21-06-2021,2,2,App Rating,Network
FB00006862,C0004621,20-06-2014,3,6,IVR Survey,Support
FB00006863,C0004621,15-10-2020,2,5,App Rating,Support
FB00006864,C0004621,22-07-2022,3,4,Call Centre,Support
FB00006865,C0004623,12-08-2017,4,3,Email Survey,Support
FB00006866,C0004623,18-04-2017,4,4,SMS Survey,App Experience
FB00006867,C0004624,04-09-2021,5,10,Call Centre,Billing
FB00006868,C0004625,10-08-2023,3,5,Email Survey,App Experience
FB00006869,C0004626,15-09-2015,3,8,IVR Survey,Pricing
FB00006870,C0004626,17-10-2014,2,6,Call Centre,Support
FB00006871,C0004627,06-01-2017,2,5,App Rating,Network
FB00006872,C0004627,20-01-2024,4,5,Call Centre,Billing
FB00006873,C0004628,25-08-2016,4,6,IVR Survey,App Experience
FB00006874,C0004628,12-10-2020,2,5,App Rating,Pricing
FB00006875,C0004629,25-11-2017,3,6,IVR Survey,Overall Experience
FB00006876,C0004630,17-09-2018,1,3,SMS Survey,Pricing
FB00006877,C0004630,18-05-2014,3,4,IVR Survey,Billing
FB00006878,C0004631,27-10-2016,2,5,IVR Survey,Billing
FB00006879,C0004633,15-10-2023,4,6,App Rating,Support
FB00006880,C0004634,01-08-2018,2,6,IVR Survey,Overall Experience
FB00006881,C0004634,28-06-2020,3,8,IVR Survey,Network
FB00006882,C0004634,26-12-2018,2,8,Call Centre,Support
FB00006883,C0004634,15-08-2014,4,6,IVR Survey,Overall Experience
FB00006884,C0004635,04-12-2016,2,4,IVR Survey,Overall Experience
FB00006885,C0004636,29-05-2019,2,3,Call Centre,App Experience
FB00006886,C0004636,18-02-2026,3,4,Call Centre,App Experience
FB00006887,C0004637,17-06-2016,4,7,IVR Survey,Billing
FB00006888,C0004637,17-06-2014,3,8,Call Centre,Network
FB00006889,C0004638,06-10-2020,5,9,IVR Survey,Pricing
FB00006890,C0004638,09-12-2024,4,10,Email Survey,Network
FB00006891,C0004639,11-03-2025,4,4,IVR Survey,App Experience
FB00006892,C0004639,27-04-2017,4,5,IVR Survey,Support
FB00006893,C0004639,07-04-2016,3,3,Call Centre,Overall Experience
FB00006894,C0004640,08-03-2014,2,5,Call Centre,App Experience
FB00006895,C0004642,30-08-2023,2,4,Email Survey,Pricing
FB00006896,C0004646,01-10-2017,4,6,App Rating,App Experience
FB00006897,C0004647,21-02-2020,4,8,IVR Survey,Overall Experience
FB00006898,C0004647,08-05-2021,3,9,IVR Survey,Network
FB00006899,C0004648,16-09-2018,3,5,Call Centre,App Experience
FB00006900,C0004649,27-06-2021,3,5,SMS Survey,App Experience
FB00006901,C0004649,22-06-2016,4,3,SMS Survey,Support
FB00006902,C0004651,25-02-2020,5,9,App Rating,Network
FB00006903,C0004651,03-09-2025,4,8,IVR Survey,Pricing
FB00006904,C0004651,10-06-2023,4,7,IVR Survey,Network
FB00006905,C0004651,21-01-2026,5,9,SMS Survey,Support
FB00006906,C0004652,24-07-2017,3,5,SMS Survey,Pricing
FB00006907,C0004652,03-07-2014,3,6,IVR Survey,Billing
FB00006908,C0004653,22-01-2024,2,6,App Rating,Network
FB00006909,C0004654,28-11-2020,5,9,Call Centre,Billing
FB00006910,C0004654,24-09-2015,5,10,Email Survey,Billing
FB00006911,C0004654,16-11-2016,4,9,Email Survey,Support
FB00006912,C0004655,27-01-2023,2,6,IVR Survey,Network
FB00006913,C0004655,22-11-2024,1,6,Email Survey,App Experience
FB00006914,C0004655,03-08-2019,2,6,Email Survey,Pricing
FB00006915,C0004655,08-09-2017,1,5,IVR Survey,App Experience
FB00006916,C0004656,10-08-2025,3,5,App Rating,Overall Experience
FB00006917,C0004657,06-01-2024,4,5,Call Centre,Network
FB00006918,C0004657,05-04-2021,4,6,Call Centre,Billing
FB00006919,C0004658,16-12-2021,1,0,Call Centre,Support
FB00006920,C0004658,16-12-2017,2,2,Call Centre,Overall Experience
FB00006921,C0004658,04-03-2023,1,0,IVR Survey,Pricing
FB00006922,C0004659,18-06-2015,4,5,App Rating,App Experience
FB00006923,C0004659,22-08-2014,2,7,App Rating,Pricing
FB00006924,C0004659,10-09-2015,2,6,Email Survey,App Experience
FB00006925,C0004659,25-04-2017,4,5,Call Centre,Billing
FB00006926,C0004660,04-02-2021,2,0,IVR Survey,Billing
FB00006927,C0004661,15-07-2021,1,3,Email Survey,Support
FB00006928,C0004661,18-11-2016,1,5,App Rating,Network
FB00006929,C0004663,08-11-2015,3,9,Call Centre,Overall Experience
FB00006930,C0004664,05-06-2024,1,6,SMS Survey,App Experience
FB00006931,C0004664,02-06-2020,1,5,Email Survey,Support
FB00006932,C0004665,09-05-2021,2,7,SMS Survey,Billing
FB00006933,C0004666,06-06-2020,3,4,SMS Survey,Pricing
FB00006934,C0004667,21-08-2022,2,6,Email Survey,Billing
FB00006935,C0004669,20-01-2017,4,4,IVR Survey,Overall Experience
FB00006936,C0004670,09-01-2022,3,7,Email Survey,Billing
FB00006937,C0004671,06-12-2017,4,4,IVR Survey,App Experience
FB00006938,C0004672,25-06-2019,2,6,Email Survey,Overall Experience
FB00006939,C0004672,10-01-2021,2,6,IVR Survey,App Experience
FB00006940,C0004673,13-10-2018,3,5,Call Centre,Support
FB00006941,C0004673,08-08-2014,3,5,App Rating,Network
FB00006942,C0004674,06-08-2019,3,8,Call Centre,Network
FB00006943,C0004675,21-05-2021,3,8,Call Centre,Billing
FB00006944,C0004676,05-07-2015,2,3,Call Centre,App Experience
FB00006945,C0004676,29-04-2016,2,5,Call Centre,Billing
FB00006946,C0004677,17-02-2023,3,4,Call Centre,Network
FB00006947,C0004678,19-02-2015,1,5,Call Centre,Overall Experience
FB00006948,C0004678,29-01-2018,1,3,Email Survey,Support
FB00006949,C0004680,06-08-2014,2,7,SMS Survey,Pricing
FB00006950,C0004680,29-10-2016,2,6,IVR Survey,App Experience
FB00006951,C0004680,14-03-2017,2,5,IVR Survey,Network
FB00006952,C0004681,07-09-2016,2,5,Call Centre,Billing
FB00006953,C0004681,16-01-2023,1,4,IVR Survey,Overall Experience
FB00006954,C0004681,01-12-2019,2,5,App Rating,Network
FB00006955,C0004682,02-02-2021,3,7,SMS Survey,App Experience
FB00006956,C0004683,10-05-2019,5,7,IVR Survey,Pricing
FB00006957,C0004683,23-12-2020,4,5,Call Centre,Overall Experience
FB00006958,C0004684,11-08-2021,4,5,App Rating,App Experience
FB00006959,C0004684,09-03-2022,3,5,Call Centre,App Experience
FB00006960,C0004685,19-07-2025,4,6,SMS Survey,Network
FB00006961,C0004686,12-01-2025,3,7,Email Survey,Billing
FB00006962,C0004686,29-06-2019,3,6,SMS Survey,Billing
FB00006963,C0004686,28-08-2016,3,5,App Rating,Overall Experience
FB00006964,C0004687,08-04-2018,5,7,App Rating,Network
FB00006965,C0004688,03-05-2021,2,4,SMS Survey,App Experience
FB00006966,C0004688,26-12-2019,4,5,Email Survey,Network
FB00006967,C0004688,21-03-2023,3,3,Email Survey,Overall Experience
FB00006968,C0004690,16-05-2019,1,4,Email Survey,Network
FB00006969,C0004691,07-01-2019,5,8,Email Survey,Support
FB00006970,C0004691,17-06-2022,5,8,Call Centre,Overall Experience
FB00006971,C0004692,26-04-2018,2,8,App Rating,Billing
FB00006972,C0004692,15-08-2023,2,6,Email Survey,Overall Experience
FB00006973,C0004692,04-08-2022,3,8,SMS Survey,Billing
FB00006974,C0004693,03-06-2023,2,2,SMS Survey,Billing
FB00006975,C0004694,22-06-2019,1,2,App Rating,Pricing
FB00006976,C0004694,04-03-2016,1,2,IVR Survey,Pricing
FB00006977,C0004694,20-12-2024,1,2,SMS Survey,Billing
FB00006978,C0004695,19-02-2025,4,10,Call Centre,Pricing
FB00006979,C0004695,11-01-2018,3,9,App Rating,App Experience
FB00006980,C0004695,22-05-2023,4,8,Email Survey,Overall Experience
FB00006981,C0004696,22-02-2015,3,4,Call Centre,Network
FB00006982,C0004696,11-11-2019,2,6,Email Survey,Support
FB00006983,C0004696,22-01-2019,2,4,IVR Survey,Overall Experience
FB00006984,C0004697,05-09-2017,2,5,Email Survey,Support
FB00006985,C0004697,29-08-2022,1,6,App Rating,Network
FB00006986,C0004698,06-10-2014,4,5,App Rating,App Experience
FB00006987,C0004698,10-10-2023,3,6,SMS Survey,Billing
FB00006988,C0004698,10-09-2021,3,5,Call Centre,Billing
FB00006989,C0004698,25-04-2020,5,7,IVR Survey,Overall Experience
FB00006990,C0004698,28-06-2024,4,5,SMS Survey,Billing
FB00006991,C0004699,11-03-2026,5,10,Call Centre,Pricing
FB00006992,C0004699,04-03-2017,5,10,Call Centre,Billing
FB00006993,C0004700,11-04-2025,3,1,Call Centre,Billing
FB00006994,C0004704,12-01-2025,4,8,IVR Survey,Support
FB00006995,C0004704,22-10-2020,2,6,App Rating,Pricing
FB00006996,C0004706,28-08-2015,2,7,SMS Survey,App Experience
FB00006997,C0004708,17-11-2022,4,9,Email Survey,Overall Experience
FB00006998,C0004708,16-05-2023,3,7,App Rating,Network
FB00006999,C0004708,12-12-2016,5,7,App Rating,Support
FB00007000,C0004708,29-01-2015,5,7,IVR Survey,App Experience
FB00007001,C0004709,23-07-2021,4,8,Email Survey,Network
FB00007002,C0004709,26-11-2014,3,8,App Rating,Pricing
FB00007003,C0004709,08-10-2019,3,7,Email Survey,Network
FB00007004,C0004710,30-09-2023,3,10,SMS Survey,Pricing
FB00007005,C0004711,27-02-2025,4,5,IVR Survey,App Experience
FB00007006,C0004711,02-10-2018,3,6,Call Centre,Pricing
FB00007007,C0004711,28-03-2015,3,7,Call Centre,App Experience
FB00007008,C0004713,14-12-2023,2,6,SMS Survey,App Experience
FB00007009,C0004714,05-09-2025,4,4,Email Survey,Support
FB00007010,C0004714,22-09-2021,4,3,IVR Survey,Overall Experience
FB00007011,C0004714,20-12-2018,4,4,Email Survey,Pricing
FB00007012,C0004716,01-04-2016,2,6,Call Centre,App Experience
FB00007013,C0004716,22-01-2017,2,5,Email Survey,App Experience
FB00007014,C0004717,11-03-2021,3,8,SMS Survey,App Experience
FB00007015,C0004717,27-03-2015,2,8,App Rating,Overall Experience
FB00007016,C0004718,17-04-2014,2,7,Call Centre,App Experience
FB00007017,C0004718,08-10-2024,3,7,IVR Survey,Network
FB00007018,C0004718,21-10-2019,2,7,Email Survey,Network
FB00007019,C0004718,22-12-2020,4,7,Email Survey,Pricing
FB00007020,C0004719,06-07-2023,2,3,Email Survey,Support
FB00007021,C0004719,15-05-2020,1,3,Email Survey,Network
FB00007022,C0004720,09-11-2019,3,3,Call Centre,App Experience
FB00007023,C0004721,10-11-2014,3,4,Email Survey,App Experience
FB00007024,C0004721,08-09-2016,2,4,Email Survey,Billing
FB00007025,C0004723,06-03-2020,4,5,IVR Survey,Overall Experience
FB00007026,C0004725,02-01-2025,1,2,SMS Survey,App Experience
FB00007027,C0004726,14-01-2021,3,7,App Rating,Pricing
FB00007028,C0004726,03-09-2017,5,8,Email Survey,Network
FB00007029,C0004727,08-04-2014,2,5,SMS Survey,Support
FB00007030,C0004728,22-02-2025,1,0,Email Survey,Overall Experience
FB00007031,C0004728,08-11-2024,2,1,SMS Survey,App Experience
FB00007032,C0004729,13-09-2020,3,5,App Rating,Support
FB00007033,C0004729,30-07-2014,2,6,SMS Survey,App Experience
FB00007034,C0004729,09-09-2024,2,6,Call Centre,Support
FB00007035,C0004729,07-01-2024,4,7,Call Centre,Network
FB00007036,C0004730,28-03-2020,3,0,SMS Survey,Billing
FB00007037,C0004731,18-03-2017,5,6,App Rating,Pricing
FB00007038,C0004733,19-02-2016,3,7,SMS Survey,Overall Experience
FB00007039,C0004733,07-01-2022,3,8,IVR Survey,App Experience
FB00007040,C0004733,11-02-2017,5,6,SMS Survey,Network
FB00007041,C0004734,22-04-2019,3,4,Call Centre,App Experience
FB00007042,C0004734,22-09-2016,2,2,Call Centre,App Experience
FB00007043,C0004734,23-10-2017,1,2,IVR Survey,Network
FB00007044,C0004735,13-01-2021,2,4,IVR Survey,Overall Experience
FB00007045,C0004736,26-09-2024,3,6,IVR Survey,App Experience
FB00007046,C0004736,13-06-2014,5,7,Email Survey,Overall Experience
FB00007047,C0004738,01-10-2018,3,7,Email Survey,App Experience
FB00007048,C0004738,18-02-2023,3,7,App Rating,Support
FB00007049,C0004739,07-03-2020,2,6,App Rating,Network
FB00007050,C0004739,22-06-2020,3,6,SMS Survey,Support
FB00007051,C0004740,12-03-2019,4,5,SMS Survey,Support
FB00007052,C0004740,15-07-2021,5,7,SMS Survey,Network
FB00007053,C0004740,18-02-2024,4,5,SMS Survey,Network
FB00007054,C0004740,07-01-2014,3,7,SMS Survey,Pricing
FB00007055,C0004740,21-04-2019,3,7,SMS Survey,Network
FB00007056,C0004740,14-04-2022,4,7,App Rating,Pricing
FB00007057,C0004741,30-03-2014,3,6,App Rating,Billing
FB00007058,C0004741,07-10-2022,3,8,SMS Survey,Pricing
FB00007059,C0004742,10-05-2025,3,7,App Rating,Network
FB00007060,C0004742,19-02-2017,3,8,SMS Survey,Overall Experience
FB00007061,C0004743,15-02-2022,4,10,SMS Survey,Pricing
FB00007062,C0004743,04-01-2019,4,10,IVR Survey,Billing
FB00007063,C0004744,06-04-2019,4,7,IVR Survey,Network
FB00007064,C0004745,27-07-2016,4,6,SMS Survey,Network
FB00007065,C0004747,11-04-2021,4,7,IVR Survey,Support
FB00007066,C0004747,05-02-2014,3,7,Call Centre,App Experience
FB00007067,C0004748,21-03-2018,1,4,SMS Survey,Pricing
FB00007068,C0004748,07-09-2022,3,3,IVR Survey,Overall Experience
FB00007069,C0004749,19-07-2019,2,4,IVR Survey,Network
FB00007070,C0004749,16-08-2017,2,5,SMS Survey,Network
FB00007071,C0004749,23-10-2022,3,4,IVR Survey,Billing
FB00007072,C0004749,18-12-2014,4,5,Email Survey,Support
FB00007073,C0004749,16-01-2016,3,5,App Rating,App Experience
FB00007074,C0004750,21-03-2019,3,3,Email Survey,Network
FB00007075,C0004750,17-01-2019,2,2,IVR Survey,Network
FB00007076,C0004750,27-07-2020,3,2,Call Centre,Support
FB00007077,C0004751,05-02-2019,4,5,Call Centre,Pricing
