payment_id,invoice_id,customer_id,payment_date,amount_inr,payment_method,payment_status
PAY00023545,INV00029439,C0004880,06-05-2025,1499.31,UPI,Success
PAY00023546,INV00029441,C0004881,15-03-2026,656.1,Credit Card,Success
PAY00023547,INV00029442,C0004881,04-02-2026,743.01,UPI,Success
PAY00023548,INV00029443,C0004881,14-01-2026,653.04,Wallet,Success
PAY00023549,INV00029444,C0004881,03-01-2026,686.85,UPI,Success
PAY00023550,INV00029445,C0004881,10-11-2025,655.38,Wallet,Success
PAY00023551,INV00029447,C0004881,23-09-2025,624.72,Debit Card,Success
PAY00023552,INV00029448,C0004881,12-09-2025,695.03,Credit Card,Success
PAY00023553,INV00029449,C0004881,06-07-2025,767.11,Wallet,Success
PAY00023554,INV00029450,C0004881,07-06-2025,702.27,Net Banking,Success
PAY00023555,INV00029451,C0004881,08-05-2025,732.38,Debit Card,Success
PAY00023556,INV00029452,C0004882,08-04-2026,607.2,UPI,Success
PAY00023557,INV00029453,C0004882,09-04-2026,600.7,UPI,Success
PAY00023558,INV00029454,C0004882,04-02-2026,634.04,Debit Card,Success
PAY00023559,INV00029455,C0004882,10-01-2026,592.78,Wallet,Success
PAY00023560,INV00029456,C0004882,09-12-2025,578.79,Debit Card,Success
PAY00023561,INV00029457,C0004882,08-11-2025,537.24,Wallet,Success
PAY00023562,INV00029458,C0004882,16-10-2025,590.04,RTGS,Success
PAY00023563,INV00029459,C0004882,07-09-2025,613.72,NEFT,Success
PAY00023564,INV00029460,C0004882,11-08-2025,574.13,Net Banking,Success
PAY00023565,INV00029461,C0004882,17-08-2025,537.53,UPI,Success
PAY00023566,INV00029463,C0004882,17-05-2025,638.96,UPI,Success
PAY00023567,INV00029465,C0004885,01-03-2026,1302.31,Debit Card,Success
PAY00023568,INV00029466,C0004885,12-02-2026,1177.22,Cash,Success
PAY00023569,INV00029467,C0004885,04-01-2026,1185.97,UPI,Success
PAY00023570,INV00029468,C0004885,20-01-2026,1145.05,Credit Card,Success
PAY00023571,INV00029469,C0004885,08-11-2025,1289.78,Debit Card,Success
PAY00023572,INV00029471,C0004885,06-09-2025,1173.37,UPI,Success
PAY00023573,INV00029474,C0004885,04-06-2025,1218.76,UPI,Success
PAY00023574,INV00029475,C0004885,22-05-2025,1188.7,UPI,Success
PAY00023575,INV00029476,C0004886,14-05-2026,534.88,Net Banking,Success
PAY00023576,INV00029477,C0004886,03-03-2026,657.72,Auto Debit,Success
PAY00023577,INV00029478,C0004886,09-02-2026,579.58,Credit Card,Success
PAY00023578,INV00029482,C0004886,14-11-2025,605.55,UPI,Success
PAY00023579,INV00029483,C0004886,12-09-2025,625.86,Debit Card,Success
PAY00023580,INV00029484,C0004886,23-08-2025,566.81,Credit Card,Success
PAY00023581,INV00029485,C0004886,15-07-2025,548.75,NEFT,Success
PAY00023582,INV00029486,C0004886,13-06-2025,534.13,UPI,Success
PAY00023583,INV00029487,C0004886,19-05-2025,597.07,Wallet,Success
PAY00023584,INV00029488,C0004887,05-04-2026,1508.48,Auto Debit,Success
PAY00023585,INV00029489,C0004887,13-03-2026,1579.41,UPI,Success
PAY00023586,INV00029490,C0004887,12-02-2026,1530.71,Wallet,Success
PAY00023587,INV00029491,C0004887,09-01-2026,1426.86,RTGS,Success
PAY00023588,INV00029492,C0004887,13-12-2025,1571.1,UPI,Success
PAY00023589,INV00029494,C0004887,05-10-2025,1490.78,IMPS,Success
PAY00023590,INV00029495,C0004887,03-09-2025,1446.97,UPI,Success
PAY00023591,INV00029497,C0004887,12-08-2025,1545.26,UPI,Success
PAY00023592,INV00029498,C0004887,12-07-2025,1587.97,Debit Card,Success
PAY00023593,INV00029500,C0004891,12-04-2026,4680.36,Debit Card,Success
PAY00023594,INV00029501,C0004891,13-03-2026,4612.99,UPI,Success
PAY00023595,INV00029502,C0004891,11-02-2026,5079.7,Debit Card,Success
PAY00023596,INV00029503,C0004891,13-01-2026,4912.2,UPI,Success
PAY00023597,INV00029504,C0004891,06-12-2025,5002.07,UPI,Success
PAY00023598,INV00029506,C0004891,15-10-2025,4777.56,Debit Card,Success
PAY00023599,INV00029507,C0004891,04-09-2025,4671.82,UPI,Success
PAY00023600,INV00029508,C0004891,17-09-2025,4647.24,Net Banking,Success
PAY00023601,INV00029509,C0004891,12-07-2025,4738.23,UPI,Success
PAY00023602,INV00029510,C0004891,10-06-2025,5044.18,NEFT,Success
PAY00023603,INV00029512,C0004893,01-04-2026,1631.5,Auto Debit,Success
PAY00023604,INV00029514,C0004893,01-02-2026,1547.24,Cash,Success
PAY00023605,INV00029515,C0004893,13-01-2026,1311.65,UPI,Success
PAY00023606,INV00029518,C0004893,07-10-2025,1440.96,UPI,Success
PAY00023607,INV00029519,C0004893,09-09-2025,1756.93,UPI,Success
PAY00023608,INV00029521,C0004893,11-07-2025,1328.04,UPI,Success
PAY00023609,INV00029522,C0004893,14-06-2025,1505.55,Wallet,Success
PAY00023610,INV00029524,C0004895,27-05-2026,722.12,Credit Card,Success
PAY00023611,INV00029525,C0004895,10-03-2026,716.51,Credit Card,Success
PAY00023612,INV00029527,C0004895,06-01-2026,713.27,UPI,Success
PAY00023613,INV00029528,C0004895,11-12-2025,700.02,Debit Card,Success
PAY00023614,INV00029529,C0004895,25-11-2025,690.67,Debit Card,Success
PAY00023615,INV00029531,C0004895,03-09-2025,711.34,Debit Card,Success
PAY00023616,INV00029532,C0004895,13-08-2025,733.94,UPI,Success
PAY00023617,INV91674205,C0004895,14-07-2025,729.39,UPI,Success
PAY00023618,INV00029535,C0004895,16-05-2025,678.56,IMPS,Success
PAY00023619,INV00029536,C0004896,05-04-2026,813.08,Cash,Success
PAY00023620,INV00029537,C0004896,03-03-2026,809.3,UPI,Success
PAY00023621,INV00029538,C0004896,04-02-2026,733.7,RTGS,Success
PAY00023622,INV00029539,C0004896,12-01-2026,906.75,NEFT,Success
PAY00023623,INV00029541,C0004896,15-12-2025,869.03,Net Banking,Success
PAY00023624,INV00029542,C0004896,19-11-2025,722.38,Cash,Success
PAY00023625,INV00029543,C0004896,14-09-2025,896.36,Auto Debit,Success
PAY00023626,INV00029544,C0004896,13-08-2025,855.69,Net Banking,Success
PAY00023627,INV00029546,C0004896,17-06-2025,847.55,Cash,Success
PAY00023628,INV00029547,C0004896,02-07-2025,805.35,Wallet,Success
PAY00023629,INV00029548,C0004897,14-11-2023,9750.43,Auto Debit,Success
PAY00023630,INV00029549,C0004897,14-10-2023,10301.21,UPI,Success
PAY00023631,INV00029550,C0004897,24-09-2023,9617.13,RTGS,Success
PAY00023632,INV00029551,C0004897,21-08-2023,8738.04,UPI,Success
PAY00023633,INV00029553,C0004897,29-07-2023,10905.56,RTGS,Success
PAY00023634,INV00029554,C0004897,20-05-2023,9715.49,Cash,Success
PAY00023635,INV00029555,C0004897,29-04-2023,8928.85,Credit Card,Success
PAY00023636,INV00029557,C0004897,15-04-2023,11358.26,NEFT,Success
PAY00023637,INV00029558,C0004897,16-01-2023,10083.8,IMPS,Success
PAY00023638,INV00029559,C0004897,31-12-2022,10135.72,UPI,Success
PAY00023639,INV00029560,C0004900,01-04-2026,1192.78,UPI,Success
PAY00023640,INV00029562,C0004900,05-02-2026,1018.48,Debit Card,Success
PAY00023641,INV00029563,C0004900,13-01-2026,1126.63,UPI,Success
PAY00023642,INV00029565,C0004900,11-11-2025,1281.08,Debit Card,Success
PAY00023643,INV00029566,C0004900,18-10-2025,1223.91,UPI,Success
PAY00023644,INV00029567,C0004900,15-09-2025,1114.96,UPI,Success
PAY00023645,INV00029568,C0004900,10-08-2025,1133.27,UPI,Success
PAY00023646,INV00029569,C0004900,09-08-2025,1129.17,UPI,Success
PAY00023647,INV00029571,C0004900,07-05-2025,1113.77,Debit Card,Success
PAY00023648,INV00029572,C0004902,28-04-2026,1238.94,Debit Card,Success
PAY00023649,INV00029575,C0004902,07-01-2026,1157.92,UPI,Success
PAY00023650,INV00029576,C0004902,09-12-2025,1304.07,Auto Debit,Success
PAY00023651,INV00029577,C0004902,04-11-2025,1170.49,Credit Card,Success
PAY00023652,INV00029578,C0004902,16-10-2025,1262.54,NEFT,Success
PAY00023653,INV00029580,C0004902,11-08-2025,1107.68,RTGS,Success
PAY00023654,INV00029581,C0004902,29-07-2025,1216.92,UPI,Success
PAY00023655,INV00029582,C0004902,09-06-2025,1211.92,NEFT,Success
PAY00023656,INV00029583,C0004902,07-05-2025,1290.67,Auto Debit,Success
PAY00023657,INV00029584,C0004904,06-04-2026,385.99,Credit Card,Success
PAY00023658,INV00029585,C0004904,17-03-2026,424.55,Net Banking,Success
PAY00023659,INV00029586,C0004904,09-02-2026,358.04,UPI,Success
PAY00023660,INV00029588,C0004904,10-12-2025,378.47,Net Banking,Success
PAY00023661,INV00029589,C0004904,06-11-2025,396.62,UPI,Success
PAY00023662,INV00029590,C0004904,22-11-2025,377.46,UPI,Success
PAY00023663,INV00029591,C0004904,07-09-2025,385.38,NEFT,Success
PAY00023664,INV00029592,C0004904,10-08-2025,430.9,Debit Card,Success
PAY00023665,INV00029593,C0004904,31-07-2025,432.49,Credit Card,Success
PAY00023666,INV00029594,C0004904,04-06-2025,434.52,Net Banking,Success
PAY00023667,INV00029595,C0004904,05-05-2025,413.57,UPI,Success
PAY00023668,INV95645178,C0004910,12-04-2026,683.86,UPI,Success
PAY00023669,INV00029597,C0004910,11-04-2026,719.08,UPI,Success
PAY00023670,INV00029598,C0004910,30-01-2026,673.52,Debit Card,Success
PAY00023671,INV00029599,C0004910,11-01-2026,694.13,UPI,Success
PAY00023672,INV00029600,C0004910,07-12-2025,686.71,Debit Card,Success
PAY00023673,INV00029603,C0004910,16-09-2025,797.27,Wallet,Success
PAY00023674,INV00029604,C0004910,17-08-2025,754.5,UPI,Success
PAY00023675,INV00029605,C0004910,15-08-2025,643.38,Debit Card,Success
PAY00023676,INV00029607,C0004910,06-05-2025,680.38,Cash,Success
PAY00023677,INV00029608,C0004914,18-04-2026,906.51,Cash,Success
PAY00023678,INV00029609,C0004914,13-03-2026,906.91,UPI,Success
PAY00023679,INV00029610,C0004914,15-02-2026,957.7,UPI,Success
PAY00023680,INV00029612,C0004914,28-12-2025,942.57,UPI,Success
PAY00023681,INV00029613,C0004914,07-12-2025,998.29,Credit Card,Success
PAY00023682,INV00029614,C0004914,16-11-2025,1058.46,UPI,Success
PAY00023683,INV00029615,C0004914,02-09-2025,893.89,UPI,Success
PAY00023684,INV00029617,C0004914,03-08-2025,1002.2,IMPS,Success
PAY00023685,INV00029618,C0004914,17-06-2025,925.33,UPI,Success
PAY00023686,INV00029620,C0004917,09-04-2026,696.7,Debit Card,Success
PAY00023687,INV00029621,C0004917,07-03-2026,670.96,Wallet,Success
PAY00023688,INV00029622,C0004917,31-01-2026,729.71,UPI,Success
PAY00023689,INV00029623,C0004917,08-01-2026,720.57,UPI,Success
PAY00023690,INV00029624,C0004917,04-12-2025,681.08,NEFT,Success
PAY00023691,INV00029625,C0004917,03-11-2025,673.43,UPI,Success
PAY00023692,INV00029626,C0004917,25-11-2025,708.63,UPI,Success
PAY00023693,INV00029627,C0004917,29-10-2025,669.15,Credit Card,Success
PAY00023694,INV00029629,C0004917,15-07-2025,702.41,UPI,Success
PAY00023695,INV00029633,C0004919,18-03-2019,930.15,Credit Card,Success
PAY00023696,INV00029634,C0004919,22-01-2019,967.94,Credit Card,Success
PAY00023697,INV00029637,C0004919,13-12-2018,1002.46,UPI,Success
PAY00023698,INV00029638,C0004919,22-09-2018,849.12,Auto Debit,Success
PAY00023699,INV00029639,C0004919,22-08-2018,911.5,UPI,Success
PAY00023700,INV00029641,C0004919,30-06-2018,1034.48,Net Banking,Success
PAY00023701,INV00029642,C0004919,05-06-2018,960.91,UPI,Success
PAY00023702,INV00029643,C0004919,24-04-2018,1042.92,Debit Card,Success
PAY00023703,INV00029644,C0004920,06-04-2026,1104.13,UPI,Success
PAY00023704,INV00029645,C0004920,10-03-2026,979.93,Cash,Success
PAY00023705,INV00029646,C0004920,04-02-2026,1097.06,Debit Card,Success
PAY00023706,INV00029647,C0004920,14-01-2026,1035.6,Cash,Success
PAY00023707,INV00029649,C0004920,22-11-2025,928.44,Debit Card,Success
PAY00023708,INV00029650,C0004920,06-10-2025,1090.53,Credit Card,Success
PAY00023709,INV00029651,C0004920,06-09-2025,1099.23,Net Banking,Success
PAY00023710,INV00029652,C0004920,09-08-2025,1043.82,Debit Card,Success
PAY00023711,INV00029653,C0004920,16-07-2025,1030.41,Credit Card,Success
PAY00023712,INV00029654,C0004920,01-07-2025,1144.39,UPI,Success
PAY00023713,INV00029655,C0004920,05-05-2025,1071.11,Credit Card,Success
PAY00023714,INV00029657,C0004922,19-04-2026,1100.6,NEFT,Success
PAY00023715,INV00029658,C0004922,14-03-2026,1042.52,UPI,Success
PAY00023716,INV00029660,C0004922,02-12-2025,1029.44,Cash,Success
PAY00023717,INV00029661,C0004922,10-11-2025,1099.26,UPI,Success
PAY00023718,INV00029663,C0004922,10-09-2025,1082.06,Credit Card,Success
PAY00023719,INV00029666,C0004922,05-06-2025,1078.77,UPI,Success
PAY00023720,INV00029668,C0004924,03-04-2026,811.62,RTGS,Success
PAY00023721,INV00029669,C0004924,06-03-2026,851.72,Debit Card,Success
PAY00023722,INV00029670,C0004924,07-02-2026,832.25,UPI,Success
PAY00023723,INV00029671,C0004924,04-01-2026,831.04,UPI,Success
PAY00023724,INV00029672,C0004924,05-01-2026,827.05,UPI,Success
PAY00023725,INV00029673,C0004924,15-12-2025,861.45,NEFT,Success
PAY00023726,INV00029674,C0004924,15-10-2025,889.91,Credit Card,Success
PAY00023727,INV00029675,C0004924,08-09-2025,877.4,UPI,Success
PAY00023728,INV00029676,C0004924,21-08-2025,864.59,UPI,Success
PAY00023729,INV00029677,C0004924,29-08-2025,881.04,Credit Card,Success
PAY00023730,INV00029679,C0004924,26-06-2025,776.88,UPI,Success
PAY00023731,INV00029680,C0004937,11-04-2026,621.98,UPI,Success
PAY00023732,INV00029681,C0004937,14-03-2026,614.86,UPI,Success
PAY00023733,INV00029682,C0004937,11-02-2026,632.01,IMPS,Success
PAY00023734,INV00029683,C0004937,07-01-2026,545.23,Cash,Success
PAY00023735,INV00029684,C0004937,06-12-2025,583.12,Debit Card,Success
PAY00023736,INV00029685,C0004937,07-11-2025,601.34,Cash,Success
PAY00023737,INV00029686,C0004937,08-10-2025,620.83,Credit Card,Success
PAY00023738,INV00029687,C0004937,09-09-2025,594.6,IMPS,Success
PAY00023739,INV00029689,C0004937,14-08-2025,534.15,Net Banking,Success
PAY00023740,INV00029691,C0004937,09-05-2025,634.73,Auto Debit,Success
PAY00023741,INV00029692,C0004938,09-04-2026,796.46,UPI,Success
PAY00023742,INV00029693,C0004938,06-03-2026,660.79,UPI,Success
PAY00023743,INV00029694,C0004938,02-02-2026,727.51,Net Banking,Success
PAY00023744,INV00029698,C0004938,08-11-2025,719.6,Credit Card,Success
PAY00023745,INV00029699,C0004938,13-09-2025,744.85,UPI,Success
PAY00023746,INV00029700,C0004938,06-08-2025,707.48,Debit Card,Success
PAY00023747,INV00029701,C0004938,17-07-2025,621.07,Cash,Success
PAY00023748,INV00029702,C0004938,12-06-2025,698.42,Credit Card,Success
PAY00023749,INV00029703,C0004938,19-05-2025,658.38,UPI,Success
PAY00023750,INV00029704,C0004939,14-07-2025,1218.26,Credit Card,Success
PAY00023751,INV00029705,C0004939,13-06-2025,1176.68,UPI,Success
PAY00023752,INV00029706,C0004939,27-03-2025,1255.46,RTGS,Success
PAY00023753,INV00029708,C0004939,23-01-2025,1141.23,Auto Debit,Success
PAY00023754,INV00029709,C0004939,10-02-2025,1215.06,Auto Debit,Success
PAY00023755,INV00029710,C0004939,25-11-2024,1227.39,Debit Card,Success
PAY00023756,INV00029711,C0004939,21-10-2024,1230.37,IMPS,Success
PAY00023757,INV00029712,C0004939,28-09-2024,1252.22,Credit Card,Success
PAY00023758,INV00029713,C0004939,01-09-2024,1143.15,UPI,Success
PAY00023759,INV00029714,C0004939,11-09-2024,1167.28,UPI,Success
PAY00023760,INV00029716,C0004942,31-03-2026,592.24,UPI,Success
PAY00023761,INV00029718,C0004942,13-02-2026,617.87,Wallet,Success
PAY00023762,INV00029719,C0004942,01-01-2026,640.78,NEFT,Success
PAY00023763,INV00029720,C0004942,11-12-2025,526.5,UPI,Success
PAY00023764,INV00029721,C0004942,13-11-2025,585.22,UPI,Success
PAY00023765,INV00029723,C0004942,14-09-2025,561.31,Wallet,Success
PAY00023766,INV00029724,C0004942,27-08-2025,594.5,UPI,Success
PAY00023767,INV00029725,C0004942,11-07-2025,628.65,Net Banking,Success
PAY00023768,INV00029726,C0004942,27-06-2025,590.04,UPI,Success
PAY00023769,INV00029727,C0004942,05-05-2025,603.89,UPI,Success
PAY00023770,INV00029729,C0004943,19-04-2026,1202.67,Wallet,Success
PAY00023771,INV00029730,C0004943,01-03-2026,1179.33,NEFT,Success
PAY00023772,INV00029731,C0004943,02-01-2026,1207.48,Debit Card,Success
PAY00023773,INV00029732,C0004943,15-12-2025,1202.74,Wallet,Success
PAY00023774,INV00029733,C0004943,06-11-2025,1163.95,Net Banking,Success
PAY00023775,INV00029734,C0004943,10-10-2025,1189.11,Auto Debit,Success
PAY00023776,INV00029735,C0004943,30-09-2025,1337.33,UPI,Success
PAY00023777,INV00029736,C0004943,10-08-2025,1315.72,Auto Debit,Success
PAY00023778,INV00029737,C0004943,12-08-2025,1205.57,Credit Card,Success
PAY00023779,INV00029738,C0004943,14-06-2025,1108.49,UPI,Success
PAY00023780,INV00029739,C0004943,15-05-2025,1237.08,Auto Debit,Success
PAY00023781,INV00029740,C0004944,19-04-2026,1226.8,Debit Card,Success
PAY00023782,INV00029741,C0004944,06-03-2026,961.52,UPI,Success
PAY00023783,INV00029743,C0004944,08-01-2026,1186.74,UPI,Success
PAY00023784,INV00029744,C0004944,18-01-2026,1092.92,UPI,Success
PAY00023785,INV00029745,C0004944,01-11-2025,1096.44,RTGS,Success
PAY00023786,INV00029746,C0004944,02-10-2025,1009.27,Wallet,Success
PAY00023787,INV00029747,C0004944,12-09-2025,928.2,UPI,Success
PAY00023788,INV00029748,C0004944,12-08-2025,1055.3,Auto Debit,Success
PAY00023789,INV00029749,C0004944,22-07-2025,1201.23,Net Banking,Success
PAY00023790,INV00029750,C0004944,11-06-2025,1020.22,UPI,Success
PAY00023791,INV00029751,C0004944,19-05-2025,1014.14,Debit Card,Success
PAY00023792,INV00029752,C0004946,12-04-2026,870.98,UPI,Success
PAY00023793,INV00029753,C0004946,05-03-2026,892.46,Debit Card,Success
PAY00023794,INV00029755,C0004946,27-01-2026,782.43,UPI,Success
PAY00023795,INV00029757,C0004946,09-11-2025,818.46,Credit Card,Success
PAY00023796,INV00029758,C0004946,04-11-2025,951.93,Credit Card,Success
PAY00023797,INV00029760,C0004946,08-08-2025,759.0,Credit Card,Success
PAY00023798,INV00029761,C0004946,12-07-2025,879.91,NEFT,Success
PAY00023799,INV00029763,C0004946,17-05-2025,805.07,UPI,Success
PAY00023800,INV00029764,C0004947,03-04-2026,10064.87,UPI,Success
PAY00023801,INV00029766,C0004947,06-02-2026,8608.56,UPI,Success
PAY00023802,INV00029768,C0004947,02-12-2025,10317.65,UPI,Success
PAY00023803,INV00029769,C0004947,08-11-2025,8970.81,Cash,Success
PAY00023804,INV00029770,C0004947,09-10-2025,11005.61,Net Banking,Success
PAY00023805,INV00029771,C0004947,07-09-2025,8862.91,UPI,Success
PAY00023806,INV00029772,C0004947,15-08-2025,10747.64,UPI,Success
PAY00023807,INV00029773,C0004947,10-07-2025,10112.51,UPI,Success
PAY00023808,INV00029775,C0004947,19-05-2025,10155.03,UPI,Success
PAY00023809,INV00029776,C0004948,08-05-2026,1423.3,UPI,Success
PAY00023810,INV00029777,C0004948,13-03-2026,1297.14,Wallet,Success
PAY00023811,INV00029779,C0004948,08-01-2026,1297.14,UPI,Success
PAY00023812,INV00029783,C0004948,02-09-2025,1551.92,UPI,Success
PAY00023813,INV00029785,C0004948,16-08-2025,1349.92,Wallet,Success
PAY00023814,INV00029786,C0004948,16-06-2025,1403.68,UPI,Success
PAY00023815,INV00029788,C0004949,24-05-2026,1073.25,Debit Card,Success
PAY00023816,INV00029789,C0004949,27-03-2026,1094.89,RTGS,Success
PAY00023817,INV00029790,C0004949,04-02-2026,1248.89,Debit Card,Success
PAY00023818,INV00029792,C0004949,01-12-2025,1177.99,Cash,Success
PAY00023819,INV00029793,C0004949,07-11-2025,1186.55,UPI,Success
PAY00023820,INV00029794,C0004949,13-10-2025,1156.53,Debit Card,Success
PAY00023821,INV00029795,C0004949,02-09-2025,1247.81,Auto Debit,Success
PAY00023822,INV00029796,C0004949,29-08-2025,1051.25,Auto Debit,Success
PAY00023823,INV00029797,C0004949,09-07-2025,1108.99,Credit Card,Success
PAY00023824,INV00029799,C0004949,16-05-2025,1239.96,RTGS,Success
PAY00023825,INV00029801,C0004950,03-03-2026,1105.77,Auto Debit,Success
PAY00023826,INV00029802,C0004950,21-02-2026,1068.36,Debit Card,Success
PAY00023827,INV00029803,C0004950,03-01-2026,1168.7,Auto Debit,Success
PAY00023828,INV00029804,C0004950,13-01-2026,1108.59,UPI,Success
PAY00023829,INV00029805,C0004950,08-11-2025,1140.58,Net Banking,Success
PAY00023830,INV00029808,C0004950,19-08-2025,913.12,UPI,Success
PAY00023831,INV00029809,C0004950,10-07-2025,1081.79,UPI,Success
PAY00023832,INV00029810,C0004950,05-06-2025,970.61,Cash,Success
PAY00023833,INV00029811,C0004950,16-05-2025,999.77,UPI,Success
PAY00023834,INV00029812,C0004951,14-12-2025,645.77,UPI,Success
PAY00023835,INV00029813,C0004951,06-11-2025,660.46,Cash,Success
PAY00023836,INV00029815,C0004951,06-09-2025,718.41,RTGS,Success
PAY00023837,INV00029816,C0004951,12-08-2025,727.85,RTGS,Success
PAY00023838,INV00029817,C0004951,23-08-2025,781.64,UPI,Success
PAY00023839,INV00029818,C0004951,31-07-2025,773.1,Wallet,Success
PAY00023840,INV00029819,C0004951,16-05-2025,725.26,Credit Card,Success
PAY00023841,INV00029820,C0004953,01-04-2026,647.58,UPI,Success
PAY00023842,INV00029821,C0004953,13-03-2026,632.54,Debit Card,Success
PAY00023843,INV00029822,C0004953,03-02-2026,734.59,UPI,Success
PAY00023844,INV00029823,C0004953,31-12-2025,654.19,Net Banking,Success
PAY00023845,INV00029824,C0004953,07-12-2025,693.93,Credit Card,Success
PAY00023846,INV00029825,C0004953,07-11-2025,694.88,Debit Card,Success
PAY00023847,INV00029826,C0004953,16-10-2025,695.4,UPI,Success
PAY00023848,INV00029827,C0004953,02-09-2025,682.55,UPI,Success
PAY00023849,INV00029828,C0004953,05-08-2025,688.16,Wallet,Success
PAY00023850,INV00029830,C0004953,14-06-2025,684.57,Debit Card,Success
PAY00023851,INV00029831,C0004953,12-05-2025,702.52,UPI,Success
PAY00023852,INV00029832,C0004956,06-04-2026,1052.17,UPI,Success
PAY00023853,INV00029833,C0004956,09-03-2026,1036.88,Credit Card,Success
PAY00023854,INV00029834,C0004956,08-02-2026,1068.91,UPI,Success
PAY00023855,INV00029835,C0004956,06-01-2026,1015.78,UPI,Success
PAY00023856,INV00029836,C0004956,11-12-2025,1003.47,RTGS,Success
PAY00023857,INV00029837,C0004956,06-11-2025,1005.81,UPI,Success
PAY00023858,INV00029838,C0004956,03-11-2025,1144.6,UPI,Success
PAY00023859,INV00029839,C0004956,14-10-2025,1111.41,Cash,Success
PAY00023860,INV00029840,C0004956,13-08-2025,1181.55,UPI,Success
PAY00023861,INV00029841,C0004956,17-07-2025,1038.34,UPI,Success
PAY00023862,INV00029842,C0004956,29-07-2025,1081.84,UPI,Success
PAY00023863,INV00029843,C0004956,10-05-2025,1017.2,UPI,Success
PAY00023864,INV00029844,C0004961,01-05-2026,4450.03,NEFT,Success
PAY00023865,INV00029845,C0004961,05-03-2026,5106.08,Credit Card,Success
PAY00023866,INV00029846,C0004961,14-03-2026,5491.97,RTGS,Success
PAY00023867,INV00029847,C0004962,06-05-2026,1676.59,UPI,Success
PAY00023868,INV00029848,C0004962,11-03-2026,2035.43,Debit Card,Success
PAY00023869,INV00029849,C0004962,08-02-2026,1796.04,Wallet,Success
PAY00023870,INV00029851,C0004962,04-12-2025,1852.92,UPI,Success
PAY00023871,INV00029852,C0004962,27-11-2025,1769.28,UPI,Success
PAY00023872,INV00029853,C0004962,05-10-2025,1851.13,UPI,Success
PAY00023873,INV00029854,C0004962,15-09-2025,1699.48,UPI,Success
PAY00023874,INV00029855,C0004962,16-08-2025,1997.63,Wallet,Success
PAY00023875,INV00029857,C0004962,11-06-2025,1634.63,Cash,Success
PAY00023876,INV00029858,C0004962,12-05-2025,1664.97,RTGS,Success
PAY00023877,INV00029859,C0004964,11-04-2026,703.94,UPI,Success
PAY00023878,INV00029860,C0004964,24-03-2026,687.29,Auto Debit,Success
PAY00023879,INV00029861,C0004964,28-02-2026,676.99,Debit Card,Success
PAY00023880,INV00029863,C0004964,08-12-2025,650.52,Wallet,Success
PAY00023881,INV00029864,C0004964,03-11-2025,682.83,UPI,Success
PAY00023882,INV00029865,C0004964,05-10-2025,677.6,Cash,Success
PAY00023883,INV00029866,C0004964,05-09-2025,615.3,Debit Card,Success
PAY00023884,INV00029867,C0004964,13-08-2025,691.86,Credit Card,Success
PAY00023885,INV00029868,C0004964,17-07-2025,674.52,Credit Card,Success
PAY00023886,INV00029869,C0004964,14-06-2025,689.31,UPI,Success
PAY00023887,INV00029871,C0004966,02-12-2022,1582.84,Credit Card,Success
PAY00023888,INV00029872,C0004966,01-11-2022,1496.69,UPI,Success
PAY00023889,INV00029874,C0004966,28-08-2022,1560.05,UPI,Success
PAY00023890,INV00029875,C0004966,24-07-2022,1567.38,Debit Card,Success
PAY00023891,INV00029876,C0004966,03-08-2022,1494.68,UPI,Success
PAY00023892,INV00029877,C0004966,28-05-2022,1505.87,Debit Card,Success
PAY00023893,INV00029878,C0004966,26-04-2022,1610.22,Auto Debit,Success
PAY00023894,INV00029880,C0004966,28-02-2022,1627.66,Debit Card,Success
PAY00023895,INV00029881,C0004966,26-01-2022,1636.46,Wallet,Success
PAY00023896,INV00029882,C0004966,03-01-2022,1553.06,Debit Card,Success
PAY00023897,INV00029885,C0004967,29-06-2025,1128.97,Debit Card,Success
PAY00023898,INV00029886,C0004967,26-05-2025,1076.49,RTGS,Success
PAY00023899,INV00029887,C0004967,27-04-2025,1108.76,Cash,Success
PAY00023900,INV00029888,C0004967,05-04-2025,1134.62,Auto Debit,Success
PAY00023901,INV00029889,C0004967,16-02-2025,1222.5,Net Banking,Success
PAY00023902,INV00029890,C0004967,28-01-2025,1178.29,UPI,Success
PAY00023903,INV00029891,C0004967,19-12-2024,1137.43,Cash,Success
PAY00023904,INV00029892,C0004967,29-11-2024,1119.03,Debit Card,Success
PAY00023905,INV00029894,C0004967,01-10-2024,1138.42,IMPS,Success
PAY00023906,INV00029895,C0004968,14-04-2026,874.75,Credit Card,Success
PAY00023907,INV00029896,C0004968,11-03-2026,814.55,UPI,Success
PAY00023908,INV00029898,C0004968,11-01-2026,837.21,Debit Card,Success
PAY00023909,INV00029900,C0004968,04-11-2025,788.59,UPI,Success
PAY00023910,INV00029902,C0004968,26-10-2025,867.89,Wallet,Success
PAY00023911,INV00029903,C0004968,05-08-2025,839.33,UPI,Success
PAY00023912,INV00029904,C0004968,08-07-2025,826.07,Debit Card,Success
PAY00023913,INV00029905,C0004968,14-06-2025,816.34,Debit Card,Success
PAY00023914,INV00029906,C0004968,13-05-2025,914.25,UPI,Success
PAY00023915,INV00029907,C0004970,31-03-2026,9509.5,UPI,Success
PAY00023916,INV00029908,C0004970,03-03-2026,9907.04,Net Banking,Success
