usage_id,customer_id,usage_month,data_gb_used,data_sessions
UD00017905,C0005969,03-2026,4.59,555
UD00017906,C0005969,02-2026,6.75,763
UD00017907,C0005969,01-2026,14.63,653
UD00017908,C0005970,03-2026,10.41,844
UD00017909,C0005970,02-2026,57.99,248
UD00017910,C0005970,01-2026,53.96,807
UD00017911,C0005971,03-2026,11.67,1030
UD00017912,C0005971,02-2026,23.31,331
UD00017913,C0005971,01-2026,23.99,474
UD00017914,C0005972,03-2026,8.25,59
UD00017915,C0005972,02-2026,6.28,144
UD00017916,C0005972,01-2026,11.42,945
UD00017917,C0005973,03-2026,14.56,649
UD00017918,C0005973,02-2026,10.14,937
UD00017919,C0005973,01-2026,11.73,224
UD00017920,C0005974,03-2026,13.56,255
UD00017921,C0005974,02-2026,39.14,147
UD00017922,C0005974,01-2026,5.05,65
UD00017923,C0005975,03-2026,12.13,261
UD00017924,C0005975,02-2026,14.51,329
UD00017925,C0005975,01-2026,3.96,227
UD00017926,C0005976,03-2026,13.79,335
UD00017927,C0005976,02-2026,9.35,1082
UD00017928,C0005976,01-2026,38.31,205
UD00017929,C0005977,03-2026,18.28,635
UD00017930,C0005977,02-2026,23.3,398
UD00017931,C0005977,01-2026,16.49,640
UD00017932,C0005978,03-2026,9.43,718
UD00017933,C0005978,02-2026,20.66,666
UD00017934,C0005978,01-2026,16.31,831
UD00017935,C0005979,03-2026,10.89,322
UD00017936,C0005979,02-2026,20.9,194
UD00017937,C0005979,01-2026,3.45,1155
UD00017938,C0005980,03-2026,9.14,603
UD00017939,C0005980,02-2026,19.03,1182
UD00017940,C0005980,01-2026,26.74,915
UD00017941,C0005981,03-2026,14.45,1111
UD00017942,C0005981,02-2026,28.0,182
UD00017943,C0005981,01-2026,11.69,1048
UD00017944,C0005982,03-2026,6.13,77
UD00017945,C0005982,02-2026,27.13,1055
UD00017946,C0005982,01-2026,22.87,252
UD00017947,C0005983,03-2026,25.05,1101
UD00017948,C0005983,02-2026,26.5,97
UD00017949,C0005983,01-2026,15.56,731
UD00017950,C0005984,03-2026,31.03,196
UD00017951,C0005984,02-2026,8.26,717
UD00017952,C0005984,01-2026,13.77,606
UD00017953,C0005985,03-2026,10.14,153
UD00017954,C0005985,02-2026,7.55,1177
UD00017955,C0005985,01-2026,18.09,962
UD00017956,C0005986,03-2026,21.83,154
UD00017957,C0005986,02-2026,10.0,337
UD00017958,C0005986,01-2026,24.16,1019
UD00017959,C0005987,03-2026,12.19,127
UD00017960,C0005987,02-2026,21.02,1102
UD00017961,C0005987,01-2026,5.95,1010
UD00017962,C0005988,03-2026,50.17,836
UD00017963,C0005988,02-2026,7.77,514
UD00017964,C0005988,01-2026,20.25,667
UD00017965,C0005989,03-2026,39.63,92
UD00017966,C0005989,02-2026,134.91,419
UD00017967,C0005989,01-2026,11.75,186
UD00017968,C0005990,03-2026,8.46,998
UD00017969,C0005990,02-2026,19.34,1059
UD00017970,C0005990,01-2026,23.72,604
UD00017971,C0005991,03-2026,19.38,537
UD00017972,C0005991,02-2026,33.49,1122
UD00017973,C0005991,01-2026,38.19,387
UD00017974,C0005992,03-2026,3.63,1174
UD00017975,C0005992,02-2026,12.92,1037
UD00017976,C0005992,01-2026,12.33,728
UD00017977,C0005993,03-2026,12.52,1163
UD00017978,C0005993,02-2026,15.48,31
UD00017979,C0005993,01-2026,14.35,165
UD00017980,C0005994,03-2026,34.02,367
UD00017981,C0005994,02-2026,32.07,853
UD00017982,C0005994,01-2026,22.34,563
UD00017983,C0005995,03-2026,8.72,593
UD00017984,C0005995,02-2026,5.7,1125
UD00017985,C0005995,01-2026,10.84,751
UD00017986,C0005996,03-2026,6.98,1189
UD00017987,C0005996,02-2026,27.28,68
UD00017988,C0005996,01-2026,13.05,131
UD00017989,C0005997,03-2026,12.7,575
UD00017990,C0005997,02-2026,6.64,99
UD00017991,C0005997,01-2026,6.26,313
UD00017992,C0005998,03-2026,12.6,558
UD00017993,C0005998,02-2026,9.58,312
UD00017994,C0005998,01-2026,3.45,1170
UD00017995,C0005999,03-2026,8.86,92
UD00017996,C0005999,02-2026,30.98,588
UD00017997,C0005999,01-2026,16.07,717
UD00017998,C0006000,03-2026,19.17,575
UD00017999,C0006000,02-2026,42.23,452
UD00018000,C0006000,01-2026,12.5,1101
UD00018001,C0006001,03-2026,9.13,553
UD00018002,C0006001,02-2026,7.67,988
UD00018003,C0006001,01-2026,9.35,1013
UD00018004,C0006002,03-2026,30.05,1086
UD00018005,C0006002,02-2026,39.04,759
UD00018006,C0006002,01-2026,18.18,299
UD00018007,C0006003,03-2026,28.98,332
UD00018008,C0006003,02-2026,37.07,31
UD00018009,C0006003,01-2026,29.75,304
UD00018010,C0006004,03-2026,84.15,1006
UD00018011,C0006004,02-2026,70.78,1132
UD00018012,C0006004,01-2026,47.05,1043
UD00018013,C0006005,03-2026,7.25,878
UD00018014,C0006005,02-2026,19.17,1048
UD00018015,C0006005,01-2026,15.66,680
UD00018016,C0006006,03-2026,75.75,990
UD00018017,C0006006,02-2026,17.42,658
UD00018018,C0006006,01-2026,48.14,228
UD00018019,C0006007,03-2026,32.21,598
UD00018020,C0006007,02-2026,24.47,139
UD00018021,C0006007,01-2026,16.75,597
UD00018022,C0006008,03-2026,78.98,255
UD00018023,C0006008,02-2026,79.21,1099
UD00018024,C0006008,01-2026,23.76,269
UD00018025,C0006009,03-2026,12.35,690
UD00018026,C0006009,02-2026,6.92,1170
UD00018027,C0006009,01-2026,3.67,1163
UD00018028,C0006010,03-2026,42.75,905
UD00018029,C0006010,02-2026,38.04,1069
UD00018030,C0006010,01-2026,14.28,46
UD00018031,C0006011,03-2026,54.08,527
UD00018032,C0006011,02-2026,26.53,48
UD00018033,C0006011,01-2026,67.92,520
UD00018034,C0006012,03-2026,34.98,309
UD00018035,C0006012,02-2026,17.25,424
UD00018036,C0006012,01-2026,68.12,1090
UD00018037,C0006013,03-2026,65.99,777
UD00018038,C0006013,02-2026,64.43,589
UD00018039,C0006013,01-2026,32.5,487
UD00018040,C0006014,03-2026,8.63,344
UD00018041,C0006014,02-2026,4.35,714
UD00018042,C0006014,01-2026,23.93,160
UD00018043,C0006015,03-2026,3.0,382
UD00018044,C0006015,02-2026,2.71,338
UD00018045,C0006015,01-2026,2.53,706
UD00018046,C0006016,03-2026,42.34,255
UD00018047,C0006016,02-2026,16.61,690
UD00018048,C0006016,01-2026,87.98,831
UD00018049,C0006017,03-2026,12.31,518
UD00018050,C0006017,02-2026,12.57,257
UD00018051,C0006017,01-2026,20.37,1111
UD00018052,C0006018,03-2026,101.68,407
UD00018053,C0006018,02-2026,39.85,575
UD00018054,C0006018,01-2026,17.35,1005
UD00018055,C0006019,03-2026,60.65,1189
UD00018056,C0006019,02-2026,14.42,707
UD00018057,C0006019,01-2026,4.92,1121
UD00018058,C0006020,03-2026,34.23,54
UD00018059,C0006020,02-2026,16.53,631
UD00018060,C0006020,01-2026,14.58,648
UD00018061,C0006021,03-2026,30.43,1148
UD00018062,C0006021,02-2026,35.25,1165
UD00018063,C0006021,01-2026,27.57,121
UD00018064,C0006022,03-2026,11.46,720
UD00018065,C0006022,02-2026,46.99,1103
UD00018066,C0006022,01-2026,27.4,79
UD00018067,C0006023,03-2026,31.44,354
UD00018068,C0006023,02-2026,18.62,547
UD00018069,C0006023,01-2026,31.98,498
UD00018070,C0006024,03-2026,24.22,980
UD00018071,C0006024,02-2026,27.13,1109
UD00018072,C0006024,01-2026,15.49,173
UD00018073,C0006025,03-2026,31.76,78
UD00018074,C0006025,02-2026,29.37,168
UD00018075,C0006025,01-2026,6.57,918
UD00018076,C0006026,03-2026,5.54,491
UD00018077,C0006026,02-2026,8.77,1020
UD00018078,C0006026,01-2026,11.58,1146
UD00018079,C0006027,03-2026,14.92,597
UD00018080,C0006027,02-2026,22.08,1163
UD00018081,C0006027,01-2026,17.37,172
UD00018082,C0006028,03-2026,18.9,435
UD00018083,C0006028,02-2026,33.4,271
UD00018084,C0006028,01-2026,9.96,151
UD00018085,C0006029,03-2026,29.34,200
UD00018086,C0006029,02-2026,10.76,964
UD00018087,C0006029,01-2026,20.4,1053
UD00018088,C0006030,03-2026,16.42,1179
UD00018089,C0006030,02-2026,21.4,532
UD00018090,C0006030,01-2026,32.76,624
UD00018091,C0006031,03-2026,24.21,520
UD00018092,C0006031,02-2026,23.8,872
UD00018093,C0006031,01-2026,10.37,764
UD00018094,C0006032,03-2026,43.63,1171
UD00018095,C0006032,02-2026,180.21,796
UD00018096,C0006032,01-2026,64.87,379
UD00018097,C0006033,03-2026,8.27,971
UD00018098,C0006033,02-2026,23.01,692
UD00018099,C0006033,01-2026,10.78,663
UD00018100,C0006034,03-2026,14.86,923
UD00018101,C0006034,02-2026,55.88,177
UD00018102,C0006034,01-2026,17.49,1047
UD00018103,C0006035,03-2026,17.27,1030
UD00018104,C0006035,02-2026,25.89,635
UD00018105,C0006035,01-2026,10.94,861
UD00018106,C0006036,03-2026,27.18,719
UD00018107,C0006036,02-2026,7.84,1060
UD00018108,C0006036,01-2026,14.38,524
UD00018109,C0006037,03-2026,15.17,44
UD00018110,C0006037,02-2026,9.07,997
UD00018111,C0006037,01-2026,17.38,394
UD00018112,C0006038,03-2026,53.94,693
UD00018113,C0006038,02-2026,15.98,365
UD00018114,C0006038,01-2026,35.93,578
UD00018115,C0006039,03-2026,112.98,1123
UD00018116,C0006039,02-2026,51.74,793
UD00018117,C0006039,01-2026,28.82,88
UD00018118,C0006040,03-2026,4.06,990
UD00018119,C0006040,02-2026,19.51,421
UD00018120,C0006040,01-2026,6.09,281
UD00018121,C0006041,03-2026,97.15,47
UD00018122,C0006041,02-2026,72.52,51
UD00018123,C0006041,01-2026,46.13,680
UD00018124,C0006042,03-2026,7.89,1042
UD00018125,C0006042,02-2026,11.35,395
UD00018126,C0006042,01-2026,14.93,1015
UD00018127,C0006043,03-2026,23.99,989
UD00018128,C0006043,02-2026,68.25,705
UD00018129,C0006043,01-2026,60.59,914
UD00018130,C0006044,03-2026,32.55,1129
UD00018131,C0006044,02-2026,35.47,544
UD00018132,C0006044,01-2026,56.11,128
UD00018133,C0006045,03-2026,34.36,431
UD00018134,C0006045,02-2026,11.9,1105
UD00018135,C0006045,01-2026,19.54,116
UD00018136,C0006046,03-2026,48.11,582
UD00018137,C0006046,02-2026,21.09,599
UD00018138,C0006046,01-2026,20.86,279
UD00018139,C0006047,03-2026,25.9,1144
UD00018140,C0006047,02-2026,21.5,614
UD00018141,C0006047,01-2026,29.19,743
UD00018142,C0006048,03-2026,4.22,1160
UD00018143,C0006048,02-2026,17.06,27
UD00018144,C0006048,01-2026,13.65,41
UD00018145,C0006049,03-2026,3.8,305
UD00018146,C0006049,02-2026,29.22,1124
UD00018147,C0006049,01-2026,13.25,451
UD00018148,C0006050,03-2026,20.68,633
UD00018149,C0006050,02-2026,7.64,357
UD00018150,C0006050,01-2026,9.96,520
UD00018151,C0006051,03-2026,10.31,1153
UD00018152,C0006051,02-2026,11.4,371
UD00018153,C0006051,01-2026,24.75,635
UD00018154,C0006052,03-2026,22.99,916
UD00018155,C0006052,02-2026,31.28,267
UD00018156,C0006052,01-2026,32.0,1076
UD00018157,C0006053,03-2026,27.35,436
UD00018158,C0006053,02-2026,32.86,1045
UD00018159,C0006053,01-2026,32.95,474
UD00018160,C0006054,03-2026,15.72,551
UD00018161,C0006054,02-2026,48.04,275
UD00018162,C0006054,01-2026,7.76,347
UD00018163,C0006055,03-2026,8.42,883
UD00018164,C0006055,02-2026,4.27,647
UD00018165,C0006055,01-2026,7.49,935
UD00018166,C0006056,03-2026,64.04,599
UD00018167,C0006056,02-2026,45.5,980
UD00018168,C0006056,01-2026,10.73,148
UD00018169,C0006057,03-2026,17.07,27
UD00018170,C0006057,02-2026,4.14,1188
UD00018171,C0006057,01-2026,7.82,1025
UD00018172,C0006058,03-2026,4.22,619
UD00018173,C0006058,02-2026,7.11,663
UD00018174,C0006058,01-2026,2.72,329
UD00018175,C0006059,03-2026,17.75,959
UD00018176,C0006059,02-2026,43.89,840
UD00018177,C0006059,01-2026,40.44,849
UD00018178,C0006060,03-2026,14.94,976
UD00018179,C0006060,02-2026,22.69,360
UD00018180,C0006060,01-2026,47.3,991
UD00018181,C0006061,03-2026,11.54,831
UD00018182,C0006061,02-2026,15.93,1010
UD00018183,C0006061,01-2026,16.06,61
UD00018184,C0006062,03-2026,11.6,1148
UD00018185,C0006062,02-2026,18.14,99
UD00018186,C0006062,01-2026,10.12,399
UD00018187,C0006063,03-2026,49.87,584
UD00018188,C0006063,02-2026,19.79,77
UD00018189,C0006063,01-2026,9.69,685
UD00018190,C0006064,03-2026,8.22,203
UD00018191,C0006064,02-2026,15.36,203
UD00018192,C0006064,01-2026,35.41,628
UD00018193,C0006065,03-2026,13.59,993
UD00018194,C0006065,02-2026,33.6,1042
UD00018195,C0006065,01-2026,12.06,264
UD00018196,C0006066,03-2026,50.34,362
UD00018197,C0006066,02-2026,41.79,97
UD00018198,C0006066,01-2026,42.12,829
UD00018199,C0006067,03-2026,19.62,1057
UD00018200,C0006067,02-2026,4.55,793
UD00018201,C0006067,01-2026,15.78,905
UD00018202,C0006068,03-2026,23.02,921
UD00018203,C0006068,02-2026,10.22,839
UD00018204,C0006068,01-2026,23.9,919
UD00018205,C0006069,03-2026,21.41,1158
UD00018206,C0006069,02-2026,47.46,446
UD00018207,C0006069,01-2026,19.91,431
UD00018208,C0006070,03-2026,8.12,597
UD00018209,C0006070,02-2026,19.56,951
UD00018210,C0006070,01-2026,13.79,557
UD00018211,C0006071,03-2026,9.15,1050
UD00018212,C0006071,02-2026,47.74,722
UD00018213,C0006071,01-2026,17.59,1087
UD00018214,C0006072,03-2026,46.57,736
UD00018215,C0006072,02-2026,12.78,905
UD00018216,C0006072,01-2026,25.77,465
UD00018217,C0006073,03-2026,13.64,948
UD00018218,C0006073,02-2026,83.58,1051
UD00018219,C0006073,01-2026,16.0,258
UD00018220,C0006074,03-2026,43.63,1001
UD00018221,C0006074,02-2026,49.39,944
UD00018222,C0006074,01-2026,50.77,905
UD00018223,C0006075,03-2026,22.9,171
UD00018224,C0006075,02-2026,34.91,272
UD00018225,C0006075,01-2026,29.59,407
UD00018226,C0006076,03-2026,9.89,281
UD00018227,C0006076,02-2026,5.59,1170
UD00018228,C0006076,01-2026,6.8,188
UD00018229,C0006077,03-2026,9.69,163
UD00018230,C0006077,02-2026,30.84,934
UD00018231,C0006077,01-2026,22.59,224
UD00018232,C0006078,03-2026,11.44,218
UD00018233,C0006078,02-2026,5.97,947
UD00018234,C0006078,01-2026,9.12,370
UD00018235,C0006079,03-2026,4.55,498
UD00018236,C0006079,02-2026,16.05,993
UD00018237,C0006079,01-2026,29.6,545
UD00018238,C0006080,03-2026,26.24,567
UD00018239,C0006080,02-2026,28.94,617
UD00018240,C0006080,01-2026,10.25,980
UD00018241,C0006081,03-2026,91.92,935
UD00018242,C0006081,02-2026,51.63,159
UD00018243,C0006081,01-2026,26.62,281
UD00018244,C0006082,03-2026,25.2,699
UD00018245,C0006082,02-2026,21.08,652
UD00018246,C0006082,01-2026,8.3,1182
UD00018247,C0006083,03-2026,6.24,873
UD00018248,C0006083,02-2026,66.22,346
UD00018249,C0006083,01-2026,35.0,547
UD00018250,C0006084,03-2026,26.57,873
UD00018251,C0006084,02-2026,4.44,546
UD00018252,C0006084,01-2026,24.61,936
UD00018253,C0006085,03-2026,5.82,217
UD00018254,C0006085,02-2026,11.67,628
UD00018255,C0006085,01-2026,9.7,1160
UD00018256,C0006086,03-2026,8.99,127
UD00018257,C0006086,02-2026,22.83,654
UD00018258,C0006086,01-2026,10.42,186
UD00018259,C0006087,03-2026,46.94,967
UD00018260,C0006087,02-2026,21.9,86
UD00018261,C0006087,01-2026,23.26,212
UD00018262,C0006088,03-2026,21.87,912
UD00018263,C0006088,02-2026,21.38,109
UD00018264,C0006088,01-2026,26.42,691
UD00018265,C0006089,03-2026,35.9,80
UD00018266,C0006089,02-2026,18.95,1055
UD00018267,C0006089,01-2026,17.5,542
UD00018268,C0006090,03-2026,18.39,428
UD00018269,C0006090,02-2026,16.88,795
UD00018270,C0006090,01-2026,21.67,670
UD00018271,C0006091,03-2026,14.52,877
UD00018272,C0006091,02-2026,28.71,1053
UD00018273,C0006091,01-2026,20.15,252
UD00018274,C0006092,03-2026,17.36,186
UD00018275,C0006092,02-2026,25.62,538
UD00018276,C0006092,01-2026,7.32,44
UD00018277,C0006093,03-2026,20.55,103
UD00018278,C0006093,02-2026,31.48,1026
UD00018279,C0006093,01-2026,14.39,40
UD00018280,C0006094,03-2026,9.42,1013
UD00018281,C0006094,02-2026,29.4,1024
UD00018282,C0006094,01-2026,23.0,693
UD00018283,C0006095,03-2026,24.68,1012
UD00018284,C0006095,02-2026,11.54,1092
UD00018285,C0006095,01-2026,11.7,440
UD00018286,C0006096,03-2026,21.95,547
UD00018287,C0006096,02-2026,6.73,710
UD00018288,C0006096,01-2026,5.04,74
UD00018289,C0006097,03-2026,5.11,251
UD00018290,C0006097,02-2026,21.78,389
UD00018291,C0006097,01-2026,9.4,295
UD00018292,C0006098,03-2026,12.7,353
UD00018293,C0006098,02-2026,22.71,53
UD00018294,C0006098,01-2026,15.94,1079
UD00018295,C0006099,03-2026,50.02,787
UD00018296,C0006099,02-2026,42.08,191
UD00018297,C0006099,01-2026,33.68,568
UD00018298,C0006100,03-2026,5.03,1147
UD00018299,C0006100,02-2026,27.67,47
UD00018300,C0006100,01-2026,13.14,194
UD00018301,C0006101,03-2026,2.42,789
UD00018302,C0006101,02-2026,27.65,713
UD00018303,C0006101,01-2026,4.84,974
UD00018304,C0006102,03-2026,3.52,861
UD00018305,C0006102,02-2026,16.52,395
UD00018306,C0006102,01-2026,15.16,377
UD00018307,C0006103,03-2026,38.1,860
UD00018308,C0006103,02-2026,8.48,1142
UD00018309,C0006103,01-2026,16.67,369
UD00018310,C0006104,03-2026,12.09,361
UD00018311,C0006104,02-2026,22.75,1129
UD00018312,C0006104,01-2026,11.02,267
UD00018313,C0006105,03-2026,2408.656927767919,224
UD00018314,C0006105,02-2026,21.69,392
UD00018315,C0006105,01-2026,5.19,498
UD00018316,C0006106,03-2026,16.02,689
UD00018317,C0006106,02-2026,22.17,603
UD00018318,C0006106,01-2026,15.38,544
UD00018319,C0006107,03-2026,41.74,1103
UD00018320,C0006107,02-2026,30.03,804
UD00018321,C0006107,01-2026,69.75,956
UD00018322,C0006108,03-2026,19.16,298
UD00018323,C0006108,02-2026,8.48,960
UD00018324,C0006108,01-2026,3.84,561
UD00018325,C0006109,03-2026,52.21,1131
UD00018326,C0006109,02-2026,31.36,926
UD00018327,C0006109,01-2026,32.53,923
UD00018328,C0006110,03-2026,77.76,1140
UD00018329,C0006110,02-2026,17.89,1128
UD00018330,C0006110,01-2026,57.32,787
UD00018331,C0006111,03-2026,17.0,425
UD00018332,C0006111,02-2026,29.95,797
UD00018333,C0006111,01-2026,8.15,648
UD00018334,C0006112,03-2026,119.76,765
UD00018335,C0006112,02-2026,61.41,307
UD00018336,C0006112,01-2026,65.38,357
UD00018337,C0006113,03-2026,61.97,371
UD00018338,C0006113,02-2026,58.64,1053
UD00018339,C0006113,01-2026,23.23,1134
UD00018340,C0006114,03-2026,9.1,515
UD00018341,C0006114,02-2026,26.9,920
UD00018342,C0006114,01-2026,25.62,184
UD00018343,C0006115,03-2026,18.53,590
UD00018344,C0006115,02-2026,12.13,976
UD00018345,C0006115,01-2026,20.42,224
UD00018346,C0006116,03-2026,21.98,759
UD00018347,C0006116,02-2026,10.59,783
UD00018348,C0006116,01-2026,8.34,117
UD00018349,C0006117,03-2026,5.54,962
UD00018350,C0006117,02-2026,7.61,277
UD00018351,C0006117,01-2026,7.3,842
UD00018352,C0006118,03-2026,26.69,274
UD00018353,C0006118,02-2026,14.79,389
UD00018354,C0006118,01-2026,13.83,1168
UD00018355,C0006119,03-2026,69.03,669
UD00018356,C0006119,02-2026,52.69,702
UD00018357,C0006119,01-2026,97.26,779
UD00018358,C0006120,03-2026,91.31,332
UD00018359,C0006120,02-2026,13.98,1160
UD00018360,C0006120,01-2026,15.84,79
UD00018361,C0006121,03-2026,42.55,838
UD00018362,C0006121,02-2026,29.25,1007
UD00018363,C0006121,01-2026,33.13,1139
UD00018364,C0006122,03-2026,38.62,1054
UD00018365,C0006122,02-2026,48.88,1114
UD00018366,C0006122,01-2026,9.85,409
UD00018367,C0006123,03-2026,31.75,1188
UD00018368,C0006123,02-2026,52.67,920
UD00018369,C0006123,01-2026,19.15,817
UD00018370,C0006124,03-2026,5.53,1059
UD00018371,C0006124,02-2026,28.89,1108
UD00018372,C0006124,01-2026,29.22,1110
UD00018373,C0006125,03-2026,19.27,495
UD00018374,C0006125,02-2026,12.78,1120
UD00018375,C0006125,01-2026,20.43,101
UD00018376,C0006126,03-2026,84.47,725
UD00018377,C0006126,02-2026,32.11,356
UD00018378,C0006126,01-2026,87.93,802
UD00018379,C0006127,03-2026,9.06,52
UD00018380,C0006127,02-2026,11.41,650
UD00018381,C0006127,01-2026,10.28,558
UD00018382,C0006128,03-2026,25.5,514
UD00018383,C0006128,02-2026,31.45,651
UD00018384,C0006128,01-2026,21.02,56
UD00018385,C0006129,03-2026,21.98,941
UD00018386,C0006129,02-2026,20.55,52
UD00018387,C0006129,01-2026,28.31,475
UD00018388,C0006130,03-2026,20.37,1173
UD00018389,C0006130,02-2026,7.78,658
UD00018390,C0006130,01-2026,13.35,405
UD00018391,C0006131,03-2026,23.1,1103
UD00018392,C0006131,02-2026,16.3,619
UD00018393,C0006131,01-2026,14.61,645
UD00018394,C0006132,03-2026,13.85,122
UD00018395,C0006132,02-2026,11.38,726
UD00018396,C0006132,01-2026,38.69,1181
UD00018397,C0006133,03-2026,8.32,366
UD00018398,C0006133,02-2026,7.24,830
UD00018399,C0006133,01-2026,16.68,1116
UD00018400,C0006134,03-2026,3.61,847
UD00018401,C0006134,02-2026,24.54,60
UD00018402,C0006134,01-2026,21.74,873
UD00018403,C0006135,03-2026,11.78,786
UD00018404,C0006135,02-2026,21.45,852
UD00018405,C0006135,01-2026,16.78,550
UD00018406,C0006136,03-2026,21.36,933
UD00018407,C0006136,02-2026,23.55,63
UD00018408,C0006136,01-2026,26.63,908
UD00018409,C0006137,03-2026,26.68,683
UD00018410,C0006137,02-2026,16.83,193
UD00018411,C0006137,01-2026,18.19,838
UD00018412,C0006138,03-2026,9.49,608
UD00018413,C0006138,02-2026,7.99,120
UD00018414,C0006138,01-2026,16.81,768
UD00018415,C0006139,03-2026,50.7,1017
UD00018416,C0006139,02-2026,48.88,912
UD00018417,C0006139,01-2026,10.58,477
UD00018418,C0006140,03-2026,21.86,769
UD00018419,C0006140,02-2026,1.27,530
UD00018420,C0006140,01-2026,27.6,448
UD00018421,C0006141,03-2026,11.77,1180
UD00018422,C0006141,02-2026,18.45,1062
UD00018423,C0006141,01-2026,25.07,408
UD00018424,C0006142,03-2026,29.62,961
UD00018425,C0006142,02-2026,15.41,1196
UD00018426,C0006142,01-2026,2.53,1173
UD00018427,C0006143,03-2026,5.8,609
UD00018428,C0006143,02-2026,10.19,261
UD00018429,C0006143,01-2026,5.29,390
UD00018430,C0006144,03-2026,19.75,1133
UD00018431,C0006144,02-2026,19.57,451
UD00018432,C0006144,01-2026,17.95,604
UD00018433,C0006145,03-2026,12.4,493
UD00018434,C0006145,02-2026,9.06,545
UD00018435,C0006145,01-2026,15.73,269
UD00018436,C0006146,03-2026,24.57,909
UD00018437,C0006146,02-2026,13.12,28
UD00018438,C0006146,01-2026,9.71,1134
UD00018439,C0006147,03-2026,19.21,566
UD00018440,C0006147,02-2026,22.16,329
UD00018441,C0006147,01-2026,9.08,258
UD00018442,C0006148,03-2026,11.64,187
UD00018443,C0006148,02-2026,18.03,635
UD00018444,C0006148,01-2026,8.56,393
UD00018445,C0006149,03-2026,33.95,1070
UD00018446,C0006149,02-2026,8.22,1187
UD00018447,C0006149,01-2026,7.34,230
UD00018448,C0006150,03-2026,9.24,880
UD00018449,C0006150,02-2026,16.54,993
UD00018450,C0006150,01-2026,17.43,41
UD00018451,C0006151,03-2026,14.62,475
UD00018452,C0006151,02-2026,14.11,122
UD00018453,C0006151,01-2026,9.93,863
UD00018454,C0006152,03-2026,17.87,653
UD00018455,C0006152,02-2026,36.05,498
UD00018456,C0006152,01-2026,54.53,732
UD00018457,C0006153,03-2026,10.93,706
UD00018458,C0006153,02-2026,6.57,550
UD00018459,C0006153,01-2026,20.68,1197
UD00018460,C0006154,03-2026,10.83,586
UD00018461,C0006154,02-2026,13.67,94
UD00018462,C0006154,01-2026,4.48,632
UD00018463,C0006155,03-2026,24.01,458
UD00018464,C0006155,02-2026,45.87,341
UD00018465,C0006155,01-2026,10.35,132
UD00018466,C0006156,03-2026,26.42,1153
UD00018467,C0006156,02-2026,29.72,468
UD00018468,C0006156,01-2026,27.99,65
UD00018469,C0006157,03-2026,69.38,452
UD00018470,C0006157,02-2026,35.41,953
UD00018471,C0006157,01-2026,23.04,1118
UD00018472,C0006158,03-2026,20.03,1177
UD00018473,C0006158,02-2026,10.13,1123
UD00018474,C0006158,01-2026,19.88,151
UD00018475,C0006159,03-2026,34.75,714
UD00018476,C0006159,02-2026,8.3,584
UD00018477,C0006159,01-2026,73.86,221
UD00018478,C0006160,03-2026,35.05,83
UD00018479,C0006160,02-2026,22.82,565
UD00018480,C0006160,01-2026,12.79,678
UD00018481,C0006161,03-2026,39.07,1107
UD00018482,C0006161,02-2026,19.06,809
UD00018483,C0006161,01-2026,5.5,485
UD00018484,C0006162,03-2026,19.13,324
UD00018485,C0006162,02-2026,25.85,982
UD00018486,C0006162,01-2026,16.04,180
UD00018487,C0006163,03-2026,4.67,502
UD00018488,C0006163,02-2026,20.31,457
UD00018489,C0006163,01-2026,14.72,163
UD00018490,C0006164,03-2026,7.45,1130
UD00018491,C0006164,02-2026,36.41,139
UD00018492,C0006164,01-2026,12.02,868
UD00018493,C0006165,03-2026,43.94,572
UD00018494,C0006165,02-2026,41.9,655
UD00018495,C0006165,01-2026,45.7,1185
UD00018496,C0006166,03-2026,37.22,192
UD00018497,C0006166,02-2026,29.71,967
UD00018498,C0006166,01-2026,43.82,682
UD00018499,C0006167,03-2026,24.66,1172
UD00018500,C0006167,02-2026,34.99,1000
UD00018501,C0006167,01-2026,15.28,888
UD00018502,C0006168,03-2026,14.14,523
UD00018503,C0006168,02-2026,24.65,602
UD00018504,C0006168,01-2026,21.23,1186
UD00018505,C0006169,03-2026,22.92,645
UD00018506,C0006169,02-2026,18.36,1173
UD00018507,C0006169,01-2026,11.36,46
UD00018508,C0006170,03-2026,22.58,35
UD00018509,C0006170,02-2026,10.99,112
UD00018510,C0006170,01-2026,17.07,974
UD00018511,C0006171,03-2026,13.73,947
UD00018512,C0006171,02-2026,44.62,712
UD00018513,C0006171,01-2026,7.75,307
UD00018514,C0006172,03-2026,7.9,1168
UD00018515,C0006172,02-2026,35.16,53
UD00018516,C0006172,01-2026,33.38,558
UD00018517,C0006173,03-2026,19.05,394
UD00018518,C0006173,02-2026,39.25,156
UD00018519,C0006173,01-2026,33.96,85
UD00018520,C0006174,03-2026,7.2,619
UD00018521,C0006174,02-2026,28.98,1126
UD00018522,C0006174,01-2026,33.51,947
UD00018523,C0006175,03-2026,52.39,579
UD00018524,C0006175,02-2026,28.13,1011
UD00018525,C0006175,01-2026,68.47,1014
UD00018526,C0006176,03-2026,9.41,563
UD00018527,C0006176,02-2026,15.66,357
UD00018528,C0006176,01-2026,3.4,1076
UD00018529,C0006177,03-2026,10.71,151
UD00018530,C0006177,02-2026,19.76,443
UD00018531,C0006177,01-2026,15.16,1182
UD00018532,C0006178,03-2026,9.12,495
