ticket_id,customer_id,created_date,category,priority,channel,status,first_contact_resolution,assigned_employee_id,resolution_hours,resolution_date
TK00010030,C0006079,02-08-2016,Account Update,Medium,Call,Resolved,No,EM00660,26.0,03-08-2016
TK00010031,C0006079,31-03-2024,Recharge Failure,Medium,Chat,Resolved,No,EM00394,12.2,31-03-2024
TK00010032,C0006079,27-08-2018,Plan Change,Medium,Call,Resolved,Yes,EM00724,11.5,27-08-2018
TK00010033,C0006079,24-10-2017,Roaming,Medium,Email,Resolved,Yes,EM00711,3.8,24-10-2017
TK00010034,C0006080,31-07-2023,Payment Issue,High,Chat,Reopened,No,EM00647,,
TK00010035,C0006080,27-05-2014,SIM/Activation,Low,Store,Resolved,Yes,EM00239,12.3,28-05-2014
TK00010036,C0006081,11-03-2021,Recharge Failure,High,Email,Pending,No,EM00522,,
TK00010037,C0006082,22-10-2019,Billing Dispute,High,Chat,Resolved,Yes,EM00093,25.1,23-10-2019
TK00010038,C0006083,22-01-2017,Billing Dispute,Medium,App,Reopened,No,EM00746,,
TK00010039,C0006083,28-09-2018,Payment Issue,Low,Chat,Resolved,No,EM00222,26.3,29-09-2018
TK00010040,C0006084,03-04-2021,Recharge Failure,Low,Store,Pending,No,EM00051,,
TK00010041,C0006084,08-05-2019,Payment Issue,Medium,Call,Resolved,No,EM00773,10.9,09-05-2019
TK00010042,C0006084,26-09-2017,SIM/Activation,Low,Email,Pending,No,EM00305,,
TK00010043,C0006085,20-07-2014,Fiber Downtime,Medium,Email,Resolved,No,EM00495,16.3,21-07-2014
TK00010044,C0006085,19-08-2021,Slow Data Speed,Critical,App,Resolved,No,EM00070,7.5,19-08-2021
TK00010045,C0006086,29-06-2020,Fiber Downtime,Low,Call,Escalated,No,EM00044,,
TK00010046,C0006086,12-02-2025,Billing Dispute,Medium,Store,Resolved,Yes,EM00481,12.6,12-02-2025
TK00010047,C0006086,25-08-2019,Fiber Downtime,Medium,Store,Resolved,Yes,EM00139,32.4,26-08-2019
TK00010048,C0006087,01-01-2019,Device Support,Low,App,Resolved,Yes,EM00240,4.1,01-01-2019
TK00010049,C0006087,31-05-2025,SIM/Activation,Medium,Call,Pending,No,EM00648,,
TK00010050,C0006087,17-04-2019,Device Support,Low,Email,Resolved,Yes,EM00799,9.9,18-04-2019
TK00010051,C0006088,21-12-2020,Roaming,High,Store,Resolved,Yes,EM00780,18.0,21-12-2020
TK00010052,C0006089,18-08-2019,Fiber Downtime,Medium,Email,Resolved,No,EM00268,17.1,19-08-2019
TK00010053,C0006090,21-03-2016,Billing Dispute,Medium,App,Resolved,Yes,EM00672,28.4,22-03-2016
TK00010054,C0006091,15-11-2025,Billing Dispute,Low,App,Resolved,Yes,EM00561,24.2,16-11-2025
TK00010055,C0006092,07-06-2016,Roaming,Medium,Store,Pending,No,EM00344,,
TK00010056,C0006092,07-04-2017,Plan Change,Low,App,Resolved,Yes,EM00677,14.1,07-04-2017
TK00010057,C0006092,29-10-2014,Billing Dispute,Low,Chat,Resolved,Yes,EM00187,27.2,30-10-2014
TK00010058,C0006092,25-06-2014,Roaming,Low,Store,Resolved,Yes,EM00471,16.7,25-06-2014
TK00010059,C0006093,02-02-2024,Roaming,Low,App,Resolved,No,EM00250,3.5,02-02-2024
TK00010060,C0006094,22-03-2018,Slow Data Speed,Low,App,Pending,No,EM00594,,
TK00010061,C0006095,29-11-2016,Roaming,Low,Email,Escalated,No,EM00635,,
TK00010062,C0006096,09-03-2025,Network Issue,High,App,Resolved,Yes,EM00156,12.2,09-03-2025
TK00010063,C0006096,25-08-2019,Device Support,Medium,Call,Resolved,Yes,EM00600,17.1,26-08-2019
TK00010064,C0006097,22-07-2021,Roaming,Medium,Chat,Resolved,No,EM00532,20.2,22-07-2021
TK00010065,C0006098,23-12-2024,Slow Data Speed,Low,App,Resolved,Yes,EM00005,14.5,23-12-2024
TK00010066,C0006100,20-08-2019,Roaming,Low,Chat,Resolved,Yes,EM00630,28.0,21-08-2019
TK00010067,C0006100,26-05-2019,Network Issue,Medium,Store,Resolved,Yes,EM00160,35.4,27-05-2019
TK00010068,C0006101,22-04-2016,Plan Change,Low,Chat,Resolved,Yes,EM00589,15.7,23-04-2016
TK00010069,C0006102,22-10-2020,Network Issue,High,Store,Resolved,No,EM00250,3.4,23-10-2020
TK00010070,C0006103,29-05-2021,Network Issue,Medium,App,Resolved,Yes,EM00433,40.9,31-05-2021
TK00010071,C0006103,04-03-2015,Call Drop,Low,App,Resolved,Yes,EM00505,9.8,04-03-2015
TK00010072,C0006103,10-06-2025,Payment Issue,Medium,Store,Pending,No,EM00371,,
TK00010073,C0006105,19-12-2024,Device Support,Medium,App,Escalated,No,EM00039,,
TK00010074,C0006105,09-02-2016,SIM/Activation,Medium,App,Pending,No,EM00013,,
TK00010075,C0006105,09-12-2024,Payment Issue,Low,Store,Resolved,Yes,EM00143,7.2,09-12-2024
TK00010076,C0006105,17-12-2018,Network Issue,Medium,Call,Resolved,Yes,EM00140,17.2,17-12-2018
TK00010077,C0006106,06-07-2022,SIM/Activation,High,Email,Pending,No,EM00749,,
TK00010078,C0006106,02-12-2025,Payment Issue,Medium,Email,Resolved,No,EM00310,17.2,03-12-2025
TK00010079,C0006106,23-06-2025,Payment Issue,Medium,Email,Resolved,Yes,EM00336,20.8,24-06-2025
TK00010080,C0006107,23-12-2015,Roaming,Medium,Call,Escalated,No,EM00224,,
TK00010081,C0006108,26-04-2018,Plan Change,Medium,App,Pending,No,EM00432,,
TK00010082,C0006110,16-07-2019,Payment Issue,Medium,Email,Resolved,No,EM00151,5.3,16-07-2019
TK00010083,C0006111,03-10-2017,Plan Change,Low,Store,Resolved,Yes,EM00491,20.3,04-10-2017
TK00010084,C0006113,04-10-2014,Roaming,Medium,App,Resolved,Yes,EM00745,13.5,05-10-2014
TK00010085,C0006113,27-06-2015,Device Support,Low,Chat,Pending,No,EM00358,,
TK00010086,C0006114,20-06-2022,Billing Dispute,Low,Chat,Pending,No,EM00264,,
TK00010087,C0006114,31-08-2022,Payment Issue,Medium,Chat,Resolved,Yes,EM00273,19.8,31-08-2022
TK00010088,C0006114,18-07-2017,Roaming,Medium,Chat,Resolved,Yes,EM00730,12.5,18-07-2017
TK00010089,C0006115,14-12-2025,Payment Issue,Medium,App,Resolved,Yes,EM00777,8.0,14-12-2025
TK00010090,C0006115,13-07-2022,Call Drop,Low,Store,Resolved,Yes,EM00749,10.3,14-07-2022
TK00010091,C0006115,04-01-2014,Account Update,Medium,Call,Resolved,Yes,EM00738,25.1,05-01-2014
TK00010092,C0006116,13-01-2016,Recharge Failure,Critical,Chat,Resolved,Yes,EM00234,21.9,13-01-2016
TK00010093,C0006118,05-10-2019,Payment Issue,Medium,Chat,Resolved,Yes,EM00741,4.3,05-10-2019
TK00010094,C0006119,06-12-2019,Billing Dispute,Medium,App,Reopened,No,EM00024,,
TK00010095,C0006119,27-06-2019,Account Update,Low,Chat,Pending,No,EM00191,,
TK00010096,C0006119,03-03-2014,Recharge Failure,Medium,Email,Resolved,Yes,EM00623,21.3,04-03-2014
TK00010097,C0006120,06-10-2019,Recharge Failure,Low,Store,Resolved,No,EM00281,4.2,06-10-2019
TK00010098,C0006121,20-01-2025,Device Support,Low,App,Resolved,No,EM00244,15.2,21-01-2025
TK00010099,C0006122,29-07-2023,Plan Change,High,Email,Resolved,Yes,EM00486,2.3,29-07-2023
TK00010100,C0006122,31-01-2016,Payment Issue,High,Chat,Resolved,No,EM00405,19.6,01-02-2016
TK00010101,C0006122,27-05-2020,Billing Dispute,High,Email,Resolved,Yes,EM00162,3.0,27-05-2020
TK00010102,C0006123,27-02-2015,Network Issue,Medium,Call,Resolved,No,EM00278,14.6,28-02-2015
TK00010103,C0006123,09-09-2025,Call Drop,Medium,Call,Resolved,No,EM00246,12.4,09-09-2025
TK00010104,C0006123,09-12-2015,Slow Data Speed,Low,Call,Resolved,No,EM00284,5.1,09-12-2015
TK00010105,C0006124,31-05-2022,Slow Data Speed,Low,Chat,Resolved,Yes,EM00044,2.7,31-05-2022
TK00010106,C0006124,14-10-2019,SIM/Activation,Medium,App,Pending,No,EM00625,,
TK00010107,C0006125,14-08-2017,Account Update,High,Email,Pending,No,EM00523,,
TK00010108,C0006125,14-04-2025,Plan Change,High,App,Pending,No,EM00394,,
TK00010109,C0006126,30-05-2019,Slow Data Speed,High,Call,Pending,No,EM00581,,
TK00010110,C0006127,13-10-2018,Call Drop,Medium,Chat,Reopened,No,EM00785,,
TK00010111,C0006128,02-09-2016,Device Support,High,App,Reopened,No,EM00576,,
TK00010112,C0006128,12-02-2026,Billing Dispute,High,Email,Pending,No,EM00658,,
TK00010113,C0006128,30-06-2018,Account Update,High,Store,Resolved,No,EM00472,6.5,30-06-2018
TK00010114,C0006129,03-06-2021,Billing Dispute,Low,App,Pending,No,EM00327,,
TK00010115,C0006129,28-06-2020,Recharge Failure,High,Call,Resolved,No,EM00122,3.8,28-06-2020
TK00010116,C0006130,07-07-2015,Account Update,Medium,Store,Resolved,No,EM00609,30.8,08-07-2015
TK00010117,C0006130,21-09-2024,Recharge Failure,Low,Call,Pending,No,EM00467,,
TK00010118,C0006130,13-03-2017,Slow Data Speed,Low,Chat,Pending,No,EM00217,,
TK00010119,C0006130,21-02-2016,Billing Dispute,Low,App,Resolved,Yes,EM00067,3.9,21-02-2016
TK00010120,C0006132,04-07-2016,Roaming,High,Store,Resolved,No,EM00605,10.9,04-07-2016
TK00010121,C0006132,19-08-2015,SIM/Activation,Medium,App,Resolved,Yes,EM00555,3.1,19-08-2015
TK00010122,C0006134,10-06-2024,Payment Issue,Medium,Store,Pending,No,EM00339,,
TK00010123,C0006135,24-01-2019,Network Issue,Low,Chat,Escalated,No,EM00481,,
TK00010124,C0006135,30-11-2022,Fiber Downtime,Medium,Chat,Escalated,No,EM00479,,
TK00010125,C0006135,04-09-2024,Call Drop,Medium,Email,Pending,No,EM00353,,
TK00010126,C0006136,03-02-2014,Roaming,Low,Email,Reopened,No,EM00365,,
TK00010127,C0006136,08-11-2021,Recharge Failure,Medium,Email,Resolved,Yes,EM00123,9.8,08-11-2021
TK00010128,C0006138,01-03-2017,SIM/Activation,Medium,App,Resolved,Yes,EM00283,18.5,02-03-2017
TK00010129,C0006138,18-08-2018,SIM/Activation,Medium,Email,Pending,No,EM00474,,
TK00010130,C0006140,15-12-2024,Plan Change,Low,Call,Escalated,No,EM00417,,
TK00010131,C0006141,20-01-2019,SIM/Activation,Medium,Call,Pending,No,EM00743,,
TK00010132,C0006141,03-05-2015,Account Update,Low,App,Resolved,Yes,EM00685,22.1,04-05-2015
TK00010133,C0006142,29-08-2022,Fiber Downtime,Medium,Email,Reopened,No,EM00092,,
TK00010134,C0006142,19-12-2016,Billing Dispute,Medium,Email,Resolved,Yes,EM00120,28.1,20-12-2016
TK00010135,C0006143,03-08-2016,Roaming,Medium,Email,Resolved,No,EM00720,20.4,03-08-2016
TK00010136,C0006143,11-03-2014,Call Drop,Low,Store,Resolved,Yes,EM00090,21.4,12-03-2014
TK00010137,C0006145,09-01-2022,Slow Data Speed,Low,Call,Resolved,No,EM00256,9.7,10-01-2022
TK00010138,C0006145,09-03-2025,Account Update,Medium,Call,Pending,No,EM00242,,
TK00010139,C0006145,02-11-2025,Payment Issue,High,Email,Pending,No,EM00111,,
TK00010140,C0006145,28-10-2018,Network Issue,Medium,Email,Resolved,Yes,EM00350,29.0,29-10-2018
TK00010141,C0006145,26-08-2025,Roaming,Low,Store,Pending,No,EM00642,,
TK00010142,C0006146,11-11-2014,Device Support,Low,Store,Resolved,Yes,EM00363,5.8,11-11-2014
TK00010143,C0006147,01-01-2017,Fiber Downtime,Medium,Chat,Reopened,No,EM00026,,
TK00010144,C0006147,18-03-2024,Call Drop,High,App,Resolved,Yes,EM00347,4.7,18-03-2024
TK00010145,C0006148,23-10-2018,Slow Data Speed,Medium,Store,Escalated,No,EM00596,,
TK00010146,C0006149,10-07-2024,Plan Change,Low,Email,Resolved,Yes,EM00369,10.2,11-07-2024
TK00010147,C0006150,08-11-2025,SIM/Activation,High,Call,Escalated,No,EM00659,,
TK00010148,C0006150,28-12-2016,Recharge Failure,Low,Chat,Pending,No,EM00138,,
TK00010149,C0006151,07-10-2018,Plan Change,High,App,Reopened,No,EM00009,,
TK00010150,C0006151,20-10-2021,Call Drop,High,Chat,Resolved,Yes,EM00123,2.9,21-10-2021
TK00010151,C0006152,01-04-2016,Billing Dispute,High,Store,Resolved,Yes,EM00108,17.7,02-04-2016
TK00010152,C0006153,03-01-2024,Roaming,Medium,App,Resolved,Yes,EM00738,18.8,04-01-2024
TK00010153,C0006153,19-01-2014,Roaming,High,App,Resolved,No,EM00651,7.6,19-01-2014
TK00010154,C0006154,08-10-2018,Billing Dispute,High,Call,Resolved,Yes,EM00042,2.4,08-10-2018
TK00010155,C0006154,25-06-2016,Roaming,Medium,Call,Resolved,No,EM00439,24.1,26-06-2016
TK00010156,C0006155,27-02-2021,Plan Change,High,Chat,Escalated,No,EM00036,,
TK00010157,C0006155,18-02-2024,Account Update,Medium,Call,Resolved,No,EM00115,4.9,18-02-2024
TK00010158,C0006155,27-10-2021,Account Update,High,Call,Resolved,Yes,EM00719,13.1,27-10-2021
TK00010159,C0006156,22-10-2018,Device Support,Medium,App,Escalated,No,EM00694,,
TK00010160,C0006156,28-02-2019,Recharge Failure,High,Email,Resolved,Yes,EM00470,9.1,01-03-2019
TK00010161,C0006157,01-06-2017,Payment Issue,Low,Store,Resolved,Yes,EM00548,12.0,01-06-2017
TK00010162,C0006157,09-02-2024,Account Update,Medium,App,Pending,No,EM00312,,
TK00010163,C0006157,04-08-2017,Recharge Failure,High,Chat,Pending,No,EM00709,,
TK00010164,C0006157,15-11-2014,Device Support,Low,Store,Resolved,Yes,EM00445,12.2,16-11-2014
TK00010165,C0006157,20-04-2017,Payment Issue,High,Chat,Resolved,Yes,EM00273,25.3,21-04-2017
TK00010166,C0006158,15-12-2017,Billing Dispute,Low,Call,Escalated,No,EM00106,,
TK00010167,C0006158,04-12-2019,Network Issue,Low,App,Resolved,No,EM00485,9.0,04-12-2019
TK00010168,C0006158,19-07-2021,SIM/Activation,Medium,App,Resolved,Yes,EM00753,20.5,20-07-2021
TK00010169,C0006158,14-04-2014,Plan Change,Low,Call,Pending,No,EM00682,,
TK00010170,C0006158,23-05-2022,Slow Data Speed,High,App,Resolved,No,EM00659,23.4,24-05-2022
TK00010171,C0006159,20-11-2017,Payment Issue,Medium,Call,Escalated,No,EM00489,,
TK00010172,C0006159,16-05-2018,Roaming,Critical,Store,Resolved,No,EM00211,11.7,16-05-2018
TK00010173,C0006160,28-10-2020,Roaming,Critical,Email,Resolved,No,EM00741,9.1,28-10-2020
TK00010174,C0006160,24-06-2017,Device Support,Low,Store,Resolved,Yes,EM00442,51.9,26-06-2017
TK00010175,C0006160,01-05-2014,Network Issue,Medium,Call,Resolved,No,EM00734,19.9,01-05-2014
TK00010176,C0006161,06-03-2026,Call Drop,High,App,Reopened,No,EM00288,,
TK00010177,C0006161,21-03-2017,Fiber Downtime,High,Call,Resolved,Yes,EM00250,19.6,21-03-2017
TK00010178,C0006161,04-02-2025,Recharge Failure,Low,Call,Pending,No,EM00347,,
TK00010179,C0006162,31-10-2017,Network Issue,Critical,Call,Resolved,Yes,EM00668,24.9,01-11-2017
TK00010180,C0006162,10-02-2015,Slow Data Speed,Medium,Email,Resolved,Yes,EM00559,31.6,12-02-2015
TK00010181,C0006163,14-12-2019,Recharge Failure,Medium,Call,Pending,No,EM00253,,
TK00010182,C0006164,23-11-2019,SIM/Activation,Medium,App,Reopened,No,EM00280,,
TK00010183,C0006164,13-12-2025,Device Support,Low,App,Pending,No,EM00593,,
TK00010184,C0006165,24-05-2021,Slow Data Speed,Critical,Chat,Resolved,No,EM00346,15.8,25-05-2021
TK00010185,C0006166,24-09-2023,Account Update,Medium,Call,Escalated,No,EM00240,,
TK00010186,C0006166,31-10-2017,Recharge Failure,Medium,Email,Reopened,No,EM00695,,
TK00010187,C0006170,14-12-2017,Payment Issue,Low,App,Pending,No,EM00370,,
TK00010188,C0006170,04-02-2021,Device Support,Medium,Call,Escalated,No,EM00409,,
TK00010189,C0006172,15-05-2018,Payment Issue,High,Call,Reopened,No,EM00243,,
TK00010190,C0006172,26-01-2026,Account Update,High,Email,Pending,No,EM00276,,
TK00010191,C0006173,28-09-2014,Slow Data Speed,Medium,Chat,Resolved,Yes,EM00751,10.6,28-09-2014
TK00010192,C0006174,28-02-2021,Fiber Downtime,Low,Call,Escalated,No,EM00069,,
TK00010193,C0006175,21-05-2021,Call Drop,High,Store,Pending,No,EM00029,,
TK00010194,C0006175,23-08-2018,Device Support,Low,Email,Escalated,No,EM00040,,
TK00010195,C0006175,28-12-2024,Roaming,High,App,Resolved,No,EM00183,8.8,29-12-2024
TK00010196,C0006176,30-01-2021,Slow Data Speed,Medium,App,Resolved,No,EM00542,5.1,30-01-2021
TK00010197,C0006176,28-02-2026,Billing Dispute,Low,Call,Pending,No,EM00355,,
TK00010198,C0006176,02-12-2018,Billing Dispute,Low,Call,Resolved,Yes,EM00186,1.1,02-12-2018
TK00010199,C0006176,31-10-2014,Device Support,Medium,Chat,Pending,No,EM00220,,
TK00010200,C0006176,01-05-2021,Recharge Failure,High,Email,Resolved,Yes,EM00002,41.8,03-05-2021
TK00010201,C0006178,19-06-2014,Call Drop,Critical,App,Pending,No,EM00157,,
TK00010202,C0006178,18-03-2019,SIM/Activation,High,App,Pending,No,EM00237,,
TK00010203,C0006179,05-12-2019,Fiber Downtime,Low,Email,Resolved,No,EM00196,19.8,05-12-2019
TK00010204,C0006180,16-03-2017,Recharge Failure,Medium,Store,Pending,No,EM00494,,
TK00010205,C0006182,15-10-2025,Network Issue,Low,Email,Pending,No,EM00240,,
TK00010206,C0006184,07-04-2014,Network Issue,Low,Chat,Escalated,No,EM00162,,
TK00010207,C0006184,22-05-2025,SIM/Activation,High,App,Escalated,No,EM00182,,
TK00010208,C0006186,20-03-2026,Fiber Downtime,Low,Call,Escalated,No,EM00518,,
TK00010209,C0006186,30-12-2017,Device Support,High,App,Resolved,No,EM00798,25.7,31-12-2017
TK00010210,C0006186,23-05-2025,Call Drop,High,Chat,Resolved,Yes,EM00558,25.2,24-05-2025
TK00010211,C0006186,11-09-2023,Network Issue,Low,Email,Resolved,No,EM00716,27.3,12-09-2023
TK00010212,C0006186,01-08-2020,Billing Dispute,Low,App,Resolved,No,EM00780,14.8,02-08-2020
TK00010213,C0006188,24-03-2015,Billing Dispute,Low,Call,Resolved,Yes,EM00218,4.4,25-03-2015
TK00010214,C0006189,24-12-2023,Roaming,Low,Store,Resolved,Yes,EM00419,11.7,24-12-2023
TK00010215,C0006190,16-07-2014,Payment Issue,Critical,App,Resolved,Yes,EM00210,10.1,17-07-2014
TK00010216,C0006190,29-02-2016,Call Drop,Low,Store,Resolved,No,EM00015,8.3,29-02-2016
TK00010217,C0006191,03-05-2014,Account Update,Low,Store,Resolved,Yes,EM00150,26.3,04-05-2014
TK00010218,C0006192,27-09-2015,Account Update,Medium,App,Reopened,No,EM00614,,
TK00010219,C0006192,22-09-2015,Account Update,Low,Call,Resolved,No,EM00321,8.0,23-09-2015
TK00010220,C0006192,08-02-2014,Fiber Downtime,Low,Chat,Pending,No,EM00336,,
TK00010221,C0006193,26-11-2015,Recharge Failure,Medium,Call,Resolved,No,EM00354,3.1,26-11-2015
TK00010222,C0006194,01-12-2015,Payment Issue,Medium,Store,Resolved,Yes,EM00135,9.4,02-12-2015
TK00010223,C0006197,11-03-2017,Roaming,Medium,Chat,Pending,No,EM00447,,
TK00010224,C0006197,02-02-2026,Network Issue,Medium,Chat,Resolved,No,EM00352,34.9,03-02-2026
TK00010225,C0006197,19-02-2018,Recharge Failure,Low,Chat,Resolved,Yes,EM00630,26.5,20-02-2018
TK00010226,C0006198,29-07-2019,Network Issue,Low,Chat,Resolved,Yes,EM00356,8.7,29-07-2019
TK00010227,C0006198,28-05-2017,Device Support,Low,Chat,Resolved,Yes,EM00704,33.7,29-05-2017
TK00010228,C0006198,23-01-2017,Payment Issue,Medium,App,Resolved,No,EM00722,7.8,24-01-2017
TK00010229,C0006198,20-10-2017,Billing Dispute,Medium,Email,Resolved,Yes,EM00189,22.5,21-10-2017
TK00010230,C0006198,15-11-2024,SIM/Activation,Critical,Email,Resolved,No,EM00784,4.1,15-11-2024
TK00010231,C0006199,17-04-2021,Plan Change,High,Store,Escalated,No,EM00262,,
TK00010232,C0006199,09-01-2025,SIM/Activation,Critical,Email,Pending,No,EM00001,,
TK00010233,C0006200,24-10-2014,Payment Issue,Critical,Email,Escalated,No,EM00705,,
TK00010234,C0006201,28-09-2022,Fiber Downtime,Low,Call,Resolved,Yes,EM00104,7.1,28-09-2022
TK00010235,C0006201,22-09-2025,Slow Data Speed,Low,Store,Resolved,Yes,EM00279,12.1,23-09-2025
TK00010236,C0006202,07-04-2015,Device Support,High,Store,Pending,No,EM00228,,
TK00010237,C0006203,02-10-2018,Billing Dispute,Medium,Call,Resolved,Yes,EM00149,0.5,02-10-2018
TK00010238,C0006203,02-06-2016,Network Issue,High,Email,Resolved,Yes,EM00344,26.8,03-06-2016
TK00010239,C0006204,09-02-2023,Device Support,Critical,App,Escalated,No,EM00570,,
TK00010240,C0006204,17-07-2020,Plan Change,Low,Call,Escalated,No,EM00091,,
TK00010241,C0006204,07-06-2023,Call Drop,High,App,Pending,No,EM00678,,
TK00010242,C0006204,12-05-2025,SIM/Activation,High,Email,Pending,No,EM00282,,
TK00010243,C0006206,22-06-2022,SIM/Activation,Low,Email,Resolved,No,EM00797,16.9,23-06-2022
TK00010244,C0006207,09-05-2014,Call Drop,High,Chat,Escalated,No,EM00188,,
TK00010245,C0006207,08-02-2017,Payment Issue,Medium,App,Reopened,No,EM00705,,
TK00010246,C0006207,17-02-2020,Slow Data Speed,High,Store,Resolved,Yes,EM00655,16.0,17-02-2020
TK00010247,C0006207,19-09-2023,Slow Data Speed,High,Call,Resolved,No,EM00255,13.0,20-09-2023
TK00010248,C0006207,22-12-2023,Network Issue,Medium,Call,Pending,No,EM00055,,
TK00010249,C0006209,02-02-2024,Device Support,Medium,App,Resolved,Yes,EM00598,43.2,04-02-2024
TK00010250,C0006210,11-03-2014,Call Drop,Medium,Call,Resolved,Yes,EM00422,12.5,11-03-2014
TK00010251,C0006210,05-12-2017,Device Support,High,App,Resolved,Yes,EM00072,17.8,06-12-2017
TK00010252,C0006212,14-03-2024,Device Support,Medium,Call,Reopened,No,EM00042,,
TK00010253,C0006212,25-09-2015,Payment Issue,Critical,Chat,Resolved,Yes,EM00710,9.7,26-09-2015
TK00010254,C0006214,21-06-2023,Device Support,Low,Email,Pending,No,EM00574,,
TK00010255,C0006217,26-01-2026,Plan Change,Low,Store,Resolved,No,EM00089,20.8,27-01-2026
TK00010256,C0006218,09-03-2018,Call Drop,Critical,App,Escalated,No,EM00631,,
TK00010257,C0006218,05-01-2025,Slow Data Speed,Low,Email,Pending,No,EM00219,,
TK00010258,C0006218,23-09-2016,Device Support,Critical,App,Pending,No,EM00106,,
TK00010259,C0006219,28-12-2024,Call Drop,Low,App,Resolved,Yes,EM00782,21.9,29-12-2024
TK00010260,C0006220,24-06-2014,Call Drop,Low,Email,Reopened,No,EM00164,,
TK00010261,C0006222,27-07-2024,Roaming,High,Email,Resolved,No,EM00789,24.1,28-07-2024
TK00010262,C0006222,23-04-2015,Payment Issue,Medium,Call,Resolved,Yes,EM00202,26.0,24-04-2015
TK00010263,C0006223,20-12-2023,Plan Change,Low,Chat,Escalated,No,EM00441,,
TK00010264,C0006223,25-12-2015,Device Support,Medium,Email,Pending,No,EM00799,,
TK00010265,C0006224,06-11-2018,Fiber Downtime,Medium,Call,Pending,No,EM00695,,
TK00010266,C0006224,26-01-2019,Plan Change,Low,App,Pending,No,EM00408,,
TK00010267,C0006224,08-06-2024,Payment Issue,Low,App,Resolved,No,EM00469,29.8,09-06-2024
TK00010268,C0006224,09-08-2016,Fiber Downtime,Low,Chat,Resolved,Yes,EM00631,8.7,10-08-2016
TK00010269,C0006225,26-12-2025,Payment Issue,High,App,Resolved,No,EM00659,20.3,27-12-2025
TK00010270,C0006225,16-02-2020,Call Drop,Low,Store,Resolved,Yes,EM00772,11.1,17-02-2020
TK00010271,C0006225,15-07-2015,Recharge Failure,High,Chat,Resolved,Yes,EM00072,6.9,15-07-2015
TK00010272,C0006227,28-07-2020,Network Issue,Low,Store,Pending,No,EM00419,,
TK00010273,C0006228,17-02-2019,Network Issue,Medium,Email,Resolved,Yes,EM00085,45.5,18-02-2019
TK00010274,C0006228,02-09-2021,Call Drop,Medium,App,Resolved,Yes,EM00246,11.1,03-09-2021
TK00010275,C0006229,14-04-2023,Recharge Failure,Medium,Call,Escalated,No,EM00239,,
TK00010276,C0006229,11-05-2018,Roaming,High,App,Resolved,Yes,EM00118,5.4,11-05-2018
TK00010277,C0006230,01-05-2014,Roaming,High,Email,Escalated,No,EM00092,,
TK00010278,C0006230,07-05-2024,Fiber Downtime,Medium,Store,Reopened,No,EM00777,,
TK00010279,C0006231,05-03-2025,Roaming,High,Call,Pending,No,EM00152,,
TK00010280,C0006232,29-04-2015,Fiber Downtime,Medium,Store,Resolved,No,EM00729,33.5,30-04-2015
TK00010281,C0006232,21-11-2014,Fiber Downtime,Low,Call,Resolved,No,EM00655,25.3,22-11-2014
TK00010282,C0006233,21-04-2023,Plan Change,Low,App,Pending,No,EM00093,,
TK00010283,C0006233,03-01-2016,Recharge Failure,Low,Call,Pending,No,EM00377,,
TK00010284,C0006234,05-07-2016,Recharge Failure,Medium,Chat,Escalated,No,EM00606,,
TK00010285,C0006234,04-01-2021,SIM/Activation,Medium,Chat,Resolved,Yes,EM00571,14.2,05-01-2021
TK00010286,C0006236,04-11-2024,Recharge Failure,Low,Store,Reopened,No,EM00737,,
TK00010287,C0006236,08-07-2022,Device Support,Low,App,Pending,No,EM00269,,
TK00010288,C0006237,30-03-2026,Fiber Downtime,Medium,App,Pending,No,EM00410,,
TK00010289,C0006237,10-02-2016,SIM/Activation,Medium,Email,Escalated,No,EM00353,,
TK00010290,C0006238,17-03-2019,Network Issue,Critical,Store,Pending,No,EM00798,,
TK00010291,C0006240,22-10-2024,Network Issue,Medium,Call,Pending,No,EM00409,,
TK00010292,C0006241,11-12-2021,Call Drop,High,Chat,Resolved,Yes,EM00071,20.2,11-12-2021
TK00010293,C0006242,25-07-2021,SIM/Activation,Medium,Call,Pending,No,EM00540,,
TK00010294,C0006242,17-08-2017,Account Update,Medium,Email,Resolved,No,EM00405,37.1,19-08-2017
TK00010295,C0006243,12-03-2024,Network Issue,Low,Store,Pending,No,EM00369,,
TK00010296,C0006243,17-10-2023,Recharge Failure,Low,Email,Reopened,No,EM00408,,
TK00010297,C0006243,27-06-2018,Fiber Downtime,High,Email,Resolved,Yes,EM00139,51.3,29-06-2018
TK00010298,C0006243,21-06-2021,Slow Data Speed,Medium,App,Resolved,Yes,EM00718,11.1,22-06-2021
TK00010299,C0006243,13-10-2017,Account Update,Low,Call,Resolved,Yes,EM00633,25.6,14-10-2017
TK00010300,C0006243,03-08-2025,SIM/Activation,Low,Call,Resolved,No,EM00703,13.7,04-08-2025
TK00010301,C0006244,06-03-2022,Plan Change,Medium,Email,Escalated,No,EM00740,,
TK00010302,C0006244,18-10-2024,Plan Change,Low,Call,Escalated,No,EM00205,,
TK00010303,C0006244,14-03-2014,Call Drop,Medium,Chat,Resolved,No,EM00263,18.9,15-03-2014
TK00010304,C0006244,18-11-2017,Call Drop,Medium,Email,Resolved,Yes,EM00338,9.1,18-11-2017
TK00010305,C0006245,05-08-2014,Payment Issue,Medium,Email,Resolved,No,EM00565,9.2,06-08-2014
